* Dictionary *
score2002:		percentage of votes in the second round of the 2002 elections
score1997:		percentage of votes in the second round of the 1997 elections by the candidate of the same party
male:			= 1 if the candidate is male, 0 o/w
male_opp:		= 1 if the candidate's opponent is male, 0 o/w
district:		district
age:			age at time of the election
age_opp:		age of the opponent at time of the election
status:		= "N" if candidate is new; = "I" if candidate is an incumbent; = "L" if candidate was a candidate in 1997 who lost; = "M" if candidate was an incumbent in a different district in 1997
status_opp:		= status of opponent
party:		party
expenditures:	campaign expenditures
party_support:	party contributions to campaing expenditures
first_name:		first name of candidate
last_name:		last name of candidate
**************

last_name	first_name	score2002	district	score2007	male	male_opp	party	age	age_opp	status	status_opp
"gouzes"	"gerard"	.4294	"47//2"	.4381	1	1	"PS"	64.5	59.58333	"L"	"I"
"cahuzac"	"jerome"	.4824	"47//3"	.5229	1	1	"PS"	55.5	64.41666	"L"	"N"
"bruguiere"	"jean louis"	.5176	"47//3"	.4771	1	1	"UMP"	64.41666	55.5	"N"	"L"
"saint leger"	"francis"	.5378	"48//1"	.5362	1	1	"UMP"	50.16667	63.33333	"I"	"N"
"chazal"	"jean claude"	.4622	"48//1"	.4638	1	1	"PS"	63.33333	50.16667	"N"	"I"
"bachelot narquin"	"roselyne"	.5827	"49//1"	.5467	0	1	"UMP"	61	32.75	"I"	"N"
"belot"	"luc"	.4173	"49//1"	.4533	1	0	"PS"	32.75	61	"N"	"I"
"richard"	"dominique"	.529	"49//2"	.4788	1	1	"UMP"	52.91667	67.25	"I"	"L"
"goua"	"marc"	.471	"49//2"	.5212	1	1	"PS"	67.25	52.91667	"L"	"I"
"adrien bigeon"	"laurence"	.3892	"49//5"	.437	0	1	"PS"	38.25	47.33333	"N"	"N"
"bourdouleix"	"gilles"	.6108	"49//5"	.563	1	0	"UMP"	47.33333	38.25	"N"	"N"
"de charette"	"herve"	.6347	"49//6"	.5669	1	1	"UMP"	68.58334	59.91667	"I"	"N"
"bardy"	"serge"	.3653	"49//6"	.4331	1	1	"PS"	59.91667	68.58334	"N"	"I"
"martinez"	"henriette"	.527	"5//1"	.5177	0	0	"UMP"	57.58333	34.25	"I"	"N"
"berger"	"karine"	.473	"5//1"	.4823	0	0	"PS"	34.25	57.58333	"N"	"I"
"lemiere"	"jean"	.509	"50//5"	.4104	1	1	"UMP"	60.83333	44.5	"I"	"L"
"cazeneuve"	"bernard"	.491	"50//5"	.5896	1	1	"PS"	44.5	60.83333	"L"	"I"
"dutreil"	"renaud"	.5457	"51//1"	.5372	1	1	"UMP"	47.5	35.5	"M"	"N"
"quenard"	"eric"	.4543	"51//1"	.4628	1	1	"PS"	35.5	47.5	"N"	"M"
"vautrin"	"catherine"	.5395	"51//2"	.5693	0	0	"UMP"	46.58333	51.08333	"I"	"L"
"hazan"	"adeline"	.4605	"51//2"	.4307	0	0	"PS"	51.08333	46.58333	"L"	"I"
"thomas"	"jean claude"	.5961	"51//3"	.537	1	0	"UMP"	57.25	42.33333	"I"	"N"
"dahm"	"nathalie"	.4039	"51//3"	.463	0	1	"PS"	42.33333	57.25	"N"	"I"
"henart"	"laurent"	.5431	"54//1"	.508	1	1	"UMP"	38.83333	31.08333	"I"	"N"
"klein"	"mathieu"	.4569	"54//1"	.492	1	1	"PS"	31.08333	38.83333	"N"	"I"
"burckhart vandevelde"	"patricia"	.5301	"54//2"	.4935	0	1	"UMP"	61.33333	50.66667	"I"	"N"
"feron"	"herve"	.4699	"54//2"	.5065	1	0	"PS"	50.66667	61.33333	"N"	"I"
"rosso debord"	"valerie"	.5743	"54//3"	.5137	0	1	"UMP"	35.91667	57.75	"N"	"N"
"jacquemin"	"pascal"	.4257	"54//3"	.4863	1	0	"PS"	57.75	35.91667	"N"	"N"
"demonet"	"laurence"	.4733	"54//4"	.4215	0	1	"PS"	49.75	54.66667	"L"	"N"
"lamblin"	"jacques"	.5267	"54//4"	.5785	1	0	"UMP"	54.66667	49.75	"N"	"L"
"morano"	"nadine"	.5626	"54//5"	.5282	0	0	"UMP"	43.91667	59.33333	"I"	"N"
"pilot"	"michele"	.4374	"54//5"	.4718	0	0	"PS"	59.33333	43.91667	"N"	"I"
"le deaut"	"jean yves"	.5856	"54//6"	.5862	1	1	"PS"	62.16667	53.33333	"I"	"N"
"giroux"	"paul"	.4144	"54//6"	.4138	1	1	"UMP"	53.33333	62.16667	"N"	"I"
"pancher"	"bertrand"	.4667	"55//1"	.5397	1	1	"UMP"	49.5	34.58333	"N"	"N"
"villemin"	"thibaut"	.5333	"55//1"	.4603	1	1	"PS"	34.58333	49.5	"N"	"N"
"goulard"	"francois"	.5807	"56//1"	.529	1	1	"UMP"	53.75	56.33333	"I"	"L"
"pellois"	"herve"	.4193	"56//1"	.471	1	1	"PS"	56.33333	53.75	"L"	"I"
"le magueresse"	"nathalie"	.3972	"56//2"	.4775	0	1	"PS"	47.41667	45.75	"L"	"N"
"grall"	"michel"	.6028	"56//2"	.5225	1	0	"UMP"	45.75	47.41667	"N"	"L"
"lorgeoux"	"gerard"	.565	"56//3"	.5305	1	1	"UMP"	63.66667	61.25	"I"	"N"
"le roch"	"jean pierre"	.435	"56//3"	.4695	1	1	"PS"	61.25	63.66667	"N"	"I"
"bouvard"	"loic"	.5705	"56//4"	.5042	1	0	"UMP"	78.08334	42.5	"I"	"N"
"le marre"	"beatrice"	.4295	"56//4"	.4958	0	1	"PS"	42.5	78.08334	"N"	"I"
"colas"	"maria"	.4961	"56//5"	.4473	0	0	"UMP"	48.75	47.58333	"N"	"N"
"olivier coupeau"	"francoise"	.5039	"56//5"	.5527	0	0	"PS"	47.58333	48.75	"N"	"N"
"grosdidier"	"francois"	.5518	"57//1"	.524	1	1	"UMP"	46.16667	59.16667	"I"	"L"
"terrier"	"gerard"	.4482	"57//1"	.476	1	1	"PS"	59.16667	46.16667	"L"	"I"
"liebgott"	"michel"	.5931	"57//10"	.561	1	0	"PS"	49.16667	32.33333	"I"	"N"
"ferrari"	"christine"	.4069	"57//10"	.439	0	1	"UMP"	32.33333	49.16667	"N"	"I"
"jacquat"	"denis"	.5836	"57//2"	.5589	1	0	"UMP"	63.41667	63.33333	"I"	"N"
"gansoinat ravaine"	"marie therese"	.4164	"57//2"	.4411	0	1	"PS"	63.33333	63.41667	"N"	"I"
"lang"	"pierre"	.6202	"57//6"	.6526	1	1	"UMP"	60.5	52.58333	"I"	"N"
"obiegala"	"michel"	.3798	"57//6"	.3474	1	1	"PS"	52.58333	60.5	"N"	"I"
"filippetti"	"aurelie"	.5071	"57//8"	.5097	0	1	"PS"	34.5	40.83333	"L"	"N"
"missoffe"	"alain"	.4929	"57//8"	.4903	1	0	"UMP"	40.83333	34.5	"N"	"L"
"demange"	"jean marie"	.6062	"57//9"	.5511	1	1	"UMP"	63.58333	45.08333	"I"	"L"
"mertz"	"bertrand"	.3938	"57//9"	.4489	1	1	"PS"	45.08333	63.58333	"L"	"I"
"carrillon couvreur"	"martine"	.5517	"58//1"	.5607	0	1	"PS"	59.25	64.75	"I"	"L"
"rostein"	"daniel"	.4483	"58//1"	.4393	1	0	"UMP"	64.75	59.25	"L"	"I"
"gorce"	"gaetan"	.5603	"58//2"	.5771	1	0	"PS"	49	52.08333	"I"	"N"
"legrain"	"annie"	.4397	"58//2"	.4229	0	1	"UMP"	52.08333	49	"N"	"I"
"paul"	"christian"	.5658	"58//3"	.5746	1	0	"PS"	47.25	51.66667	"I"	"L"
"freytag"	"brigitte"	.4342	"58//3"	.4254	0	1	"UMP"	51.66667	47.25	"L"	"I"
"roman"	"bernard"	.5589	"59//1"	.6175	1	0	"PS"	54.58333	37.75	"I"	"N"
"sellali"	"khalida"	.4411	"59//1"	.3825	0	1	"UMP"	37.75	54.58333	"N"	"I"
"vanneste"	"christian"	.5641	"59//10"	.5856	1	0	"UMP"	59.58333	50	"I"	"N"
"azmy"	"najat"	.4359	"59//10"	.4144	0	1	"PS"	50	59.58333	"N"	"I"
"durand"	"yves"	.5082	"59//11"	.5228	1	1	"PS"	61.5	58.33333	"I"	"L"
"waymel"	"philippe"	.4918	"59//11"	.4772	1	1	"UMP"	58.33333	61.5	"L"	"I"
"delebarre"	"michel"	.5161	"59//13"	.5312	1	1	"PS"	61.33333	45.5	"I"	"L"
"dhersin"	"franck"	.4839	"59//13"	.4688	1	1	"UMP"	45.5	61.33333	"L"	"I"
"dolez"	"marc"	.5998	"59//17"	.6219	1	0	"PS"	54.83333	49.83333	"I"	"L"
"prouvost"	"francoise"	.4002	"59//17"	.3781	0	1	"UMP"	49.83333	54.83333	"L"	"I"
"villain"	"francois xavier"	.5586	"59//18"	.5745	1	0	"UMP"	57.41667	60.16667	"I"	"L"
"douay"	"brigitte"	.4414	"59//18"	.4255	0	1	"PS"	60.16667	57.41667	"L"	"I"
"derosier"	"bernard"	.5457	"59//2"	.5867	1	0	"PS"	67.91666	48.66667	"I"	"N"
"vannier"	"caroline"	.4543	"59//2"	.4133	0	1	"UMP"	48.66667	67.91666	"N"	"I"
"bataille"	"christian"	.5166	"59//22"	.5278	1	0	"PS"	61.41667	35.58333	"I"	"N"
"lesne"	"marie sophie"	.4834	"59//22"	.4722	0	1	"UMP"	35.58333	61.41667	"N"	"I"
"decocq"	"christian"	.5386	"59//3"	.494	1	1	"UMP"	62.08333	59.91667	"I"	"L"
"cacheux"	"alain"	.4614	"59//3"	.506	1	1	"PS"	59.91667	62.08333	"L"	"I"
"huyghe"	"sebastien"	.5109	"59//5"	.5073	1	0	"UMP"	37.83333	52.91667	"I"	"N"
"parat"	"brigitte"	.4891	"59//5"	.4927	0	1	"PS"	52.91667	37.83333	"N"	"I"
"lazaro"	"thierry"	.5761	"59//6"	.566	1	1	"UMP"	46.75	47.08333	"I"	"L"
"bailly"	"dominique"	.4239	"59//6"	.434	1	1	"PS"	47.08333	46.75	"L"	"I"
"baert"	"dominique"	.4982	"59//8"	.5686	1	1	"PS"	47.83333	55.83333	"L"	"N"
"kacet"	"salem"	.5018	"59//8"	.4314	1	1	"UMP"	55.83333	47.83333	"N"	"L"
"dassault"	"olivier"	.5688	"60//1"	.5686	1	1	"UMP"	56.5	57.33333	"I"	"L"
"rome"	"yves"	.4312	"60//1"	.4314	1	1	"PS"	57.33333	56.5	"L"	"I"
"mancel"	"jean francois"	.5499	"60//2"	.5412	1	0	"UMP"	59.25	52.08333	"I"	"N"
"houssin"	"sylvie"	.4501	"60//2"	.4588	0	1	"PS"	52.08333	59.25	"N"	"I"
"francaix"	"michel"	.505	"60//3"	.5343	1	0	"PS"	64.41666	54.66667	"I"	"L"
"bremard"	"cecile"	.495	"60//3"	.4657	0	1	"UMP"	54.66667	64.41666	"L"	"I"
"rapeneau"	"philippe"	.4946	"62//1"	.4791	1	0	"UMP"	49.08333	58.41667	"L"	"N"
"maquet"	"jacqueline"	.5054	"62//1"	.5209	0	1	"PS"	58.41667	49.08333	"N"	"L"
"genisson"	"catherine"	.5416	"62//2"	.5538	0	1	"PS"	58.33333	58.5	"I"	"N"
"ziolkowski"	"michel"	.4584	"62//2"	.4462	1	0	"UMP"	58.5	58.33333	"N"	"I"
"leroy"	"jean claude"	.5366	"62//3"	.5709	1	0	"PS"	55.5	31.33333	"I"	"N"
"magnier"	"helene"	.4634	"62//3"	.4291	0	1	"UMP"	31.33333	55.5	"N"	"I"
"fasquelle"	"daniel"	.5915	"62//4"	.5389	1	1	"UMP"	44.08333	42.33333	"N"	"N"
"lena"	"vincent"	.4085	"62//4"	.4611	1	1	"PS"	42.33333	44.08333	"N"	"N"
"valla"	"annick"	.4919	"62//5"	.3796	0	1	"UMP"	52.25	39	"N"	"N"
"cuvillier"	"frederic"	.5081	"62//5"	.6204	1	0	"PS"	39	52.25	"N"	"N"
"lang"	"jack"	.5383	"62//6"	.5472	1	1	"PS"	67.75	45.08333	"I"	"N"
"wacheux"	"frederic"	.4617	"62//6"	.4528	1	1	"UMP"	45.08333	67.75	"N"	"I"
"cocquempot"	"gilles"	.5179	"62//7"	.5069	1	0	"PS"	54.83333	44.41667	"I"	"L"
"bouchart"	"natacha"	.4821	"62//7"	.4931	0	1	"UMP"	44.41667	54.83333	"L"	"I"
"flajolet"	"andre"	.5054	"62//9"	.5177	1	1	"UMP"	61	65.58334	"I"	"N"
"mellick"	"jacques"	.4946	"62//9"	.4823	1	1	"PS"	65.58334	61	"N"	"I"
"saugues"	"odile"	.5488	"63//1"	.6125	0	0	"PS"	64.08334	63.83333	"I"	"L"
"courtille"	"anne"	.4512	"63//1"	.3875	0	0	"UMP"	63.83333	64.08334	"L"	"I"
"neri"	"alain"	.5732	"63//2"	.6183	1	1	"PS"	65.41666	60.83333	"I"	"L"
"suss"	"paul"	.4268	"63//2"	.3817	1	1	"UMP"	60.83333	65.41666	"L"	"I"
"giscard d'estaing"	"louis"	.5375	"63//3"	.5309	1	0	"UMP"	48.83333	58.16667	"I"	"N"
"lacombe"	"mireille"	.4625	"63//3"	.4691	0	1	"PS"	58.16667	48.83333	"N"	"I"
"bacquet"	"jean paul"	.5608	"63//4"	.6144	1	1	"PS"	58.25	33.16667	"I"	"N"
"serre"	"christophe"	.4392	"63//4"	.3856	1	1	"UMP"	33.16667	58.25	"N"	"I"
"michel"	"jean"	.5134	"63//6"	.5424	1	0	"PS"	58.08333	61.41667	"I"	"N"
"sikora"	"marie therese"	.4866	"63//6"	.4576	0	1	"UMP"	61.41667	58.08333	"N"	"I"
"lignieres cassou"	"martine"	.531	"64//1"	.5552	0	1	"PS"	55.16667	36	"I"	"N"
"layre"	"bernard"	.469	"64//1"	.4448	1	0	"UMP"	36	55.16667	"N"	"I"
"bayrou"	"francois"	.5558	"64//2"	.6121	1	0	"UDF-Mvt démocrate"	56.41667	47.58333	"I"	"N"
"cabanne"	"marie pierre"	.4442	"64//2"	.3879	0	1	"PS"	47.58333	56.41667	"N"	"I"
"habib"	"david"	.5327	"64//3"	.625	1	0	"PS"	46.25	34.25	"I"	"N"
"sailliet"	"laurence"	.4673	"64//3"	.375	0	1	"UMP"	34.25	46.25	"N"	"I"
"grenet"	"jean"	.5508	"64//5"	.5293	1	1	"UMP"	67.58334	59.08333	"I"	"L"
"espilondo"	"jean"	.4492	"64//5"	.4707	1	1	"PS"	59.08333	67.58334	"L"	"I"
"alliot marie"	"michele"	.6088	"64//6"	.5837	0	0	"UMP"	60.75	61.58333	"I"	"L"
"alaux"	"sylviane"	.3912	"64//6"	.4163	0	0	"PS"	61.58333	60.75	"L"	"I"
"forgues"	"pierre"	.5763	"65//1"	.6077	1	0	"PS"	69.5	53.66667	"I"	"N"
"lamon"	"monique"	.4237	"65//1"	.3923	0	1	"UMP"	53.66667	69.5	"N"	"I"
"glavany"	"jean"	.5916	"65//3"	.6141	1	0	"PS"	58.41667	59.5	"I"	"N"
"rabaud carrie"	"christine"	.4084	"65//3"	.3859	0	1	"UMP"	59.5	58.41667	"N"	"I"
"franco"	"arlette"	.5086	"66//2"	.5978	0	0	"UMP"	67.83334	67.16666	"I"	"N"
"soum"	"renee"	.4914	"66//2"	.4022	0	0	"PS"	67.16666	67.83334	"N"	"I"
"calvet"	"francois"	.5152	"66//3"	.5194	1	1	"UMP"	54.33333	52.83333	"I"	"L"
"bourquin"	"christian"	.4848	"66//3"	.4806	1	1	"PS"	52.83333	54.33333	"L"	"I"
"irles"	"jacqueline"	.4842	"66//4"	.5025	0	1	"UMP"	50.41667	64.58334	"N"	"N"
"aylagas"	"pierre"	.5158	"66//4"	.4975	1	0	"PS"	64.58334	50.41667	"N"	"N"
"jung"	"armand"	.5021	"67//1"	.5627	1	0	"PS"	57	35.83333	"I"	"N"
"loutrel"	"frederique"	.4979	"67//1"	.4373	0	1	"UMP"	35.83333	57	"N"	"I"
"maurer"	"jean phillipe"	.5052	"67//2"	.5132	1	1	"UMP"	46.58333	43.08333	"N"	"N"
"bies"	"philippe"	.4948	"67//2"	.4868	1	1	"PS"	43.08333	46.58333	"N"	"N"
"grosskost"	"arlette"	.5587	"68//5"	.5627	0	1	"UMP"	53.58333	55.16667	"I"	"N"
"freyburger"	"pierre"	.4413	"68//5"	.4373	1	0	"PS"	55.16667	53.58333	"N"	"I"
"braillard"	"thierry"	.4456	"69//1"	.4846	1	1	"PS"	43.08333	40.25	"N"	"N"
"havard"	"michel"	.5544	"69//1"	.5154	1	1	"UMP"	40.25	43.08333	"N"	"N"
"guilloteau"	"christophe"	.654	"69//10"	.6399	1	0	"UMP"	49.5	43.25	"I"	"N"
"perrin"	"florence"	.346	"69//10"	.3601	0	1	"PS"	43.25	49.5	"N"	"I"
"fenech"	"georges"	.5198	"69//11"	.5654	1	1	"UMP"	52.83333	57.66667	"I"	"N"
"gagneur"	"jean francois"	.4802	"69//11"	.4346	1	1	"PS"	57.66667	52.83333	"N"	"I"
"dubernard"	"jean michel"	.5532	"69//3"	.4866	1	1	"UMP"	66.41666	61.83333	"I"	"N"
"touraine"	"jean louis"	.4468	"69//3"	.5134	1	1	"PS"	61.83333	66.41666	"N"	"I"
"perben"	"dominique"	.6449	"69//4"	.5657	1	0	"UMP"	61.66667	29.83333	"M"	"N"
"vallaud belkacem"	"najat"	.3551	"69//4"	.4343	0	1	"PS"	29.83333	61.66667	"N"	"M"
"crozon"	"pascale"	.5102	"69//6"	.5381	0	1	"PS"	63.41667	61.83333	"N"	"N"
"chabert"	"henry"	.4898	"69//6"	.4619	1	0	"UMP"	61.83333	63.41667	"N"	"N"
"terrasse"	"pascal"	.5445	"7//1"	.6167	1	0	"PS"	42.83333	35.33333	"I"	"N"
"cotta"	"rachel"	.4555	"7//1"	.3833	0	1	"UMP"	35.33333	42.83333	"N"	"I"
"flory"	"jean claude"	.5723	"7//3"	.5559	1	0	"UMP"	41.25	54.41667	"I"	"N"
"louis"	"veronique"	.4277	"7//3"	.4441	0	1	"PS"	54.41667	41.25	"N"	"I"
"briot"	"maryvonne"	.5109	"70//2"	.4839	0	1	"UMP"	48.16667	61.25	"I"	"N"
"villaume"	"jean michel"	.4891	"70//2"	.5161	1	0	"PS"	61.25	48.16667	"N"	"I"
"anciaux"	"jean paul"	.5159	"71//3"	.5149	1	0	"UMP"	60.58333	49.41667	"I"	"N"
"couillerot"	"evelyne"	.4841	"71//3"	.4851	0	1	"PS"	49.41667	60.58333	"N"	"I"
"juillot"	"dominique"	.5959	"71//5"	.497	1	1	"UMP"	53.41667	40.66667	"I"	"N"
"sirugue"	"christophe"	.4041	"71//5"	.503	1	1	"PS"	40.66667	53.41667	"N"	"I"
"montebourg"	"arnaud"	.5543	"71//6"	.5034	1	1	"PS"	44.83333	36.16667	"I"	"N"
"danjean"	"arnaud"	.4457	"71//6"	.4966	1	1	"UMP"	36.16667	44.83333	"N"	"I"
"geveaux"	"jean marie"	.5215	"72//2"	.4752	1	0	"UMP"	60.41667	43	"I"	"L"
"karamanli"	"marietta"	.4785	"72//2"	.5248	0	1	"PS"	43	60.41667	"L"	"I"
"pavy"	"beatrice"	.5603	"72//3"	.5514	0	0	"UMP"	48.83333	68.58334	"I"	"L"
"lorilleux"	"agnes"	.4397	"72//3"	.4486	0	0	"PS"	68.58334	48.83333	"L"	"I"
"le mener"	"dominique"	.559	"72//5"	.5511	1	1	"UMP"	48.91667	40.08333	"I"	"L"
"rouillon"	"christophe"	.441	"72//5"	.4489	1	1	"PS"	40.08333	48.91667	"L"	"I"
"bouvard"	"michel"	.584	"73//3"	.5457	1	0	"UMP"	52.25	40.25	"I"	"L"
"laclais"	"bernadette"	.416	"73//3"	.4543	0	1	"PS"	40.25	52.25	"L"	"I"
"francina"	"marc"	.621	"74//5"	.6361	1	0	"UMP"	59.16667	55.66667	"I"	"N"
"verguet"	"clotilde"	.379	"74//5"	.3639	0	1	"PS"	55.66667	59.16667	"N"	"I"
"blisko"	"serge"	.5349	"75//10"	.5734	1	0	"PS"	57.08333	56.33333	"I"	"N"
"vasseur"	"veronique"	.4651	"75//10"	.4266	0	1	"UMP"	56.33333	57.08333	"N"	"I"
"lepetit"	"annick"	.5027	"75//17"	.5624	0	0	"PS"	49.25	48.33333	"I"	"N"
"kuster"	"brigitte"	.4973	"75//17"	.4376	0	0	"UMP"	48.33333	49.25	"N"	"I"
"caresche"	"christophe"	.5737	"75//18"	.6329	1	0	"PS"	46.75	33.66667	"I"	"N"
"bougrab"	"jeannette"	.4263	"75//18"	.3671	0	1	"UMP"	33.66667	46.75	"N"	"I"
"vaillant"	"daniel"	.5836	"75//19"	.6305	1	0	"PS"	57.58333	37	"I"	"L"
"decorte"	"roxane"	.4164	"75//19"	.3695	0	1	"UMP"	37	57.58333	"L"	"I"
"tiberi"	"jean"	.555	"75//2"	.5266	1	0	"UMP"	72.08334	60.08333	"I"	"L"
"cohen solal"	"lyne"	.445	"75//2"	.4734	0	1	"PS"	60.08333	72.08334	"L"	"I"
"delamare"	"raoul"	.425	"75//21"	.373	1	0	"UMP"	54.25	58.83333	"L"	"N"
"pau langevin"	"george"	.575	"75//21"	.627	0	1	"PS"	58.83333	54.25	"N"	"L"
"dreyfus"	"tony"	.5983	"75//5"	.6319	1	0	"PS"	68.08334	33.91667	"I"	"L"
"asmani"	"lynda"	.4017	"75//5"	.3681	0	1	"UMP"	33.91667	68.08334	"L"	"I"
"klarsfeld"	"arno"	.522	"75//8"	.4415	1	0	"UMP"	41.66667	41	"N"	"N"
"mazetier"	"sandrine"	.478	"75//8"	.5585	0	1	"PS"	41	41.66667	"N"	"N"
"le guen"	"jean marie"	.5584	"75//9"	.6257	1	1	"PS"	54.08333	53.41667	"I"	"L"
"tremege"	"patrick"	.4416	"75//9"	.3743	1	1	"UMP"	53.41667	54.08333	"L"	"I"
"fourneyron"	"valerie"	.4921	"76//1"	.5516	0	1	"PS"	47.83333	43.41667	"L"	"N"
"devaux"	"bruno"	.5079	"76//1"	.4484	1	0	"UMP"	43.41667	47.83333	"N"	"L"
"trassy paillogues"	"alfred"	.5131	"76//10"	.5515	1	0	"UMP"	56.58333	49.16667	"I"	"N"
"chauvel"	"dominique"	.4869	"76//10"	.4485	0	1	"PS"	49.16667	56.58333	"N"	"I"
"zimeray"	"francois"	.4192	"76//2"	.4876	1	0	"PS"	45.58333	44.66667	"N"	"N"
"guegot"	"francoise"	.5808	"76//2"	.5124	0	1	"UMP"	44.66667	45.58333	"N"	"N"
"bouillon"	"christophe"	.5804	"76//5"	.6006	1	0	"PS"	38.25	40.25	"N"	"N"
"poussier"	"marie agnes"	.4196	"76//5"	.3994	0	1	"UMP"	40.25	38.25	"N"	"N"
"besselat"	"jean yves"	.5944	"76//7"	.5639	1	1	"UMP"	64	46.41667	"I"	"N"
"logiou"	"laurent"	.4056	"76//7"	.4361	1	1	"PS"	46.41667	64	"N"	"I"
"fidelin"	"daniel"	.5143	"76//9"	.5316	1	0	"UMP"	59.41667	34.5	"I"	"N"
"grelier"	"estelle"	.4857	"76//9"	.4684	0	1	"PS"	34.5	59.41667	"N"	"I"
"mignon"	"jean claude"	.5959	"77//1"	.5698	1	0	"UMP"	57.16667	41.75	"I"	"N"
"pichery"	"marie line"	.4041	"77//1"	.4302	0	1	"PS"	41.75	57.16667	"N"	"I"
"richard"	"marie"	.6102	"77//5"	.4105	0	1	"PS"	63.5	33.08333	"L"	"N"
"riester"	"franck"	.3898	"77//5"	.5895	1	0	"UMP"	33.08333	63.5	"N"	"L"
"brehier"	"emeric"	.4469	"77//7"	.4451	1	1	"PS"	36	55.25	"N"	"N"
"albarello"	"yves"	.5531	"77//7"	.5549	1	1	"UMP"	55.25	36	"N"	"N"
"brunel"	"chantal"	.5167	"77//8"	.5094	0	1	"UMP"	58.75	38.66667	"I"	"N"
"faure"	"olivier"	.4833	"77//8"	.4906	1	0	"PS"	38.66667	58.75	"N"	"I"
"geoffroy"	"guy"	.527	"77//9"	.5456	1	1	"UMP"	58.41667	60.58333	"I"	"L"
"heuclin"	"jacques"	.473	"77//9"	.4544	1	1	"PS"	60.58333	58.41667	"L"	"I"
"pinte"	"etienne"	.6396	"78//1"	.577	1	0	"UMP"	68.25	47.41667	"I"	"N"
"faucheux"	"sylvie"	.3604	"78//1"	.423	0	1	"PS"	47.41667	68.25	"N"	"I"
"fourgous"	"jean michel"	.5166	"78//11"	.5175	1	0	"UMP"	53.75	37.83333	"I"	"N"
"otokore"	"safia"	.4834	"78//11"	.4825	0	1	"PS"	37.83333	53.75	"N"	"I"
"cardo"	"pierre"	.5808	"78//7"	.578	1	0	"UMP"	57.66667	33.91667	"I"	"N"
"rodes"	"estelle"	.4192	"78//7"	.422	0	1	"PS"	33.91667	57.66667	"N"	"I"
"bedier"	"pierre"	.6005	"78//8"	.5067	1	0	"UMP"	49.75	51.83333	"I"	"N"
"descamps crosnier"	"francoise"	.3995	"78//8"	.4933	0	1	"PS"	51.83333	49.75	"N"	"I"
"gaillard"	"genevieve"	.5212	"79//1"	.6524	0	1	"PS"	60.41667	55.33333	"I"	"N"
"rouille"	"frederic"	.4788	"79//1"	.3476	1	0	"UMP"	55.33333	60.41667	"N"	"I"
"griffault"	"jean pierre"	.4495	"79//2"	.4258	1	0	"UMP"	59.83333	34.25	"N"	"N"
"batho"	"delphine"	.5505	"79//2"	.5742	0	1	"PS"	34.25	59.83333	"N"	"N"
"paille"	"dominique"	.5844	"79//4"	.4859	1	1	"UMP"	51.41667	60.41667	"I"	"L"
"grellier"	"jean"	.4156	"79//4"	.5141	1	1	"PS"	60.41667	51.41667	"L"	"I"
"poletti"	"berengere"	.5398	"8//1"	.5953	0	0	"UMP"	47.83333	48.08333	"I"	"L"
"ledoux"	"claudine"	.4602	"8//1"	.4047	0	0	"PS"	48.08333	47.83333	"L"	"I"
"vuilque"	"philippe"	.5318	"8//2"	.5149	1	1	"PS"	51.08333	31.91667	"I"	"N"
"ravignon"	"boris"	.4682	"8//2"	.4851	1	1	"UMP"	31.91667	51.08333	"N"	"I"
"bignon"	"jerome"	.5246	"80//3"	.5015	1	1	"UMP"	58.08333	46.58333	"I"	"L"
"peillon"	"vincent"	.4754	"80//3"	.4985	1	1	"PS"	46.58333	58.08333	"L"	"I"
"hart"	"joel"	.5875	"80//4"	.4838	1	1	"UMP"	61.58333	66.41666	"I"	"N"
"mathon"	"gilbert"	.4125	"80//4"	.5162	1	1	"PS"	66.41666	61.58333	"N"	"I"
"gest"	"alain"	.5229	"80//6"	.5065	1	1	"UMP"	57	65.75	"I"	"L"
"fleury"	"jacques"	.4771	"80//6"	.4935	1	1	"PS"	65.75	57	"L"	"I"
"valax"	"jacques"	.6109	"81//1"	.6268	1	0	"PS"	55.66667	56.91667	"N"	"N"
"bousquet salmani"	"jacqueline"	.3891	"81//1"	.3732	0	1	"UMP"	56.91667	55.66667	"N"	"N"
"carcenac"	"thierry"	.5275	"81//2"	.5425	1	0	"PS"	57	57.33333	"I"	"L"
"reveillon"	"catherine"	.4725	"81//2"	.4575	0	1	"UMP"	57.33333	57	"L"	"I"
"carayon"	"bernard"	.5158	"81//4"	.5361	1	0	"UMP"	49.83333	61	"I"	"L"
"collange"	"monique"	.4842	"81//4"	.4639	0	1	"PS"	61	49.83333	"L"	"I"
"briat"	"jacques"	.5422	"82//2"	.4929	1	0	"UMP"	59.08333	29.75	"I"	"N"
"pinel"	"sylvia"	.4578	"82//2"	.5071	0	1	"Radical de gauche"	29.75	59.08333	"N"	"I"
"roig"	"marie josee"	.5836	"84//1"	.5671	0	0	"UMP"	69.41666	60.58333	"N"	"N"
"fournier armand"	"michele"	.4164	"84//1"	.4329	0	0	"PS"	60.58333	69.41666	"N"	"N"
"joseph"	"jean louis"	.4776	"84//2"	.4472	1	1	"PS"	60	50.41667	"N"	"N"
"bouchet"	"jean claude"	.5224	"84//2"	.5528	1	1	"UMP"	50.41667	60	"N"	"N"
