* Dictionary *
round:		round #
stage:		stage #
amount:		amount to divide
weight:		nominal weight (number of votes)
group:		identifies subjects that were grouped together
id:			id #, constant through session
subject:		subject #, changes across elections
amount1:		offer to subjects #1; set to missing if bf == 0
amount2:		offer to subjects #2; set to missing if bf == 0
amount3:		offer to subjects #3; set to missing if bf == 0
amount4:		offer to subjects #4; set to missing if bf == 0
amount5:		offer to subjects #5; set to missing if bf == 0
selected:		proposal or demand selected to take the floor
vote:			= 1 if the subject votes in favor of the selected offer (the proposal on the floor), = 0 o/w; set to missing if bf == 0
date:			session date (month/day/year/*, * is a decimal to seperate different sessions conducted on the same day)
experienced:	= 1 if subjects have participated in 1 session before, = 0 o/w
step:			step #; set to missing if bf == 1
d1:			selected demand in step 1; set to missing if bf == 1
d2:			selected demand in step 2; set to missing if bf == 1
d3:			selected demand in step 3; set to missing if bf == 1
d4:			selected demand in step 4; set to missing if bf == 1
demand:		demand; set to missing if bf == 1
close:		= 1 if subject proposed to close the coalition, = 0 o/w; set to missing if bf == 1
bf:			= 1 if game is Baron and Ferejohn, = 0 o/w
total_votes:	total # of votes per group
full:			= 1 if all subjects in that session are paid in full, 0 o/w
**************

round	stage	amount	weight	group	id	subject	amount1	amount2	amount3	amount4	amount5	selected	vote	date	experienced	step	d1	d2	d3	d4	demand	close	bf	total_votes	full
7	1	60	1	2	14	2						0		110402	0	3	50.5	15			9.5	1	0	7	0
7	1	60	1	1	11	4						0		110402	0	4	15	45	60		15	0	0	7	0
7	1	60	1	1	15	1						1		110402	0	4	15	45	60		20	0	0	7	0
7	1	60	1	2	2	1						1		110402	0	4	50.5	15	15		9.5	1	0	7	0
7	1	60	1	2	14	2						0		110402	0	4	50.5	15	15		9.5	1	0	7	0
7	1	60	1	1	11	4						1		110402	0	5	15	45	60	20	15	0	0	7	0
7	2	60	1	1	4	2						0		110402	0	1					15	0	0	7	0
7	2	60	1	1	7	3						0		110402	0	1					39.5	0	0	7	0
7	2	60	3	1	8	5						1		110402	0	1					60	0	0	7	0
7	2	60	1	1	11	4						0		110402	0	1					15	0	0	7	0
7	2	60	1	1	15	1						0		110402	0	1					20	0	0	7	0
7	2	60	1	1	4	2						0		110402	0	2	60				15	0	0	7	0
7	2	60	1	1	7	3						0		110402	0	2	60				40	0	0	7	0
7	2	60	1	1	11	4						1		110402	0	2	60				15	0	0	7	0
7	2	60	1	1	15	1						0		110402	0	2	60				20	0	0	7	0
7	2	60	1	1	4	2						0		110402	0	3	60	15			15	0	0	7	0
7	2	60	1	1	7	3						0		110402	0	3	60	15			39.99	0	0	7	0
7	2	60	1	1	15	1						1		110402	0	3	60	15			15	0	0	7	0
7	2	60	1	1	4	2						0		110402	0	4	60	15	15		15	0	0	7	0
7	2	60	1	1	7	3						1		110402	0	4	60	15	15		19.99	0	0	7	0
7	2	60	1	1	4	2						1		110402	0	5	60	15	15	19.99	60	0	0	7	0
7	3	60	1	1	4	2						0		110402	0	1					15	0	0	7	0
7	3	60	1	1	7	3						0		110402	0	1					49.92	0	0	7	0
7	3	60	3	1	8	5						1		110402	0	1					60	0	0	7	0
7	3	60	1	1	11	4						0		110402	0	1					15	0	0	7	0
7	3	60	1	1	15	1						0		110402	0	1					20	0	0	7	0
7	3	60	1	1	4	2						0		110402	0	2	60				15	0	0	7	0
7	3	60	1	1	7	3						0		110402	0	2	60				40	0	0	7	0
7	3	60	1	1	11	4						1		110402	0	2	60				15	0	0	7	0
7	3	60	1	1	15	1						0		110402	0	2	60				15	0	0	7	0
7	3	60	1	1	4	2						0		110402	0	3	60	15			15	0	0	7	0
7	3	60	1	1	7	3						1		110402	0	3	60	15			50	0	0	7	0
7	3	60	1	1	15	1						0		110402	0	3	60	15			20	0	0	7	0
7	3	60	1	1	4	2						1		110402	0	4	60	15	50		15	0	0	7	0
7	3	60	1	1	15	1						0		110402	0	4	60	15	50		20	0	0	7	0
7	3	60	1	1	15	1						1		110402	0	5	60	15	50	15	20	0	0	7	0
7	4	60	1	1	4	2						0		110402	0	1					15	0	0	7	0
7	4	60	1	1	7	3						0		110402	0	1					40	0	0	7	0
7	4	60	3	1	8	5						0		110402	0	1					60	0	0	7	0
7	4	60	1	1	11	4						0		110402	0	1					15	0	0	7	0
7	4	60	1	1	15	1						1		110402	0	1					20	0	0	7	0
7	4	60	1	1	4	2						0		110402	0	2	20				15	0	0	7	0
7	4	60	1	1	7	3						0		110402	0	2	20				40	0	0	7	0
7	4	60	3	1	8	5						1		110402	0	2	20				60	0	0	7	0
7	4	60	1	1	11	4						0		110402	0	2	20				10	0	0	7	0
7	4	60	1	1	4	2						0		110402	0	3	20	60			15	0	0	7	0
7	4	60	1	1	7	3						0		110402	0	3	20	60			40	0	0	7	0
7	4	60	1	1	11	4						1		110402	0	3	20	60			40	0	0	7	0
7	4	60	1	1	4	2						1		110402	0	4	20	60	40		15	0	0	7	0
7	4	60	1	1	7	3						0		110402	0	4	20	60	40		40	0	0	7	0
7	4	60	1	1	7	3						1		110402	0	5	20	60	40	15	50	0	0	7	0
7	5	60	1	1	4	2						0		110402	0	1					15	0	0	7	0
7	5	60	1	1	7	3						1		110402	0	1					20	0	0	7	0
7	5	60	3	1	8	5						0		110402	0	1					60	0	0	7	0
7	5	60	1	1	11	4						0		110402	0	1					10	0	0	7	0
7	5	60	1	1	15	1						0		110402	0	1					15	0	0	7	0
7	5	60	1	1	4	2						1		110402	0	2	20				15	0	0	7	0
7	5	60	3	1	8	5						0		110402	0	2	20				60	0	0	7	0
7	5	60	1	1	11	4						0		110402	0	2	20				10	0	0	7	0
7	5	60	1	1	15	1						0		110402	0	2	20				20	0	0	7	0
7	5	60	3	1	8	5						0		110402	0	3	20	15			60	0	0	7	0
7	5	60	1	1	11	4						0		110402	0	3	20	15			10	0	0	7	0
7	5	60	1	1	15	1						1		110402	0	3	20	15			15	0	0	7	0
7	5	60	3	1	8	5						1		110402	0	4	20	15	15		45	1	0	7	0
7	5	60	1	1	11	4						0		110402	0	4	20	15	15		10	1	0	7	0
8	1	60	1	1	6	4						0		110402	0	1					15	0	0	7	0
8	1	60	3	1	8	3						0		110402	0	1					60	0	0	7	0
8	1	60	1	1	9	1						0		110402	0	1					45	0	0	7	0
8	1	60	1	1	10	5						1		110402	0	1					60	0	0	7	0
8	1	60	1	1	12	2						0		110402	0	1					35	0	0	7	0
8	1	60	1	2	2	2						0		110402	0	1					15	0	0	7	0
8	1	60	3	2	3	4						1		110402	0	1					51	0	0	7	0
8	1	60	1	2	4	1						0		110402	0	1					15	0	0	7	0
8	1	60	1	2	5	5						0		110402	0	1					10	0	0	7	0
8	1	60	1	2	11	3						0		110402	0	1					15	0	0	7	0
8	1	60	1	3	1	2						0		110402	0	1					15	0	0	7	0
8	1	60	1	3	7	1						0		110402	0	1					36	0	0	7	0
8	1	60	3	3	13	3						1		110402	0	1					50	0	0	7	0
8	1	60	1	3	14	5						0		110402	0	1					16	0	0	7	0
8	1	60	1	3	15	4						0		110402	0	1					15	0	0	7	0
8	1	60	1	1	6	4						0		110402	0	2	60				15	0	0	7	0
8	1	60	3	1	8	3						1		110402	0	2	60				60	0	0	7	0
8	1	60	1	1	9	1						0		110402	0	2	60				45	0	0	7	0
8	1	60	1	1	12	2						0		110402	0	2	60				25	0	0	7	0
8	1	60	1	2	2	2						0		110402	0	2	51				15	0	0	7	0
8	1	60	1	2	4	1						0		110402	0	2	51				15	0	0	7	0
8	1	60	1	2	5	5						1		110402	0	2	51				10	0	0	7	0
8	1	60	1	2	11	3						0		110402	0	2	51				9	1	0	7	0
8	1	60	1	3	1	2						0		110402	0	2	50				15.5	0	0	7	0
8	1	60	1	3	7	1						1		110402	0	2	50				30	0	0	7	0
8	1	60	1	3	14	5						0		110402	0	2	50				10	1	0	7	0
8	1	60	1	3	15	4						0		110402	0	2	50				20	0	0	7	0
8	1	60	1	1	6	4						1		110402	0	3	60	60			20	0	0	7	0
8	1	60	1	1	9	1						0		110402	0	3	60	60			45	0	0	7	0
8	1	60	1	1	12	2						0		110402	0	3	60	60			25	0	0	7	0
8	1	60	1	2	2	2						0		110402	0	3	51	10			20	0	0	7	0
8	1	60	1	2	4	1						0		110402	0	3	51	10			15	0	0	7	0
8	1	60	1	2	11	3						1		110402	0	3	51	10			9	1	0	7	0
8	1	60	1	3	1	2						0		110402	0	3	50	30			25	0	0	7	0
8	1	60	1	3	14	5						0		110402	0	3	50	30			10	1	0	7	0
8	1	60	1	3	15	4						1		110402	0	3	50	30			15	0	0	7	0
8	1	60	1	1	9	1						0		110402	0	4	60	60	20		40	0	0	7	0
8	1	60	1	1	12	2						1		110402	0	4	60	60	20		25	0	0	7	0
8	1	60	1	3	1	2						0		110402	0	4	50	30	15		25	0	0	7	0
8	1	60	1	3	14	5						1		110402	0	4	50	30	15		10	1	0	7	0
8	1	60	1	1	9	1						1		110402	0	5	60	60	20	25	45	0	0	7	0
8	2	60	1	1	6	4						1		110402	0	1					15	0	0	7	0
8	2	60	3	1	8	3						0		110402	0	1					60	0	0	7	0
8	2	60	1	1	9	1						0		110402	0	1					45	0	0	7	0
8	2	60	1	1	10	5						0		110402	0	1					58.3	0	0	7	0
8	2	60	1	1	12	2						0		110402	0	1					10	0	0	7	0
8	2	60	3	1	8	3						1		110402	0	2	15				45	1	0	7	0
8	2	60	1	1	9	1						0		110402	0	2	15				45	0	0	7	0
8	2	60	1	1	10	5						0		110402	0	2	15				60	0	0	7	0
8	2	60	1	1	12	2						0		110402	0	2	15				10	0	0	7	0
9	1	60	3	1	3	2						1		110402	0	1					52	0	0	7	0
9	1	60	1	1	7	1						0		110402	0	1					50	0	0	7	0
9	1	60	1	1	9	5						0		110402	0	1					45	0	0	7	0
9	1	60	1	1	10	3						0		110402	0	1					59	0	0	7	0
9	1	60	1	1	11	4						0		110402	0	1					15	0	0	7	0
9	1	60	1	2	1	2						0		110402	0	1					15	0	0	7	0
9	1	60	1	2	2	1						0		110402	0	1					15	0	0	7	0
9	1	60	1	2	5	5						1		110402	0	1					15	0	0	7	0
9	1	60	3	2	13	4						0		110402	0	1					50	0	0	7	0
9	1	60	1	2	14	3						0		110402	0	1					16	0	0	7	0
9	1	60	1	3	4	1						0		110402	0	1					15	0	0	7	0
9	1	60	1	3	6	5						0		110402	0	1					15	0	0	7	0
9	1	60	3	3	8	3						1		110402	0	1					60	0	0	7	0
9	1	60	1	3	12	2						0		110402	0	1					45	0	0	7	0
9	1	60	1	3	15	4						0		110402	0	1					30	0	0	7	0
9	1	60	1	1	7	1						0		110402	0	2	52				30	0	0	7	0
9	1	60	1	1	9	5						1		110402	0	2	52				45	0	0	7	0
9	1	60	1	1	10	3						0		110402	0	2	52				50.3	0	0	7	0
9	1	60	1	1	11	4						0		110402	0	2	52				8	1	0	7	0
9	1	60	1	2	1	2						1		110402	0	2	15				15	0	0	7	0
9	1	60	1	2	2	1						0		110402	0	2	15				14	0	0	7	0
9	1	60	3	2	13	4						0		110402	0	2	15				45	1	0	7	0
9	1	60	1	2	14	3						0		110402	0	2	15				16	0	0	7	0
9	1	60	1	3	4	1						0		110402	0	2	60				15	0	0	7	0
9	1	60	1	3	6	5						0		110402	0	2	60				15	0	0	7	0
9	1	60	1	3	12	2						0		110402	0	2	60				10	0	0	7	0
9	1	60	1	3	15	4						1		110402	0	2	60				25	0	0	7	0
9	1	60	1	1	7	1						0		110402	0	3	52	45			45.5	0	0	7	0
9	1	60	1	1	10	3						1		110402	0	3	52	45			38	0	0	7	0
9	1	60	1	1	11	4						0		110402	0	3	52	45			8	1	0	7	0
9	1	60	1	2	2	1						0		110402	0	3	15	15			15	0	0	7	0
9	1	60	3	2	13	4						1		110402	0	3	15	15			45	1	0	7	0
9	1	60	1	2	14	3						0		110402	0	3	15	15			16	0	0	7	0
9	1	60	1	3	4	1						1		110402	0	3	60	25			15	0	0	7	0
9	1	60	1	3	6	5						0		110402	0	3	60	25			15	0	0	7	0
9	1	60	1	3	12	2						0		110402	0	3	60	25			15	0	0	7	0
9	1	60	1	1	7	1						0		110402	0	4	52	45	38		45.5	0	0	7	0
9	1	60	1	1	11	4						1		110402	0	4	52	45	38		8	1	0	7	0
9	1	60	1	3	6	5						1		110402	0	4	60	25	15		15	0	0	7	0
9	1	60	1	3	12	2						0		110402	0	4	60	25	15		10	0	0	7	0
9	1	60	1	3	12	2						1		110402	0	5	60	25	15	15	25	0	0	7	0
9	2	60	1	3	4	1						0		110402	0	1					15	0	0	7	0
9	2	60	1	3	6	5						1		110402	0	1					15	0	0	7	0
9	2	60	3	3	8	3						0		110402	0	1					60	0	0	7	0
9	2	60	1	3	12	2						0		110402	0	1					45	0	0	7	0
9	2	60	1	3	15	4						0		110402	0	1					40	0	0	7	0
9	2	60	1	3	4	1						0		110402	0	2	15				15	0	0	7	0
9	2	60	3	3	8	3						0		110402	0	2	15				60	0	0	7	0
9	2	60	1	3	12	2						0		110402	0	2	15				15	0	0	7	0
9	2	60	1	3	15	4						1		110402	0	2	15				35	0	0	7	0
9	2	60	1	3	4	1						1		110402	0	3	15	35			14	0	0	7	0
9	2	60	3	3	8	3						0		110402	0	3	15	35			60	0	0	7	0
9	2	60	1	3	12	2						0		110402	0	3	15	35			25	0	0	7	0
9	2	60	3	3	8	3						0		110402	0	4	15	35	14		60	0	0	7	0
9	2	60	1	3	12	2						1		110402	0	4	15	35	14		10	0	0	7	0
9	2	60	3	3	8	3						1		110402	0	5	15	35	14	10	45	1	0	7	0
10	1	60	3	1	3	2						0		110402	0	1					55	0	0	7	0
10	1	60	1	1	6	3						0		110402	0	1					15	0	0	7	0
10	1	60	1	1	7	4						0		110402	0	1					20	0	0	7	0
10	1	60	1	1	9	5						1		110402	0	1					45	0	0	7	0
10	1	60	1	1	15	1						0		110402	0	1					25	0	0	7	0
10	1	60	1	2	5	5						0		110402	0	1					15	0	0	7	0
10	1	60	1	2	11	2						0		110402	0	1					15	0	0	7	0
10	1	60	1	2	12	4						1		110402	0	1					21	0	0	7	0
10	1	60	3	2	13	3						0		110402	0	1					50	0	0	7	0
10	1	60	1	2	14	1						0		110402	0	1					16	0	0	7	0
10	1	60	1	3	1	3						1		110402	0	1					15	0	0	7	0
10	1	60	1	3	2	5						0		110402	0	1					15	0	0	7	0
10	1	60	1	3	4	4						0		110402	0	1					15	0	0	7	0
10	1	60	3	3	8	2						0		110402	0	1					60	0	0	7	0
10	1	60	1	3	10	1						0		110402	0	1					60	0	0	7	0
10	1	60	3	1	3	2						1		110402	0	2	45				55	0	0	7	0
10	1	60	1	1	6	3						0		110402	0	2	45				15	0	0	7	0
10	1	60	1	1	7	4						0		110402	0	2	45				15	0	0	7	0
10	1	60	1	1	15	1						0		110402	0	2	45				15	0	0	7	0
10	1	60	1	2	5	5						0		110402	0	2	21				17	0	0	7	0
10	1	60	1	2	11	2						0		110402	0	2	21				15	0	0	7	0
10	1	60	3	2	13	3						1		110402	0	2	21				39	1	0	7	0
10	1	60	1	2	14	1						0		110402	0	2	21				16	0	0	7	0
10	1	60	1	3	2	5						0		110402	0	2	15				15	0	0	7	0
10	1	60	1	3	4	4						0		110402	0	2	15				15	0	0	7	0
10	1	60	3	3	8	2						1		110402	0	2	15				60	0	0	7	0
10	1	60	1	3	10	1						0		110402	0	2	15				60	0	0	7	0
10	1	60	1	1	6	3						1		110402	0	3	45	55			10	0	0	7	0
10	1	60	1	1	7	4						0		110402	0	3	45	55			15	0	0	7	0
10	1	60	1	1	15	1						0		110402	0	3	45	55			20	0	0	7	0
10	1	60	1	3	2	5						1		110402	0	3	15	60			15	0	0	7	0
10	1	60	1	3	4	4						0		110402	0	3	15	60			15	0	0	7	0
10	1	60	1	3	10	1						0		110402	0	3	15	60			60	0	0	7	0
10	1	60	1	1	7	4						0		110402	0	4	45	55	10		5	0	0	7	0
10	1	60	1	1	15	1						1		110402	0	4	45	55	10		15	0	0	7	0
10	1	60	1	3	4	4						1		110402	0	4	15	60	15		15	0	0	7	0
10	1	60	1	3	10	1						0		110402	0	4	15	60	15		60	0	0	7	0
10	1	60	1	1	7	4						1		110402	0	5	45	55	10	15	20	0	0	7	0
10	1	60	1	3	10	1						1		110402	0	5	15	60	15	15	60	0	0	7	0
10	2	60	3	1	3	2						0		110402	0	1					55	0	0	7	0
10	2	60	1	1	6	3						1		110402	0	1					15	0	0	7	0
10	2	60	1	1	7	4						0		110402	0	1					56	0	0	7	0
10	2	60	1	1	9	5						0		110402	0	1					45	0	0	7	0
10	2	60	1	1	15	1						0		110402	0	1					20	0	0	7	0
10	2	60	1	3	1	3						1		110402	0	1					15	0	0	7	0
10	2	60	1	3	2	5						0		110402	0	1					15	0	0	7	0
10	2	60	1	3	4	4						0		110402	0	1					15	0	0	7	0
10	2	60	3	3	8	2						0		110402	0	1					60	0	0	7	0
10	2	60	1	3	10	1						0		110402	0	1					60	0	0	7	0
10	2	60	3	1	3	2						1		110402	0	2	15				45	1	0	7	0
10	2	60	1	1	7	4						0		110402	0	2	15				20	0	0	7	0
10	2	60	1	1	9	5						0		110402	0	2	15				45	0	0	7	0
10	2	60	1	1	15	1						0		110402	0	2	15				15	0	0	7	0
10	2	60	1	3	2	5						0		110402	0	2	15				15	0	0	7	0
10	2	60	1	3	4	4						0		110402	0	2	15				15	0	0	7	0
10	2	60	3	3	8	2						0		110402	0	2	15				60	0	0	7	0
10	2	60	1	3	10	1						1		110402	0	2	15				60	0	0	7	0
10	2	60	1	3	2	5						1		110402	0	3	15	60			15	0	0	7	0
10	2	60	1	3	4	4						0		110402	0	3	15	60			15	0	0	7	0
10	2	60	3	3	8	2						0		110402	0	3	15	60			60	0	0	7	0
10	2	60	1	3	4	4						1		110402	0	4	15	60	15		15	0	0	7	0
10	2	60	3	3	8	2						0		110402	0	4	15	60	15		60	0	0	7	0
10	2	60	3	3	8	2						1		110402	0	5	15	60	15	15	45	1	0	7	0
1	1	60	1	1	4	1						0		110602	0	1					15	0	0	7	0
1	1	60	1	1	6	3						0		110602	0	1					25	0	0	7	0
1	1	60	1	1	7	4						0		110602	0	1					45	0	0	7	0
1	1	60	1	1	10	5						0		110602	0	1					22.5	0	0	7	0
1	1	60	3	1	13	2						1		110602	0	1					45	0	0	7	0
1	1	60	1	2	1	3						0		110602	0	1					15	0	0	7	0
1	1	60	1	2	5	5						0		110602	0	1					15	0	0	7	0
1	1	60	3	2	8	2						1		110602	0	1					55	0	0	7	0
1	1	60	1	2	12	4						0		110602	0	1					10	0	0	7	0
1	1	60	1	2	14	1						0		110602	0	1					20	0	0	7	0
1	1	60	1	3	2	4						0		110602	0	1					15	0	0	7	0
1	1	60	3	3	3	5						0		110602	0	1					30	0	0	7	0
1	1	60	1	3	9	1						0		110602	0	1					10	0	0	7	0
1	1	60	1	3	11	3						1		110602	0	1					24	0	0	7	0
1	1	60	1	3	15	2						0		110602	0	1					20	0	0	7	0
1	1	60	1	1	4	1						0		110602	0	2	45				15	1	0	7	0
1	1	60	1	1	6	3						0		110602	0	2	45				15	1	0	7	0
1	1	60	1	1	7	4						0		110602	0	2	45				15	1	0	7	0
1	1	60	1	1	10	5						1		110602	0	2	45				15	1	0	7	0
1	1	60	1	2	1	3						1		110602	0	2	55				15	0	0	7	0
1	1	60	1	2	5	5						0		110602	0	2	55				15	0	0	7	0
1	1	60	1	2	12	4						0		110602	0	2	55				5	1	0	7	0
1	1	60	1	2	14	1						0		110602	0	2	55				20	0	0	7	0
1	1	60	1	3	2	4						1		110602	0	2	24				15	0	0	7	0
1	1	60	3	3	3	5						0		110602	0	2	24				35	1	0	7	0
1	1	60	1	3	9	1						0		110602	0	2	24				10	0	0	7	0
1	1	60	1	3	15	2						0		110602	0	2	24				20	0	0	7	0
1	1	60	1	2	5	5						1		110602	0	3	55	15			15	0	0	7	0
1	1	60	1	2	12	4						0		110602	0	3	55	15			10	0	0	7	0
1	1	60	1	2	14	1						0		110602	0	3	55	15			20	0	0	7	0
1	1	60	3	3	3	5						0		110602	0	3	24	15			35	1	0	7	0
1	1	60	1	3	9	1						0		110602	0	3	24	15			8	0	0	7	0
1	1	60	1	3	15	2						1		110602	0	3	24	15			15	0	0	7	0
1	1	60	1	2	12	4						1		110602	0	4	55	15	15		10	0	0	7	0
1	1	60	1	2	14	1						0		110602	0	4	55	15	15		20	0	0	7	0
1	1	60	3	3	3	5						1		110602	0	4	24	15	15		35	1	0	7	0
1	1	60	1	3	9	1						0		110602	0	4	24	15	15		6	1	0	7	0
1	1	60	1	2	14	1						1		110602	0	5	55	15	15	10	20	1	0	7	0
1	1	60	1	3	9	1						1		110602	0	5	24	15	15	35	6	1	0	7	0
2	1	60	3	1	3	3						1		110602	0	1					55	0	0	7	0
2	1	60	1	1	6	2						0		110602	0	1					30	0	0	7	0
2	1	60	1	1	7	4						0		110602	0	1					45	0	0	7	0
2	1	60	1	1	9	1						0		110602	0	1					20	0	0	7	0
2	1	60	1	1	10	5						0		110602	0	1					22.5	0	0	7	0
2	1	60	3	2	8	4						1		110602	0	1					45	0	0	7	0
2	1	60	1	2	11	3						0		110602	0	1					20	0	0	7	0
2	1	60	1	2	12	2						0		110602	0	1					10	0	0	7	0
2	1	60	1	2	14	5						0		110602	0	1					20	0	0	7	0
2	1	60	1	2	15	1						0		110602	0	1					25	0	0	7	0
2	1	60	1	3	1	3						0		110602	0	1					20	0	0	7	0
2	1	60	1	3	2	4						0		110602	0	1					20	0	0	7	0
2	1	60	1	3	4	2						0		110602	0	1					45	0	0	7	0
2	1	60	1	3	5	1						0		110602	0	1					15	0	0	7	0
2	1	60	3	3	13	5						1		110602	0	1					45	0	0	7	0
2	1	60	1	1	6	2						0		110602	0	2	55				5	1	0	7	0
2	1	60	1	1	7	4						1		110602	0	2	55				5	0	0	7	0
2	1	60	1	1	9	1						0		110602	0	2	55				5	1	0	7	0
2	1	60	1	1	10	5						0		110602	0	2	55				22.5	0	0	7	0
2	1	60	1	2	11	3						0		110602	0	2	45				20	0	0	7	0
2	1	60	1	2	12	2						1		110602	0	2	45				15	0	0	7	0
2	1	60	1	2	14	5						0		110602	0	2	45				20	0	0	7	0
2	1	60	1	2	15	1						0		110602	0	2	45				15	1	0	7	0
2	1	60	1	3	1	3						0		110602	0	2	45				15	0	0	7	0
2	1	60	1	3	2	4						0		110602	0	2	45				15	1	0	7	0
2	1	60	1	3	4	2						1		110602	0	2	45				15	0	0	7	0
2	1	60	1	3	5	1						0		110602	0	2	45				15	1	0	7	0
2	1	60	1	1	6	2						0		110602	0	3	55	5			30	0	0	7	0
2	1	60	1	1	9	1						0		110602	0	3	55	5			10	0	0	7	0
2	1	60	1	1	10	5						1		110602	0	3	55	5			22.5	0	0	7	0
2	1	60	1	2	11	3						0		110602	0	3	45	15			20	0	0	7	0
2	1	60	1	2	14	5						0		110602	0	3	45	15			20	0	0	7	0
2	1	60	1	2	15	1						1		110602	0	3	45	15			15	1	0	7	0
2	1	60	1	3	1	3						0		110602	0	3	45	15			10	0	0	7	0
2	1	60	1	3	2	4						1		110602	0	3	45	15			15	1	0	7	0
2	1	60	1	3	5	1						0		110602	0	3	45	15			15	1	0	7	0
2	1	60	1	1	6	2						0		110602	0	4	55	5	22.5		30	0	0	7	0
2	1	60	1	1	9	1						1		110602	0	4	55	5	22.5		1.5	1	0	7	0
2	1	60	1	1	6	2						1		110602	0	5	55	5	22.5	1.5	3.5	1	0	7	0
3	1	60	1	1	2	2						0		110602	0	1					20	0	0	7	0
3	1	60	3	1	3	3						0		110602	0	1					59	0	0	7	0
3	1	60	1	1	6	4						0		110602	0	1					25	0	0	7	0
3	1	60	1	1	10	1						0		110602	0	1					23.25	0	0	7	0
3	1	60	1	1	14	5						1		110602	0	1					20	0	0	7	0
3	1	60	1	2	1	5						0		110602	0	1					20	0	0	7	0
3	1	60	1	2	9	2						1		110602	0	1					20	0	0	7	0
3	1	60	1	2	12	4						0		110602	0	1					30	0	0	7	0
3	1	60	3	2	13	1						0		110602	0	1					50	0	0	7	0
3	1	60	1	2	15	3						0		110602	0	1					20	0	0	7	0
3	1	60	1	3	4	5						0		110602	0	1					12	0	0	7	0
3	1	60	1	3	5	1						0		110602	0	1					15	0	0	7	0
3	1	60	1	3	7	3						0		110602	0	1					55	0	0	7	0
3	1	60	3	3	8	4						1		110602	0	1					45	0	0	7	0
3	1	60	1	3	11	2						0		110602	0	1					24	0	0	7	0
3	1	60	1	1	2	2						0		110602	0	2	20				40	0	0	7	0
3	1	60	3	1	3	3						1		110602	0	2	20				39	1	0	7	0
3	1	60	1	1	6	4						0		110602	0	2	20				20	0	0	7	0
3	1	60	1	1	10	1						0		110602	0	2	20				22	0	0	7	0
3	1	60	1	2	1	5						0		110602	0	2	20				20	0	0	7	0
3	1	60	1	2	12	4						0		110602	0	2	20				10	0	0	7	0
3	1	60	3	2	13	1						1		110602	0	2	20				40	1	0	7	0
3	1	60	1	2	15	3						0		110602	0	2	20				20	0	0	7	0
3	1	60	1	3	4	5						0		110602	0	2	45				12	0	0	7	0
3	1	60	1	3	5	1						0		110602	0	2	45				15	1	0	7	0
3	1	60	1	3	7	3						0		110602	0	2	45				15	1	0	7	0
3	1	60	1	3	11	2						1		110602	0	2	45				15	1	0	7	0
3	1	60	1	1	2	2						0		110602	0	3	20	39			21	1	0	7	0
3	1	60	1	1	6	4						0		110602	0	3	20	39			1	1	0	7	0
3	1	60	1	1	10	1						1		110602	0	3	20	39			1	1	0	7	0
4	1	60	3	1	3	1						1		110602	0	1					55	0	0	7	0
4	1	60	1	1	6	2						0		110602	0	1					20	0	0	7	0
4	1	60	1	1	7	5						0		110602	0	1					45	0	0	7	0
4	1	60	1	1	9	3						0		110602	0	1					15	0	0	7	0
4	1	60	1	1	10	4						0		110602	0	1					26.5	0	0	7	0
4	1	60	1	2	1	5						0		110602	0	1					20	0	0	7	0
4	1	60	1	2	2	3						0		110602	0	1					15	0	0	7	0
4	1	60	1	2	4	2						1		110602	0	1					20	0	0	7	0
4	1	60	1	2	5	1						0		110602	0	1					15	0	0	7	0
4	1	60	3	2	13	4						0		110602	0	1					50	0	0	7	0
4	1	60	3	3	8	1						0		110602	0	1					45	0	0	7	0
4	1	60	1	3	11	5						0		110602	0	1					20	0	0	7	0
4	1	60	1	3	12	3						0		110602	0	1					5	0	0	7	0
4	1	60	1	3	14	2						0		110602	0	1					20	0	0	7	0
4	1	60	1	3	15	4						1		110602	0	1					15	0	0	7	0
4	1	60	1	1	6	2						0		110602	0	2	55				20	0	0	7	0
4	1	60	1	1	7	5						0		110602	0	2	55				5	1	0	7	0
4	1	60	1	1	9	3						0		110602	0	2	55				5	1	0	7	0
4	1	60	1	1	10	4						1		110602	0	2	55				22.5	0	0	7	0
4	1	60	1	2	1	5						0		110602	0	2	20				40	0	0	7	0
4	1	60	1	2	2	3						0		110602	0	2	20				10	0	0	7	0
4	1	60	1	2	5	1						0		110602	0	2	20				14.5	0	0	7	0
4	1	60	3	2	13	4						1		110602	0	2	20				45	0	0	7	0
4	1	60	3	3	8	1						0		110602	0	2	15				45	1	0	7	0
4	1	60	1	3	11	5						1		110602	0	2	15				17	0	0	7	0
4	1	60	1	3	12	3						0		110602	0	2	15				5	0	0	7	0
4	1	60	1	3	14	2						0		110602	0	2	15				15	0	0	7	0
4	1	60	1	1	6	2						1		110602	0	3	55	22.5			20	0	0	7	0
4	1	60	1	1	7	5						0		110602	0	3	55	22.5			25	0	0	7	0
4	1	60	1	1	9	3						0		110602	0	3	55	22.5			18	0	0	7	0
4	1	60	1	2	1	5						0		110602	0	3	20	45			20	0	0	7	0
4	1	60	1	2	2	3						0		110602	0	3	20	45			15	1	0	7	0
4	1	60	1	2	5	1						1		110602	0	3	20	45			14.5	0	0	7	0
4	1	60	3	3	8	1						1		110602	0	3	15	17			45	1	0	7	0
