* Dictionary *
round:		round #
stage:		stage #
amount:		amount to divide
weight:		nominal weight (number of votes)
group:		identifies subjects that were grouped together
id:			id #, constant through session
subject:		subject #, changes across elections
amount1:		offer to subjects #1; set to missing if bf == 0
amount2:		offer to subjects #2; set to missing if bf == 0
amount3:		offer to subjects #3; set to missing if bf == 0
amount4:		offer to subjects #4; set to missing if bf == 0
amount5:		offer to subjects #5; set to missing if bf == 0
selected:		proposal or demand selected to take the floor
vote:			= 1 if the subject votes in favor of the selected offer (the proposal on the floor), = 0 o/w; set to missing if bf == 0
date:			session date (month/day/year/*, * is a decimal to seperate different sessions conducted on the same day)
experienced:	= 1 if subjects have participated in 1 session before, = 0 o/w
step:			step #; set to missing if bf == 1
d1:			selected demand in step 1; set to missing if bf == 1
d2:			selected demand in step 2; set to missing if bf == 1
d3:			selected demand in step 3; set to missing if bf == 1
d4:			selected demand in step 4; set to missing if bf == 1
demand:		demand; set to missing if bf == 1
close:		= 1 if subject proposed to close the coalition, = 0 o/w; set to missing if bf == 1
bf:			= 1 if game is Baron and Ferejohn, = 0 o/w
total_votes:	total # of votes per group
full:			= 1 if all subjects in that session are paid in full, 0 o/w
**************

round	stage	amount	weight	group	id	subject	amount1	amount2	amount3	amount4	amount5	selected	vote	date	experienced	step	d1	d2	d3	d4	demand	close	bf	total_votes	full
2	1	60	1	2	4	2						0		71702.1	0	3	20	18			12	0	0	7	1
2	1	60	1	3	5	1						1		71702.1	0	3	25	15			10	1	0	7	1
2	1	60	1	3	9	4						0		71702.1	0	3	25	15			20	1	0	7	1
2	1	60	1	3	12	2						0		71702.1	0	3	25	15			30	1	0	7	1
2	1	60	1	3	9	4						0		71702.1	0	4	25	15	10		10	1	0	7	1
2	1	60	1	3	12	2						1		71702.1	0	4	25	15	10		10	1	0	7	1
3	1	60	1	1	5	5						0		71702.1	0	1					15	0	0	7	1
3	1	60	3	1	6	3						0		71702.1	0	1					40	0	0	7	1
3	1	60	1	1	7	1						0		71702.1	0	1					30	0	0	7	1
3	1	60	1	1	8	4						0		71702.1	0	1					25	0	0	7	1
3	1	60	1	1	9	2						1		71702.1	0	1					29	0	0	7	1
3	1	60	3	2	1	4						1		71702.1	0	1					40	0	0	7	1
3	1	60	1	2	2	3						0		71702.1	0	1					18	0	0	7	1
3	1	60	1	2	4	5						0		71702.1	0	1					30	0	0	7	1
3	1	60	1	2	13	2						0		71702.1	0	1					22	0	0	7	1
3	1	60	1	2	15	1						0		71702.1	0	1					25	0	0	7	1
3	1	60	1	3	3	3						0		71702.1	0	1					15	0	0	7	1
3	1	60	1	3	10	1						0		71702.1	0	1					20	0	0	7	1
3	1	60	3	3	11	5						0		71702.1	0	1					32	0	0	7	1
3	1	60	1	3	12	2						0		71702.1	0	1					25	0	0	7	1
3	1	60	1	3	14	4						1		71702.1	0	1					13	0	0	7	1
3	1	60	1	1	5	5						0		71702.1	0	2	29				15	0	0	7	1
3	1	60	3	1	6	3						0		71702.1	0	2	29				31	1	0	7	1
3	1	60	1	1	7	1						0		71702.1	0	2	29				25	0	0	7	1
3	1	60	1	1	8	4						1		71702.1	0	2	29				31	0	0	7	1
3	1	60	1	2	2	3						0		71702.1	0	2	40				25	0	0	7	1
3	1	60	1	2	4	5						0		71702.1	0	2	40				20	1	0	7	1
3	1	60	1	2	13	2						0		71702.1	0	2	40				22	0	0	7	1
3	1	60	1	2	15	1						1		71702.1	0	2	40				20	1	0	7	1
3	1	60	1	3	3	3						0		71702.1	0	2	13				15	0	0	7	1
3	1	60	1	3	10	1						0		71702.1	0	2	13				20	0	0	7	1
3	1	60	3	3	11	5						1		71702.1	0	2	13				40	0	0	7	1
3	1	60	1	3	12	2						0		71702.1	0	2	13				12	0	0	7	1
3	1	60	1	1	5	5						0		71702.1	0	3	29	31			18	0	0	7	1
3	1	60	3	1	6	3						1		71702.1	0	3	29	31			31	1	0	7	1
3	1	60	1	1	7	1						0		71702.1	0	3	29	31			15	0	0	7	1
3	1	60	1	3	3	3						0		71702.1	0	3	13	40			20	1	0	7	1
3	1	60	1	3	10	1						1		71702.1	0	3	13	40			20	1	0	7	1
3	1	60	1	3	12	2						0		71702.1	0	3	13	40			20	0	0	7	1
4	1	60	3	1	6	1						1		71702.1	0	1					50	0	0	7	1
4	1	60	1	1	7	4						0		71702.1	0	1					30	0	0	7	1
4	1	60	1	1	8	2						0		71702.1	0	1					29	0	0	7	1
4	1	60	1	1	9	3						0		71702.1	0	1					29.5	0	0	7	1
4	1	60	1	1	10	5						0		71702.1	0	1					20	0	0	7	1
4	1	60	3	2	1	5						0		71702.1	0	1					40	0	0	7	1
4	1	60	1	2	3	4						0		71702.1	0	1					15	0	0	7	1
4	1	60	1	2	5	2						1		71702.1	0	1					20	0	0	7	1
4	1	60	1	2	12	3						0		71702.1	0	1					20	0	0	7	1
4	1	60	1	2	14	1						0		71702.1	0	1					30	0	0	7	1
4	1	60	1	3	2	2						0		71702.1	0	1					20	0	0	7	1
4	1	60	1	3	4	5						0		71702.1	0	1					20	0	0	7	1
4	1	60	3	3	11	3						0		71702.1	0	1					35	0	0	7	1
4	1	60	1	3	13	1						1		71702.1	0	1					22	0	0	7	1
4	1	60	1	3	15	4						0		71702.1	0	1					20	0	0	7	1
4	1	60	1	1	7	4						0		71702.1	0	2	50				30	0	0	7	1
4	1	60	1	1	8	2						1		71702.1	0	2	50				25	0	0	7	1
4	1	60	1	1	9	3						0		71702.1	0	2	50				10	0	0	7	1
4	1	60	1	1	10	5						0		71702.1	0	2	50				20	0	0	7	1
4	1	60	3	2	1	5						0		71702.1	0	2	20				40	1	0	7	1
4	1	60	1	2	3	4						0		71702.1	0	2	20				15	0	0	7	1
4	1	60	1	2	12	3						0		71702.1	0	2	20				20	0	0	7	1
4	1	60	1	2	14	1						1		71702.1	0	2	20				10	0	0	7	1
4	1	60	1	3	2	2						1		71702.1	0	2	22				38	0	0	7	1
4	1	60	1	3	4	5						0		71702.1	0	2	22				21	0	0	7	1
4	1	60	3	3	11	3						0		71702.1	0	2	22				15	0	0	7	1
4	1	60	1	3	15	4						0		71702.1	0	2	22				25	0	0	7	1
4	1	60	1	1	7	4						1		71702.1	0	3	50	25			20	0	0	7	1
4	1	60	1	1	9	3						0		71702.1	0	3	50	25			35	0	0	7	1
4	1	60	1	1	10	5						0		71702.1	0	3	50	25			20	0	0	7	1
4	1	60	3	2	1	5						1		71702.1	0	3	20	10			40	1	0	7	1
4	1	60	1	2	3	4						0		71702.1	0	3	20	10			15	0	0	7	1
4	1	60	1	2	12	3						0		71702.1	0	3	20	10			20	0	0	7	1
4	1	60	1	3	4	5						1		71702.1	0	3	22	38			25	0	0	7	1
4	1	60	3	3	11	3						0		71702.1	0	3	22	38			25	0	0	7	1
4	1	60	1	3	15	4						0		71702.1	0	3	22	38			20	0	0	7	1
4	1	60	1	1	9	3						1		71702.1	0	4	50	25	20		29	0	0	7	1
4	1	60	1	1	10	5						0		71702.1	0	4	50	25	20		20	0	0	7	1
4	1	60	1	2	3	4						0		71702.1	0	4	20	10	40		10	1	0	7	1
4	1	60	1	2	12	3						1		71702.1	0	4	20	10	40		10	1	0	7	1
4	1	60	3	3	11	3						0		71702.1	0	4	22	38	25		42	0	0	7	1
4	1	60	1	3	15	4						1		71702.1	0	4	22	38	25		25	0	0	7	1
4	1	60	1	1	10	5						1		71702.1	0	5	50	25	20	29	20	0	0	7	1
4	1	60	3	3	11	3						1		71702.1	0	5	22	38	25	25	10	0	0	7	1
4	2	60	3	1	6	1						1		71702.1	0	1					40	0	0	7	1
4	2	60	1	1	7	4						0		71702.1	0	1					30	0	0	7	1
4	2	60	1	1	8	2						0		71702.1	0	1					35	0	0	7	1
4	2	60	1	1	9	3						0		71702.1	0	1					29.5	0	0	7	1
4	2	60	1	1	10	5						0		71702.1	0	1					30	0	0	7	1
4	2	60	1	3	2	2						0		71702.1	0	1					22	0	0	7	1
4	2	60	1	3	4	5						0		71702.1	0	1					40	0	0	7	1
4	2	60	3	3	11	3						1		71702.1	0	1					42	0	0	7	1
4	2	60	1	3	13	1						0		71702.1	0	1					18	0	0	7	1
4	2	60	1	3	15	4						0		71702.1	0	1					25	0	0	7	1
4	2	60	1	1	7	4						1		71702.1	0	2	40				20	1	0	7	1
4	2	60	1	1	8	2						0		71702.1	0	2	40				34	0	0	7	1
4	2	60	1	1	9	3						0		71702.1	0	2	40				20	1	0	7	1
4	2	60	1	1	10	5						0		71702.1	0	2	40				21	0	0	7	1
4	2	60	1	3	2	2						0		71702.1	0	2	42				18	1	0	7	1
4	2	60	1	3	4	5						0		71702.1	0	2	42				18	1	0	7	1
4	2	60	1	3	13	1						0		71702.1	0	2	42				18	1	0	7	1
4	2	60	1	3	15	4						1		71702.1	0	2	42				18	1	0	7	1
5	1	60	3	1	6	4						1		71702.1	0	1					42	0	0	7	1
5	1	60	1	1	7	2						0		71702.1	0	1					29	0	0	7	1
5	1	60	1	1	8	1						0		71702.1	0	1					35	0	0	7	1
5	1	60	1	1	9	5						0		71702.1	0	1					30	0	0	7	1
5	1	60	1	1	10	3						0		71702.1	0	1					30	0	0	7	1
5	1	60	3	2	1	3						1		71702.1	0	1					40	0	0	7	1
5	1	60	1	2	3	2						0		71702.1	0	1					20	0	0	7	1
5	1	60	1	2	4	5						0		71702.1	0	1					18	0	0	7	1
5	1	60	1	2	5	4						0		71702.1	0	1					18	0	0	7	1
5	1	60	1	2	12	1						0		71702.1	0	1					15	0	0	7	1
5	1	60	1	3	2	3						0		71702.1	0	1					18	0	0	7	1
5	1	60	3	3	11	5						1		71702.1	0	1					40	0	0	7	1
5	1	60	1	3	13	4						0		71702.1	0	1					26	0	0	7	1
5	1	60	1	3	14	2						0		71702.1	0	1					30	0	0	7	1
5	1	60	1	3	15	1						0		71702.1	0	1					35	0	0	7	1
5	1	60	1	1	7	2						1		71702.1	0	2	42				20	0	0	7	1
5	1	60	1	1	8	1						0		71702.1	0	2	42				18	1	0	7	1
5	1	60	1	1	9	5						0		71702.1	0	2	42				26	0	0	7	1
5	1	60	1	1	10	3						0		71702.1	0	2	42				20	0	0	7	1
5	1	60	1	2	3	2						0		71702.1	0	2	40				15	1	0	7	1
5	1	60	1	2	4	5						1		71702.1	0	2	40				20	1	0	7	1
5	1	60	1	2	5	4						0		71702.1	0	2	40				18	0	0	7	1
5	1	60	1	2	12	1						0		71702.1	0	2	40				20	1	0	7	1
5	1	60	1	3	2	3						1		71702.1	0	2	40				10	1	0	7	1
5	1	60	1	3	13	4						0		71702.1	0	2	40				20	1	0	7	1
5	1	60	1	3	14	2						0		71702.1	0	2	40				20	1	0	7	1
5	1	60	1	3	15	1						0		71702.1	0	2	40				20	1	0	7	1
5	1	60	1	1	8	1						1		71702.1	0	3	42	20			40	0	0	7	1
5	1	60	1	1	9	5						0		71702.1	0	3	42	20			26	0	0	7	1
5	1	60	1	1	10	3						0		71702.1	0	3	42	20			18	1	0	7	1
5	1	60	1	3	13	4						0		71702.1	0	3	40	10			10	1	0	7	1
5	1	60	1	3	14	2						0		71702.1	0	3	40	10			10	1	0	7	1
5	1	60	1	3	15	1						1		71702.1	0	3	40	10			10	1	0	7	1
5	1	60	1	1	9	5						1		71702.1	0	4	42	20	40		30	0	0	7	1
5	1	60	1	1	10	3						0		71702.1	0	4	42	20	40		18	1	0	7	1
5	1	60	1	1	10	3						1		71702.1	0	5	42	20	40	30	18	1	0	7	1
6	1	60	3	1	6	3						0		71702.1	0	1					48	0	0	7	1
6	1	60	1	1	7	5						0		71702.1	0	1					30	0	0	7	1
6	1	60	1	1	9	4						1		71702.1	0	1					30	0	0	7	1
6	1	60	1	1	10	2						0		71702.1	0	1					30	0	0	7	1
6	1	60	1	1	13	1						0		71702.1	0	1					20	0	0	7	1
6	1	60	1	2	2	4						0		71702.1	0	1					20	0	0	7	1
6	1	60	1	2	3	3						0		71702.1	0	1					15	0	0	7	1
6	1	60	1	2	4	5						0		71702.1	0	1					40	0	0	7	1
6	1	60	1	2	5	2						0		71702.1	0	1					20	0	0	7	1
6	1	60	3	2	11	1						1		71702.1	0	1					28	0	0	7	1
6	1	60	3	3	1	1						1		71702.1	0	1					40	0	0	7	1
6	1	60	1	3	8	2						0		71702.1	0	1					31	0	0	7	1
6	1	60	1	3	12	3						0		71702.1	0	1					19	0	0	7	1
6	1	60	1	3	14	5						0		71702.1	0	1					40	0	0	7	1
6	1	60	1	3	15	4						0		71702.1	0	1					25	0	0	7	1
6	1	60	3	1	6	3						0		71702.1	0	2	30				30	1	0	7	1
6	1	60	1	1	7	5						1		71702.1	0	2	30				29	0	0	7	1
6	1	60	1	1	10	2						0		71702.1	0	2	30				20	0	0	7	1
6	1	60	1	1	13	1						0		71702.1	0	2	30				20	0	0	7	1
6	1	60	1	2	2	4						0		71702.1	0	2	28				22	0	0	7	1
6	1	60	1	2	3	3						1		71702.1	0	2	28				15	1	0	7	1
6	1	60	1	2	4	5						0		71702.1	0	2	28				32	1	0	7	1
6	1	60	1	2	5	2						0		71702.1	0	2	28				22	1	0	7	1
6	1	60	1	3	8	2						0		71702.1	0	2	40				20	0	0	7	1
6	1	60	1	3	12	3						1		71702.1	0	2	40				19	0	0	7	1
6	1	60	1	3	14	5						0		71702.1	0	2	40				40	0	0	7	1
6	1	60	1	3	15	4						0		71702.1	0	2	40				20	1	0	7	1
6	1	60	3	1	6	3						1		71702.1	0	3	30	29			30	1	0	7	1
6	1	60	1	1	10	2						0		71702.1	0	3	30	29			28	0	0	7	1
6	1	60	1	1	13	1						0		71702.1	0	3	30	29			20	0	0	7	1
6	1	60	1	2	2	4						0		71702.1	0	3	28	15			18	1	0	7	1
6	1	60	1	2	4	5						1		71702.1	0	3	28	15			18	1	0	7	1
6	1	60	1	2	5	2						0		71702.1	0	3	28	15			7	1	0	7	1
6	1	60	1	3	8	2						0		71702.1	0	3	40	19			41	0	0	7	1
6	1	60	1	3	14	5						1		71702.1	0	3	40	19			40	0	0	7	1
6	1	60	1	3	15	4						0		71702.1	0	3	40	19			20	1	0	7	1
6	1	60	1	1	10	2						1		71702.1	0	4	30	29	30		1	1	0	7	1
6	1	60	1	1	13	1						0		71702.1	0	4	30	29	30		1	1	0	7	1
6	1	60	1	2	2	4						0		71702.1	0	4	28	15	0		18	1	0	7	1
6	1	60	1	2	5	2						1		71702.1	0	4	28	15	0		7	1	0	7	1
6	1	60	1	3	8	2						1		71702.1	0	4	40	19	40		20	1	0	7	1
6	1	60	1	3	15	4						0		71702.1	0	4	40	19	40		20	1	0	7	1
6	1	60	1	2	2	4						1		71702.1	0	5	28	15	0	7	10	1	0	7	1
7	1	60	3	1	1	3						0		71702.1	0	1					40	0	0	7	1
7	1	60	1	1	4	1						0		71702.1	0	1					19	0	0	7	1
7	1	60	1	1	7	4						1		71702.1	0	1					30	0	0	7	1
7	1	60	1	1	8	2						0		71702.1	0	1					40	0	0	7	1
7	1	60	1	1	10	5						0		71702.1	0	1					30	0	0	7	1
7	1	60	1	2	2	2						0		71702.1	0	1					24	0	0	7	1
7	1	60	1	2	3	3						0		71702.1	0	1					20	0	0	7	1
7	1	60	1	2	9	5						0		71702.1	0	1					28	0	0	7	1
7	1	60	3	2	11	4						1		71702.1	0	1					45	0	0	7	1
7	1	60	1	2	15	1						0		71702.1	0	1					40	0	0	7	1
7	1	60	1	3	5	2						0		71702.1	0	1					18	0	0	7	1
7	1	60	3	3	6	5						1		71702.1	0	1					48	0	0	7	1
7	1	60	1	3	12	4						0		71702.1	0	1					20	0	0	7	1
7	1	60	1	3	13	3						0		71702.1	0	1					25	0	0	7	1
7	1	60	1	3	14	1						0		71702.1	0	1					20	0	0	7	1
7	1	60	3	1	1	3						0		71702.1	0	2	30				40	0	0	7	1
7	1	60	1	1	4	1						1		71702.1	0	2	30				12	0	0	7	1
7	1	60	1	1	8	2						0		71702.1	0	2	30				30	0	0	7	1
7	1	60	1	1	10	5						0		71702.1	0	2	30				29	0	0	7	1
7	1	60	1	2	2	2						1		71702.1	0	2	45				15	1	0	7	1
7	1	60	1	2	3	3						0		71702.1	0	2	45				20	0	0	7	1
7	1	60	1	2	9	5						0		71702.1	0	2	45				15	1	0	7	1
7	1	60	1	2	15	1						0		71702.1	0	2	45				15	1	0	7	1
7	1	60	1	3	5	2						0		71702.1	0	2	48				12	0	0	7	1
7	1	60	1	3	12	4						0		71702.1	0	2	48				12	1	0	7	1
7	1	60	1	3	13	3						1		71702.1	0	2	48				20	0	0	7	1
7	1	60	1	3	14	1						0		71702.1	0	2	48				12	0	0	7	1
7	1	60	3	1	1	3						0		71702.1	0	3	30	12			48	1	0	7	1
7	1	60	1	1	8	2						1		71702.1	0	3	30	12			25	0	0	7	1
7	1	60	1	1	10	5						0		71702.1	0	3	30	12			11	0	0	7	1
7	1	60	1	3	5	2						0		71702.1	0	3	48	20			12	0	0	7	1
7	1	60	1	3	12	4						0		71702.1	0	3	48	20			12	1	0	7	1
7	1	60	1	3	14	1						1		71702.1	0	3	48	20			12	1	0	7	1
7	1	60	3	1	1	3						0		71702.1	0	4	30	12	25		48	1	0	7	1
7	1	60	1	1	10	5						1		71702.1	0	4	30	12	25		11	0	0	7	1
7	1	60	3	1	1	3						1		71702.1	0	5	30	12	25	11	48	1	0	7	1
8	1	60	1	1	3	2						0		71702.1	0	1					15	0	0	7	1
8	1	60	1	1	7	1						0		71702.1	0	1					22	0	0	7	1
8	1	60	1	1	9	4						1		71702.1	0	1					29	0	0	7	1
8	1	60	1	1	10	3						0		71702.1	0	1					30	0	0	7	1
8	1	60	3	1	11	5						0		71702.1	0	1					38	0	0	7	1
8	1	60	1	2	2	2						0		71702.1	0	1					22	0	0	7	1
8	1	60	1	2	4	5						0		71702.1	0	1					25	0	0	7	1
8	1	60	1	2	5	4						0		71702.1	0	1					15	0	0	7	1
8	1	60	3	2	6	3						1		71702.1	0	1					48	0	0	7	1
8	1	60	1	2	8	1						0		71702.1	0	1					45	0	0	7	1
8	1	60	3	3	1	3						1		71702.1	0	1					40	0	0	7	1
8	1	60	1	3	12	2						0		71702.1	0	1					20	0	0	7	1
8	1	60	1	3	13	1						0		71702.1	0	1					60	0	0	7	1
8	1	60	1	3	14	5						0		71702.1	0	1					20	0	0	7	1
8	1	60	1	3	15	4						0		71702.1	0	1					25	0	0	7	1
8	1	60	1	1	3	2						0		71702.1	0	2	29				15	0	0	7	1
8	1	60	1	1	7	1						0		71702.1	0	2	29				20	0	0	7	1
8	1	60	1	1	10	3						0		71702.1	0	2	29				28	0	0	7	1
8	1	60	3	1	11	5						1		71702.1	0	2	29				15	0	0	7	1
8	1	60	1	2	2	2						0		71702.1	0	2	48				12	0	0	7	1
8	1	60	1	2	4	5						1		71702.1	0	2	48				12	1	0	7	1
8	1	60	1	2	5	4						0		71702.1	0	2	48				12	0	0	7	1
8	1	60	1	2	8	1						0		71702.1	0	2	48				12	1	0	7	1
8	1	60	1	3	12	2						0		71702.1	0	2	40				20	0	0	7	1
8	1	60	1	3	13	1						0		71702.1	0	2	40				20	0	0	7	1
8	1	60	1	3	14	5						0		71702.1	0	2	40				20	0	0	7	1
8	1	60	1	3	15	4						1		71702.1	0	2	40				20	1	0	7	1
8	1	60	1	1	3	2						0		71702.1	0	3	29	15			15	1	0	7	1
8	1	60	1	1	7	1						0		71702.1	0	3	29	15			45	1	0	7	1
8	1	60	1	1	10	3						1		71702.1	0	3	29	15			45	1	0	7	1
9	1	60	3	1	1	1						0		71702.1	0	1					40	0	0	7	1
9	1	60	1	1	5	2						1		71702.1	0	1					24	0	0	7	1
9	1	60	1	1	7	5						0		71702.1	0	1					29	0	0	7	1
9	1	60	1	1	8	3						0		71702.1	0	1					21	0	0	7	1
9	1	60	1	1	9	4						0		71702.1	0	1					29	0	0	7	1
9	1	60	1	2	2	4						0		71702.1	0	1					18	0	0	7	1
9	1	60	1	2	4	1						0		71702.1	0	1					22	0	0	7	1
9	1	60	3	2	11	3						1		71702.1	0	1					35	0	0	7	1
9	1	60	1	2	13	2						0		71702.1	0	1					60	0	0	7	1
9	1	60	1	2	15	5						0		71702.1	0	1					25	0	0	7	1
9	1	60	1	3	3	4						0		71702.1	0	1					15	0	0	7	1
9	1	60	3	3	6	5						0		71702.1	0	1					48	0	0	7	1
9	1	60	1	3	10	2						0		71702.1	0	1					30	0	0	7	1
9	1	60	1	3	12	3						1		71702.1	0	1					20	0	0	7	1
9	1	60	1	3	14	1						0		71702.1	0	1					20	0	0	7	1
9	1	60	3	1	1	1						1		71702.1	0	2	24				36	1	0	7	1
9	1	60	1	1	7	5						0		71702.1	0	2	24				29	0	0	7	1
9	1	60	1	1	8	3						0		71702.1	0	2	24				22	0	0	7	1
9	1	60	1	1	9	4						0		71702.1	0	2	24				16	0	0	7	1
9	1	60	1	2	2	4						0		71702.1	0	2	35				25	1	0	7	1
9	1	60	1	2	4	1						1		71702.1	0	2	35				25	1	0	7	1
9	1	60	1	2	13	2						0		71702.1	0	2	35				25	0	0	7	1
9	1	60	1	2	15	5						0		71702.1	0	2	35				25	1	0	7	1
9	1	60	1	3	3	4						0		71702.1	0	2	20				15	0	0	7	1
9	1	60	3	3	6	5						1		71702.1	0	2	20				40	1	0	7	1
9	1	60	1	3	10	2						0		71702.1	0	2	20				19	0	0	7	1
9	1	60	1	3	14	1						0		71702.1	0	2	20				20	0	0	7	1
10	1	60	1	1	2	2						0		71702.1	0	1					24	0	0	7	1
10	1	60	1	1	3	5						0		71702.1	0	1					15	0	0	7	1
