* Dictionary *
cycle:		cycle # (supergame within a session)
period:		period # (period within a cycle)
beta:			beta, = 999 if one-shot treatment (OS), = 999999 if infinity treatment
z:			public signal, set to missing if beta = 999999, or in two occasion because it was not recorded
date:			session date (month/day/year/*, * is a decimal to seperate different sessions conducted on the same day)
coop:			= 1 if subject cooperated, = 0 o/w
group:		identifies subjects that were grouped together for a cycle
id:			id #, constant within a session
**************

cycle	period	beta	z	date	coop	group	id
3	25	0	20	111401	1	111	25
3	26	0	20	111401	1	111	25
3	27	0	20	111401	1	111	25
4	1	0	20	111401	1	124	25
4	2	0	20	111401	1	124	25
4	3	0	20	111401	1	124	25
4	4	0	20	111401	1	124	25
4	5	0	20	111401	1	124	25
4	6	0	20	111401	1	124	25
4	7	0	20	111401	1	124	25
4	8	0	20	111401	1	124	25
4	9	0	20	111401	1	124	25
4	10	0	20	111401	1	124	25
4	11	0	20	111401	1	124	25
4	12	0	20	111401	1	124	25
4	13	0	20	111401	1	124	25
4	14	0	20	111401	1	124	25
4	15	0	20	111401	1	124	25
4	16	0	20	111401	1	124	25
4	17	0	20	111401	1	124	25
4	18	0	20	111401	1	124	25
5	1	0	20	111401	1	129	25
5	2	0	20	111401	1	129	25
5	3	0	20	111401	1	129	25
6	1	0	20	111401	1	135	25
6	2	0	20	111401	1	135	25
6	3	0	18	111401	1	135	25
6	4	0	20	111401	1	135	25
6	5	0	20	111401	1	135	25
6	6	0	20	111401	1	135	25
6	7	0	20	111401	1	135	25
7	1	0	20	111401	1	141	25
7	2	0	20	111401	1	141	25
7	3	0	20	111401	1	141	25
7	4	0	20	111401	1	141	25
7	5	0	20	111401	1	141	25
7	6	0	20	111401	1	141	25
7	7	0	20	111401	1	141	25
7	8	0	20	111401	1	141	25
7	9	0	20	111401	1	141	25
7	10	0	20	111401	1	141	25
7	11	0	20	111401	1	141	25
8	1	0	20	111401	1	150	25
9	1	0	20	111401	1	156	25
9	2	0	20	111401	1	156	25
9	3	0	20	111401	1	156	25
9	4	0	20	111401	1	156	25
9	5	0	20	111401	1	156	25
9	6	0	18	111401	1	156	25
9	7	0	18	111401	1	156	25
9	8	0	18	111401	0	156	25
9	9	0	18	111401	0	156	25
9	10	0	18	111401	0	156	25
9	11	0	18	111401	1	156	25
9	12	0	18	111401	1	156	25
9	13	0	18	111401	0	156	25
9	14	0	18	111401	1	156	25
10	1	0	18	111401	1	160	25
10	2	0	18	111401	1	160	25
10	3	0	16	111401	0	160	25
10	4	0	18	111401	0	160	25
10	5	0	16	111401	0	160	25
10	6	0	18	111401	1	160	25
10	7	0	18	111401	1	160	25
1	1	0	16	111401	0	102	26
2	1	0	16	111401	0	110	26
2	2	0	18	111401	0	110	26
3	1	0	18	111401	0	114	26
3	2	0	18	111401	1	114	26
3	3	0	18	111401	0	114	26
3	4	0	16	111401	0	114	26
3	5	0	16	111401	0	114	26
3	6	0	18	111401	0	114	26
3	7	0	18	111401	0	114	26
3	8	0	18	111401	1	114	26
3	9	0	16	111401	0	114	26
3	10	0	16	111401	0	114	26
3	11	0	16	111401	0	114	26
3	12	0	16	111401	0	114	26
3	13	0	16	111401	0	114	26
3	14	0	16	111401	0	114	26
3	15	0	16	111401	0	114	26
3	16	0	16	111401	0	114	26
3	17	0	16	111401	0	114	26
3	18	0	16	111401	0	114	26
3	19	0	16	111401	0	114	26
3	20	0	16	111401	0	114	26
3	21	0	18	111401	1	114	26
3	22	0	20	111401	1	114	26
3	23	0	20	111401	1	114	26
3	24	0	20	111401	1	114	26
3	25	0	20	111401	1	114	26
3	26	0	20	111401	1	114	26
3	27	0	20	111401	1	114	26
4	1	0	18	111401	1	120	26
4	2	0	20	111401	1	120	26
4	3	0	20	111401	1	120	26
4	4	0	20	111401	1	120	26
4	5	0	18	111401	1	120	26
4	6	0	18	111401	0	120	26
4	7	0	20	111401	1	120	26
4	8	0	18	111401	0	120	26
4	9	0	18	111401	1	120	26
4	10	0	18	111401	1	120	26
4	11	0	18	111401	0	120	26
4	12	0	18	111401	1	120	26
4	13	0	18	111401	0	120	26
4	14	0	16	111401	0	120	26
4	15	0	16	111401	0	120	26
4	16	0	16	111401	0	120	26
4	17	0	16	111401	0	120	26
4	18	0	16	111401	0	120	26
5	1	0	20	111401	1	126	26
5	2	0	18	111401	1	126	26
5	3	0	16	111401	0	126	26
6	1	0	18	111401	1	137	26
6	2	0	16	111401	0	137	26
6	3	0	18	111401	0	137	26
6	4	0	18	111401	1	137	26
6	5	0	16	111401	0	137	26
6	6	0	16	111401	0	137	26
6	7	0	18	111401	0	137	26
7	1	0	18	111401	1	139	26
7	2	0	18	111401	1	139	26
7	3	0	16	111401	0	139	26
7	4	0	16	111401	0	139	26
7	5	0	16	111401	0	139	26
7	6	0	18	111401	0	139	26
7	7	0	18	111401	1	139	26
7	8	0	16	111401	0	139	26
7	9	0	18	111401	0	139	26
7	10	0	18	111401	0	139	26
7	11	0	18	111401	1	139	26
8	1	0	20	111401	1	148	26
9	1	0	20	111401	1	157	26
9	2	0	20	111401	1	157	26
9	3	0	20	111401	1	157	26
9	4	0	20	111401	1	157	26
9	5	0	20	111401	1	157	26
9	6	0	20	111401	1	157	26
9	7	0	20	111401	1	157	26
9	8	0	20	111401	1	157	26
9	9	0	20	111401	1	157	26
9	10	0	20	111401	1	157	26
9	11	0	20	111401	1	157	26
9	12	0	20	111401	1	157	26
9	13	0	20	111401	1	157	26
9	14	0	20	111401	1	157	26
10	1	0	20	111401	1	163	26
10	2	0	20	111401	1	163	26
10	3	0	20	111401	1	163	26
10	4	0	20	111401	1	163	26
10	5	0	20	111401	1	163	26
10	6	0	18	111401	1	163	26
10	7	0	18	111401	0	163	26
1	1	0	16	111401	0	99	27
2	1	0	20	111401	1	104	27
2	2	0	20	111401	1	104	27
3	1	0	16	111401	0	112	27
3	2	0	18	111401	1	112	27
3	3	0	18	111401	1	112	27
3	4	0	16	111401	0	112	27
3	5	0	16	111401	0	112	27
3	6	0	18	111401	1	112	27
3	7	0	18	111401	1	112	27
3	8	0	16	111401	0	112	27
3	9	0	18	111401	1	112	27
3	10	0	18	111401	1	112	27
3	11	0	18	111401	1	112	27
3	12	0	16	111401	0	112	27
3	13	0	16	111401	0	112	27
3	14	0	16	111401	0	112	27
3	15	0	20	111401	1	112	27
3	16	0	20	111401	1	112	27
3	17	0	20	111401	1	112	27
3	18	0	18	111401	1	112	27
3	19	0	20	111401	1	112	27
3	20	0	20	111401	1	112	27
3	21	0	18	111401	1	112	27
3	22	0	20	111401	1	112	27
3	23	0	18	111401	1	112	27
3	24	0	20	111401	1	112	27
3	25	0	20	111401	1	112	27
3	26	0	20	111401	1	112	27
3	27	0	20	111401	1	112	27
4	1	0	18	111401	1	119	27
4	2	0	18	111401	1	119	27
4	3	0	16	111401	0	119	27
4	4	0	18	111401	1	119	27
4	5	0	16	111401	0	119	27
4	6	0	16	111401	0	119	27
4	7	0	18	111401	1	119	27
4	8	0	20	111401	1	119	27
4	9	0	18	111401	1	119	27
4	10	0	16	111401	0	119	27
4	11	0	20	111401	1	119	27
4	12	0	20	111401	1	119	27
4	13	0	18	111401	1	119	27
4	14	0	16	111401	0	119	27
4	15	0	20	111401	1	119	27
4	16	0	20	111401	1	119	27
4	17	0	20	111401	1	119	27
4	18	0	18	111401	1	119	27
5	1	0	20	111401	1	131	27
5	2	0	20	111401	1	131	27
5	3	0	20	111401	1	131	27
6	1	0	20	111401	1	135	27
6	2	0	20	111401	1	135	27
6	3	0	18	111401	0	135	27
6	4	0	20	111401	1	135	27
6	5	0	20	111401	1	135	27
6	6	0	20	111401	1	135	27
6	7	0	20	111401	1	135	27
7	1	0	18	111401	1	142	27
7	2	0	20	111401	1	142	27
7	3	0	20	111401	1	142	27
7	4	0	18	111401	1	142	27
7	5	0	16	111401	0	142	27
7	6	0	20	111401	1	142	27
7	7	0	20	111401	1	142	27
7	8	0	18	111401	1	142	27
7	9	0	20	111401	1	142	27
7	10	0	18	111401	1	142	27
7	11	0	20	111401	1	142	27
8	1	0	20	111401	1	152	27
9	1	0	20	111401	1	157	27
9	2	0	20	111401	1	157	27
9	3	0	20	111401	1	157	27
9	4	0	20	111401	1	157	27
9	5	0	20	111401	1	157	27
9	6	0	20	111401	1	157	27
9	7	0	20	111401	1	157	27
9	8	0	20	111401	1	157	27
9	9	0	20	111401	1	157	27
9	10	0	20	111401	1	157	27
9	11	0	20	111401	1	157	27
9	12	0	20	111401	1	157	27
9	13	0	20	111401	1	157	27
9	14	0	20	111401	1	157	27
10	1	0	20	111401	1	165	27
10	2	0	20	111401	1	165	27
10	3	0	20	111401	1	165	27
10	4	0	20	111401	1	165	27
10	5	0	20	111401	1	165	27
10	6	0	18	111401	1	165	27
10	7	0	18	111401	1	165	27
1	1	0	16	111401	0	99	28
2	1	0	16	111401	0	110	28
2	2	0	18	111401	1	110	28
3	1	0	18	111401	1	115	28
3	2	0	18	111401	0	115	28
3	3	0	20	111401	1	115	28
3	4	0	18	111401	1	115	28
3	5	0	16	111401	0	115	28
3	6	0	20	111401	1	115	28
3	7	0	16	111401	0	115	28
3	8	0	20	111401	1	115	28
3	9	0	18	111401	1	115	28
3	10	0	18	111401	1	115	28
3	11	0	18	111401	0	115	28
3	12	0	16	111401	0	115	28
3	13	0	18	111401	0	115	28
3	14	0	18	111401	1	115	28
3	15	0	18	111401	1	115	28
3	16	0	20	111401	1	115	28
3	17	0	20	111401	1	115	28
3	18	0	16	111401	0	115	28
3	19	0	20	111401	1	115	28
3	20	0	16	111401	0	115	28
3	21	0	18	111401	1	115	28
3	22	0	18	111401	0	115	28
3	23	0	16	111401	0	115	28
3	24	0	20	111401	1	115	28
3	25	0	16	111401	0	115	28
3	26	0	16	111401	0	115	28
3	27	0	18	111401	0	115	28
4	1	0	18	111401	0	119	28
4	2	0	18	111401	0	119	28
4	3	0	16	111401	0	119	28
4	4	0	18	111401	0	119	28
4	5	0	16	111401	0	119	28
4	6	0	16	111401	0	119	28
4	7	0	18	111401	0	119	28
4	8	0	20	111401	1	119	28
4	9	0	18	111401	0	119	28
4	10	0	16	111401	0	119	28
4	11	0	20	111401	1	119	28
4	12	0	20	111401	1	119	28
4	13	0	18	111401	0	119	28
4	14	0	16	111401	0	119	28
4	15	0	20	111401	1	119	28
4	16	0	20	111401	1	119	28
4	17	0	20	111401	1	119	28
4	18	0	18	111401	0	119	28
5	1	0	18	111401	0	128	28
5	2	0	18	111401	0	128	28
5	3	0	16	111401	0	128	28
6	1	0	18	111401	0	137	28
6	2	0	16	111401	0	137	28
6	3	0	18	111401	1	137	28
6	4	0	18	111401	0	137	28
6	5	0	16	111401	0	137	28
6	6	0	16	111401	0	137	28
6	7	0	18	111401	1	137	28
7	1	0	18	111401	0	139	28
7	2	0	18	111401	0	139	28
7	3	0	16	111401	0	139	28
7	4	0	16	111401	0	139	28
7	5	0	16	111401	0	139	28
7	6	0	18	111401	1	139	28
7	7	0	18	111401	0	139	28
7	8	0	16	111401	0	139	28
7	9	0	18	111401	1	139	28
7	10	0	18	111401	1	139	28
7	11	0	18	111401	0	139	28
8	1	0	18	111401	0	147	28
9	1	0	18	111401	0	159	28
9	2	0	18	111401	0	159	28
9	3	0	18	111401	1	159	28
9	4	0	18	111401	0	159	28
9	5	0	16	111401	0	159	28
9	6	0	16	111401	0	159	28
9	7	0	16	111401	0	159	28
9	8	0	18	111401	1	159	28
9	9	0	18	111401	0	159	28
9	10	0	16	111401	0	159	28
9	11	0	18	111401	1	159	28
9	12	0	18	111401	0	159	28
9	13	0	16	111401	0	159	28
9	14	0	16	111401	0	159	28
10	1	0	18	111401	0	160	28
10	2	0	18	111401	0	160	28
10	3	0	16	111401	0	160	28
10	4	0	18	111401	1	160	28
10	5	0	16	111401	0	160	28
10	6	0	18	111401	0	160	28
10	7	0	18	111401	0	160	28
1	1	0	16	111401	0	102	29
2	1	0	18	111401	0	108	29
2	2	0	20	111401	1	108	29
3	1	0	18	111401	0	115	29
3	2	0	18	111401	1	115	29
3	3	0	20	111401	1	115	29
3	4	0	18	111401	0	115	29
3	5	0	16	111401	0	115	29
3	6	0	20	111401	1	115	29
3	7	0	16	111401	0	115	29
3	8	0	20	111401	1	115	29
3	9	0	18	111401	0	115	29
3	10	0	18	111401	0	115	29
3	11	0	18	111401	1	115	29
3	12	0	16	111401	0	115	29
3	13	0	18	111401	1	115	29
3	14	0	18	111401	0	115	29
3	15	0	18	111401	0	115	29
3	16	0	20	111401	1	115	29
3	17	0	20	111401	1	115	29
3	18	0	16	111401	0	115	29
3	19	0	20	111401	1	115	29
3	20	0	16	111401	0	115	29
3	21	0	18	111401	0	115	29
3	22	0	18	111401	1	115	29
3	23	0	16	111401	0	115	29
3	24	0	20	111401	1	115	29
3	25	0	16	111401	0	115	29
3	26	0	16	111401	0	115	29
3	27	0	18	111401	1	115	29
4	1	0	18	111401	0	121	29
4	2	0	20	111401	1	121	29
4	3	0	18	111401	0	121	29
4	4	0	16	111401	0	121	29
4	5	0	20	111401	1	121	29
4	6	0	18	111401	0	121	29
4	7	0	18	111401	0	121	29
4	8	0	16	111401	0	121	29
4	9	0	18	111401	1	121	29
4	10	0	20	111401	1	121	29
4	11	0	20	111401	1	121	29
4	12	0	18	111401	0	121	29
4	13	0	20	111401	1	121	29
4	14	0	20	111401	1	121	29
4	15	0	18	111401	0	121	29
4	16	0	18	111401	0	121	29
4	17	0	18	111401	1	121	29
4	18	0	18	111401	1	121	29
5	1	0	18	111401	0	130	29
5	2	0	18	111401	0	130	29
5	3	0	20	111401	1	130	29
6	1	0	18	111401	0	134	29
6	2	0	20	111401	1	134	29
6	3	0	20	111401	1	134	29
6	4	0	18	111401	0	134	29
6	5	0	20	111401	1	134	29
6	6	0	18	111401	0	134	29
6	7	0	20	111401	1	134	29
7	1	0	18	111401	1	143	29
7	2	0	16	111401	0	143	29
7	3	0	20	111401	1	143	29
7	4	0	18	111401	0	143	29
7	5	0	20	111401	1	143	29
7	6	0	18	111401	0	143	29
7	7	0	18	111401	1	143	29
7	8	0	18	111401	1	143	29
7	9	0	18	111401	0	143	29
7	10	0	18	111401	0	143	29
7	11	0	18	111401	1	143	29
8	1	0	18	111401	0	151	29
9	1	0	20	111401	1	155	29
9	2	0	18	111401	1	155	29
9	3	0	18	111401	0	155	29
9	4	0	16	111401	0	155	29
9	5	0	18	111401	1	155	29
9	6	0	18	111401	0	155	29
9	7	0	20	111401	1	155	29
9	8	0	20	111401	1	155	29
9	9	0	16	111401	0	155	29
9	10	0	16	111401	0	155	29
9	11	0	18	111401	1	155	29
9	12	0	16	111401	0	155	29
9	13	0	16	111401	0	155	29
9	14	0	16	111401	0	155	29
10	1	0	20	111401	1	164	29
10	2	0	18	111401	0	164	29
10	3	0	18	111401	1	164	29
10	4	0	16	111401	0	164	29
10	5	0	18	111401	1	164	29
10	6	0	20	111401	1	164	29
10	7	0	20	111401	1	164	29
1	1	0	20	111401	1	98	30
2	1	0	16	111401	0	109	30
2	2	0	18	111401	0	109	30
3	1	0	16	111401	0	112	30
3	2	0	18	111401	0	112	30
3	3	0	18	111401	0	112	30
3	4	0	16	111401	0	112	30
3	5	0	16	111401	0	112	30
3	6	0	18	111401	0	112	30
3	7	0	18	111401	0	112	30
3	8	0	16	111401	0	112	30
3	9	0	18	111401	0	112	30
3	10	0	18	111401	0	112	30
3	11	0	18	111401	0	112	30
3	12	0	16	111401	0	112	30
3	13	0	16	111401	0	112	30
3	14	0	16	111401	0	112	30
3	15	0	20	111401	1	112	30
3	16	0	20	111401	1	112	30
3	17	0	20	111401	1	112	30
3	18	0	18	111401	0	112	30
3	19	0	20	111401	1	112	30
3	20	0	20	111401	1	112	30
3	21	0	18	111401	0	112	30
3	22	0	20	111401	1	112	30
3	23	0	18	111401	0	112	30
3	24	0	20	111401	1	112	30
3	25	0	20	111401	1	112	30
3	26	0	20	111401	1	112	30
3	27	0	20	111401	1	112	30
4	1	0	18	111401	0	120	30
4	2	0	20	111401	1	120	30
4	3	0	20	111401	1	120	30
4	4	0	20	111401	1	120	30
4	5	0	18	111401	0	120	30
4	6	0	18	111401	1	120	30
4	7	0	20	111401	1	120	30
4	8	0	18	111401	1	120	30
4	9	0	18	111401	0	120	30
4	10	0	18	111401	0	120	30
4	11	0	18	111401	1	120	30
4	12	0	18	111401	0	120	30
4	13	0	18	111401	1	120	30
4	14	0	16	111401	0	120	30
4	15	0	16	111401	0	120	30
4	16	0	16	111401	0	120	30
4	17	0	16	111401	0	120	30
4	18	0	16	111401	0	120	30
5	1	0	20	111401	1	125	30
5	2	0	18	111401	1	125	30
5	3	0	16	111401	0	125	30
6	1	0	18	111401	1	132	30
6	2	0	16	111401	0	132	30
6	3	0	16	111401	0	132	30
6	4	0	18	111401	0	132	30
6	5	0	16	111401	0	132	30
6	6	0	18	111401	0	132	30
6	7	0	16	111401	0	132	30
7	1	0	20	111401	1	144	30
7	2	0	20	111401	1	144	30
7	3	0	20	111401	1	144	30
7	4	0	20	111401	1	144	30
7	5	0	20	111401	1	144	30
7	6	0	18	111401	0	144	30
7	7	0	18	111401	1	144	30
7	8	0	18	111401	1	144	30
7	9	0	18	111401	1	144	30
7	10	0	16	111401	0	144	30
7	11	0	16	111401	0	144	30
8	1	0	18	111401	1	151	30
9	1	0	20	111401	1	158	30
9	2	0	20	111401	1	158	30
9	3	0	18	111401	1	158	30
9	4	0	20	111401	1	158	30
9	5	0	18	111401	0	158	30
9	6	0	18	111401	1	158	30
9	7	0	18	111401	0	158	30
9	8	0	16	111401	0	158	30
9	9	0	18	111401	0	158	30
9	10	0	20	111401	1	158	30
9	11	0	20	111401	1	158	30
9	12	0	20	111401	1	158	30
9	13	0	18	111401	1	158	30
9	14	0	18	111401	0	158	30
10	1	0	20	111401	1	163	30
10	2	0	20	111401	1	163	30
10	3	0	20	111401	1	163	30
10	4	0	20	111401	1	163	30
10	5	0	20	111401	1	163	30
10	6	0	18	111401	0	163	30
10	7	0	18	111401	1	163	30
1	1	0	20	111401	1	98	31
2	1	0	18	111401	1	106	31
2	2	0	16	111401	0	106	31
3	1	0	20	111401	1	117	31
3	2	0	18	111401	1	117	31
3	3	0	18	111401	0	117	31
3	4	0	18	111401	1	117	31
3	5	0	18	111401	1	117	31
3	6	0	16	111401	0	117	31
3	7	0	18	111401	0	117	31
3	8	0	18	111401	1	117	31
3	9	0	16	111401	0	117	31
3	10	0	16	111401	0	117	31
3	11	0	16	111401	0	117	31
3	12	0	16	111401	0	117	31
3	13	0	16	111401	0	117	31
3	14	0	16	111401	0	117	31
3	15	0	18	111401	0	117	31
3	16	0	20	111401	1	117	31
3	17	0	18	111401	1	117	31
3	18	0	16	111401	0	117	31
3	19	0	18	111401	0	117	31
3	20	0	18	111401	0	117	31
3	21	0	16	111401	0	117	31
3	22	0	16	111401	0	117	31
3	23	0	18	111401	0	117	31
3	24	0	18	111401	0	117	31
3	25	0	16	111401	0	117	31
3	26	0	16	111401	0	117	31
3	27	0	18	111401	0	117	31
4	1	0	20	111401	1	124	31
4	2	0	20	111401	1	124	31
4	3	0	20	111401	1	124	31
4	4	0	20	111401	1	124	31
4	5	0	20	111401	1	124	31
4	6	0	20	111401	1	124	31
4	7	0	20	111401	1	124	31
4	8	0	20	111401	1	124	31
4	9	0	20	111401	1	124	31
4	10	0	20	111401	1	124	31
4	11	0	20	111401	1	124	31
4	12	0	20	111401	1	124	31
4	13	0	20	111401	1	124	31
4	14	0	20	111401	1	124	31
4	15	0	20	111401	1	124	31
4	16	0	20	111401	1	124	31
4	17	0	20	111401	1	124	31
4	18	0	20	111401	1	124	31
5	1	0	20	111401	1	129	31
5	2	0	20	111401	1	129	31
5	3	0	20	111401	1	129	31
6	1	0	20	111401	1	136	31
6	2	0	20	111401	1	136	31
6	3	0	20	111401	1	136	31
6	4	0	20	111401	1	136	31
6	5	0	20	111401	1	136	31
6	6	0	20	111401	1	136	31
6	7	0	20	111401	1	136	31
7	1	0	20	111401	1	145	31
7	2	0	20	111401	1	145	31
7	3	0	20	111401	1	145	31
7	4	0	20	111401	1	145	31
7	5	0	20	111401	1	145	31
7	6	0	20	111401	1	145	31
7	7	0	20	111401	1	145	31
7	8	0	20	111401	1	145	31
7	9	0	20	111401	1	145	31
7	10	0	20	111401	1	145	31
7	11	0	20	111401	1	145	31
8	1	0	18	111401	1	147	31
9	1	0	18	111401	1	153	31
9	2	0	16	111401	0	153	31
9	3	0	16	111401	0	153	31
9	4	0	18	111401	0	153	31
9	5	0	18	111401	0	153	31
9	6	0	16	111401	0	153	31
9	7	0	16	111401	0	153	31
9	8	0	18	111401	0	153	31
9	9	0	18	111401	0	153	31
9	10	0	16	111401	0	153	31
9	11	0	18	111401	0	153	31
9	12	0	18	111401	0	153	31
9	13	0	18	111401	0	153	31
9	14	0	18	111401	0	153	31
10	1	0	20	111401	1	162	31
10	2	0	20	111401	1	162	31
10	3	0	18	111401	1	162	31
10	4	0	18	111401	0	162	31
10	5	0	20	111401	1	162	31
10	6	0	18	111401	1	162	31
10	7	0	18	111401	0	162	31
1	1	0	18	111401	0	100	32
2	1	0	18	111401	1	107	32
2	2	0	16	111401	0	107	32
3	1	0	20	111401	1	113	32
3	2	0	20	111401	1	113	32
3	3	0	18	111401	0	113	32
3	4	0	18	111401	1	113	32
3	5	0	18	111401	0	113	32
3	6	0	18	111401	0	113	32
3	7	0	20	111401	1	113	32
3	8	0	20	111401	1	113	32
3	9	0	18	111401	0	113	32
3	10	0	20	111401	1	113	32
3	11	0	20	111401	1	113	32
3	12	0	20	111401	1	113	32
3	13	0	18	111401	0	113	32
3	14	0	20	111401	1	113	32
3	15	0	20	111401	1	113	32
3	16	0	18	111401	0	113	32
3	17	0	18	111401	0	113	32
3	18	0	18	111401	0	113	32
3	19	0	18	111401	1	113	32
3	20	0	20	111401	1	113	32
3	21	0	20	111401	1	113	32
3	22	0	20	111401	1	113	32
3	23	0	18	111401	0	113	32
3	24	0	16	111401	0	113	32
3	25	0	18	111401	1	113	32
3	26	0	16	111401	0	113	32
3	27	0	20	111401	1	113	32
4	1	0	18	111401	0	122	32
4	2	0	18	111401	1	122	32
4	3	0	20	111401	1	122	32
4	4	0	20	111401	1	122	32
4	5	0	20	111401	1	122	32
4	6	0	18	111401	0	122	32
4	7	0	16	111401	0	122	32
4	8	0	18	111401	1	122	32
4	9	0	18	111401	1	122	32
4	10	0	16	111401	0	122	32
4	11	0	16	111401	0	122	32
4	12	0	18	111401	1	122	32
4	13	0	18	111401	1	122	32
4	14	0	20	111401	1	122	32
4	15	0	20	111401	1	122	32
4	16	0	18	111401	1	122	32
4	17	0	18	111401	1	122	32
4	18	0	18	111401	0	122	32
5	1	0	20	111401	1	125	32
5	2	0	18	111401	0	125	32
5	3	0	16	111401	0	125	32
6	1	0	20	111401	1	133	32
6	2	0	20	111401	1	133	32
6	3	0	18	111401	1	133	32
6	4	0	20	111401	1	133	32
6	5	0	20	111401	1	133	32
6	6	0	16	111401	0	133	32
6	7	0	18	111401	0	133	32
7	1	0	18	111401	0	143	32
7	2	0	16	111401	0	143	32
7	3	0	20	111401	1	143	32
7	4	0	18	111401	1	143	32
7	5	0	20	111401	1	143	32
7	6	0	18	111401	1	143	32
7	7	0	18	111401	0	143	32
7	8	0	18	111401	0	143	32
7	9	0	18	111401	1	143	32
7	10	0	18	111401	1	143	32
7	11	0	18	111401	0	143	32
8	1	0	18	111401	0	149	32
9	1	0	18	111401	0	153	32
9	2	0	16	111401	0	153	32
9	3	0	16	111401	0	153	32
9	4	0	18	111401	1	153	32
9	5	0	18	111401	1	153	32
9	6	0	16	111401	0	153	32
9	7	0	16	111401	0	153	32
9	8	0	18	111401	1	153	32
9	9	0	18	111401	1	153	32
9	10	0	16	111401	0	153	32
9	11	0	18	111401	1	153	32
9	12	0	18	111401	1	153	32
9	13	0	18	111401	1	153	32
9	14	0	18	111401	1	153	32
10	1	0	20	111401	1	165	32
10	2	0	20	111401	1	165	32
10	3	0	20	111401	1	165	32
10	4	0	20	111401	1	165	32
10	5	0	20	111401	1	165	32
10	6	0	18	111401	0	165	32
10	7	0	18	111401	0	165	32
1	1	0	20	111401	1	103	33
2	1	0	20	111401	1	104	33
2	2	0	20	111401	1	104	33
3	1	0	18	111401	1	116	33
3	2	0	18	111401	0	116	33
3	3	0	18	111401	0	116	33
3	4	0	16	111401	0	116	33
3	5	0	16	111401	0	116	33
3	6	0	18	111401	1	116	33
3	7	0	20	111401	1	116	33
3	8	0	20	111401	1	116	33
3	9	0	20	111401	1	116	33
3	10	0	20	111401	1	116	33
3	11	0	20	111401	1	116	33
3	12	0	20	111401	1	116	33
3	13	0	20	111401	1	116	33
3	14	0	20	111401	1	116	33
3	15	0	20	111401	1	116	33
3	16	0	20	111401	1	116	33
3	17	0	20	111401	1	116	33
3	18	0	20	111401	1	116	33
3	19	0	20	111401	1	116	33
3	20	0	20	111401	1	116	33
3	21	0	20	111401	1	116	33
3	22	0	20	111401	1	116	33
3	23	0	20	111401	1	116	33
3	24	0	20	111401	1	116	33
3	25	0	20	111401	1	116	33
3	26	0	20	111401	1	116	33
3	27	0	20	111401	1	116	33
4	1	0	18	111401	0	123	33
4	2	0	18	111401	1	123	33
4	3	0	20	111401	1	123	33
4	4	0	20	111401	1	123	33
4	5	0	20	111401	1	123	33
4	6	0	20	111401	1	123	33
4	7	0	20	111401	1	123	33
4	8	0	20	111401	1	123	33
4	9	0	20	111401	1	123	33
4	10	0	20	111401	1	123	33
4	11	0	20	111401	1	123	33
4	12	0	20	111401	1	123	33
4	13	0	20	111401	1	123	33
4	14	0	20	111401	1	123	33
4	15	0	20	111401	1	123	33
4	16	0	20	111401	1	123	33
4	17	0	20	111401	1	123	33
4	18	0	20	111401	1	123	33
5	1	0	20	111401	1	131	33
5	2	0	20	111401	1	131	33
5	3	0	20	111401	1	131	33
6	1	0	20	111401	1	138	33
6	2	0	20	111401	1	138	33
6	3	0	20	111401	1	138	33
6	4	0	20	111401	1	138	33
6	5	0	20	111401	1	138	33
6	6	0	20	111401	1	138	33
6	7	0	20	111401	1	138	33
7	1	0	18	111401	0	140	33
7	2	0	18	111401	1	140	33
7	3	0	16	111401	0	140	33
7	4	0	20	111401	1	140	33
7	5	0	20	111401	1	140	33
7	6	0	18	111401	1	140	33
7	7	0	20	111401	1	140	33
7	8	0	16	111401	0	140	33
7	9	0	18	111401	0	140	33
7	10	0	16	111401	0	140	33
7	11	0	18	111401	0	140	33
8	1	0	18	111401	1	149	33
9	1	0	20	111401	1	156	33
9	2	0	20	111401	1	156	33
9	3	0	20	111401	1	156	33
9	4	0	20	111401	1	156	33
9	5	0	20	111401	1	156	33
9	6	0	18	111401	0	156	33
9	7	0	18	111401	0	156	33
9	8	0	18	111401	1	156	33
9	9	0	18	111401	1	156	33
9	10	0	18	111401	1	156	33
9	11	0	18	111401	0	156	33
9	12	0	18	111401	0	156	33
9	13	0	18	111401	1	156	33
9	14	0	18	111401	0	156	33
10	1	0	20	111401	1	164	33
10	2	0	18	111401	1	164	33
10	3	0	18	111401	0	164	33
10	4	0	16	111401	0	164	33
10	5	0	18	111401	0	164	33
10	6	0	20	111401	1	164	33
10	7	0	20	111401	1	164	33
1	1	0	18	111401	1	97	34
2	1	0	18	111401	0	106	34
2	2	0	16	111401	0	106	34
3	1	0	20	111401	1	117	34
3	2	0	18	111401	0	117	34
3	3	0	18	111401	1	117	34
3	4	0	18	111401	0	117	34
3	5	0	18	111401	0	117	34
3	6	0	16	111401	0	117	34
3	7	0	18	111401	1	117	34
3	8	0	18	111401	0	117	34
3	9	0	16	111401	0	117	34
3	10	0	16	111401	0	117	34
3	11	0	16	111401	0	117	34
3	12	0	16	111401	0	117	34
3	13	0	16	111401	0	117	34
3	14	0	16	111401	0	117	34
3	15	0	18	111401	1	117	34
