* Dictionary *
cycle:		cycle # (supergame within a session)
period:		period # (period within a cycle)
beta:			beta, = 999 if one-shot treatment (OS), = 999999 if infinity treatment
z:			public signal, set to missing if beta = 999999, or in two occasion because it was not recorded
date:			session date (month/day/year/*, * is a decimal to seperate different sessions conducted on the same day)
coop:			= 1 if subject cooperated, = 0 o/w
group:		identifies subjects that were grouped together for a cycle
id:			id #, constant within a session
**************

cycle	period	beta	z	date	coop	group	id
1	15	10	7.14	30702	0	451	142
1	16	10	15.95	30702	1	451	142
1	17	10	32.13	30702	0	451	142
1	18	10	18.26	30702	1	451	142
1	19	10	6.09	30702	1	451	142
1	20	10	-14.03	30702	0	451	142
1	21	10	27.11	30702	0	451	142
1	22	10	-10.1	30702	1	451	142
1	23	10	28.2	30702	1	451	142
1	24	10	20.68	30702	0	451	142
1	25	10	30.51	30702	1	451	142
1	26	10	7.05	30702	0	451	142
1	27	10	37.64	30702	0	451	142
1	28	10	19.09	30702	1	451	142
1	29	10	47.76	30702	1	451	142
2	1	10	45.13	30702	0	467	142
2	2	10	22.56	30702	1	467	142
2	3	10	19.92	30702	0	467	142
2	4	10	16.48	30702	0	467	142
2	5	10	27.37	30702	1	467	142
2	6	10	18.38	30702	0	467	142
2	7	10	40.21	30702	0	467	142
2	8	10	24.78	30702	1	467	142
2	9	10	41.13	30702	0	467	142
2	10	10	35.32	30702	0	467	142
2	11	10	50.97	30702	1	467	142
3	1	10	21.01	30702	1	484	142
3	2	10	19.08	30702	0	484	142
3	3	10	27.89	30702	1	484	142
3	4	10	13.94	30702	0	484	142
3	5	10	30.68	30702	0	484	142
3	6	10	22.28	30702	0	484	142
3	7	10	8.02	30702	1	484	142
4	1	10	17.8	30702	0	492	142
4	2	10	19.36	30702	0	492	142
5	1	10	13.1	30702	0	504	142
5	2	10	15.08	30702	1	504	142
5	3	10	-8.78	30702	0	504	142
5	4	10	4.56	30702	0	504	142
5	5	10	6.29	30702	0	504	142
6	1	10	35.18	30702	0	522	142
6	2	10	29.27	30702	1	522	142
6	3	10	16.11	30702	0	522	142
7	1	10	19.47	30702	0	530	142
7	2	10	26.01	30702	1	530	142
8	1	10	18.62	30702	0	549	142
8	2	10	10.75	30702	0	549	142
8	3	10	28.71	30702	0	549	142
8	4	10	15.4	30702	0	549	142
8	5	10	14.88	30702	0	549	142
8	6	10	52.66	30702	0	549	142
8	7	10	54.46	30702	0	549	142
8	8	10	26.53	30702	0	549	142
8	9	10	20.03	30702	0	549	142
8	10	10	29.74	30702	1	549	142
1	1	10	16.64	30702	1	458	143
1	2	10	24.97	30702	0	458	143
1	3	10	7.32	30702	0	458	143
1	4	10	5.82	30702	1	458	143
1	5	10	-3.24	30702	1	458	143
1	6	10	7.95	30702	0	458	143
1	7	10	17.19	30702	0	458	143
1	8	10	14.88	30702	0	458	143
1	9	10	8.82	30702	0	458	143
1	10	10	19.2	30702	1	458	143
1	11	10	47.01	30702	1	458	143
1	12	10	21.72	30702	0	458	143
1	13	10	35.66	30702	1	458	143
1	14	10	15.54	30702	0	458	143
1	15	10	22.62	30702	0	458	143
1	16	10	9.91	30702	1	458	143
1	17	10	16.54	30702	1	458	143
1	18	10	33.65	30702	0	458	143
1	19	10	3.77	30702	1	458	143
1	20	10	30.73	30702	0	458	143
1	21	10	4.27	30702	1	458	143
1	22	10	16.78	30702	1	458	143
1	23	10	22.98	30702	1	458	143
1	24	10	33.43	30702	0	458	143
1	25	10	35.42	30702	0	458	143
1	26	10	19.21	30702	0	458	143
1	27	10	14.28	30702	0	458	143
1	28	10	35.86	30702	0	458	143
1	29	10	20.05	30702	1	458	143
2	1	10	15.61	30702	0	466	143
2	2	10	32.62	30702	0	466	143
2	3	10	10.41	30702	1	466	143
2	4	10	35.81	30702	0	466	143
2	5	10	10.46	30702	0	466	143
2	6	10	28.1	30702	0	466	143
2	7	10	-.17	30702	0	466	143
2	8	10	3.28	30702	1	466	143
2	9	10	5.08	30702	0	466	143
2	10	10	24.27	30702	0	466	143
2	11	10	7.67	30702	0	466	143
3	1	10	1.84	30702	0	478	143
3	2	10	13.12	30702	0	478	143
3	3	10	15.84	30702	0	478	143
3	4	10	15.11	30702	0	478	143
3	5	10	16.53	30702	0	478	143
3	6	10	-3.78	30702	0	478	143
3	7	10	7.58	30702	0	478	143
4	1	10	55.99	30702	0	496	143
4	2	10	20.09	30702	0	496	143
5	1	10	33.53	30702	0	510	143
5	2	10	31.1	30702	0	510	143
5	3	10	16.29	30702	0	510	143
5	4	10	32.16	30702	0	510	143
5	5	10	12.43	30702	0	510	143
6	1	10	14.83	30702	0	516	143
6	2	10	4.52	30702	0	516	143
6	3	10	12.41	30702	0	516	143
7	1	10	33.97	30702	0	533	143
7	2	10	17.9	30702	0	533	143
8	1	10	-11.14	30702	0	551	143
8	2	10	29.09	30702	0	551	143
8	3	10	25.3	30702	0	551	143
8	4	10	11.19	30702	0	551	143
8	5	10	6.49	30702	0	551	143
8	6	10	27.19	30702	0	551	143
8	7	10	22.24	30702	0	551	143
8	8	10	10.39	30702	0	551	143
8	9	10	9.04	30702	0	551	143
8	10	10	13.17	30702	0	551	143
1	1	10	32.4	30702	1	453	144
1	2	10	48.5	30702	1	453	144
1	3	10	16.22	30702	1	453	144
1	4	10	22	30702	0	453	144
1	5	10	25.73	30702	0	453	144
1	6	10	17.53	30702	1	453	144
1	7	10	25.63	30702	0	453	144
1	8	10	5.7	30702	1	453	144
1	9	10	16.94	30702	0	453	144
1	10	10	13.66	30702	0	453	144
1	11	10	10.71	30702	0	453	144
1	12	10	19.45	30702	0	453	144
1	13	10	25.54	30702	1	453	144
1	14	10	14.19	30702	1	453	144
1	15	10	47.97	30702	0	453	144
1	16	10	19.86	30702	1	453	144
1	17	10	23.58	30702	0	453	144
1	18	10	16.55	30702	1	453	144
1	19	10	5.04	30702	0	453	144
1	20	10	.75	30702	0	453	144
1	21	10	27.02	30702	0	453	144
1	22	10	1.92	30702	1	453	144
1	23	10	25.7	30702	0	453	144
1	24	10	23.86	30702	1	453	144
1	25	10	11.38	30702	1	453	144
1	26	10	15.43	30702	1	453	144
1	27	10	11.25	30702	1	453	144
1	28	10	5.13	30702	0	453	144
1	29	10	20.25	30702	0	453	144
2	1	10	15.61	30702	1	466	144
2	2	10	32.62	30702	0	466	144
2	3	10	10.41	30702	1	466	144
2	4	10	35.81	30702	0	466	144
2	5	10	10.46	30702	1	466	144
2	6	10	28.1	30702	0	466	144
2	7	10	-.17	30702	0	466	144
2	8	10	3.28	30702	1	466	144
2	9	10	5.08	30702	1	466	144
2	10	10	24.27	30702	0	466	144
2	11	10	7.67	30702	1	466	144
3	1	10	27.18	30702	1	486	144
3	2	10	-3.14	30702	1	486	144
3	3	10	48.66	30702	0	486	144
3	4	10	28.15	30702	1	486	144
3	5	10	55.8	30702	1	486	144
3	6	10	14.94	30702	1	486	144
3	7	10	21.13	30702	1	486	144
4	1	10	25.38	30702	1	500	144
4	2	10	17.13	30702	1	500	144
5	1	10	18.88	30702	1	507	144
5	2	10	20.23	30702	0	507	144
5	3	10	-18.01	30702	1	507	144
5	4	10	21.97	30702	0	507	144
5	5	10	19.41	30702	0	507	144
6	1	10	26.32	30702	1	526	144
6	2	10	17.33	30702	0	526	144
6	3	10	14.64	30702	1	526	144
7	1	10	29.65	30702	1	536	144
7	2	10	24.85	30702	0	536	144
8	1	10	53.87	30702	1	547	144
8	2	10	41.32	30702	0	547	144
8	3	10	-8.29	30702	0	547	144
8	4	10	18.9	30702	0	547	144
8	5	10	22.93	30702	0	547	144
8	6	10	47.78	30702	1	547	144
8	7	10	14.43	30702	1	547	144
8	8	10	14.54	30702	0	547	144
8	9	10	8.98	30702	1	547	144
8	10	10	6.86	30702	1	547	144
1	1	10	16.93	30702	1	451	145
1	2	10	17.27	30702	1	451	145
1	3	10	15.4	30702	1	451	145
1	4	10	33.39	30702	0	451	145
1	5	10	37.54	30702	1	451	145
1	6	10	25.08	30702	1	451	145
1	7	10	28.72	30702	0	451	145
1	8	10	11.86	30702	1	451	145
1	9	10	17.15	30702	0	451	145
1	10	10	16.81	30702	1	451	145
1	11	10	10.82	30702	1	451	145
1	12	10	2.29	30702	0	451	145
1	13	10	47.82	30702	0	451	145
1	14	10	-3.67	30702	1	451	145
1	15	10	7.14	30702	1	451	145
1	16	10	15.95	30702	0	451	145
1	17	10	32.13	30702	0	451	145
1	18	10	18.26	30702	1	451	145
1	19	10	6.09	30702	1	451	145
1	20	10	-14.03	30702	0	451	145
1	21	10	27.11	30702	0	451	145
1	22	10	-10.1	30702	1	451	145
1	23	10	28.2	30702	1	451	145
1	24	10	20.68	30702	0	451	145
1	25	10	30.51	30702	0	451	145
1	26	10	7.05	30702	0	451	145
1	27	10	37.64	30702	1	451	145
1	28	10	19.09	30702	1	451	145
1	29	10	47.76	30702	1	451	145
2	1	10	.77	30702	1	474	145
2	2	10	24.5	30702	1	474	145
2	3	10	28.45	30702	0	474	145
2	4	10	59.13	30702	0	474	145
2	5	10	17.38	30702	1	474	145
2	6	10	25.15	30702	1	474	145
2	7	10	15.35	30702	0	474	145
2	8	10	-2.76	30702	0	474	145
2	9	10	14.92	30702	1	474	145
2	10	10	-19.61	30702	1	474	145
2	11	10	-5.43	30702	0	474	145
3	1	10	13.75	30702	0	480	145
3	2	10	12.91	30702	0	480	145
3	3	10	26	30702	0	480	145
3	4	10	29.22	30702	1	480	145
3	5	10	10.98	30702	1	480	145
3	6	10	24.84	30702	1	480	145
3	7	10	16.06	30702	0	480	145
4	1	10	2.07	30702	0	493	145
4	2	10	30.95	30702	0	493	145
5	1	10	44.16	30702	0	506	145
5	2	10	27.95	30702	1	506	145
5	3	10	20.73	30702	1	506	145
5	4	10	22.56	30702	1	506	145
5	5	10	30.91	30702	0	506	145
6	1	10	30	30702	0	518	145
6	2	10	30.4	30702	0	518	145
6	3	10	10.98	30702	0	518	145
7	1	10	-1.69	30702	1	534	145
7	2	10	-3.88	30702	1	534	145
8	1	10	13.65	30702	0	548	145
8	2	10	35.43	30702	0	548	145
8	3	10	17.57	30702	0	548	145
8	4	10	-5.82	30702	1	548	145
8	5	10	33.66	30702	1	548	145
8	6	10	30.05	30702	0	548	145
8	7	10	20.48	30702	0	548	145
8	8	10	21.37	30702	0	548	145
8	9	10	1.25	30702	0	548	145
8	10	10	11.84	30702	1	548	145
1	1	10	16.6	30702	0	463	146
1	2	10	15.34	30702	0	463	146
1	3	10	19.08	30702	1	463	146
1	4	10	20.96	30702	0	463	146
1	5	10	18.24	30702	0	463	146
1	6	10	44.15	30702	1	463	146
1	7	10	10.4	30702	1	463	146
1	8	10	12.58	30702	0	463	146
1	9	10	23.65	30702	0	463	146
1	10	10	10.76	30702	0	463	146
1	11	10	41.02	30702	1	463	146
1	12	10	-.77	30702	1	463	146
1	13	10	25.47	30702	1	463	146
1	14	10	20.78	30702	1	463	146
1	15	10	45.18	30702	0	463	146
1	16	10	38.09	30702	0	463	146
1	17	10	13.75	30702	0	463	146
1	18	10	20.12	30702	1	463	146
1	19	10	11.88	30702	1	463	146
1	20	10	22.75	30702	0	463	146
1	21	10	19.58	30702	0	463	146
1	22	10	3.33	30702	1	463	146
1	23	10	27.75	30702	0	463	146
1	24	10	7.34	30702	1	463	146
1	25	10	2.4	30702	0	463	146
1	26	10	22.01	30702	0	463	146
1	27	10	-9.67	30702	0	463	146
1	28	10	23.87	30702	1	463	146
1	29	10	10.37	30702	1	463	146
2	1	10	19.91	30702	0	476	146
2	2	10	24.51	30702	0	476	146
2	3	10	21.49	30702	1	476	146
2	4	10	44.02	30702	0	476	146
2	5	10	12.79	30702	0	476	146
2	6	10	19.85	30702	1	476	146
2	7	10	4.42	30702	0	476	146
2	8	10	-2.97	30702	0	476	146
2	9	10	-33.42	30702	0	476	146
2	10	10	-6.51	30702	0	476	146
2	11	10	67.95	30702	1	476	146
3	1	10	19.72	30702	0	487	146
3	2	10	11.13	30702	0	487	146
3	3	10	12.02	30702	0	487	146
3	4	10	27.76	30702	1	487	146
3	5	10	6.15	30702	0	487	146
3	6	10	16.15	30702	0	487	146
3	7	10	17.93	30702	1	487	146
4	1	10	53.67	30702	0	498	146
4	2	10	36.13	30702	0	498	146
5	1	10	21.71	30702	1	511	146
5	2	10	17.07	30702	0	511	146
5	3	10	19.02	30702	0	511	146
5	4	10	11.9	30702	0	511	146
5	5	10	24.99	30702	1	511	146
6	1	10	-7.29	30702	1	523	146
6	2	10	21.87	30702	0	523	146
6	3	10	11.19	30702	0	523	146
7	1	10	8.31	30702	0	535	146
7	2	10	-.13	30702	0	535	146
8	1	10	16.7	30702	1	542	146
8	2	10	16.72	30702	0	542	146
8	3	10	20.05	30702	0	542	146
8	4	10	10.21	30702	0	542	146
8	5	10	7.28	30702	0	542	146
8	6	10	11.39	30702	0	542	146
8	7	10	18.06	30702	0	542	146
8	8	10	.4	30702	0	542	146
8	9	10	23.1	30702	1	542	146
8	10	10	8.77	30702	0	542	146
1	1	10	16.35	30702	1	457	147
1	2	10	-10.29	30702	0	457	147
1	3	10	17.96	30702	0	457	147
1	4	10	9.24	30702	1	457	147
1	5	10	18.68	30702	0	457	147
1	6	10	29.62	30702	0	457	147
1	7	10	8.44	30702	0	457	147
1	8	10	6.23	30702	1	457	147
1	9	10	-20.55	30702	0	457	147
1	10	10	37.63	30702	1	457	147
1	11	10	19.81	30702	1	457	147
1	12	10	26.66	30702	0	457	147
1	13	10	13.36	30702	0	457	147
1	14	10	13.98	30702	1	457	147
1	15	10	8.13	30702	1	457	147
1	16	10	8.1	30702	0	457	147
1	17	10	4.21	30702	0	457	147
1	18	10	20.34	30702	1	457	147
1	19	10	5.47	30702	1	457	147
1	20	10	40.34	30702	0	457	147
1	21	10	16.06	30702	0	457	147
1	22	10	14.94	30702	1	457	147
1	23	10	11.18	30702	1	457	147
1	24	10	14.19	30702	0	457	147
1	25	10	35.33	30702	1	457	147
1	26	10	13.91	30702	1	457	147
1	27	10	-5.42	30702	0	457	147
1	28	10	20.09	30702	1	457	147
1	29	10	15.89	30702	0	457	147
2	1	10	16.61	30702	0	465	147
2	2	10	19.33	30702	0	465	147
2	3	10	21.53	30702	0	465	147
2	4	10	22.48	30702	0	465	147
2	5	10	21.33	30702	0	465	147
2	6	10	30.23	30702	1	465	147
2	7	10	15.62	30702	1	465	147
2	8	10	66.6	30702	0	465	147
2	9	10	10.29	30702	0	465	147
2	10	10	12.96	30702	1	465	147
2	11	10	31.66	30702	0	465	147
3	1	10	26.93	30702	1	483	147
3	2	10	20.91	30702	1	483	147
3	3	10	31.45	30702	0	483	147
3	4	10	23.25	30702	1	483	147
3	5	10	25.2	30702	1	483	147
3	6	10	26.89	30702	1	483	147
3	7	10	23.88	30702	0	483	147
4	1	10	-12.28	30702	0	501	147
4	2	10	26.63	30702	1	501	147
5	1	10	13.41	30702	0	512	147
5	2	10	21.19	30702	1	512	147
5	3	10	13.62	30702	1	512	147
5	4	10	8.72	30702	0	512	147
5	5	10	19.13	30702	0	512	147
6	1	10	18.29	30702	0	517	147
6	2	10	-6.06	30702	0	517	147
6	3	10	14.13	30702	1	517	147
7	1	10	15.51	30702	1	529	147
7	2	10	20.99	30702	1	529	147
8	1	10	20.43	30702	0	546	147
8	2	10	13.49	30702	0	546	147
8	3	10	19.95	30702	1	546	147
8	4	10	14.45	30702	1	546	147
8	5	10	21.23	30702	0	546	147
8	6	10	11.22	30702	0	546	147
8	7	10	5.28	30702	0	546	147
8	8	10	18.39	30702	1	546	147
8	9	10	17.65	30702	1	546	147
8	10	10	26.24	30702	0	546	147
1	1	10	8.54	30702	1	452	148
1	2	10	-35.22	30702	1	452	148
1	3	10	22.82	30702	0	452	148
1	4	10	15.43	30702	1	452	148
1	5	10	2.68	30702	1	452	148
1	6	10	15.76	30702	0	452	148
1	7	10	26.46	30702	1	452	148
1	8	10	27.69	30702	1	452	148
1	9	10	21.87	30702	1	452	148
1	10	10	35.81	30702	1	452	148
1	11	10	26.84	30702	1	452	148
1	12	10	38.87	30702	1	452	148
1	13	10	19.27	30702	1	452	148
1	14	10	27.56	30702	1	452	148
1	15	10	-3.32	30702	1	452	148
1	16	10	33.71	30702	0	452	148
1	17	10	12.31	30702	0	452	148
1	18	10	46.23	30702	0	452	148
1	19	10	16.15	30702	0	452	148
1	20	10	17.11	30702	1	452	148
1	21	10	28.03	30702	0	452	148
1	22	10	31.92	30702	0	452	148
1	23	10	26.26	30702	0	452	148
1	24	10	20.27	30702	0	452	148
1	25	10	-8.35	30702	0	452	148
1	26	10	33.64	30702	1	452	148
1	27	10	48.65	30702	1	452	148
1	28	10	2.85	30702	1	452	148
1	29	10	34.35	30702	0	452	148
2	1	10	25.95	30702	1	468	148
2	2	10	51.67	30702	1	468	148
2	3	10	26.57	30702	0	468	148
2	4	10	-4.57	30702	0	468	148
2	5	10	18.77	30702	1	468	148
2	6	10	-16.52	30702	1	468	148
2	7	10	26.01	30702	0	468	148
2	8	10	9.94	30702	0	468	148
2	9	10	17.73	30702	1	468	148
2	10	10	15.34	30702	1	468	148
2	11	10	29.14	30702	0	468	148
3	1	10	19.72	30702	1	487	148
3	2	10	11.13	30702	1	487	148
3	3	10	12.02	30702	0	487	148
3	4	10	27.76	30702	1	487	148
3	5	10	6.15	30702	1	487	148
3	6	10	16.15	30702	0	487	148
3	7	10	17.93	30702	0	487	148
4	1	10	17.21	30702	1	502	148
4	2	10	18.99	30702	1	502	148
5	1	10	18.48	30702	1	515	148
5	2	10	24.47	30702	1	515	148
5	3	10	14.19	30702	1	515	148
5	4	10	32.11	30702	0	515	148
5	5	10	16.48	30702	0	515	148
6	1	10	1.36	30702	0	524	148
6	2	10	26.23	30702	0	524	148
6	3	10	17.64	30702	0	524	148
7	1	10	20.47	30702	1	539	148
7	2	10	15.09	30702	1	539	148
8	1	10	20.43	30702	1	546	148
8	2	10	13.49	30702	1	546	148
8	3	10	19.95	30702	0	546	148
8	4	10	14.45	30702	0	546	148
8	5	10	21.23	30702	0	546	148
8	6	10	11.22	30702	0	546	148
8	7	10	5.28	30702	0	546	148
8	8	10	18.39	30702	0	546	148
8	9	10	17.65	30702	0	546	148
8	10	10	26.24	30702	0	546	148
1	1	10	27.16	30702	1	461	149
1	2	10	24.3	30702	1	461	149
1	3	10	14.84	30702	0	461	149
1	4	10	22.2	30702	1	461	149
1	5	10	16.36	30702	0	461	149
1	6	10	23.39	30702	1	461	149
1	7	10	-4.78	30702	1	461	149
1	8	10	19.73	30702	1	461	149
1	9	10	21.96	30702	1	461	149
1	10	10	66.48	30702	1	461	149
1	11	10	5.4	30702	0	461	149
1	12	10	1.69	30702	1	461	149
1	13	10	-27.48	30702	1	461	149
1	14	10	27.35	30702	1	461	149
1	15	10	23.86	30702	0	461	149
1	16	10	-3.43	30702	1	461	149
1	17	10	25.55	30702	1	461	149
1	18	10	23.12	30702	0	461	149
1	19	10	22.53	30702	1	461	149
1	20	10	10.99	30702	1	461	149
1	21	10	18.08	30702	1	461	149
1	22	10	25.64	30702	0	461	149
1	23	10	44.87	30702	1	461	149
1	24	10	26.76	30702	1	461	149
1	25	10	29.72	30702	1	461	149
1	26	10	20.17	30702	1	461	149
1	27	10	25.76	30702	1	461	149
1	28	10	-20.78	30702	1	461	149
1	29	10	49.92	30702	0	461	149
2	1	10	14.4	30702	1	471	149
2	2	10	14.27	30702	1	471	149
2	3	10	7.45	30702	1	471	149
2	4	10	25.18	30702	0	471	149
2	5	10	17.82	30702	0	471	149
2	6	10	27.07	30702	1	471	149
2	7	10	-2.52	30702	0	471	149
2	8	10	11.93	30702	1	471	149
2	9	10	21.87	30702	1	471	149
2	10	10	8.67	30702	1	471	149
2	11	10	-3.32	30702	0	471	149
3	1	10	13.75	30702	0	480	149
3	2	10	12.91	30702	1	480	149
3	3	10	26	30702	0	480	149
3	4	10	29.22	30702	0	480	149
3	5	10	10.98	30702	1	480	149
3	6	10	24.84	30702	0	480	149
3	7	10	16.06	30702	0	480	149
4	1	10	16.93	30702	1	497	149
4	2	10	14.8	30702	1	497	149
5	1	10	33.53	30702	0	510	149
5	2	10	31.1	30702	0	510	149
5	3	10	16.29	30702	0	510	149
5	4	10	32.16	30702	1	510	149
5	5	10	12.43	30702	0	510	149
6	1	10	18.29	30702	1	517	149
6	2	10	-6.06	30702	0	517	149
6	3	10	14.13	30702	1	517	149
7	1	10	34.83	30702	0	540	149
7	2	10	15.34	30702	0	540	149
8	1	10	53.87	30702	1	547	149
8	2	10	41.32	30702	0	547	149
8	3	10	-8.29	30702	1	547	149
8	4	10	18.9	30702	1	547	149
8	5	10	22.93	30702	0	547	149
8	6	10	47.78	30702	1	547	149
8	7	10	14.43	30702	0	547	149
8	8	10	14.54	30702	1	547	149
8	9	10	8.98	30702	0	547	149
8	10	10	6.86	30702	0	547	149
1	1	10	9.85	30702	0	462	150
1	2	10	23.18	30702	0	462	150
1	3	10	23.71	30702	1	462	150
1	4	10	7.94	30702	0	462	150
1	5	10	4.96	30702	0	462	150
1	6	10	40.62	30702	0	462	150
1	7	10	17.81	30702	1	462	150
1	8	10	4.17	30702	1	462	150
1	9	10	43.59	30702	0	462	150
1	10	10	24.14	30702	1	462	150
1	11	10	14.71	30702	0	462	150
1	12	10	-10.34	30702	0	462	150
1	13	10	35.21	30702	0	462	150
1	14	10	6.46	30702	1	462	150
1	15	10	23.31	30702	0	462	150
1	16	10	39.41	30702	0	462	150
1	17	10	32.48	30702	1	462	150
1	18	10	16.63	30702	1	462	150
1	19	10	28.42	30702	0	462	150
1	20	10	-34.99	30702	1	462	150
1	21	10	7.84	30702	0	462	150
1	22	10	-2.1	30702	0	462	150
1	23	10	20.06	30702	0	462	150
1	24	10	25.32	30702	1	462	150
1	25	10	16.04	30702	1	462	150
1	26	10	19.52	30702	0	462	150
1	27	10	16.29	30702	0	462	150
1	28	10	6.55	30702	0	462	150
1	29	10	16.74	30702	0	462	150
2	1	10	38.66	30702	1	469	150
2	2	10	43.7	30702	1	469	150
2	3	10	17.62	30702	1	469	150
2	4	10	22.43	30702	0	469	150
2	5	10	14.11	30702	0	469	150
2	6	10	-4.09	30702	0	469	150
2	7	10	19.39	30702	0	469	150
2	8	10	35.56	30702	1	469	150
2	9	10	8.7	30702	1	469	150
2	10	10	39.19	30702	0	469	150
2	11	10	7.03	30702	1	469	150
3	1	10	14.3	30702	0	488	150
3	2	10	11.07	30702	1	488	150
3	3	10	24.78	30702	0	488	150
3	4	10	46.49	30702	1	488	150
3	5	10	17.8	30702	1	488	150
3	6	10	27.86	30702	0	488	150
3	7	10	16.32	30702	1	488	150
4	1	10	17.21	30702	0	502	150
4	2	10	18.99	30702	0	502	150
5	1	10	34.4	30702	1	509	150
5	2	10	14.44	30702	1	509	150
5	3	10	17.74	30702	0	509	150
5	4	10	26.45	30702	0	509	150
5	5	10	17.81	30702	1	509	150
6	1	10	1.36	30702	0	524	150
6	2	10	26.23	30702	0	524	150
6	3	10	17.64	30702	1	524	150
7	1	10	10.56	30702	1	538	150
7	2	10	-24.73	30702	0	538	150
8	1	10	21.09	30702	1	553	150
8	2	10	23.53	30702	1	553	150
8	3	10	16.58	30702	1	553	150
8	4	10	21.27	30702	0	553	150
8	5	10	16.81	30702	0	553	150
8	6	10	8.36	30702	0	553	150
8	7	10	16.99	30702	0	553	150
8	8	10	13.9	30702	1	553	150
8	9	10	46.4	30702	0	553	150
8	10	10	29.51	30702	1	553	150
1	1	10	27.16	30702	0	461	151
1	2	10	24.3	30702	0	461	151
1	3	10	14.84	30702	0	461	151
1	4	10	22.2	30702	1	461	151
1	5	10	16.36	30702	0	461	151
1	6	10	23.39	30702	1	461	151
1	7	10	-4.78	30702	1	461	151
1	8	10	19.73	30702	1	461	151
1	9	10	21.96	30702	0	461	151
1	10	10	66.48	30702	1	461	151
1	11	10	5.4	30702	1	461	151
1	12	10	1.69	30702	0	461	151
1	13	10	-27.48	30702	1	461	151
1	14	10	27.35	30702	1	461	151
1	15	10	23.86	30702	1	461	151
1	16	10	-3.43	30702	0	461	151
1	17	10	25.55	30702	0	461	151
1	18	10	23.12	30702	1	461	151
1	19	10	22.53	30702	0	461	151
1	20	10	10.99	30702	0	461	151
1	21	10	18.08	30702	0	461	151
1	22	10	25.64	30702	1	461	151
1	23	10	44.87	30702	1	461	151
1	24	10	26.76	30702	0	461	151
1	25	10	29.72	30702	1	461	151
1	26	10	20.17	30702	1	461	151
1	27	10	25.76	30702	1	461	151
1	28	10	-20.78	30702	0	461	151
1	29	10	49.92	30702	0	461	151
2	1	10	20.1	30702	1	475	151
2	2	10	-5.36	30702	0	475	151
2	3	10	20.33	30702	1	475	151
2	4	10	16.06	30702	1	475	151
2	5	10	15.07	30702	0	475	151
2	6	10	-.74	30702	0	475	151
2	7	10	32.36	30702	1	475	151
2	8	10	13.21	30702	1	475	151
2	9	10	14.72	30702	0	475	151
2	10	10	32.58	30702	1	475	151
2	11	10	4.33	30702	0	475	151
3	1	10	7.88	30702	0	481	151
3	2	10	.28	30702	1	481	151
3	3	10	10.99	30702	1	481	151
3	4	10	11.16	30702	0	481	151
3	5	10	20.5	30702	1	481	151
3	6	10	8.07	30702	0	481	151
3	7	10	22.37	30702	1	481	151
4	1	10	25.38	30702	1	500	151
4	2	10	17.13	30702	1	500	151
5	1	10	.89	30702	0	513	151
5	2	10	9.93	30702	0	513	151
5	3	10	19.44	30702	1	513	151
5	4	10	25.29	30702	1	513	151
5	5	10	2.3	30702	1	513	151
6	1	10	20.02	30702	0	520	151
6	2	10	22.94	30702	0	520	151
6	3	10	23.33	30702	0	520	151
7	1	10	33.97	30702	0	533	151
7	2	10	17.9	30702	0	533	151
8	1	10	31.97	30702	1	552	151
8	2	10	37.74	30702	1	552	151
8	3	10	24.28	30702	1	552	151
8	4	10	14.25	30702	0	552	151
8	5	10	19.13	30702	1	552	151
8	6	10	22.1	30702	1	552	151
8	7	10	25.62	30702	0	552	151
8	8	10	10.63	30702	0	552	151
8	9	10	19.18	30702	1	552	151
8	10	10	17.04	30702	1	552	151
1	1	10	16.1	30702	0	456	152
1	2	10	11.2	30702	1	456	152
1	3	10	20.45	30702	1	456	152
1	4	10	13.69	30702	1	456	152
1	5	10	26.44	30702	0	456	152
1	6	10	17.46	30702	0	456	152
1	7	10	25.2	30702	1	456	152
1	8	10	-25.57	30702	1	456	152
1	9	10	26.8	30702	0	456	152
1	10	10	4.31	30702	0	456	152
1	11	10	-21.93	30702	0	456	152
1	12	10	16.13	30702	1	456	152
1	13	10	21.38	30702	1	456	152
1	14	10	12.02	30702	1	456	152
1	15	10	21.59	30702	1	456	152
1	16	10	11.48	30702	1	456	152
1	17	10	23.23	30702	1	456	152
1	18	10	11.51	30702	0	456	152
1	19	10	30.41	30702	0	456	152
1	20	10	39.4	30702	1	456	152
1	21	10	26.18	30702	1	456	152
1	22	10	19.25	30702	1	456	152
1	23	10	21.03	30702	1	456	152
1	24	10	-.56	30702	0	456	152
1	25	10	18.7	30702	0	456	152
1	26	10	9.34	30702	1	456	152
1	27	10	15.71	30702	0	456	152
1	28	10	15.09	30702	1	456	152
1	29	10	34.4	30702	1	456	152
2	1	10	20.1	30702	1	475	152
2	2	10	-5.36	30702	0	475	152
2	3	10	20.33	30702	0	475	152
2	4	10	16.06	30702	1	475	152
2	5	10	15.07	30702	1	475	152
2	6	10	-.74	30702	0	475	152
2	7	10	32.36	30702	1	475	152
2	8	10	13.21	30702	0	475	152
2	9	10	14.72	30702	1	475	152
2	10	10	32.58	30702	1	475	152
2	11	10	4.33	30702	1	475	152
3	1	10	26.93	30702	1	483	152
3	2	10	20.91	30702	0	483	152
3	3	10	31.45	30702	1	483	152
3	4	10	23.25	30702	1	483	152
3	5	10	25.2	30702	1	483	152
3	6	10	26.89	30702	1	483	152
