* Dictionary *
match:		match #
round:		round #
date:			session date (month/day/year/*, * is a decimal to seperate different sessions conducted on the same day)
r:			payoff to joint cooperation, = {32, 40, 48}
delta:		continuation probability, = {1/2, 3/4}
coop:			= 1 if subject cooperated, = 0 o/w
group:		identifies subjects that were grouped together for a match
id:			id #, constant through session
**************

match	round	date	r	delta	coop	group	id
13	1	22206.2	32	.5	0	1959	38
13	2	22206.2	32	.5	0	1959	38
13	3	22206.2	32	.5	0	1959	38
13	4	22206.2	32	.5	0	1959	38
13	1	22206.2	32	.5	0	1960	30
13	2	22206.2	32	.5	0	1960	30
13	3	22206.2	32	.5	0	1960	30
13	4	22206.2	32	.5	0	1960	30
13	1	22206.2	32	.5	0	1960	32
13	2	22206.2	32	.5	0	1960	32
13	3	22206.2	32	.5	0	1960	32
13	4	22206.2	32	.5	0	1960	32
13	1	22206.2	32	.5	0	1961	31
13	2	22206.2	32	.5	0	1961	31
13	3	22206.2	32	.5	0	1961	31
13	4	22206.2	32	.5	0	1961	31
13	1	22206.2	32	.5	0	1961	33
13	2	22206.2	32	.5	1	1961	33
13	3	22206.2	32	.5	1	1961	33
13	4	22206.2	32	.5	0	1961	33
13	1	22206.2	32	.5	0	1962	42
13	2	22206.2	32	.5	0	1962	42
13	3	22206.2	32	.5	0	1962	42
13	4	22206.2	32	.5	0	1962	42
13	1	22206.2	32	.5	0	1962	44
13	2	22206.2	32	.5	0	1962	44
13	3	22206.2	32	.5	0	1962	44
13	4	22206.2	32	.5	0	1962	44
14	1	22206.2	32	.5	0	1963	30
14	2	22206.2	32	.5	1	1963	30
14	3	22206.2	32	.5	0	1963	30
14	1	22206.2	32	.5	0	1963	34
14	2	22206.2	32	.5	0	1963	34
14	3	22206.2	32	.5	0	1963	34
14	1	22206.2	32	.5	0	1964	35
14	2	22206.2	32	.5	0	1964	35
14	3	22206.2	32	.5	0	1964	35
14	1	22206.2	32	.5	0	1964	37
14	2	22206.2	32	.5	0	1964	37
14	3	22206.2	32	.5	0	1964	37
14	1	22206.2	32	.5	0	1965	36
14	2	22206.2	32	.5	0	1965	36
14	3	22206.2	32	.5	0	1965	36
14	1	22206.2	32	.5	1	1965	40
14	2	22206.2	32	.5	0	1965	40
14	3	22206.2	32	.5	0	1965	40
14	1	22206.2	32	.5	0	1966	38
14	2	22206.2	32	.5	0	1966	38
14	3	22206.2	32	.5	0	1966	38
14	1	22206.2	32	.5	0	1966	42
14	2	22206.2	32	.5	0	1966	42
14	3	22206.2	32	.5	0	1966	42
14	1	22206.2	32	.5	0	1967	43
14	2	22206.2	32	.5	0	1967	43
14	3	22206.2	32	.5	0	1967	43
14	1	22206.2	32	.5	0	1967	44
14	2	22206.2	32	.5	0	1967	44
14	3	22206.2	32	.5	0	1967	44
14	1	22206.2	32	.5	0	1968	32
14	2	22206.2	32	.5	0	1968	32
14	3	22206.2	32	.5	0	1968	32
14	1	22206.2	32	.5	0	1968	33
14	2	22206.2	32	.5	0	1968	33
14	3	22206.2	32	.5	0	1968	33
14	1	22206.2	32	.5	1	1969	39
14	2	22206.2	32	.5	0	1969	39
14	3	22206.2	32	.5	1	1969	39
14	1	22206.2	32	.5	0	1969	41
14	2	22206.2	32	.5	1	1969	41
14	3	22206.2	32	.5	0	1969	41
14	1	22206.2	32	.5	0	1970	29
14	2	22206.2	32	.5	0	1970	29
14	3	22206.2	32	.5	0	1970	29
14	1	22206.2	32	.5	0	1970	31
14	2	22206.2	32	.5	0	1970	31
14	3	22206.2	32	.5	1	1970	31
15	1	22206.2	32	.5	0	1971	30
15	2	22206.2	32	.5	0	1971	30
15	1	22206.2	32	.5	0	1971	33
15	2	22206.2	32	.5	0	1971	33
15	1	22206.2	32	.5	0	1972	34
15	2	22206.2	32	.5	0	1972	34
15	1	22206.2	32	.5	1	1972	40
15	2	22206.2	32	.5	0	1972	40
15	1	22206.2	32	.5	0	1973	29
15	2	22206.2	32	.5	0	1973	29
15	1	22206.2	32	.5	0	1973	44
15	2	22206.2	32	.5	0	1973	44
15	1	22206.2	32	.5	0	1974	38
15	2	22206.2	32	.5	0	1974	38
15	1	22206.2	32	.5	0	1974	39
15	2	22206.2	32	.5	0	1974	39
15	1	22206.2	32	.5	0	1975	35
15	2	22206.2	32	.5	0	1975	35
15	1	22206.2	32	.5	0	1975	42
15	2	22206.2	32	.5	0	1975	42
15	1	22206.2	32	.5	0	1976	36
15	2	22206.2	32	.5	0	1976	36
15	1	22206.2	32	.5	0	1976	43
15	2	22206.2	32	.5	0	1976	43
15	1	22206.2	32	.5	0	1977	37
15	2	22206.2	32	.5	0	1977	37
15	1	22206.2	32	.5	0	1977	41
15	2	22206.2	32	.5	0	1977	41
15	1	22206.2	32	.5	1	1978	31
15	2	22206.2	32	.5	0	1978	31
15	1	22206.2	32	.5	0	1978	32
15	2	22206.2	32	.5	0	1978	32
16	1	22206.2	32	.5	0	1979	34
16	1	22206.2	32	.5	1	1979	40
16	1	22206.2	32	.5	0	1980	29
16	1	22206.2	32	.5	0	1980	43
16	1	22206.2	32	.5	0	1981	31
16	1	22206.2	32	.5	0	1981	35
16	1	22206.2	32	.5	0	1982	30
16	1	22206.2	32	.5	0	1982	44
16	1	22206.2	32	.5	0	1983	32
16	1	22206.2	32	.5	0	1983	36
16	1	22206.2	32	.5	0	1984	37
16	1	22206.2	32	.5	0	1984	42
16	1	22206.2	32	.5	0	1985	39
16	1	22206.2	32	.5	0	1985	41
16	1	22206.2	32	.5	0	1986	33
16	1	22206.2	32	.5	1	1986	38
17	1	22206.2	32	.5	1	1987	35
17	1	22206.2	32	.5	0	1987	42
17	1	22206.2	32	.5	1	1988	40
17	1	22206.2	32	.5	0	1988	43
17	1	22206.2	32	.5	0	1989	29
17	1	22206.2	32	.5	0	1989	34
17	1	22206.2	32	.5	0	1990	37
17	1	22206.2	32	.5	0	1990	38
17	1	22206.2	32	.5	1	1991	41
17	1	22206.2	32	.5	0	1991	44
17	1	22206.2	32	.5	0	1992	31
