* Dictionary *
date:       session date (month/day/year/*, * is a decimal to separate different sessions conducted on the same day)
random:     sessions with the same value of random had the same random termination sequence
treatment:	= 1 if RT, = 2 if D + RT, = 3 if BRT, = 4 if D + C (see paper for details) 
id:         id #, constant through session
match:      match #
round:      round #
group:      identifies subjects that were grouped together for a match
valid:      = 1 if round counts toward final payoffs and is not last, = 0 if round counts toward final payoff and is last, = -1 if round does not count towards final payoffs; except for treatment = 2 where it takes on value 0 when the random number > 0.75 and -1 afterward, even if the game continued because it was in the front loaded part with payoff discounting.
spe:        = 1 if joint cooperation can be supported in equilibrium; 0 o/w
coop:       = 1 if subject cooperated, = 0 o/w
**************

date	random	treatment	id	match	round	group	valid	spe	coop
110614.1	2	1	23	18	1	284	1	0	0
110614.1	2	1	23	18	2	284	1	0	0
110614.1	2	1	23	18	3	284	1	0	0
110614.1	2	1	23	18	4	284	1	0	0
110614.1	2	1	23	18	5	284	0	0	0
110614.1	2	1	24	1	1	184	0	1	0
110614.1	2	1	24	2	1	190	1	1	0
110614.1	2	1	24	2	2	190	0	1	0
110614.1	2	1	24	3	1	197	1	1	0
110614.1	2	1	24	3	2	197	0	1	0
110614.1	2	1	24	4	1	201	0	1	0
110614.1	2	1	24	5	1	208	1	1	0
110614.1	2	1	24	5	2	208	0	1	0
110614.1	2	1	24	6	1	213	1	1	0
110614.1	2	1	24	6	2	213	1	1	0
110614.1	2	1	24	6	3	213	1	1	0
110614.1	2	1	24	6	4	213	0	1	0
110614.1	2	1	24	7	1	220	0	1	0
110614.1	2	1	24	8	1	225	0	1	0
110614.1	2	1	24	9	1	230	1	1	0
110614.1	2	1	24	9	2	230	1	1	0
110614.1	2	1	24	9	3	230	1	1	0
110614.1	2	1	24	9	4	230	1	1	0
110614.1	2	1	24	9	5	230	1	1	0
110614.1	2	1	24	9	6	230	0	1	0
110614.1	2	1	24	10	1	236	1	1	0
110614.1	2	1	24	10	2	236	1	1	0
110614.1	2	1	24	10	3	236	1	1	0
110614.1	2	1	24	10	4	236	1	1	0
110614.1	2	1	24	10	5	236	1	1	0
110614.1	2	1	24	10	6	236	1	1	0
110614.1	2	1	24	10	7	236	1	1	0
110614.1	2	1	24	10	8	236	1	1	0
110614.1	2	1	24	10	9	236	1	1	0
110614.1	2	1	24	10	10	236	1	1	0
110614.1	2	1	24	10	11	236	1	1	0
110614.1	2	1	24	10	12	236	0	1	0
110614.1	2	1	24	11	1	243	1	1	0
110614.1	2	1	24	11	2	243	1	1	0
110614.1	2	1	24	11	3	243	1	1	0
110614.1	2	1	24	11	4	243	0	1	0
110614.1	2	1	24	12	1	248	0	1	0
110614.1	2	1	24	13	1	256	1	0	0
110614.1	2	1	24	13	2	256	1	0	0
110614.1	2	1	24	13	3	256	0	0	0
110614.1	2	1	24	14	1	263	1	0	0
110614.1	2	1	24	14	2	263	0	0	0
110614.1	2	1	24	15	1	267	1	0	0
110614.1	2	1	24	15	2	267	1	0	0
110614.1	2	1	24	15	3	267	1	0	0
110614.1	2	1	24	15	4	267	0	0	0
110614.1	2	1	24	16	1	273	1	0	0
110614.1	2	1	24	16	2	273	0	0	0
110614.1	2	1	24	17	1	280	1	0	0
110614.1	2	1	24	17	2	280	1	0	0
110614.1	2	1	24	17	3	280	1	0	0
110614.1	2	1	24	17	4	280	0	0	0
110614.1	2	1	24	18	1	284	1	0	0
110614.1	2	1	24	18	2	284	1	0	0
110614.1	2	1	24	18	3	284	1	0	0
110614.1	2	1	24	18	4	284	1	0	0
110614.1	2	1	24	18	5	284	0	0	0
110614.1	2	1	25	1	1	182	0	1	1
110614.1	2	1	25	2	1	191	1	1	1
110614.1	2	1	25	2	2	191	0	1	1
110614.1	2	1	25	3	1	196	1	1	0
110614.1	2	1	25	3	2	196	0	1	0
110614.1	2	1	25	4	1	201	0	1	0
110614.1	2	1	25	5	1	210	1	1	1
110614.1	2	1	25	5	2	210	0	1	0
110614.1	2	1	25	6	1	215	1	1	1
110614.1	2	1	25	6	2	215	1	1	0
110614.1	2	1	25	6	3	215	1	1	1
110614.1	2	1	25	6	4	215	0	1	0
110614.1	2	1	25	7	1	219	0	1	1
110614.1	2	1	25	8	1	227	0	1	1
110614.1	2	1	25	9	1	232	1	1	1
110614.1	2	1	25	9	2	232	1	1	0
110614.1	2	1	25	9	3	232	1	1	0
110614.1	2	1	25	9	4	232	1	1	0
110614.1	2	1	25	9	5	232	1	1	0
110614.1	2	1	25	9	6	232	0	1	1
110614.1	2	1	25	10	1	238	1	1	1
110614.1	2	1	25	10	2	238	1	1	1
110614.1	2	1	25	10	3	238	1	1	1
110614.1	2	1	25	10	4	238	1	1	1
110614.1	2	1	25	10	5	238	1	1	1
110614.1	2	1	25	10	6	238	1	1	1
110614.1	2	1	25	10	7	238	1	1	1
110614.1	2	1	25	10	8	238	1	1	1
110614.1	2	1	25	10	9	238	1	1	1
110614.1	2	1	25	10	10	238	1	1	1
110614.1	2	1	25	10	11	238	1	1	1
110614.1	2	1	25	10	12	238	0	1	1
110614.1	2	1	25	11	1	245	1	1	1
110614.1	2	1	25	11	2	245	1	1	1
110614.1	2	1	25	11	3	245	1	1	1
110614.1	2	1	25	11	4	245	0	1	1
110614.1	2	1	25	12	1	247	0	1	1
110614.1	2	1	25	13	1	255	1	0	0
110614.1	2	1	25	13	2	255	1	0	1
110614.1	2	1	25	13	3	255	0	0	0
110614.1	2	1	25	14	1	262	1	0	0
110614.1	2	1	25	14	2	262	0	0	1
110614.1	2	1	25	15	1	268	1	0	0
110614.1	2	1	25	15	2	268	1	0	0
110614.1	2	1	25	15	3	268	1	0	0
110614.1	2	1	25	15	4	268	0	0	1
110614.1	2	1	25	16	1	273	1	0	0
110614.1	2	1	25	16	2	273	0	0	0
110614.1	2	1	25	17	1	277	1	0	0
110614.1	2	1	25	17	2	277	1	0	0
110614.1	2	1	25	17	3	277	1	0	0
110614.1	2	1	25	17	4	277	0	0	0
110614.1	2	1	25	18	1	283	1	0	0
110614.1	2	1	25	18	2	283	1	0	0
110614.1	2	1	25	18	3	283	1	0	0
110614.1	2	1	25	18	4	283	1	0	0
110614.1	2	1	25	18	5	283	0	0	0
110614.1	2	1	26	1	1	185	0	1	1
110614.1	2	1	26	2	1	187	1	1	1
110614.1	2	1	26	2	2	187	0	1	0
110614.1	2	1	26	3	1	194	1	1	1
110614.1	2	1	26	3	2	194	0	1	1
110614.1	2	1	26	4	1	203	0	1	1
110614.1	2	1	26	5	1	209	1	1	1
110614.1	2	1	26	5	2	209	0	1	0
110614.1	2	1	26	6	1	212	1	1	1
110614.1	2	1	26	6	2	212	1	1	1
110614.1	2	1	26	6	3	212	1	1	1
110614.1	2	1	26	6	4	212	0	1	1
110614.1	2	1	26	7	1	218	0	1	1
110614.1	2	1	26	8	1	228	0	1	1
110614.1	2	1	26	9	1	233	1	1	0
110614.1	2	1	26	9	2	233	1	1	0
110614.1	2	1	26	9	3	233	1	1	0
110614.1	2	1	26	9	4	233	1	1	0
110614.1	2	1	26	9	5	233	1	1	0
110614.1	2	1	26	9	6	233	0	1	0
110614.1	2	1	26	10	1	237	1	1	1
110614.1	2	1	26	10	2	237	1	1	0
110614.1	2	1	26	10	3	237	1	1	0
110614.1	2	1	26	10	4	237	1	1	1
110614.1	2	1	26	10	5	237	1	1	1
110614.1	2	1	26	10	6	237	1	1	0
110614.1	2	1	26	10	7	237	1	1	1
110614.1	2	1	26	10	8	237	1	1	1
110614.1	2	1	26	10	9	237	1	1	1
110614.1	2	1	26	10	10	237	1	1	1
110614.1	2	1	26	10	11	237	1	1	0
110614.1	2	1	26	10	12	237	0	1	0
110614.1	2	1	26	11	1	242	1	1	1
110614.1	2	1	26	11	2	242	1	1	1
110614.1	2	1	26	11	3	242	1	1	0
110614.1	2	1	26	11	4	242	0	1	0
110614.1	2	1	26	12	1	250	0	1	1
110614.1	2	1	26	13	1	257	1	0	1
110614.1	2	1	26	13	2	257	1	0	0
110614.1	2	1	26	13	3	257	0	0	0
110614.1	2	1	26	14	1	262	1	0	0
110614.1	2	1	26	14	2	262	0	0	0
110614.1	2	1	26	15	1	266	1	0	0
110614.1	2	1	26	15	2	266	1	0	0
110614.1	2	1	26	15	3	266	1	0	0
110614.1	2	1	26	15	4	266	0	0	0
110614.1	2	1	26	16	1	272	1	0	0
110614.1	2	1	26	16	2	272	0	0	0
110614.1	2	1	26	17	1	280	1	0	0
110614.1	2	1	26	17	2	280	1	0	0
110614.1	2	1	26	17	3	280	1	0	0
110614.1	2	1	26	17	4	280	0	0	0
110614.1	2	1	26	18	1	287	1	0	0
110614.1	2	1	26	18	2	287	1	0	0
110614.1	2	1	26	18	3	287	1	0	0
110614.1	2	1	26	18	4	287	1	0	0
110614.1	2	1	26	18	5	287	0	0	0
110614.1	2	1	27	1	1	186	0	1	0
110614.1	2	1	27	2	1	189	1	1	0
110614.1	2	1	27	2	2	189	0	1	0
110614.1	2	1	27	3	1	198	1	1	0
110614.1	2	1	27	3	2	198	0	1	0
110614.1	2	1	27	4	1	203	0	1	0
110614.1	2	1	27	5	1	209	1	1	0
110614.1	2	1	27	5	2	209	0	1	0
110614.1	2	1	27	6	1	216	1	1	0
110614.1	2	1	27	6	2	216	1	1	0
110614.1	2	1	27	6	3	216	1	1	0
110614.1	2	1	27	6	4	216	0	1	0
110614.1	2	1	27	7	1	221	0	1	0
110614.1	2	1	27	8	1	224	0	1	0
110614.1	2	1	27	9	1	231	1	1	0
110614.1	2	1	27	9	2	231	1	1	0
110614.1	2	1	27	9	3	231	1	1	0
110614.1	2	1	27	9	4	231	1	1	0
110614.1	2	1	27	9	5	231	1	1	0
110614.1	2	1	27	9	6	231	0	1	0
110614.1	2	1	27	10	1	239	1	1	0
110614.1	2	1	27	10	2	239	1	1	0
110614.1	2	1	27	10	3	239	1	1	0
110614.1	2	1	27	10	4	239	1	1	0
110614.1	2	1	27	10	5	239	1	1	0
110614.1	2	1	27	10	6	239	1	1	0
110614.1	2	1	27	10	7	239	1	1	0
110614.1	2	1	27	10	8	239	1	1	0
110614.1	2	1	27	10	9	239	1	1	0
110614.1	2	1	27	10	10	239	1	1	0
110614.1	2	1	27	10	11	239	1	1	0
110614.1	2	1	27	10	12	239	0	1	0
110614.1	2	1	27	11	1	246	1	1	0
110614.1	2	1	27	11	2	246	1	1	0
110614.1	2	1	27	11	3	246	1	1	0
110614.1	2	1	27	11	4	246	0	1	0
110614.1	2	1	27	12	1	251	0	1	0
110614.1	2	1	27	13	1	255	1	0	0
110614.1	2	1	27	13	2	255	1	0	0
110614.1	2	1	27	13	3	255	0	0	0
110614.1	2	1	27	14	1	260	1	0	0
110614.1	2	1	27	14	2	260	0	0	0
110614.1	2	1	27	15	1	269	1	0	0
110614.1	2	1	27	15	2	269	1	0	0
110614.1	2	1	27	15	3	269	1	0	0
110614.1	2	1	27	15	4	269	0	0	0
110614.1	2	1	27	16	1	275	1	0	0
110614.1	2	1	27	16	2	275	0	0	0
110614.1	2	1	27	17	1	279	1	0	0
110614.1	2	1	27	17	2	279	1	0	0
110614.1	2	1	27	17	3	279	1	0	0
110614.1	2	1	27	17	4	279	0	0	0
110614.1	2	1	27	18	1	286	1	0	0
110614.1	2	1	27	18	2	286	1	0	0
110614.1	2	1	27	18	3	286	1	0	0
110614.1	2	1	27	18	4	286	1	0	0
110614.1	2	1	27	18	5	286	0	0	0
110614.1	2	1	28	1	1	185	0	1	1
110614.1	2	1	28	2	1	192	1	1	1
110614.1	2	1	28	2	2	192	0	1	0
110614.1	2	1	28	3	1	196	1	1	1
110614.1	2	1	28	3	2	196	0	1	0
110614.1	2	1	28	4	1	200	0	1	1
110614.1	2	1	28	5	1	206	1	1	1
110614.1	2	1	28	5	2	206	0	1	1
110614.1	2	1	28	6	1	213	1	1	1
110614.1	2	1	28	6	2	213	1	1	0
110614.1	2	1	28	6	3	213	1	1	0
110614.1	2	1	28	6	4	213	0	1	0
110614.1	2	1	28	7	1	222	0	1	1
110614.1	2	1	28	8	1	225	0	1	1
110614.1	2	1	28	9	1	232	1	1	0
110614.1	2	1	28	9	2	232	1	1	0
110614.1	2	1	28	9	3	232	1	1	0
110614.1	2	1	28	9	4	232	1	1	0
110614.1	2	1	28	9	5	232	1	1	0
110614.1	2	1	28	9	6	232	0	1	0
110614.1	2	1	28	10	1	240	1	1	1
110614.1	2	1	28	10	2	240	1	1	0
110614.1	2	1	28	10	3	240	1	1	0
110614.1	2	1	28	10	4	240	1	1	0
110614.1	2	1	28	10	5	240	1	1	0
110614.1	2	1	28	10	6	240	1	1	0
110614.1	2	1	28	10	7	240	1	1	0
110614.1	2	1	28	10	8	240	1	1	0
110614.1	2	1	28	10	9	240	1	1	0
110614.1	2	1	28	10	10	240	1	1	0
110614.1	2	1	28	10	11	240	1	1	1
110614.1	2	1	28	10	12	240	0	1	0
110614.1	2	1	28	11	1	243	1	1	1
110614.1	2	1	28	11	2	243	1	1	0
110614.1	2	1	28	11	3	243	1	1	0
110614.1	2	1	28	11	4	243	0	1	0
110614.1	2	1	28	12	1	249	0	1	1
110614.1	2	1	28	13	1	254	1	0	0
110614.1	2	1	28	13	2	254	1	0	0
110614.1	2	1	28	13	3	254	0	0	0
110614.1	2	1	28	14	1	264	1	0	0
110614.1	2	1	28	14	2	264	0	0	0
110614.1	2	1	28	15	1	270	1	0	0
110614.1	2	1	28	15	2	270	1	0	0
110614.1	2	1	28	15	3	270	1	0	0
110614.1	2	1	28	15	4	270	0	0	0
110614.1	2	1	28	16	1	274	1	0	0
110614.1	2	1	28	16	2	274	0	0	0
110614.1	2	1	28	17	1	281	1	0	0
110614.1	2	1	28	17	2	281	1	0	0
110614.1	2	1	28	17	3	281	1	0	0
110614.1	2	1	28	17	4	281	0	0	0
110614.1	2	1	28	18	1	286	1	0	0
110614.1	2	1	28	18	2	286	1	0	0
110614.1	2	1	28	18	3	286	1	0	0
110614.1	2	1	28	18	4	286	1	0	0
110614.1	2	1	28	18	5	286	0	0	0
110614.1	2	1	29	1	1	186	0	1	1
110614.1	2	1	29	2	1	191	1	1	0
110614.1	2	1	29	2	2	191	0	1	0
110614.1	2	1	29	3	1	195	1	1	1
110614.1	2	1	29	3	2	195	0	1	0
110614.1	2	1	29	4	1	204	0	1	1
110614.1	2	1	29	5	1	210	1	1	1
110614.1	2	1	29	5	2	210	0	1	1
110614.1	2	1	29	6	1	211	1	1	0
110614.1	2	1	29	6	2	211	1	1	0
110614.1	2	1	29	6	3	211	1	1	0
110614.1	2	1	29	6	4	211	0	1	0
110614.1	2	1	29	7	1	219	0	1	1
110614.1	2	1	29	8	1	223	0	1	0
110614.1	2	1	29	9	1	234	1	1	1
110614.1	2	1	29	9	2	234	1	1	0
110614.1	2	1	29	9	3	234	1	1	0
110614.1	2	1	29	9	4	234	1	1	1
110614.1	2	1	29	9	5	234	1	1	0
110614.1	2	1	29	9	6	234	0	1	0
110614.1	2	1	29	10	1	239	1	1	0
110614.1	2	1	29	10	2	239	1	1	0
110614.1	2	1	29	10	3	239	1	1	0
110614.1	2	1	29	10	4	239	1	1	0
110614.1	2	1	29	10	5	239	1	1	0
110614.1	2	1	29	10	6	239	1	1	0
110614.1	2	1	29	10	7	239	1	1	0
110614.1	2	1	29	10	8	239	1	1	0
110614.1	2	1	29	10	9	239	1	1	0
110614.1	2	1	29	10	10	239	1	1	0
110614.1	2	1	29	10	11	239	1	1	1
110614.1	2	1	29	10	12	239	0	1	0
110614.1	2	1	29	11	1	245	1	1	1
110614.1	2	1	29	11	2	245	1	1	1
110614.1	2	1	29	11	3	245	1	1	1
110614.1	2	1	29	11	4	245	0	1	1
110614.1	2	1	29	12	1	252	0	1	1
110614.1	2	1	29	13	1	256	1	0	1
110614.1	2	1	29	13	2	256	1	0	0
110614.1	2	1	29	13	3	256	0	0	0
110614.1	2	1	29	14	1	263	1	0	0
110614.1	2	1	29	14	2	263	0	0	0
110614.1	2	1	29	15	1	270	1	0	1
110614.1	2	1	29	15	2	270	1	0	0
110614.1	2	1	29	15	3	270	1	0	0
110614.1	2	1	29	15	4	270	0	0	0
110614.1	2	1	29	16	1	274	1	0	0
110614.1	2	1	29	16	2	274	0	0	0
110614.1	2	1	29	17	1	282	1	0	0
110614.1	2	1	29	17	2	282	1	0	0
110614.1	2	1	29	17	3	282	1	0	0
110614.1	2	1	29	17	4	282	0	0	0
110614.1	2	1	29	18	1	288	1	0	0
110614.1	2	1	29	18	2	288	1	0	0
110614.1	2	1	29	18	3	288	1	0	0
110614.1	2	1	29	18	4	288	1	0	0
110614.1	2	1	29	18	5	288	0	0	0
110614.1	2	1	30	1	1	184	0	1	1
110614.1	2	1	30	2	1	192	1	1	0
110614.1	2	1	30	2	2	192	0	1	1
110614.1	2	1	30	3	1	193	1	1	1
110614.1	2	1	30	3	2	193	0	1	0
110614.1	2	1	30	4	1	204	0	1	1
110614.1	2	1	30	5	1	208	1	1	1
110614.1	2	1	30	5	2	208	0	1	0
110614.1	2	1	30	6	1	215	1	1	1
110614.1	2	1	30	6	2	215	1	1	1
110614.1	2	1	30	6	3	215	1	1	0
110614.1	2	1	30	6	4	215	0	1	0
110614.1	2	1	30	7	1	222	0	1	1
110614.1	2	1	30	8	1	227	0	1	1
110614.1	2	1	30	9	1	229	1	1	1
110614.1	2	1	30	9	2	229	1	1	1
110614.1	2	1	30	9	3	229	1	1	1
110614.1	2	1	30	9	4	229	1	1	0
110614.1	2	1	30	9	5	229	1	1	0
110614.1	2	1	30	9	6	229	0	1	0
110614.1	2	1	30	10	1	235	1	1	1
110614.1	2	1	30	10	2	235	1	1	0
110614.1	2	1	30	10	3	235	1	1	0
110614.1	2	1	30	10	4	235	1	1	0
110614.1	2	1	30	10	5	235	1	1	0
110614.1	2	1	30	10	6	235	1	1	0
110614.1	2	1	30	10	7	235	1	1	0
110614.1	2	1	30	10	8	235	1	1	0
110614.1	2	1	30	10	9	235	1	1	1
110614.1	2	1	30	10	10	235	1	1	1
110614.1	2	1	30	10	11	235	1	1	1
110614.1	2	1	30	10	12	235	0	1	1
110614.1	2	1	30	11	1	241	1	1	1
110614.1	2	1	30	11	2	241	1	1	1
110614.1	2	1	30	11	3	241	1	1	1
110614.1	2	1	30	11	4	241	0	1	1
110614.1	2	1	30	12	1	250	0	1	1
110614.1	2	1	30	13	1	258	1	0	0
110614.1	2	1	30	13	2	258	1	0	0
110614.1	2	1	30	13	3	258	0	0	0
110614.1	2	1	30	14	1	259	1	0	0
110614.1	2	1	30	14	2	259	0	0	0
110614.1	2	1	30	15	1	269	1	0	0
110614.1	2	1	30	15	2	269	1	0	0
110614.1	2	1	30	15	3	269	1	0	0
110614.1	2	1	30	15	4	269	0	0	0
110614.1	2	1	30	16	1	276	1	0	0
110614.1	2	1	30	16	2	276	0	0	0
110614.1	2	1	30	17	1	278	1	0	0
110614.1	2	1	30	17	2	278	1	0	0
110614.1	2	1	30	17	3	278	1	0	0
110614.1	2	1	30	17	4	278	0	0	0
110614.1	2	1	30	18	1	287	1	0	0
110614.1	2	1	30	18	2	287	1	0	0
110614.1	2	1	30	18	3	287	1	0	0
110614.1	2	1	30	18	4	287	1	0	0
110614.1	2	1	30	18	5	287	0	0	0
110614.1	2	1	31	1	1	181	0	1	0
110614.1	2	1	31	2	1	190	1	1	0
110614.1	2	1	31	2	2	190	0	1	0
110614.1	2	1	31	3	1	197	1	1	0
110614.1	2	1	31	3	2	197	0	1	0
110614.1	2	1	31	4	1	202	0	1	0
110614.1	2	1	31	5	1	205	1	1	0
110614.1	2	1	31	5	2	205	0	1	0
110614.1	2	1	31	6	1	214	1	1	0
110614.1	2	1	31	6	2	214	1	1	0
110614.1	2	1	31	6	3	214	1	1	0
110614.1	2	1	31	6	4	214	0	1	0
110614.1	2	1	31	7	1	221	0	1	0
110614.1	2	1	31	8	1	228	0	1	0
110614.1	2	1	31	9	1	233	1	1	0
110614.1	2	1	31	9	2	233	1	1	0
110614.1	2	1	31	9	3	233	1	1	0
110614.1	2	1	31	9	4	233	1	1	0
110614.1	2	1	31	9	5	233	1	1	0
110614.1	2	1	31	9	6	233	0	1	0
110614.1	2	1	31	10	1	240	1	1	0
110614.1	2	1	31	10	2	240	1	1	0
110614.1	2	1	31	10	3	240	1	1	0
110614.1	2	1	31	10	4	240	1	1	0
110614.1	2	1	31	10	5	240	1	1	0
110614.1	2	1	31	10	6	240	1	1	0
110614.1	2	1	31	10	7	240	1	1	0
110614.1	2	1	31	10	8	240	1	1	0
110614.1	2	1	31	10	9	240	1	1	0
110614.1	2	1	31	10	10	240	1	1	0
110614.1	2	1	31	10	11	240	1	1	0
110614.1	2	1	31	10	12	240	0	1	0
110614.1	2	1	31	11	1	244	1	1	0
110614.1	2	1	31	11	2	244	1	1	0
110614.1	2	1	31	11	3	244	1	1	0
110614.1	2	1	31	11	4	244	0	1	0
110614.1	2	1	31	12	1	251	0	1	0
110614.1	2	1	31	13	1	257	1	0	0
110614.1	2	1	31	13	2	257	1	0	0
110614.1	2	1	31	13	3	257	0	0	0
110614.1	2	1	31	14	1	264	1	0	0
110614.1	2	1	31	14	2	264	0	0	0
110614.1	2	1	31	15	1	267	1	0	0
110614.1	2	1	31	15	2	267	1	0	0
110614.1	2	1	31	15	3	267	1	0	0
110614.1	2	1	31	15	4	267	0	0	0
110614.1	2	1	31	16	1	276	1	0	0
110614.1	2	1	31	16	2	276	0	0	0
110614.1	2	1	31	17	1	281	1	0	0
110614.1	2	1	31	17	2	281	1	0	0
110614.1	2	1	31	17	3	281	1	0	0
110614.1	2	1	31	17	4	281	0	0	0
110614.1	2	1	31	18	1	288	1	0	0
110614.1	2	1	31	18	2	288	1	0	0
110614.1	2	1	31	18	3	288	1	0	0
110614.1	2	1	31	18	4	288	1	0	0
110614.1	2	1	31	18	5	288	0	0	0
110614.1	2	1	32	1	1	183	0	1	1
110614.1	2	1	32	2	1	188	1	1	1
110614.1	2	1	32	2	2	188	0	1	0
110614.1	2	1	32	3	1	198	1	1	1
110614.1	2	1	32	3	2	198	0	1	0
110614.1	2	1	32	4	1	199	0	1	0
110614.1	2	1	32	5	1	207	1	1	0
110614.1	2	1	32	5	2	207	0	1	0
110614.1	2	1	32	6	1	216	1	1	0
110614.1	2	1	32	6	2	216	1	1	0
110614.1	2	1	32	6	3	216	1	1	0
110614.1	2	1	32	6	4	216	0	1	0
110614.1	2	1	32	7	1	220	0	1	1
110614.1	2	1	32	8	1	226	0	1	0
110614.1	2	1	32	9	1	234	1	1	0
110614.1	2	1	32	9	2	234	1	1	0
110614.1	2	1	32	9	3	234	1	1	0
110614.1	2	1	32	9	4	234	1	1	0
110614.1	2	1	32	9	5	234	1	1	0
110614.1	2	1	32	9	6	234	0	1	0
110614.1	2	1	32	10	1	238	1	1	1
110614.1	2	1	32	10	2	238	1	1	1
110614.1	2	1	32	10	3	238	1	1	1
110614.1	2	1	32	10	4	238	1	1	1
110614.1	2	1	32	10	5	238	1	1	1
110614.1	2	1	32	10	6	238	1	1	1
110614.1	2	1	32	10	7	238	1	1	1
110614.1	2	1	32	10	8	238	1	1	1
110614.1	2	1	32	10	9	238	1	1	1
110614.1	2	1	32	10	10	238	1	1	1
110614.1	2	1	32	10	11	238	1	1	1
110614.1	2	1	32	10	12	238	0	1	1
110614.1	2	1	32	11	1	246	1	1	1
110614.1	2	1	32	11	2	246	1	1	0
110614.1	2	1	32	11	3	246	1	1	0
110614.1	2	1	32	11	4	246	0	1	0
110614.1	2	1	32	12	1	252	0	1	1
110614.1	2	1	32	13	1	258	1	0	0
110614.1	2	1	32	13	2	258	1	0	0
110614.1	2	1	32	13	3	258	0	0	0
110614.1	2	1	32	14	1	261	1	0	0
110614.1	2	1	32	14	2	261	0	0	0
110614.1	2	1	32	15	1	268	1	0	0
110614.1	2	1	32	15	2	268	1	0	0
110614.1	2	1	32	15	3	268	1	0	0
110614.1	2	1	32	15	4	268	0	0	0
110614.1	2	1	32	16	1	275	1	0	0
110614.1	2	1	32	16	2	275	0	0	0
110614.1	2	1	32	17	1	282	1	0	0
110614.1	2	1	32	17	2	282	1	0	0
110614.1	2	1	32	17	3	282	1	0	0
110614.1	2	1	32	17	4	282	0	0	0
110614.1	2	1	32	18	1	285	1	0	0
110614.1	2	1	32	18	2	285	1	0	0
110614.1	2	1	32	18	3	285	1	0	0
110614.1	2	1	32	18	4	285	1	0	0
110614.1	2	1	32	18	5	285	0	0	0
110615.1	2	2	33	1	1	289	1	1	0
110615.1	2	2	33	1	2	289	1	1	1
110615.1	2	2	33	1	3	289	1	1	0
110615.1	2	2	33	1	4	289	0	1	0
110615.1	2	2	33	2	1	296	1	1	0
110615.1	2	2	33	2	2	296	1	1	1
110615.1	2	2	33	2	3	296	1	1	0
110615.1	2	2	33	2	4	296	1	1	1
110615.1	2	2	33	2	5	296	0	1	0
110615.1	2	2	33	3	1	301	0	1	0
110615.1	2	2	33	3	2	301	-1	1	1
110615.1	2	2	33	3	3	301	-1	1	0
110615.1	2	2	33	3	4	301	-1	1	0
110615.1	2	2	33	3	5	301	-1	1	0
110615.1	2	2	33	4	1	307	1	1	0
110615.1	2	2	33	4	2	307	1	1	0
110615.1	2	2	33	4	3	307	1	1	0
110615.1	2	2	33	4	4	307	0	1	1
110615.1	2	2	33	5	1	313	1	1	0
110615.1	2	2	33	5	2	313	0	1	0
110615.1	2	2	33	5	3	313	-1	1	0
110615.1	2	2	33	5	4	313	-1	1	0
110615.1	2	2	33	5	5	313	-1	1	0
110615.1	2	2	33	6	1	319	0	1	1
110615.1	2	2	33	6	2	319	-1	1	0
110615.1	2	2	33	6	3	319	-1	1	0
110615.1	2	2	33	6	4	319	-1	1	0
110615.1	2	2	33	6	5	319	-1	1	0
110615.1	2	2	33	6	6	319	-1	1	0
110615.1	2	2	33	6	7	319	-1	1	0
110615.1	2	2	33	7	1	325	1	1	0
110615.1	2	2	33	7	2	325	1	1	0
110615.1	2	2	33	7	3	325	1	1	0
110615.1	2	2	33	7	4	325	0	1	0
110615.1	2	2	33	8	1	331	1	1	0
110615.1	2	2	33	8	2	331	1	1	0
110615.1	2	2	33	8	3	331	0	1	0
110615.1	2	2	33	8	4	331	-1	1	0
110615.1	2	2	33	9	1	337	1	1	0
110615.1	2	2	33	9	2	337	1	1	0
110615.1	2	2	33	9	3	337	1	1	0
110615.1	2	2	33	9	4	337	1	1	0
110615.1	2	2	33	9	5	337	1	1	0
110615.1	2	2	33	9	6	337	1	1	0
110615.1	2	2	33	9	7	337	1	1	0
110615.1	2	2	33	9	8	337	1	1	0
110615.1	2	2	33	9	9	337	0	1	0
110615.1	2	2	33	10	1	343	0	1	0
110615.1	2	2	33	10	2	343	-1	1	0
110615.1	2	2	33	10	3	343	-1	1	0
110615.1	2	2	33	10	4	343	-1	1	0
110615.1	2	2	33	10	5	343	-1	1	0
110615.1	2	2	33	10	6	343	-1	1	0
110615.1	2	2	33	10	7	343	-1	1	0
110615.1	2	2	33	10	8	343	-1	1	0
110615.1	2	2	33	10	9	343	-1	1	0
110615.1	2	2	33	10	10	343	-1	1	0
110615.1	2	2	33	10	11	343	-1	1	0
110615.1	2	2	33	10	12	343	-1	1	0
110615.1	2	2	33	10	13	343	-1	1	0
110615.1	2	2	33	10	14	343	-1	1	0
110615.1	2	2	33	10	15	343	-1	1	0
110615.1	2	2	33	11	1	349	1	1	0
110615.1	2	2	33	11	2	349	0	1	0
110615.1	2	2	33	11	3	349	-1	1	0
110615.1	2	2	33	11	4	349	-1	1	0
110615.1	2	2	33	11	5	349	-1	1	0
110615.1	2	2	33	11	6	349	-1	1	0
110615.1	2	2	33	11	7	349	-1	1	0
110615.1	2	2	33	12	1	355	1	1	0
110615.1	2	2	33	12	2	355	1	1	0
110615.1	2	2	33	12	3	355	1	1	0
110615.1	2	2	33	12	4	355	0	1	0
