* Dictionary *
session:	session #
period:	period #
round:	round # within the period
id:		id #
position:	position in the network; 1:=s1, 2:=s2, 3:=b1, 4:=s3, 5:=s4, 6:=b2, 7:=b3
vote:		= 1 if the subjected accepted the best offer received, i.e. offer_1
by:		position of subject whose offer is accepted
payoff:	payoff in that round
V:		= 1 if subject is part of the V network, = 0 o/w
X:		= 1 if subject is part of the |X| network, = 0 o/w
N:		= 1 if subject is part of the N network, = 0 o/w
amount:	amount to be divided
offer:	amount offered
offer_1:	best offer received
offer_2:	second best offer received
offer_3:	worst offer received
accepted:	= 1 if offer was accepted, = 0 o/w
link_bt:	= 1 if there is a link from the bottom of the V (b1) to the top of the |X| or the N (s3), 0 o/w
link_tb:	= 1 if there is a link from the top of the V (s2) to the bottom of the |X| or the N (b2), 0 o/w
* Note that 10 observations from 5 periods have been changed after publication of the paper. These were recording mistakes.
**************

session	period	round	id	position	vote	by	payoff	V	X	N	amount	offer	offer_1	offer_2	offer_3	accepted	link_bt	link_tb
8	8	1	52	5			1250	0	0	1	2500	1250				1	1	0
8	8	1	54	6	0		0	0	0	1	2500		700			0	1	0
8	8	1	51	7	1	5	1250	0	0	1	2500		1250	700			1	0
8	8	2	56	4	0		0	0	0	1	2400		1100			0	1	0
8	8	2	54	6			0	0	0	1	2400	1100				0	1	0
8	8	3	56	4			0	0	0	1	2300	1000				0	1	0
8	8	3	54	6	0		0	0	0	1	2300		1000			0	1	0
8	8	4	56	4	0		0	0	0	1	2200		1000			0	1	0
8	8	4	54	6			0	0	0	1	2200	1000				0	1	0
8	8	5	56	4			200	0	0	1	2100	400				0	1	0
8	8	5	54	6	0		200	0	0	1	2100		400			0	1	0
8	9	1	53	1			500	1	0	0	2500	2000				1	1	0
8	9	1	55	2			200	1	0	0	2500	1950				0	1	0
8	9	1	50	3	1	1	2000	1	0	0	2500		2000	1950	1000		1	0
8	9	1	52	4			0	0	0	1	2500	1000				0	1	0
8	9	1	51	5			1300	0	0	1	2500	1200				1	1	0
8	9	1	56	6	0		0	0	0	1	2500		1000			0	1	0
8	9	1	54	7	1	5	1200	0	0	1	2500		1200	1000			1	0
8	9	2	52	4	0		0	0	0	1	2400		500			0	1	0
8	9	2	56	6			0	0	0	1	2400	500				0	1	0
8	9	3	52	4			0	0	0	1	2300	1000				0	1	0
8	9	3	56	6	0		0	0	0	1	2300		1000			0	1	0
8	9	4	52	4	0		0	0	0	1	2200		300			0	1	0
8	9	4	56	6			0	0	0	1	2200	300				0	1	0
8	9	5	52	4			0	0	0	1	2100	1049				0	1	0
8	9	5	56	6	0		0	0	0	1	2100		1049			0	1	0
8	9	6	52	4	0		200	0	0	1	2000		300			0	1	0
8	9	6	56	6			200	0	0	1	2000	300				0	1	0
8	10	1	55	1			400	1	0	0	2500	2100				1	1	0
8	10	1	50	2			200	1	0	0	2500	2000				0	1	0
8	10	1	53	3	1	1	2100	1	0	0	2500		2100	2000	1000		1	0
8	10	1	51	4			1500	0	0	1	2500	1000				1	1	0
8	10	1	54	5			0	0	0	1	2500	700				0	1	0
8	10	1	52	6	1	4	1000	0	0	1	2500		1000				1	0
8	10	1	56	7	1	4	0	0	0	1	2500		1000	700			1	0
8	10	2	54	5	1	7	1200	0	0	1	2400		1200				1	0
8	10	2	56	7			1200	0	0	1	2400	1200				1	1	0
9	1	1	57	1			200	1	0	0	2500	1250				0	0	0
9	1	1	60	2			1200	1	0	0	2500	1300				1	0	0
9	1	1	62	3	1	2	1300	1	0	0	2500		1300	1250			0	0
9	1	1	58	4			1300	0	0	1	2500	1200				1	0	0
9	1	1	59	5			1200	0	0	1	2500	1300				1	0	0
9	1	1	61	6	1	4	1200	0	0	1	2500		1200				0	0
9	1	1	63	7	1	5	1300	0	0	1	2500		1300	1200			0	0
9	2	1	62	1			200	1	0	0	2500	1400				0	0	0
9	2	1	57	2			1100	1	0	0	2500	1400				1	0	0
9	2	1	60	3	1	2	1400	1	0	0	2500		1400	1400			0	0
9	2	1	61	4			1200	0	0	1	2500	1300				1	0	0
9	2	1	63	5			1200	0	0	1	2500	1300				1	0	0
9	2	1	58	6	1	4	1300	0	0	1	2500		1300				0	0
9	2	1	59	7	1	5	1300	0	0	1	2500		1300	1300			0	0
9	3	1	60	1			800	1	0	0	2500	1700				1	0	0
9	3	1	62	2			200	1	0	0	2500	1600				0	0	0
9	3	1	57	3	1	1	1700	1	0	0	2500		1700	1600			0	0
9	3	1	59	4			1500	0	0	1	2500	1000				1	0	0
9	3	1	58	5			1100	0	0	1	2500	1400				1	0	0
9	3	1	63	6	1	4	1000	0	0	1	2500		1000				0	0
9	3	1	61	7	1	5	1400	0	0	1	2500		1400	1000			0	0
9	4	1	62	1			500	1	0	0	2500	2000				1	0	0
9	4	1	57	2			200	1	0	0	2500	1600				0	0	0
9	4	1	60	3	1	1	2000	1	0	0	2500		2000	1600			0	0
9	4	1	63	4			0	0	0	1	2500	500				0	0	0
9	4	1	61	5			1100	0	0	1	2500	1400				1	0	0
9	4	1	58	6	0		0	0	0	1	2500		500			0	0	0
9	4	1	59	7	1	5	1400	0	0	1	2500		1400	500			0	0
9	4	2	63	4	1	7	1300	0	0	1	2400		1300				0	0
9	4	2	58	6			1100	0	0	1	2400	1300				0	0	0
9	5	1	60	1			200	1	0	0	2500	1750				0	1	0
9	5	1	62	2			500	1	0	0	2500	2000				1	1	0
9	5	1	57	3	1	2	2000	1	0	0	2500		2000	1750	1100		1	0
9	5	1	61	4			0	0	0	1	2500	1100				0	1	0
9	5	1	63	5			1200	0	0	1	2500	1300				1	1	0
9	5	1	59	6	0		0	0	0	1	2500		1100			0	1	0
9	5	1	58	7	1	5	1300	0	0	1	2500		1300	1100			1	0
9	5	2	61	4	1	6	1000	0	0	1	2400		1000				1	0
9	5	2	59	6			1400	0	0	1	2400	1000				1	1	0
9	6	1	57	1			500	1	0	0	2500	2000				1	1	0
9	6	1	60	2			200	1	0	0	2500	2010				0	1	0
9	6	1	62	3	1	1	2000	1	0	0	2500		2010	2000	1100		1	0
9	6	1	63	4			0	0	0	1	2500	1100				0	1	0
9	6	1	58	5			1200	0	0	1	2500	1300				1	1	0
9	6	1	61	6	0		0	0	0	1	2500		1100			0	1	0
9	6	1	59	7	1	5	1300	0	0	1	2500		1300	1100			1	0
9	6	2	63	4	1	6	1200	0	0	1	2400		1200				1	0
9	6	2	61	6			1200	0	0	1	2400	1200				1	1	0
9	7	1	62	1			400	1	0	0	2500	2100				1	1	0
9	7	1	57	2			200	1	0	0	2500	2100				0	1	0
9	7	1	60	3	1	1	2100	1	0	0	2500		2100	2100			1	0
9	7	1	61	5			1200	0	0	1	2500	1300				1	1	0
9	7	1	58	6	1	4	1200	0	0	1	2500						1	0
9	7	1	63	7	1	5	1300	0	0	1	2500		1300				1	0
9	8	1	57	1			400	1	0	0	2500	2100				1	1	0
9	8	1	60	2			200	1	0	0	2500	100				0	1	0
9	8	1	62	3	1	1	2100	1	0	0	2500		2100	1200	100		1	0
9	8	1	63	4			1300	0	0	1	2500	1200				1	1	0
9	8	1	59	5			1300	0	0	1	2500	1200				1	1	0
9	8	1	61	6	1	4	1200	0	0	1	2500		1200				1	0
9	8	1	58	7	1	5	1200	0	0	1	2500		1200	1200			1	0
9	9	1	60	1			400	1	0	0	2500	2100				1	1	0
9	9	1	62	2			200	1	0	0	2500	2100				0	1	0
9	9	1	57	3	1	1	2100	1	0	0	2500		2100	2100	2100		1	0
9	9	1	59	4			1300	0	0	1	2500	2100				1	1	0
9	9	1	58	5			1300	0	0	1	2500	1200				1	1	0
9	9	1	63	6	1	4	2100	0	0	1	2500		2100				1	0
9	9	1	61	7	1	5	1200	0	0	1	2500		2100	1200			1	0
9	10	1	62	1			300	1	0	0	2500	2200				1	1	0
9	10	1	57	2			200	1	0	0	2500	2100				0	1	0
9	10	1	60	3	1	1	2200	1	0	0	2500		2200	2100	1200		1	0
9	10	1	58	4			1300	0	0	1	2500	1200				1	1	0
9	10	1	61	5			1300	0	0	1	2500	1200				1	1	0
9	10	1	59	6	1	4	1200	0	0	1	2500		1200				1	0
9	10	1	63	7	1	5	1200	0	0	1	2500		1200	1200			1	0
10	1	1	64	1			1200	1	0	0	2500	1300				1	0	0
10	1	1	67	2			200	1	0	0	2500	1300				0	0	0
10	1	1	69	3	1	1	1300	1	0	0	2500		1300	1300			0	0
10	1	1	65	4			1050	0	0	1	2500	400				0	0	0
10	1	1	66	5			1250	0	0	1	2500	1250				1	0	0
10	1	1	68	6	0		1150	0	0	1	2500		400			0	0	0
10	1	1	70	7	1	5	1250	0	0	1	2500		1250	400			0	0
10	1	2	65	4	0		1050	0	0	1	2400		1000			0	0	0
10	1	3	65	4			1050	0	0	1	2300	1000				0	0	0
10	1	4	65	4	1	6	1050	0	0	1	2200		1050				0	0
10	2	1	69	1			1100	1	0	0	2500	1400				1	0	0
10	2	1	64	2			200	1	0	0	2500	1350				0	0	0
10	2	1	67	3	1	1	1400	1	0	0	2500		1400	1350			0	0
10	2	1	68	4			1300	0	0	1	2500	1200				1	0	0
10	2	1	70	5			1200	0	0	1	2500	1300				1	0	0
10	2	1	65	6	1	4	1200	0	0	1	2500		1200				0	0
10	2	1	66	7	1	5	1300	0	0	1	2500		1300	1200			0	0
10	3	1	67	1			1050	1	0	0	2500	1450				1	0	0
10	3	1	69	2			200	1	0	0	2500	1400				0	0	0
10	3	1	64	3	1	1	1450	1	0	0	2500		1450	1400			0	0
10	3	1	66	4			1250	0	0	1	2500	1250				1	0	0
10	3	1	65	5			1200	0	0	1	2500	1300				1	0	0
10	3	1	70	6	1	4	1250	0	0	1	2500		1250				0	0
10	3	1	68	7	1	5	1300	0	0	1	2500		1300	1250			0	0
10	4	1	69	1			900	1	0	0	2500	1600				1	0	0
10	4	1	64	2			200	1	0	0	2500	1500				0	0	0
10	4	1	67	3	1	1	1600	1	0	0	2500		1600	1500			0	0
10	4	1	70	4			0	0	0	1	2500	1225				0	0	0
10	4	1	68	5			1200	0	0	1	2500	1300				1	0	0
10	4	1	65	6	0		0	0	0	1	2500		1225			0	0	0
10	4	1	66	7	1	5	1300	0	0	1	2500		1300	1225			0	0
10	4	2	70	4	0		0	0	0	1	2400		1100			0	0	0
10	4	2	65	6			0	0	0	1	2400	1100				0	0	0
10	4	3	70	4			1150	0	0	1	2300	1150				0	0	0
10	4	3	65	6	1	6	1150	0	0	1	2300		1150				0	0
10	5	1	67	1			200	1	0	0	2500	1675				0	1	0
10	5	1	69	2			825	1	0	0	2500	1675				0	1	0
10	5	1	68	4			1300	0	0	1	2500	1200				1	1	0
10	5	1	70	5			1200	0	0	1	2500	1300				1	1	0
10	5	1	66	6	1	4	1200	0	0	1	2500		1200				1	0
10	5	1	65	7	1	5	1300	0	0	1	2500		1300	1200			1	0
10	6	1	64	1			200	1	0	0	2500	1800				0	1	0
10	6	1	67	2			675	1	0	0	2500	1825				1	1	0
10	6	1	69	3	1	2	1825	1	0	0	2500		1825	1800	1200		1	0
10	6	1	70	4			1300	0	0	1	2500	1200				1	1	0
10	6	1	65	5			1150	0	0	1	2500	1350				1	1	0
10	6	1	68	6	1	4	1200	0	0	1	2500		1200				1	0
10	6	1	66	7	1	5	1350	0	0	1	2500		1350	1200			1	0
10	7	1	69	1			475	1	0	0	2500	2025				1	1	0
10	7	1	64	2			200	1	0	0	2500	2000				0	1	0
10	7	1	67	3	1	1	2025	1	0	0	2500		2025	2000	1250		1	0
10	7	1	66	4			1250	0	0	1	2500	1250				1	1	0
10	7	1	68	5			1250	0	0	1	2500	1250				1	1	0
10	7	1	65	6	1	4	1250	0	0	1	2500		1250				1	0
10	7	1	70	7	1	5	1250	0	0	1	2500		1250	1250			1	0
10	8	1	64	1			250	1	0	0	2500	2250				1	1	0
10	8	1	67	2			200	1	0	0	2500	2085				0	1	0
10	8	1	69	3	1	1	2250	1	0	0	2500		2250	2085	1200		1	0
10	8	1	70	4			1300	0	0	1	2500	1200				1	1	0
10	8	1	66	5			1250	0	0	1	2500	1250				1	1	0
10	8	1	68	6	1	4	1200	0	0	1	2500		1200				1	0
10	8	1	65	7	1	5	1250	0	0	1	2500		1250	1200			1	0
10	9	1	67	1			200	1	0	0	2500	2225				0	1	0
10	9	1	69	2			250	1	0	0	2500	2250				1	1	0
10	9	1	64	3	1	2	2250	1	0	0	2500		2250	2225	1250		1	0
10	9	1	66	4			1250	0	0	1	2500	1250				1	1	0
10	9	1	65	5			1250	0	0	1	2500	1250				1	1	0
10	9	1	70	6	1	4	1250	0	0	1	2500		1250				1	0
10	9	1	68	7	1	5	1250	0	0	1	2500		1250	1250			1	0
10	10	1	69	1			250	1	0	0	2500	2250				1	1	0
10	10	1	64	2			200	1	0	0	2500	2050				0	1	0
10	10	1	67	3	1	1	2250	1	0	0	2500		2250	2050	1100		1	0
10	10	1	65	4			1400	0	0	1	2500	1100				1	1	0
10	10	1	68	5			1250	0	0	1	2500	1250				1	1	0
10	10	1	66	6	1	4	1100	0	0	1	2500		1100				1	0
10	10	1	70	7	1	5	1250	0	0	1	2500		1250	1100			1	0
11	1	1	71	1			200	1	0	0	2500	1300				0	0	0
11	1	1	74	2			1000	1	0	0	2500	1500				1	0	0
11	1	1	76	3	1	2	1500	1	0	0	2500		1500	1300			0	0
11	1	1	72	4			1250	0	0	1	2500	1250				1	0	0
11	1	1	73	5			0	0	0	1	2500	1000				0	0	0
11	1	1	75	6	1	4	1250	0	0	1	2500		1250				0	0
11	1	1	77	7	1	4	0	0	0	1	2500		1250	1000			0	0
11	1	2	73	5	1	7	1200	0	0	1	2400		1200				0	0
11	1	2	77	7			1200	0	0	1	2400	1200				1	0	0
11	2	1	76	1			1100	1	0	0	2500	1400				1	0	0
11	2	1	71	2			200	1	0	0	2500	1400				0	0	0
11	2	1	74	3	1	1	1400	1	0	0	2500		1400	1400			0	0
11	2	1	75	4			1500	0	0	1	2500	1000				1	0	0
11	2	1	77	5			950	0	0	1	2500	1550				1	0	0
11	2	1	72	6	1	4	1000	0	0	1	2500		1000				0	0
11	2	1	73	7	1	5	1550	0	0	1	2500		1550	1000			0	0
11	3	1	74	1			1000	1	0	0	2500	1500				1	0	0
11	3	1	76	2			200	1	0	0	2500	1400				0	0	0
11	3	1	71	3	1	1	1500	1	0	0	2500		1500	1400			0	0
11	3	1	73	4			0	0	0	1	2500	1100				0	0	0
11	3	1	72	5			1300	0	0	1	2500	1200				1	0	0
11	3	1	77	6	0		0	0	0	1	2500		1100			0	0	0
11	3	1	75	7	1	5	1200	0	0	1	2500		1200	1100			0	0
11	3	2	73	4	1	6	1200	0	0	1	2400		1200				0	0
11	3	2	77	6			1200	0	0	1	2400	1200				1	0	0
11	4	1	76	1			1000	1	0	0	2500	1500				0	0	0
11	4	1	71	2			200	1	0	0	2500	1425				0	0	0
11	4	1	77	4			1250	0	0	1	2500	1250				1	0	0
11	4	1	75	5			200	0	0	1	2500	1200				0	0	0
11	4	1	72	6	1	4	200	0	0	1	2500		1250				0	0
11	4	1	73	7	1	4	1250	0	0	1	2500		1250	1200			0	0
11	5	1	74	1			200	1	0	0	2500	1500				0	1	0
11	5	1	76	2			800	1	0	0	2500	1700				1	1	0
11	5	1	71	3	1	2	1700	1	0	0	2500		1700	1500	800		1	0
11	5	1	75	4			0	0	0	1	2500	800				0	1	0
11	5	1	77	5			1250	0	0	1	2500	1250				1	1	0
11	5	1	73	6	0		0	0	0	1	2500		800			0	1	0
11	5	1	72	7	1	5	1250	0	0	1	2500		1250	800			1	0
11	5	2	75	4	1	6	1200	0	0	1	2400		1200				1	0
11	5	2	73	6			1200	0	0	1	2400	1200				1	1	0
11	6	1	71	1			200	1	0	0	2500	1505				0	1	0
11	6	1	74	2			900	1	0	0	2500	1600				1	1	0
11	6	1	76	3	1	2	1600	1	0	0	2500		1600	1505	1000		1	0
11	6	1	77	4			0	0	0	1	2500	1000				0	1	0
11	6	1	72	5			1300	0	0	1	2500	1200				1	1	0
11	6	1	75	6	0		0	0	0	1	2500		1000			0	1	0
11	6	1	73	7	1	5	1200	0	0	1	2500		1200	1000			1	0
11	6	2	77	4	1	6	1200	0	0	1	2400		1200				1	0
11	6	2	75	6			1200	0	0	1	2400	1200				1	1	0
11	7	1	76	1			800	1	0	0	2500	1700				1	1	0
11	7	1	71	2			200	1	0	0	2500	1700				0	1	0
11	7	1	74	3	1	1	1700	1	0	0	2500		1700	1700	1200		1	0
11	7	1	73	4			1300	0	0	1	2500	1200				1	1	0
11	7	1	75	5			1300	0	0	1	2500	1200				1	1	0
11	7	1	72	6	1	4	1200	0	0	1	2500		1200				1	0
11	7	1	77	7	1	5	1200	0	0	1	2500		1200	1200			1	0
11	8	1	71	1			650	1	0	0	2500	1850				1	1	0
11	8	1	74	2			200	1	0	0	2500	1700				0	1	0
11	8	1	76	3	1	1	1850	1	0	0	2500		1850	1700	1200		1	0
11	8	1	77	4			1300	0	0	1	2500	1200				1	1	0
11	8	1	73	5			1250	0	0	1	2500	1250				1	1	0
11	8	1	75	6	1	4	1200	0	0	1	2500		1200				1	0
11	8	1	72	7	1	5	1250	0	0	1	2500		1250	1200			1	0
11	9	1	74	1			200	1	0	0	2500	1750				0	1	0
11	9	1	76	2			750	1	0	0	2500	1750				1	1	0
11	9	1	71	3	1	2	1750	1	0	0	2500		1750	1750	1200		1	0
11	9	1	73	4			1300	0	0	1	2500	1200				1	1	0
11	9	1	72	5			1300	0	0	1	2500	1200				1	1	0
11	9	1	77	6	1	4	1200	0	0	1	2500		1200				1	0
11	9	1	75	7	1	5	1200	0	0	1	2500		1200	1200			1	0
11	10	1	76	1			200	1	0	0	2500	1750				0	1	0
11	10	1	71	2			675	1	0	0	2500	1825				1	1	0
11	10	1	74	3	1	2	1825	1	0	0	2500		1825	1750	1200		1	0
11	10	1	72	4			1300	0	0	1	2500	1200				1	1	0
11	10	1	75	5			1300	0	0	1	2500	1200				0	1	0
11	10	1	73	6	1	4	1200	0	0	1	2500		1200				1	0
11	10	1	77	7	1	4	1200	0	0	1	2500		1200	1200			1	0
12	1	1	78	1			1100	1	0	0	2500	1400				1	0	0
12	1	1	81	2			200	1	0	0	2500	1000				0	0	0
12	1	1	83	3	1	1	1400	1	0	0	2500		1400	1000			0	0
12	1	1	79	4			0	0	0	1	2500	1000				0	0	0
12	1	1	80	5			1250	0	0	1	2500	1250				1	0	0
12	1	1	82	6	0		0	0	0	1	2500		1000			0	0	0
12	1	1	84	7	1	5	1250	0	0	1	2500		1250	1000			0	0
12	1	2	79	4	1	6	1200	0	0	1	2400		1200				0	0
12	1	2	82	6			1200	0	0	1	2400	1200				1	0	0
12	2	1	83	1			0	1	0	0	2500	1300				0	0	0
12	2	1	78	2			0	1	0	0	2500	1500				0	0	0
12	2	1	81	3	0		0	1	0	0	2500		1500	1300		0	0	0
12	2	1	82	4			1250	0	0	1	2500	1250				1	0	0
12	2	1	84	5			1225	0	0	1	2500	1275				1	0	0
12	2	1	79	6	1	4	1250	0	0	1	2500		1250				0	0
12	2	1	80	7	1	5	1275	0	0	1	2500		1275	1250			0	0
12	2	2	83	1	0		200	1	0	0	2400		400			0	0	0
12	2	2	78	2	1	3	400	1	0	0	2400		400				0	0
12	2	2	81	3			2000	1	0	0	2400	400				1	0	0
12	3	1	81	1			0	1	0	0	2500	1600				0	0	0
12	3	1	83	2			0	1	0	0	2500	1600				0	0	0
12	3	1	78	3	0		0	1	0	0	2500		1600	1600		0	0	0
12	3	1	80	4			1300	0	0	1	2500	1200				1	0	0
12	3	1	79	5			1200	0	0	1	2500	1300				1	0	0
12	3	1	84	6	1	4	1200	0	0	1	2500		1200				0	0
12	3	1	82	7	1	5	1300	0	0	1	2500		1300	1200			0	0
12	3	2	81	1	1	3	500	1	0	0	2400		500				0	0
12	3	2	83	2	1	3	200	1	0	0	2400		500				0	0
12	3	2	78	3			1900	1	0	0	2400	500				1	0	0
12	4	1	83	1			600	1	0	0	2500	1900				1	0	0
12	4	1	78	2			200	1	0	0	2500	1700				0	0	0
12	4	1	81	3	1	1	1900	1	0	0	2500		1900	1700			0	0
12	4	1	84	4			0	0	0	1	2500	1200				0	0	0
12	4	1	82	5			1250	0	0	1	2500	1250				1	0	0
12	4	1	79	6	0		0	0	0	1	2500		1200			0	0	0
12	4	1	80	7	1	5	1250	0	0	1	2500		1250	1200			0	0
12	4	2	84	4	1	6	1150	0	0	1	2400		1150				0	0
12	4	2	79	6			1250	0	0	1	2400	1150				1	0	0
12	5	1	81	1			0	1	0	0	2500	1500				0	0	1
12	5	1	83	2			0	1	0	0	2500	1500				0	0	1
12	5	1	78	3	0		0	1	0	0	2500		1500	1500		0	0	1
12	5	1	82	4			0	0	0	1	2500	1200				0	0	1
12	5	1	84	5			0	0	0	1	2500	1400				0	0	1
12	5	1	80	6	0		0	0	0	1	2500		1500	1200		0	0	1
12	5	1	79	7	0		0	0	0	1	2500		1400	1200		0	0	1
12	5	2	81	1	0		0	1	0	0	2400		300			0	0	1
12	5	2	83	2	1	4	0	1	0	0	2400		650	300			0	1
12	5	2	78	3			0	1	0	0	2400	300				0	0	1
12	5	2	82	4	1	4	650	0	0	1	2400		650	500			0	1
12	5	2	84	5	0		0	0	0	1	2400		500			0	0	1
12	5	2	80	6			1750	0	0	1	2400	650				0	0	1
12	5	2	79	7			0	0	0	1	2400	500				0	0	1
12	5	3	81	1			500	1	0	0	2300	1800				1	0	1
12	5	3	83	2			200	1	0	0	2300	1700				0	0	1
12	5	3	78	3	1	1	1800	1	0	0	2300		1800	1700			0	1
12	5	3	84	5			0	0	0	1	2300	500				0	0	1
12	5	3	79	7	0		0	0	0	1	2300		500			0	0	1
12	5	4	84	5	0		0	0	0	1	2200		700			0	0	1
12	5	4	79	7			0	0	0	1	2200	700				0	0	1
12	5	5	84	5			0	0	0	1	2100	1050				0	0	1
12	5	5	79	7	0		0	0	0	1	2100		1050			0	0	1
12	5	6	84	5	0		200	0	0	1	2000		400			0	0	1
12	5	6	79	7			200	0	0	1	2000	400				0	0	1
12	6	1	78	1			0	1	0	0	2500	1800				0	0	1
12	6	1	81	2			1000	1	0	0	2500	1500				1	0	1
12	6	1	83	3	0		0	1	0	0	2500		1800	1500		0	0	1
12	6	1	84	4			950	0	0	1	2500	1550				1	0	1
12	6	1	79	5			200	0	0	1	2500	1300				0	0	1
12	6	1	82	6	1	2	1500	0	0	1	2500		1550	1500			0	1
12	6	1	80	7	1	4	1550	0	0	1	2500		1550	1300			0	1
12	6	2	78	1	0		0	1	0	0	2400		500			0	0	1
12	6	2	83	3			0	1	0	0	2400	500				0	0	1
12	6	3	78	1			0	1	0	0	2300	800				0	0	1
12	6	3	83	3	0		0	1	0	0	2300		800			0	0	1
12	6	4	78	1	1	3	1100	1	0	0	2200		1100				0	1
12	6	4	83	3			1100	1	0	0	2200	1100				1	0	1
12	7	1	83	1			700	1	0	0	2500	1800				1	0	1
12	7	1	78	2			0	1	0	0	2500	1300				0	0	1
12	7	1	81	3	1	1	1800	1	0	0	2500		1800	1300			0	1
12	7	1	80	4			0	0	0	1	2500	1250				0	0	1
12	7	1	82	5			0	0	0	1	2500	1500				0	0	1
12	7	1	79	6	0		0	0	0	1	2500		1300	1250		0	0	1
12	7	1	84	7	0		0	0	0	1	2500		1500	1250		0	0	1
12	7	2	78	2	1	6	600	1	0	0	2400		600				0	1
12	7	2	80	4	0		0	0	0	1	2400		600	500		0	0	1
12	7	2	82	5	0		0	0	0	1	2400		500			0	0	1
12	7	2	79	6			1800	0	0	1	2400	600				1	0	1
12	7	2	84	7			0	0	0	1	2400	500				0	0	1
12	7	3	80	4			750	0	0	1	2300	1550				1	0	1
12	7	3	82	5			200	0	0	1	2300	1300				0	0	1
12	7	3	84	7	1	4	1550	0	0	1	2300		1550	1300			0	1
12	8	1	78	1			0	1	0	0	2500	1500				0	0	1
12	8	1	81	2			0	1	0	0	2500	1500				0	0	1
12	8	1	83	3	0		0	1	0	0	2500		1500	1500		0	0	1
12	8	1	84	4			900	0	0	1	2500	1600				1	0	1
12	8	1	80	5			200	0	0	1	2500	1550				0	0	1
12	8	1	82	6	1	4	0	0	0	1	2500		1600	1500			0	1
12	8	1	79	7	1	4	1600	0	0	1	2500		1600	1550			0	1
12	8	2	78	1	1	3	1000	1	0	0	2400		1000				0	1
12	8	2	81	2	1	6	1200	1	0	0	2400		1200	1000			0	1
12	8	2	83	3			1400	1	0	0	2400	1000				1	0	1
12	8	2	82	6			1200	0	0	1	2400	1200				1	0	1
12	9	1	81	1			0	1	0	0	2500	1600				0	0	1
12	9	1	83	2			0	1	0	0	2500	1400				0	0	1
12	9	1	78	3	0		0	1	0	0	2500		1600	1400		0	0	1
12	9	1	80	4			0	0	0	1	2500	1300				0	0	1
12	9	1	79	5			900	0	0	1	2500	1600				1	0	1
12	9	1	84	6	0		0	0	0	1	2500		1400	1300		0	0	1
12	9	1	82	7	1	5	1600	0	0	1	2500		1600	1300			0	1
12	9	2	81	1	1	3	200	1	0	0	2400		600				0	1
12	9	2	83	2	1	3	600	1	0	0	2400		600	500			0	1
12	9	2	78	3			1800	1	0	0	2400	600				1	0	1
12	9	2	80	4	1	6	500	0	0	1	2400		500				0	1
12	9	2	84	6			1900	0	0	1	2400	500				1	0	1
13	1	1	85	1			1000	1	0	0	2500	1500				1	0	0
13	1	1	88	2			200	1	0	0	2500	1200				0	0	0
13	1	1	90	3	1	1	1500	1	0	0	2500		1500	1200			0	0
13	1	1	86	4			1250	0	0	1	2500	1250				1	0	0
13	1	1	87	5			200	0	0	1	2500	1200				0	0	0
13	1	1	89	6	0		200	0	0	1	2500		1250			0	0	0
13	1	1	91	7	1	4	1250	0	0	1	2500		1250	1200			0	0
13	2	1	90	1			200	1	0	0	2500	1250				0	0	0
13	2	1	85	2			1200	1	0	0	2500	1300				0	0	0
13	2	1	88	3	1	5	1300	1	0	0	2500		1300	1250			0	0
13	2	1	89	4			1250	0	0	1	2500	1250				1	0	0
13	2	1	91	5			1200	0	0	1	2500	1300				0	0	0
13	2	1	86	6	1	4	1250	0	0	1	2500		1250				0	0
13	2	1	87	7	1	2	1300	0	0	1	2500		1300	1250			0	0
13	3	1	88	1			0	1	0	0	2500	1300				0	0	0
13	3	1	90	2			0	1	0	0	2500	1500				0	0	0
13	3	1	85	3	0		0	1	0	0	2500		1500	1300		0	0	0
13	3	1	87	4			1000	0	0	1	2500	1500				1	0	0
13	3	1	86	5			1200	0	0	1	2500	1300				1	0	0
13	3	1	91	6	1	4	1500	0	0	1	2500		1500				0	0
13	3	1	89	7	1	5	1300	0	0	1	2500		1500	1300			0	0
13	3	2	88	1	0		200	1	0	0	2400		700			0	0	0
13	3	2	90	2	1	3	700	1	0	0	2400		700				0	0
13	3	2	85	3			1700	1	0	0	2400	700				1	0	0
13	4	1	90	1			200	1	0	0	2500	1500				0	0	0
13	4	1	85	2			900	1	0	0	2500	1600				1	0	0
13	4	1	88	3	1	2	1600	1	0	0	2500		1600	1500			0	0
13	4	1	91	4			1200	0	0	1	2500	1300				1	0	0
13	4	1	89	5			0	0	0	1	2500	1000				0	0	0
13	4	1	86	6	1	4	1300	0	0	1	2500		1300				0	0
13	4	1	87	7	1	4	0	0	0	1	2500		1300	1000			0	0
13	4	2	89	5	0		0	0	0	1	2400		1200			0	0	0
13	4	2	87	7			0	0	0	1	2400	1200				0	0	0
13	4	3	89	5			0	0	0	1	2300	800				0	0	0
13	4	3	87	7	0		0	0	0	1	2300		800			0	0	0
13	4	4	89	5	1	7	1200	0	0	1	2200		1200				0	0
13	4	4	87	7			1000	0	0	1	2200	1200				1	0	0
13	5	1	88	1			1100	1	0	0	2500	1400				1	0	1
13	5	1	90	2			1200	1	0	0	2500	1300				1	0	1
13	5	1	85	3	1	1	1400	1	0	0	2500		1400	1300			0	1
13	5	1	89	4			200	0	0	1	2500	1250				0	0	1
