* Dictionary *
session:	session #
period:	period #
round:	round # within the period
id:		id #
position:	position in the network; 1:=s1, 2:=s2, 3:=b1, 4:=s3, 5:=s4, 6:=b2, 7:=b3
vote:		= 1 if the subjected accepted the best offer received, i.e. offer_1
by:		position of subject whose offer is accepted
payoff:	payoff in that round
V:		= 1 if subject is part of the V network, = 0 o/w
X:		= 1 if subject is part of the |X| network, = 0 o/w
N:		= 1 if subject is part of the N network, = 0 o/w
amount:	amount to be divided
offer:	amount offered
offer_1:	best offer received
offer_2:	second best offer received
offer_3:	worst offer received
accepted:	= 1 if offer was accepted, = 0 o/w
link_bt:	= 1 if there is a link from the bottom of the V (b1) to the top of the |X| or the N (s3), 0 o/w
link_tb:	= 1 if there is a link from the top of the V (s2) to the bottom of the |X| or the N (b2), 0 o/w
* Note that 10 observations from 5 periods have been changed after publication of the paper. These were recording mistakes.
**************

session	period	round	id	position	vote	by	payoff	V	X	N	amount	offer	offer_1	offer_2	offer_3	accepted	link_bt	link_tb
4	6	1	22	1			650	1	0	0	2500	1850				1	0	1
4	6	1	25	2			1100	1	0	0	2500	1400				1	0	1
4	6	1	27	3	1	1	1850	1	0	0	2500		1850	1400			0	1
4	6	1	28	4			1200	0	1	0	2500	1300				1	0	1
4	6	1	23	5			200	0	1	0	2500	1200				0	0	1
4	6	1	26	6	1	2	1400	0	1	0	2500		1400	1300	1200		0	1
4	6	1	24	7	1	4	1300	0	1	0	2500		1300	1200			0	1
4	7	1	27	1			900	1	0	0	2500	1600				1	0	1
4	7	1	22	2			200	1	0	0	2500	1300				0	0	1
4	7	1	25	3	1	1	1600	1	0	0	2500		1600	1300			0	1
4	7	1	24	4			1100	0	1	0	2500	1400				1	0	1
4	7	1	26	5			1075	0	1	0	2500	1425				1	0	1
4	7	1	23	6	1	4	1400	0	1	0	2500		1425	1400	1300		0	1
4	7	1	28	7	1	5	1425	0	1	0	2500		1425	1400			0	1
4	8	1	22	1			1000	1	0	0	2500	1500				1	0	1
4	8	1	25	2			1000	1	0	0	2500	1500				1	0	1
4	8	1	27	3	1	1	1500	1	0	0	2500		1500	1500			0	1
4	8	1	28	4			1050	0	1	0	2500	1450				1	0	1
4	8	1	24	5			200	0	1	0	2500	1400				0	0	1
4	8	1	26	6	1	2	1500	0	1	0	2500		1500	1450	1400		0	1
4	8	1	23	7	1	4	1450	0	1	0	2500		1450	1400			0	1
4	9	1	25	1			800	1	0	0	2500	1700				1	0	1
4	9	1	27	2			1000	1	0	0	2500	1500				1	0	1
4	9	1	22	3	1	1	1700	1	0	0	2500		1700	1500			0	1
4	9	1	24	4			1000	0	1	0	2500	1500				1	0	1
4	9	1	23	5			200	0	1	0	2500	1300				0	0	1
4	9	1	28	6	1	2	1500	0	1	0	2500		1500	1500	1300		0	1
4	9	1	26	7	1	4	1500	0	1	0	2500		1500	1300			0	1
4	10	1	27	1			900	1	0	0	2500	1600				1	0	1
4	10	1	22	2			200	1	0	0	2500	1500				0	0	1
4	10	1	25	3	1	1	1600	1	0	0	2500		1600	1500			0	1
4	10	1	23	4			1000	0	1	0	2500	1500				0	0	1
4	10	1	26	5			1000	0	1	0	2500	1500				1	0	1
4	10	1	24	6	1	5	1500	0	1	0	2500		1500	1500	1500		0	1
4	10	1	28	7	1	5	1500	0	1	0	2500		1500	1500			0	1
5	1	1	29	1			1250	1	0	0	2500	1250				0	0	0
5	1	1	32	2			200	1	0	0	2500	1250				0	0	0
5	1	1	34	3	1	5	1250	1	0	0	2500		1250	1250			0	0
5	1	1	30	4			1250	0	1	0	2500	1250				1	0	0
5	1	1	31	5			1250	0	1	0	2500	1250				0	0	0
5	1	1	33	6	1	4	1250	0	1	0	2500		1250	1250			0	0
5	1	1	35	7	1	1	1250	0	1	0	2500		1250	1250			0	0
5	2	1	34	1			200	1	0	0	2500	1300				0	0	0
5	2	1	29	2			1200	1	0	0	2500	1300				1	0	0
5	2	1	32	3	1	2	1300	1	0	0	2500		1300	1300			0	0
5	2	1	33	4			1250	0	1	0	2500	1250				1	0	0
5	2	1	35	5			1250	0	1	0	2500	1250				1	0	0
5	2	1	30	6	1	4	1250	0	1	0	2500		1250	1250			0	0
5	2	1	31	7	1	5	1250	0	1	0	2500		1250	1250			0	0
5	3	1	32	1			200	1	0	0	2500	1350				0	0	0
5	3	1	34	2			1100	1	0	0	2500	1400				1	0	0
5	3	1	29	3	1	2	1400	1	0	0	2500		1400	1350			0	0
5	3	1	31	4			1250	0	1	0	2500	1250				1	0	0
5	3	1	30	5			0	0	1	0	2500	1200				0	0	0
5	3	1	35	6	1	4	1250	0	1	0	2500		1250	1200			0	0
5	3	1	33	7	0		0	0	1	0	2500		1250	1200		0	0	0
5	3	2	30	5	1	7	1200	0	1	0	2400		1200				0	0
5	3	2	33	7			1200	0	1	0	2400	1200				1	0	0
5	4	1	34	1			200	1	0	0	2500	1300				0	0	0
5	4	1	29	2			1100	1	0	0	2500	1400				1	0	0
5	4	1	32	3	1	2	1400	1	0	0	2500		1400	1300			0	0
5	4	1	35	4			1250	0	1	0	2500	1250				1	0	0
5	4	1	33	5			0	0	1	0	2500	1250				0	0	0
5	4	1	30	6	1	4	1250	0	1	0	2500		1250	1250			0	0
5	4	1	31	7	0		0	0	1	0	2500		1250	1250		0	0	0
5	4	2	33	5	0		0	0	1	0	2400		1100			0	0	0
5	4	2	31	7			0	0	1	0	2400	1100				0	0	0
5	4	3	33	5			0	0	1	0	2300	1150				0	0	0
5	4	3	31	7	0		0	0	1	0	2300		1150			0	0	0
5	4	4	33	5	0		0	0	1	0	2200		950			0	0	0
5	4	4	31	7			0	0	1	0	2200	950				0	0	0
5	4	5	33	5			1000	0	1	0	2100	1100				1	0	0
5	4	5	31	7	1	5	1100	0	1	0	2100		1100				0	0
5	5	1	32	1			1000	1	0	0	2500	1500				1	0	1
5	5	1	34	2			0	1	0	0	2500	1400				0	0	1
5	5	1	29	3	1	1	1500	1	0	0	2500		1500	1400			0	1
5	5	1	33	4			1200	0	1	0	2500	1300				1	0	1
5	5	1	35	5			0	0	1	0	2500	1250				0	0	1
5	5	1	31	6	1	4	0	0	1	0	2500		1400	1300	1250		0	1
5	5	1	30	7	1	4	1300	0	1	0	2500		1300	1250			0	1
5	5	2	34	2	1	6	200	1	0	0	2400		1100				0	1
5	5	2	35	5	1	6	1100	0	1	0	2400		1100				0	1
5	5	2	31	6			1300	0	1	0	2400	1100				1	0	1
5	6	1	29	1			200	1	0	0	2500	1400				0	0	1
5	6	1	32	2			1000	1	0	0	2500	1500				1	0	1
5	6	1	34	3	1	2	1500	1	0	0	2500		1500	1400			0	1
5	6	1	35	4			0	0	1	0	2500	1350				0	0	1
5	6	1	30	5			1200	0	1	0	2500	1300				1	0	1
5	6	1	33	6	1	5	1300	0	1	0	2500		1500	1350	1300		0	1
5	6	1	31	7	0		0	0	1	0	2500		1350	1300		0	0	1
5	6	2	35	4	0		0	0	1	0	2400		1000			0	0	1
5	6	2	31	7			0	0	1	0	2400	1000				0	0	1
5	6	3	35	4			0	0	1	0	2300	1150				0	0	1
5	6	3	31	7	0		0	0	1	0	2300		1150			0	0	1
5	6	4	35	4	0		0	0	1	0	2200		700			0	0	1
5	6	4	31	7			0	0	1	0	2200	700				0	0	1
5	6	5	35	4			0	0	1	0	2100	1050				0	0	1
5	6	5	31	7	0		0	0	1	0	2100		1050			0	0	1
5	6	6	35	4	0		200	0	1	0	2000		300			0	0	1
5	6	6	31	7			200	0	1	0	2000	300				0	0	1
5	7	1	34	1			1000	1	0	0	2500	1500				1	0	1
5	7	1	29	2			1100	1	0	0	2500	1400				1	0	1
5	7	1	32	3	1	1	1500	1	0	0	2500		1500	1400			0	1
5	7	1	31	4			200	0	1	0	2500	1250				0	0	1
5	7	1	33	5			1000	0	1	0	2500	1500				1	0	1
5	7	1	30	6	1	2	1400	0	1	0	2500		1500	1400	1250		0	1
5	7	1	35	7	1	5	1500	0	1	0	2500		1500	1250			0	1
5	8	1	29	1			1000	1	0	0	2500	1500				1	0	1
5	8	1	32	2			0	1	0	0	2500	1525				0	0	1
5	8	1	34	3	1	1	1500	1	0	0	2500		1525	1500			0	1
5	8	1	35	4			1100	0	1	0	2500	1400				1	0	1
5	8	1	31	5			0	0	1	0	2500	1300				0	0	1
5	8	1	33	6	1	4	0	0	1	0	2500		1525	1400	1300		0	1
5	8	1	30	7	1	4	1400	0	1	0	2500		1400	1300			0	1
5	8	2	32	2	1	6	1200	1	0	0	2400		1200				0	1
5	8	2	31	5	0		200	0	1	0	2400		1200			0	0	1
5	8	2	33	6			1200	0	1	0	2400	1200				1	0	1
5	9	1	32	1			1000	1	0	0	2500	1500				1	0	1
5	9	1	34	2			1000	1	0	0	2500	1500				1	0	1
5	9	1	29	3	1	1	1500	1	0	0	2500		1500	1500			0	1
5	9	1	31	4			200	0	1	0	2500	1400				0	0	1
5	9	1	30	5			1200	0	1	0	2500	1300				1	0	1
5	9	1	35	6	1	2	1500	0	1	0	2500		1500	1400	1300		0	1
5	9	1	33	7	1	5	1300	0	1	0	2500		1400	1300			0	1
5	10	1	34	1			1000	1	0	0	2500	1500				1	0	1
5	10	1	29	2			975	1	0	0	2500	1525				1	0	1
5	10	1	32	3	1	1	1500	1	0	0	2500		1525	1500			0	1
5	10	1	30	4			200	0	1	0	2500	1400				0	0	1
5	10	1	33	5			1100	0	1	0	2500	1400				1	0	1
5	10	1	31	6	1	2	1525	0	1	0	2500		1525	1400	1400		0	1
5	10	1	35	7	1	5	1400	0	1	0	2500		1400	1400			0	1
6	1	1	36	1			200	1	0	0	2500	1000				0	0	0
6	1	1	39	2			1200	1	0	0	2500	1300				1	0	0
6	1	1	41	3	1	2	1300	1	0	0	2500		1300	1000			0	0
6	1	1	37	4			1250	0	1	0	2500	1250				1	0	0
6	1	1	38	5			0	0	1	0	2500	1250				0	0	0
6	1	1	40	6	1	4	0	0	1	0	2500		1250	1250			0	0
6	1	1	42	7	1	4	1250	0	1	0	2500		1250	1250			0	0
6	1	2	38	5	1	6	1200	0	1	0	2400		1200				0	0
6	1	2	40	6			1200	0	1	0	2400	1200				1	0	0
6	2	1	41	1			0	1	0	0	2500	1250				0	0	0
6	2	1	36	2			0	1	0	0	2500	1250				0	0	0
6	2	1	39	3	0		0	1	0	0	2500		1250	1250		0	0	0
6	2	1	40	4			1250	0	1	0	2500	1250				1	0	0
6	2	1	42	5			0	0	1	0	2500	1200				0	0	0
6	2	1	37	6	1	4	1250	0	1	0	2500		1250	1200			0	0
6	2	1	38	7	1	4	0	0	1	0	2500		1250	1200			0	0
6	2	2	41	1	1	3	200	1	0	0	2400		1000				0	0
6	2	2	36	2	1	3	1000	1	0	0	2400		1000				0	0
6	2	2	39	3			1400	1	0	0	2400	1000				1	0	0
6	2	2	42	5	1	7	1100	0	1	0	2400		1100				0	0
6	2	2	38	7			1300	0	1	0	2400	1100				1	0	0
6	3	1	39	1			1100	1	0	0	2500	1400				1	0	0
6	3	1	41	2			200	1	0	0	2500	1300				0	0	0
6	3	1	36	3	1	1	1400	1	0	0	2500		1400	1300			0	0
6	3	1	38	4			1250	0	1	0	2500	1250				1	0	0
6	3	1	37	5			1250	0	1	0	2500	1250				1	0	0
6	3	1	42	6	1	4	1250	0	1	0	2500		1250	1250			0	0
6	3	1	40	7	1	5	1250	0	1	0	2500		1250	1250			0	0
6	4	1	41	1			1000	1	0	0	2500	1500				1	0	0
6	4	1	36	2			200	1	0	0	2500	1300				0	0	0
6	4	1	39	3	1	1	1500	1	0	0	2500		1500	1300			0	0
6	4	1	42	4			0	0	1	0	2500	1200				0	0	0
6	4	1	40	5			1300	0	1	0	2500	1200				1	0	0
6	4	1	37	6	0		0	0	1	0	2500		1200	1200		0	0	0
6	4	1	38	7	1	5	1200	0	1	0	2500		1200	1200			0	0
6	4	2	42	4	0		0	0	1	0	2400		1100			0	0	0
6	4	2	37	6			0	0	1	0	2400	1100				0	0	0
6	4	3	42	4			0	0	1	0	2300	600				0	0	0
6	4	3	37	6	0		0	0	1	0	2300		600			0	0	0
6	4	4	37	6			0	0	1	0	2200	500				0	0	0
6	4	5	42	4			200	0	1	0	2100	400				0	0	0
6	4	5	37	6	0		200	0	1	0	2100		400			0	0	0
6	5	1	39	1			1100	1	0	0	2500	1400				1	0	1
6	5	1	41	2			1100	1	0	0	2500	1400				1	0	1
6	5	1	36	3	1	1	1400	1	0	0	2500		1400	1400			0	1
6	5	1	40	4			1250	0	1	0	2500	1250				1	0	1
6	5	1	42	5			200	0	1	0	2500	1100				0	0	1
6	5	1	38	6	1	2	1400	0	1	0	2500		1400	1250	1100		0	1
6	5	1	37	7	1	4	1250	0	1	0	2500		1250	1100			0	1
6	6	1	36	1			1100	1	0	0	2500	1400				0	0	1
6	6	1	39	2			1150	1	0	0	2500	1350				1	0	1
6	6	1	41	3	1	1	1400	1	0	0	2500		1400	1350			0	1
6	6	1	42	4			1250	0	1	0	2500	1250				0	0	1
6	6	1	37	5			200	0	1	0	2500	1300				1	0	1
6	6	1	40	6	1	2	1350	0	1	0	2500		1350	1300	1250		0	1
6	6	1	38	7	1	5	1250	0	1	0	2500		1300	1250			0	1
6	7	1	41	1			0	1	0	0	2500	1350				0	0	1
6	7	1	36	2			0	1	0	0	2500	1300				0	0	1
6	7	1	39	3	0		0	1	0	0	2500		1350	1300		0	0	1
6	7	1	38	4			1100	0	1	0	2500	1400				1	0	1
6	7	1	40	5			0	0	1	0	2500	1400				0	0	1
6	7	1	37	6	1	4	1400	0	1	0	2500		1400	1400	1300		0	1
6	7	1	42	7	0		0	0	1	0	2500		1400	1400		0	0	1
6	7	2	41	1	0		200	1	0	0	2400		900			0	0	1
6	7	2	36	2	1	2	900	1	0	0	2400		900				0	1
6	7	2	39	3			1500	1	0	0	2400	900				0	0	1
6	7	2	40	5	0		0	0	1	0	2400		700			0	0	1
6	7	2	42	7			0	0	1	0	2400	700				0	0	1
6	7	3	40	5			1150	0	1	0	2300	1150				1	0	1
6	7	3	42	7	1	5	1150	0	1	0	2300		1150				0	1
6	8	1	36	1			1100	1	0	0	2500	1400				1	0	1
6	8	1	39	2			1100	1	0	0	2500	1400				1	0	1
6	8	1	41	3	1	1	1400	1	0	0	2500		1400	1400			0	1
6	8	1	42	4			200	0	1	0	2500	1250				0	0	1
6	8	1	38	5			1100	0	1	0	2500	1400				1	0	1
6	8	1	40	6	1	2	1400	0	1	0	2500		1400	1400	1250		0	1
6	8	1	37	7	1	5	1400	0	1	0	2500		1400	1250			0	1
6	9	1	39	1			1100	1	0	0	2500	1400				1	0	1
6	9	1	41	2			200	1	0	0	2500	1300				0	0	1
6	9	1	36	3	1	1	1400	1	0	0	2500		1400	1300			0	1
6	9	1	38	4			1050	0	1	0	2500	1450				1	0	1
6	9	1	37	5			1100	0	1	0	2500	1400				1	0	1
6	9	1	42	6	1	4	1450	0	1	0	2500		1450	1400	1300		0	1
6	9	1	40	7	1	5	1400	0	1	0	2500		1450	1400			0	1
6	10	1	41	1			0	1	0	0	2500	1400				0	0	1
6	10	1	36	2			0	1	0	0	2500	1400				0	0	1
6	10	1	39	3	0		0	1	0	0	2500		1400	1400		0	0	1
6	10	1	37	4			1100	0	1	0	2500	1400				1	0	1
6	10	1	40	5			0	0	1	0	2500	1450				0	0	1
6	10	1	38	6	0		0	0	1	0	2500		1450	1400	1400	0	0	1
6	10	1	42	7	1	4	1400	0	1	0	2500		1450	1400			0	1
6	10	2	41	1	1	3	200	1	0	0	2400		900				0	1
6	10	2	36	2	1	3	900	1	0	0	2400		900	500			0	1
6	10	2	39	3			1500	1	0	0	2400	900				1	0	1
6	10	2	40	5	0		0	0	1	0	2400		500			0	0	1
6	10	2	38	6			0	0	1	0	2400	500				0	0	1
6	10	3	40	5			1150	0	1	0	2300	1150				1	0	1
6	10	3	38	6	1	5	1150	0	1	0	2300		1150				0	1
7	1	1	43	1			1250	1	0	0	2500	1250				1	0	0
7	1	1	46	2			200	1	0	0	2500	1250				0	0	0
7	1	1	48	3	1	1	1250	1	0	0	2500		1250	1250			0	0
7	1	1	44	4			1200	0	1	0	2500	1300				1	0	0
7	1	1	45	5			0	0	1	0	2500	1000				0	0	0
7	1	1	47	6	1	4	1300	0	1	0	2500		1300	1000			0	0
7	1	1	49	7	1	4	0	0	1	0	2500		1300	1000			0	0
7	1	2	45	5	1	7	1200	0	1	0	2400		1200				0	0
7	1	2	49	7			1200	0	1	0	2400	1200				1	0	0
7	2	1	48	1			200	1	0	0	2500	1300				0	0	0
7	2	1	43	2			1200	1	0	0	2500	1300				1	0	0
7	2	1	46	3	1	2	1300	1	0	0	2500		1300	1300			0	0
7	2	1	47	4			1300	0	1	0	2500	1200				1	0	0
7	2	1	49	5			1250	0	1	0	2500	1250				1	0	0
7	2	1	44	6	1	5	1250	0	1	0	2500		1250	1200			0	0
7	2	1	45	7	1	4	1200	0	1	0	2500		1250	1200			0	0
7	3	1	46	1			200	1	0	0	2500	1250				0	0	0
7	3	1	48	2			1150	1	0	0	2500	1350				1	0	0
7	3	1	43	3	1	2	1350	1	0	0	2500		1350	1250			0	0
7	3	1	45	4			0	0	1	0	2500	1200				0	0	0
7	3	1	44	5			1300	0	1	0	2500	1200				1	0	0
7	3	1	49	6	0		0	0	1	0	2500		1200	1200		0	0	0
7	3	1	47	7	1	5	1200	0	1	0	2500		1200	1200			0	0
7	3	2	45	4	1	6	1200	0	1	0	2400		1200				0	0
7	3	2	49	6			1200	0	1	0	2400	1200				1	0	0
7	4	1	48	1			1150	1	0	0	2500	1350				1	0	0
7	4	1	43	2			200	1	0	0	2500	1350				0	0	0
7	4	1	46	3	1	1	1350	1	0	0	2500		1350	1350			0	0
7	4	1	49	4			1250	0	1	0	2500	1250				1	0	0
7	4	1	47	5			0	0	1	0	2500	1250				0	0	0
7	4	1	44	6	1	4	1250	0	1	0	2500		1250	1250			0	0
7	4	1	45	7	0		0	0	1	0	2500		1250	1250		0	0	0
7	4	2	47	5	0		0	0	1	0	2400		1100			0	0	0
7	4	2	45	7			0	0	1	0	2400	1100				0	0	0
7	4	3	47	5			0	0	1	0	2300	201				0	0	0
7	4	3	45	7	0		0	0	1	0	2300		201			0	0	0
7	4	4	47	5	1	7	1050	0	1	0	2200		1050				0	0
7	4	4	45	7			1150	0	1	0	2200	1050				1	0	0
7	5	1	46	1			1200	1	0	0	2500	1300				1	0	1
7	5	1	48	2			200	1	0	0	2500	1300				0	0	1
7	5	1	43	3	1	1	1300	1	0	0	2500		1300	1300			0	1
7	5	1	47	4			0	0	1	0	2500	1250				0	0	1
7	5	1	49	5			1200	0	1	0	2500	1200				1	0	1
7	5	1	45	6	1	5	1300	0	1	0	2500		1300	1250	1200		0	1
7	5	1	44	7	1	5	0	0	1	0	2500		1250	1200			0	1
7	5	2	47	4	1	7	1200	0	1	0	2400		1200				0	1
7	5	2	44	7			1200	0	1	0	2400	1200				1	0	1
7	6	1	43	1			1200	1	0	0	2500	1300				1	0	1
7	6	1	46	2			1200	1	0	0	2500	1300				1	0	1
7	6	1	48	3	1	1	1300	1	0	0	2500		1300	1300			0	1
7	6	1	49	4			1150	0	1	0	2500	1350				1	0	1
7	6	1	44	5			200	0	1	0	2500	1200				0	0	1
7	6	1	47	6	1	2	1300	0	1	0	2500		1350	1300	1200		0	1
7	6	1	45	7	1	4	1350	0	1	0	2500		1350	1200			0	1
7	7	1	48	1			1175	1	0	0	2500	1325				1	0	1
7	7	1	43	2			200	1	0	0	2500	1300				0	0	1
7	7	1	46	3	1	1	1325	1	0	0	2500		1325	1300			0	1
7	7	1	45	4			0	0	1	0	2500	1300				0	0	1
7	7	1	47	5			0	0	1	0	2500	1300				0	0	1
7	7	1	44	6	0		0	0	1	0	2500		1300	1300	1300	0	0	1
7	7	1	49	7	0		0	0	1	0	2500		1300	1300		0	0	1
7	7	2	43	2	0		200	1	0	0	2400		1000			0	0	1
7	7	2	45	4	0		0	0	1	0	2400		1000	500		0	0	1
7	7	2	47	5	1	6	1000	0	1	0	2400		1000	500			0	1
7	7	2	44	6			1400	0	1	0	2400	1000				1	0	1
7	7	2	49	7			0	0	1	0	2400	500				0	0	1
7	7	3	45	4			0	0	1	0	2300	1100				0	0	1
7	7	3	49	7	0		0	0	1	0	2300		1100			0	0	1
7	7	4	45	4	1	7	1100	0	1	0	2200		1100				0	1
7	7	4	49	7			1100	0	1	0	2200	1100				1	0	1
7	8	1	43	1			1150	1	0	0	2500	1350				1	0	1
7	8	1	46	2			200	1	0	0	2500	1250				0	0	1
7	8	1	48	3	1	1	1350	1	0	0	2500		1350	1250			0	1
7	8	1	49	4			1150	0	1	0	2500	1350				1	0	1
7	8	1	45	5			0	0	1	0	2500	1325				0	0	1
7	8	1	47	6	1	4	1350	0	1	0	2500		1350	1325	1250		0	1
7	8	1	44	7	1	4	0	0	1	0	2500		1350	1325			0	1
7	8	2	45	5	1	7	1200	0	1	0	2400		1200				0	1
7	8	2	44	7			1200	0	1	0	2400	1200				1	0	1
7	9	1	46	1			1150	1	0	0	2500	1350				1	0	1
7	9	1	48	2			0	1	0	0	2500	1300				0	0	1
7	9	1	43	3	1	1	1350	1	0	0	2500		1350	1300			0	1
7	9	1	45	4			0	0	1	0	2500	1350				0	0	1
7	9	1	44	5			1150	0	1	0	2500	1350				1	0	1
7	9	1	49	6	0		0	0	1	0	2500		1350	1350	1300	0	0	1
7	9	1	47	7	1	5	1350	0	1	0	2500		1350	1350			0	1
7	9	2	48	2	0		0	1	0	0	2400		500			0	0	1
7	9	2	45	4	0		0	0	1	0	2400		500			0	0	1
7	9	2	49	6			0	0	1	0	2400	500				0	0	1
7	9	3	48	2			0	1	0	0	2300	1200				0	0	1
7	9	3	45	4			0	0	1	0	2300	1200				0	0	1
7	9	3	49	6	0		0	0	1	0	2300		1200	1200		0	0	1
7	9	4	48	2	1	6	900	1	0	0	2200		900				0	1
7	9	4	45	4	0		200	0	1	0	2200		900			0	0	1
7	9	4	49	6			1300	0	1	0	2200	900				1	0	1
7	10	1	48	1			1125	1	0	0	2500	1375				1	0	1
7	10	1	43	2			200	1	0	0	2500	1350				0	0	1
7	10	1	46	3	1	1	1375	1	0	0	2500		1375	1350			0	1
7	10	1	44	4			0	0	1	0	2500	1350				0	0	1
7	10	1	47	5			1100	0	1	0	2500	1400				1	0	1
7	10	1	45	6	1	5	1400	0	1	0	2500		1400	1350	1350		0	1
7	10	1	49	7	1	5	0	0	1	0	2500		1400	1350			0	1
7	10	2	44	4	1	7	1200	0	1	0	2400		1200				0	1
7	10	2	49	7			1200	0	1	0	2400	1200				1	0	1
8	1	1	50	1			200	1	0	0	2500	1200				0	0	0
8	1	1	53	2			1250	1	0	0	2500	1250				1	0	0
8	1	1	55	3	1	2	1250	1	0	0	2500		1250	1200			0	0
8	1	1	51	4			1250	0	0	1	2500	1250				1	0	0
8	1	1	52	5			0	0	0	1	2500	1000				0	0	0
8	1	1	54	6	1	4	1250	0	0	1	2500		1250				0	0
8	1	1	56	7	1	4	0	0	0	1	2500		1250	1000			0	0
8	1	2	52	5	1	7	1300	0	0	1	2400		1300				0	0
8	1	2	56	7			1100	0	0	1	2400	1300				1	0	0
8	2	1	55	1			1250	1	0	0	2500	1250				1	0	0
8	2	1	50	2			200	1	0	0	2500	1250				0	0	0
8	2	1	53	3	1	1	1250	1	0	0	2500		1250	1250			0	0
8	2	1	54	4			1250	0	0	1	2500	1250				1	0	0
8	2	1	56	5			0	0	0	1	2500	300				0	0	0
8	2	1	51	6	1	4	1250	0	0	1	2500		1250				0	0
8	2	1	52	7	0		0	0	0	1	2500		1250	300		0	0	0
8	2	2	56	5	1	7	250	0	0	1	2400		250				0	0
8	2	2	52	7			2150	0	0	1	2400	250				1	0	0
8	3	1	53	1			1200	1	0	0	2500	1300				1	0	0
8	3	1	55	2			200	1	0	0	2500	1275				0	0	0
8	3	1	50	3	1	1	1300	1	0	0	2500		1300	1275			0	0
8	3	1	52	4			1250	0	0	1	2500	1250				1	0	0
8	3	1	51	5			0	0	0	1	2500	1000				0	0	0
8	3	1	56	6	1	4	1250	0	0	1	2500		1250				0	0
8	3	1	54	7	1	4	0	0	0	1	2500		1250	1000			0	0
8	3	2	51	5	1	7	1200	0	0	1	2400		1200				0	0
8	3	2	54	7			1200	0	0	1	2400	1200				1	0	0
8	4	1	55	1			1200	1	0	0	2500	1300				1	0	0
8	4	1	50	2			200	1	0	0	2500	1300				0	0	0
8	4	1	53	3	1	1	1300	1	0	0	2500		1300	1300			0	0
8	4	1	56	4			1700	0	0	1	2500	800				1	0	0
8	4	1	54	5			0	0	0	1	2500	500				0	0	0
8	4	1	51	6	0		0	0	0	1	2500		800			0	0	0
8	4	1	52	7	1	4	800	0	0	1	2500		800	500			0	0
8	4	2	54	5	0		0	0	0	1	2400					0	0	0
8	4	2	51	6			0	0	0	1	2400	700				0	0	0
8	4	3	54	5			0	0	0	1	2300	500				0	0	0
8	4	3	51	6	0		0	0	0	1	2300					0	0	0
8	4	4	54	5	0		0	0	0	1	2200					0	0	0
8	4	4	51	6			0	0	0	1	2200	700				0	0	0
8	4	5	54	5			0	0	0	1	2100	500				0	0	0
8	4	5	51	6	0		0	0	0	1	2100					0	0	0
8	4	6	54	5	0		200	0	0	1	2000					0	0	0
8	4	6	51	6			200	0	0	1	2000	500				0	0	0
8	5	1	53	1			1000	1	0	0	2500	1500				1	1	0
8	5	1	55	2			200	1	0	0	2500	1400				0	1	0
8	5	1	50	3	1	1	1500	1	0	0	2500		1500	1400	1000		1	0
8	5	1	54	4			1500	0	0	1	2500	1000				1	1	0
8	5	1	56	5			0	0	0	1	2500	600				0	1	0
8	5	1	52	6	1	4	1000	0	0	1	2500		1000				1	0
8	5	1	51	7	1	4	0	0	0	1	2500		1000	600			1	0
8	5	2	56	5	1	5	1100	0	0	1	2400		1100				1	0
8	5	2	51	7			1300	0	0	1	2400	1100				0	1	0
8	6	1	50	1			200	1	0	0	2500	1525				0	1	0
8	6	1	53	2			900	1	0	0	2500	1600				1	1	0
8	6	1	55	3	1	2	1600	1	0	0	2500		1600	1525	1000		1	0
8	6	1	56	4			0	0	0	1	2500	1000				0	1	0
8	6	1	51	5			0	0	0	1	2500	1000				0	1	0
8	6	1	54	6	0		0	0	0	1	2500		1000			0	1	0
8	6	1	52	7	0		0	0	0	1	2500		1000	1000		0	1	0
8	6	2	56	4	1	6	1300	0	0	1	2400		1300	1200			1	0
8	6	2	51	5	1	7	1200	0	0	1	2400		1200				1	0
8	6	2	54	6			1100	0	0	1	2400	1300				1	1	0
8	6	2	52	7			1200	0	0	1	2400	1200				1	1	0
8	7	1	55	1			800	1	0	0	2500	1700				1	1	0
8	7	1	50	2			200	1	0	0	2500	1700				0	1	0
8	7	1	53	3	1	1	1700	1	0	0	2500		1700	1700	500		1	0
8	7	1	52	4			0	0	0	1	2500	500				0	1	0
8	7	1	54	5			1200	0	0	1	2500	1300				1	1	0
8	7	1	51	6	0		0	0	0	1	2500		500			0	1	0
8	7	1	56	7	1	5	1300	0	0	1	2500		1300	500			1	0
8	7	2	52	4	0		0	0	0	1	2400		1000			0	1	0
8	7	2	51	6			0	0	0	1	2400	1000				0	1	0
8	7	3	52	4			0	0	0	1	2300	300				0	1	0
8	7	3	51	6	0		0	0	0	1	2300		300			0	1	0
8	7	4	52	4	0		0	0	0	1	2200		1000			0	1	0
8	7	4	51	6			0	0	0	1	2200	1000				0	1	0
8	7	5	52	4			1100	0	0	1	2100	1000				1	1	0
8	7	5	51	6	1	4	1000	0	0	1	2100		1000				1	0
8	8	1	50	1			675	1	0	0	2500	1825				1	1	0
8	8	1	53	2			200	1	0	0	2500	1750				0	1	0
8	8	1	55	3	1	1	1825	1	0	0	2500		1825	1750	700		1	0
8	8	1	56	4			0	0	0	1	2500	700				0	1	0
