* Dictionary *
Treatment:	= 1 if perfect, = 2 if public, = 3 if private
epsilon:	probability signal is incorrect in treatments 2 and 3 (see paper for details)
			= 0.1 in main treatments, = 0.2 in "high noise" treatments
session:    session #
random:     sessions with the same value of random had the same random termination sequence
id:         id #, constant through session
group:      identifies subjects that were grouped together for a supergame
supergame:  match #
round:      round #
coop:       = 1 if subject cooperated, = 0 o/w
ocoop:      coop of other in pair, = 0 o/w
signal: 	= 1 if send signal of cooperation; 0 if send signal of defection (equal coop in treatment 1)
osignal: 	signal of other in pair
lottery:	= 1 if high prize, = 0 if low prize, in lottery conditional on choices; set to 0 for treatments ~= 1
same:		= 1 for matches that were experienced in all sessions that shared the same random sequence, 0 o/w
			data analysis reported in the paper is conditional on same == 1
**************

treatment	epsilon	session	random	id	group	supergame	round	coop	ocoop	signal	osignal	lottery	same
"Private"	.1	12	3	201	1276	6	4	0	0	0	0		1
"Private"	.1	12	3	201	1276	6	5	0	1	0	1		1
"Private"	.1	12	3	201	1276	6	6	0	0	0	1		1
"Private"	.1	12	3	201	1276	6	7	0	0	0	1		1
"Private"	.1	12	3	201	1291	7	1	0	0	0	0		1
"Private"	.1	12	3	201	1291	7	2	0	0	0	0		1
"Private"	.1	12	3	201	1291	7	3	0	1	0	1		1
"Private"	.1	12	3	201	1301	8	1	1	0	1	1		1
"Private"	.1	12	3	201	1301	8	2	1	1	1	1		1
"Private"	.1	12	3	201	1301	8	3	0	0	0	0		1
"Private"	.1	12	3	201	1301	8	4	0	0	0	0		1
"Private"	.1	12	3	201	1301	8	5	0	0	0	0		1
"Private"	.1	12	3	201	1307	9	1	1	1	1	1		1
"Private"	.1	12	3	201	1317	10	1	1	0	1	0		1
"Private"	.1	12	3	201	1317	10	2	0	0	0	0		1
"Private"	.1	12	3	201	1317	10	3	0	0	0	0		1
"Private"	.1	12	3	201	1317	10	4	0	0	0	0		1
"Private"	.1	12	3	201	1317	10	5	0	0	0	0		1
"Private"	.1	12	3	201	1317	10	6	0	0	0	0		1
"Private"	.1	12	3	201	1317	10	7	0	0	0	0		1
"Private"	.1	12	3	201	1317	10	8	0	0	1	0		1
"Private"	.1	12	3	201	1317	10	9	0	0	0	0		1
"Private"	.1	12	3	201	1317	10	10	0	0	0	0		1
"Private"	.1	12	3	201	1317	10	11	0	0	0	0		1
"Private"	.1	12	3	201	1317	10	12	0	0	0	0		1
"Private"	.1	12	3	201	1317	10	13	0	0	1	0		1
"Private"	.1	12	3	201	1317	10	14	1	0	0	0		1
"Private"	.1	12	3	201	1317	10	15	0	0	0	0		1
"Private"	.1	12	3	201	1317	10	16	0	0	1	0		1
"Private"	.1	12	3	201	1317	10	17	0	0	0	0		1
"Private"	.1	12	3	201	1317	10	18	0	0	0	0		1
"Private"	.1	12	3	201	1317	10	19	1	0	1	0		1
"Private"	.1	12	3	201	1317	10	20	0	0	0	0		1
"Private"	.1	12	3	201	1317	10	21	0	0	0	0		1
"Private"	.1	12	3	201	1317	10	22	0	0	0	1		1
"Private"	.1	12	3	201	1317	10	23	0	0	0	0		1
"Private"	.1	12	3	201	1317	10	24	0	0	0	0		1
"Private"	.1	12	3	201	1317	10	25	0	0	0	0		1
"Private"	.1	12	3	201	1317	10	26	0	0	0	0		1
"Private"	.1	12	3	201	1317	10	27	0	0	0	0		1
"Private"	.1	12	3	201	1317	10	28	0	0	0	0		1
"Private"	.1	12	3	201	1327	11	1	1	1	1	1		1
"Private"	.1	12	3	201	1327	11	2	1	1	1	1		1
"Private"	.1	12	3	201	1327	11	3	0	1	0	1		1
"Private"	.1	12	3	201	1327	11	4	0	1	0	1		1
"Private"	.1	12	3	201	1327	11	5	0	0	1	1		1
"Private"	.1	12	3	201	1327	11	6	1	0	1	0		1
"Private"	.1	12	3	201	1327	11	7	1	0	1	0		1
"Private"	.1	12	3	201	1327	11	8	0	0	0	0		1
"Private"	.1	12	3	201	1327	11	9	0	0	0	0		1
"Private"	.1	12	3	201	1327	11	10	0	1	0	1		1
"Private"	.1	12	3	201	1327	11	11	1	0	1	0		1
"Private"	.1	12	3	201	1327	11	12	0	0	0	0		1
"Private"	.1	12	3	201	1327	11	13	0	1	0	0		1
"Private"	.1	12	3	201	1327	11	14	0	0	0	0		1
"Private"	.1	12	3	201	1327	11	15	0	0	0	0		1
"Private"	.1	12	3	201	1327	11	16	0	0	0	0		1
"Private"	.1	12	3	201	1327	11	17	0	0	0	0		1
"Private"	.1	12	3	201	1327	11	18	0	0	0	1		1
"Private"	.1	12	3	201	1327	11	19	0	0	0	0		1
"Private"	.1	12	3	201	1327	11	20	0	1	0	1		1
"Private"	.1	12	3	201	1327	11	21	1	0	1	1		1
"Private"	.1	12	3	201	1327	11	22	1	0	1	0		1
"Private"	.1	12	3	201	1327	11	23	0	1	0	1		1
"Private"	.1	12	3	201	1327	11	24	1	0	1	0		1
"Private"	.1	12	3	201	1327	11	25	0	0	0	0		1
"Private"	.1	12	3	201	1327	11	26	0	1	0	1		1
"Private"	.1	12	3	201	1327	11	27	0	0	0	0		1
"Private"	.1	12	3	201	1327	11	28	0	0	0	0		1
"Private"	.1	12	3	201	1327	11	29	0	0	1	0		1
"Private"	.1	12	3	201	1327	11	30	0	0	0	0		1
"Private"	.1	12	3	201	1327	11	31	0	0	0	0		1
"Private"	.1	12	3	201	1327	11	32	0	0	0	0		1
"Private"	.1	12	3	201	1327	11	33	0	0	0	0		1
"Private"	.1	12	3	201	1327	11	34	0	1	0	1		1
"Private"	.1	12	3	201	1327	11	35	1	0	1	0		1
"Private"	.1	12	3	201	1327	11	36	0	1	1	1		1
"Private"	.1	12	3	201	1327	11	37	0	1	0	1		1
"Private"	.1	12	3	202	1231	1	1	0	0	0	0		1
"Private"	.1	12	3	202	1231	1	2	0	1	0	1		1
"Private"	.1	12	3	202	1231	1	3	0	1	0	1		1
"Private"	.1	12	3	202	1231	1	4	0	0	0	0		1
"Private"	.1	12	3	202	1231	1	5	1	0	1	0		1
"Private"	.1	12	3	202	1231	1	6	0	0	0	0		1
"Private"	.1	12	3	202	1231	1	7	0	0	0	0		1
"Private"	.1	12	3	202	1241	2	1	1	0	1	0		1
"Private"	.1	12	3	202	1241	2	2	0	0	0	0		1
"Private"	.1	12	3	202	1241	2	3	0	0	0	0		1
"Private"	.1	12	3	202	1241	2	4	0	0	0	0		1
"Private"	.1	12	3	202	1241	2	5	1	0	1	0		1
"Private"	.1	12	3	202	1241	2	6	0	0	0	0		1
"Private"	.1	12	3	202	1241	2	7	0	0	0	0		1
"Private"	.1	12	3	202	1241	2	8	0	0	0	0		1
"Private"	.1	12	3	202	1241	2	9	1	0	1	0		1
"Private"	.1	12	3	202	1241	2	10	0	0	0	0		1
"Private"	.1	12	3	202	1251	3	1	1	1	1	1		1
"Private"	.1	12	3	202	1251	3	2	1	1	1	1		1
"Private"	.1	12	3	202	1251	3	3	1	1	0	1		1
"Private"	.1	12	3	202	1251	3	4	1	1	1	1		1
"Private"	.1	12	3	202	1251	3	5	1	0	1	0		1
"Private"	.1	12	3	202	1251	3	6	1	1	1	1		1
"Private"	.1	12	3	202	1251	3	7	1	1	1	1		1
"Private"	.1	12	3	202	1251	3	8	0	1	0	1		1
"Private"	.1	12	3	202	1251	3	9	1	1	1	1		1
"Private"	.1	12	3	202	1251	3	10	1	0	1	0		1
"Private"	.1	12	3	202	1251	3	11	1	1	1	1		1
"Private"	.1	12	3	202	1251	3	12	1	1	1	1		1
"Private"	.1	12	3	202	1251	3	13	0	0	0	0		1
"Private"	.1	12	3	202	1251	3	14	1	1	1	1		1
"Private"	.1	12	3	202	1251	3	15	0	1	0	1		1
"Private"	.1	12	3	202	1251	3	16	1	0	1	0		1
"Private"	.1	12	3	202	1251	3	17	1	0	1	0		1
"Private"	.1	12	3	202	1251	3	18	1	1	0	1		1
"Private"	.1	12	3	202	1251	3	19	1	1	1	1		1
"Private"	.1	12	3	202	1251	3	20	0	1	0	1		1
"Private"	.1	12	3	202	1251	3	21	1	0	1	1		1
"Private"	.1	12	3	202	1251	3	22	1	1	1	1		1
"Private"	.1	12	3	202	1251	3	23	1	1	1	1		1
"Private"	.1	12	3	202	1251	3	24	1	0	1	0		1
"Private"	.1	12	3	202	1251	3	25	0	1	0	1		1
"Private"	.1	12	3	202	1251	3	26	1	1	1	1		1
"Private"	.1	12	3	202	1251	3	27	1	1	1	1		1
"Private"	.1	12	3	202	1251	3	28	1	0	1	0		1
"Private"	.1	12	3	202	1251	3	29	1	0	1	0		1
"Private"	.1	12	3	202	1251	3	30	0	1	0	1		1
"Private"	.1	12	3	202	1251	3	31	1	0	1	1		1
"Private"	.1	12	3	202	1251	3	32	1	1	0	0		1
"Private"	.1	12	3	202	1251	3	33	1	1	1	1		1
"Private"	.1	12	3	202	1251	3	34	1	1	1	1		1
"Private"	.1	12	3	202	1251	3	35	0	1	1	1		1
"Private"	.1	12	3	202	1261	4	1	1	1	1	0		1
"Private"	.1	12	3	202	1269	5	1	1	1	1	1		1
"Private"	.1	12	3	202	1269	5	2	1	1	1	1		1
"Private"	.1	12	3	202	1269	5	3	1	1	1	1		1
"Private"	.1	12	3	202	1269	5	4	1	1	1	1		1
"Private"	.1	12	3	202	1269	5	5	1	1	0	1		1
"Private"	.1	12	3	202	1269	5	6	1	1	1	1		1
"Private"	.1	12	3	202	1269	5	7	1	1	1	1		1
"Private"	.1	12	3	202	1269	5	8	0	1	0	1		1
"Private"	.1	12	3	202	1269	5	9	1	1	1	1		1
"Private"	.1	12	3	202	1269	5	10	1	1	1	1		1
"Private"	.1	12	3	202	1269	5	11	1	1	1	1		1
"Private"	.1	12	3	202	1269	5	12	1	1	1	1		1
"Private"	.1	12	3	202	1269	5	13	1	1	1	1		1
"Private"	.1	12	3	202	1269	5	14	0	1	0	1		1
"Private"	.1	12	3	202	1269	5	15	1	1	1	1		1
"Private"	.1	12	3	202	1269	5	16	1	1	1	1		1
"Private"	.1	12	3	202	1269	5	17	1	1	1	1		1
"Private"	.1	12	3	202	1279	6	1	1	1	1	1		1
"Private"	.1	12	3	202	1279	6	2	1	1	1	1		1
"Private"	.1	12	3	202	1279	6	3	0	1	0	1		1
"Private"	.1	12	3	202	1279	6	4	1	1	1	1		1
"Private"	.1	12	3	202	1279	6	5	1	1	0	1		1
"Private"	.1	12	3	202	1279	6	6	1	1	1	0		1
"Private"	.1	12	3	202	1279	6	7	1	1	1	1		1
"Private"	.1	12	3	202	1290	7	1	1	1	1	1		1
"Private"	.1	12	3	202	1290	7	2	1	1	1	1		1
"Private"	.1	12	3	202	1290	7	3	1	1	1	1		1
"Private"	.1	12	3	202	1295	8	1	1	1	1	1		1
"Private"	.1	12	3	202	1295	8	2	1	1	1	0		1
"Private"	.1	12	3	202	1295	8	3	0	1	1	1		1
"Private"	.1	12	3	202	1295	8	4	1	1	1	1		1
"Private"	.1	12	3	202	1295	8	5	1	1	1	1		1
"Private"	.1	12	3	202	1310	9	1	1	0	1	1		1
"Private"	.1	12	3	202	1321	10	1	1	1	1	1		1
"Private"	.1	12	3	202	1321	10	2	1	1	1	1		1
"Private"	.1	12	3	202	1321	10	3	1	1	1	1		1
"Private"	.1	12	3	202	1321	10	4	0	1	0	1		1
"Private"	.1	12	3	202	1321	10	5	1	0	1	0		1
"Private"	.1	12	3	202	1321	10	6	1	1	1	1		1
"Private"	.1	12	3	202	1321	10	7	1	1	0	0		1
"Private"	.1	12	3	202	1321	10	8	1	0	1	0		1
"Private"	.1	12	3	202	1321	10	9	0	1	0	1		1
"Private"	.1	12	3	202	1321	10	10	1	1	1	1		1
"Private"	.1	12	3	202	1321	10	11	1	1	1	1		1
"Private"	.1	12	3	202	1321	10	12	1	1	1	1		1
"Private"	.1	12	3	202	1321	10	13	1	1	1	1		1
"Private"	.1	12	3	202	1321	10	14	0	1	0	1		1
"Private"	.1	12	3	202	1321	10	15	1	1	1	1		1
"Private"	.1	12	3	202	1321	10	16	1	1	0	1		1
"Private"	.1	12	3	202	1321	10	17	1	1	1	1		1
"Private"	.1	12	3	202	1321	10	18	1	1	1	1		1
"Private"	.1	12	3	202	1321	10	19	1	1	1	1		1
"Private"	.1	12	3	202	1321	10	20	0	1	0	1		1
"Private"	.1	12	3	202	1321	10	21	0	1	0	1		1
"Private"	.1	12	3	202	1321	10	22	1	1	1	0		1
"Private"	.1	12	3	202	1321	10	23	1	1	1	1		1
"Private"	.1	12	3	202	1321	10	24	1	1	1	1		1
"Private"	.1	12	3	202	1321	10	25	1	1	1	1		1
"Private"	.1	12	3	202	1321	10	26	1	1	1	1		1
"Private"	.1	12	3	202	1321	10	27	1	1	1	1		1
"Private"	.1	12	3	202	1321	10	28	1	1	1	1		1
"Private"	.1	12	3	202	1323	11	1	1	0	1	0		1
"Private"	.1	12	3	202	1323	11	2	1	0	1	0		1
"Private"	.1	12	3	202	1323	11	3	0	1	0	1		1
"Private"	.1	12	3	202	1323	11	4	1	1	1	1		1
"Private"	.1	12	3	202	1323	11	5	1	1	1	1		1
"Private"	.1	12	3	202	1323	11	6	1	1	1	1		1
"Private"	.1	12	3	202	1323	11	7	1	1	1	1		1
"Private"	.1	12	3	202	1323	11	8	1	1	1	0		1
"Private"	.1	12	3	202	1323	11	9	0	1	0	0		1
"Private"	.1	12	3	202	1323	11	10	1	1	1	1		1
"Private"	.1	12	3	202	1323	11	11	1	1	1	1		1
"Private"	.1	12	3	202	1323	11	12	1	1	1	1		1
"Private"	.1	12	3	202	1323	11	13	0	1	0	1		1
"Private"	.1	12	3	202	1323	11	14	0	1	0	1		1
"Private"	.1	12	3	202	1323	11	15	1	0	1	0		1
"Private"	.1	12	3	202	1323	11	16	1	0	1	0		1
"Private"	.1	12	3	202	1323	11	17	1	1	1	0		1
"Private"	.1	12	3	202	1323	11	18	0	1	0	1		1
"Private"	.1	12	3	202	1323	11	19	1	0	1	0		1
"Private"	.1	12	3	202	1323	11	20	1	1	1	1		1
"Private"	.1	12	3	202	1323	11	21	1	0	1	0		1
"Private"	.1	12	3	202	1323	11	22	1	1	1	1		1
"Private"	.1	12	3	202	1323	11	23	1	1	1	1		1
"Private"	.1	12	3	202	1323	11	24	1	1	1	1		1
"Private"	.1	12	3	202	1323	11	25	1	1	1	1		1
"Private"	.1	12	3	202	1323	11	26	0	1	0	1		1
"Private"	.1	12	3	202	1323	11	27	1	1	1	1		1
"Private"	.1	12	3	202	1323	11	28	1	1	1	1		1
"Private"	.1	12	3	202	1323	11	29	1	1	1	1		1
"Private"	.1	12	3	202	1323	11	30	1	1	1	1		1
"Private"	.1	12	3	202	1323	11	31	1	1	1	1		1
"Private"	.1	12	3	202	1323	11	32	0	1	0	1		1
"Private"	.1	12	3	202	1323	11	33	1	1	1	1		1
"Private"	.1	12	3	202	1323	11	34	1	1	0	1		1
"Private"	.1	12	3	202	1323	11	35	1	1	1	1		1
"Private"	.1	12	3	202	1323	11	36	1	0	1	0		1
"Private"	.1	12	3	202	1323	11	37	1	0	1	0		1
"Private"	.1	12	3	203	1231	1	1	0	0	0	0		1
"Private"	.1	12	3	203	1231	1	2	1	0	1	0		1
"Private"	.1	12	3	203	1231	1	3	1	0	1	0		1
"Private"	.1	12	3	203	1231	1	4	0	0	0	0		1
"Private"	.1	12	3	203	1231	1	5	0	1	0	1		1
"Private"	.1	12	3	203	1231	1	6	0	0	0	0		1
"Private"	.1	12	3	203	1231	1	7	0	0	0	0		1
"Private"	.1	12	3	203	1241	2	1	0	1	0	1		1
"Private"	.1	12	3	203	1241	2	2	0	0	0	0		1
"Private"	.1	12	3	203	1241	2	3	0	0	0	0		1
"Private"	.1	12	3	203	1241	2	4	0	0	0	0		1
"Private"	.1	12	3	203	1241	2	5	0	1	0	1		1
"Private"	.1	12	3	203	1241	2	6	0	0	0	0		1
"Private"	.1	12	3	203	1241	2	7	0	0	0	0		1
"Private"	.1	12	3	203	1241	2	8	0	0	0	0		1
"Private"	.1	12	3	203	1241	2	9	0	1	0	1		1
"Private"	.1	12	3	203	1241	2	10	0	0	0	0		1
"Private"	.1	12	3	203	1247	3	1	0	0	0	1		1
"Private"	.1	12	3	203	1247	3	2	0	0	0	1		1
"Private"	.1	12	3	203	1247	3	3	0	0	1	0		1
"Private"	.1	12	3	203	1247	3	4	0	0	0	0		1
"Private"	.1	12	3	203	1247	3	5	0	0	0	0		1
"Private"	.1	12	3	203	1247	3	6	0	0	0	0		1
"Private"	.1	12	3	203	1247	3	7	1	0	1	0		1
"Private"	.1	12	3	203	1247	3	8	1	0	1	0		1
"Private"	.1	12	3	203	1247	3	9	1	0	1	0		1
"Private"	.1	12	3	203	1247	3	10	1	0	1	0		1
"Private"	.1	12	3	203	1247	3	11	1	0	1	0		1
"Private"	.1	12	3	203	1247	3	12	0	0	0	0		1
"Private"	.1	12	3	203	1247	3	13	0	0	0	0		1
"Private"	.1	12	3	203	1247	3	14	0	0	1	0		1
"Private"	.1	12	3	203	1247	3	15	0	0	0	0		1
"Private"	.1	12	3	203	1247	3	16	0	0	1	0		1
"Private"	.1	12	3	203	1247	3	17	1	0	1	0		1
"Private"	.1	12	3	203	1247	3	18	1	0	1	1		1
"Private"	.1	12	3	203	1247	3	19	1	0	1	0		1
"Private"	.1	12	3	203	1247	3	20	1	0	1	0		1
"Private"	.1	12	3	203	1247	3	21	0	0	0	0		1
"Private"	.1	12	3	203	1247	3	22	0	0	0	0		1
"Private"	.1	12	3	203	1247	3	23	0	0	0	0		1
"Private"	.1	12	3	203	1247	3	24	0	0	1	0		1
"Private"	.1	12	3	203	1247	3	25	0	0	1	0		1
"Private"	.1	12	3	203	1247	3	26	0	0	0	0		1
"Private"	.1	12	3	203	1247	3	27	0	0	1	0		1
"Private"	.1	12	3	203	1247	3	28	0	0	0	0		1
"Private"	.1	12	3	203	1247	3	29	0	0	0	0		1
"Private"	.1	12	3	203	1247	3	30	0	0	0	0		1
"Private"	.1	12	3	203	1247	3	31	0	0	0	0		1
"Private"	.1	12	3	203	1247	3	32	0	0	0	0		1
"Private"	.1	12	3	203	1247	3	33	0	0	0	0		1
"Private"	.1	12	3	203	1247	3	34	0	0	1	0		1
"Private"	.1	12	3	203	1247	3	35	0	0	0	0		1
"Private"	.1	12	3	203	1261	4	1	1	1	0	1		1
"Private"	.1	12	3	203	1271	5	1	1	0	1	0		1
"Private"	.1	12	3	203	1271	5	2	1	1	1	1		1
"Private"	.1	12	3	203	1271	5	3	1	1	1	1		1
"Private"	.1	12	3	203	1271	5	4	1	0	1	0		1
"Private"	.1	12	3	203	1271	5	5	1	1	1	1		1
"Private"	.1	12	3	203	1271	5	6	1	1	1	1		1
"Private"	.1	12	3	203	1271	5	7	1	0	1	0		1
"Private"	.1	12	3	203	1271	5	8	1	1	1	1		1
"Private"	.1	12	3	203	1271	5	9	1	0	1	0		1
"Private"	.1	12	3	203	1271	5	10	1	1	1	1		1
"Private"	.1	12	3	203	1271	5	11	1	0	1	0		1
"Private"	.1	12	3	203	1271	5	12	0	1	0	1		1
"Private"	.1	12	3	203	1271	5	13	1	0	1	0		1
"Private"	.1	12	3	203	1271	5	14	1	0	1	0		1
"Private"	.1	12	3	203	1271	5	15	1	0	1	0		1
"Private"	.1	12	3	203	1271	5	16	0	0	0	0		1
"Private"	.1	12	3	203	1271	5	17	0	0	0	0		1
"Private"	.1	12	3	203	1281	6	1	1	1	1	1		1
"Private"	.1	12	3	203	1281	6	2	1	1	1	1		1
"Private"	.1	12	3	203	1281	6	3	1	1	1	1		1
"Private"	.1	12	3	203	1281	6	4	1	1	1	1		1
"Private"	.1	12	3	203	1281	6	5	1	1	1	1		1
"Private"	.1	12	3	203	1281	6	6	1	1	0	1		1
"Private"	.1	12	3	203	1281	6	7	1	1	1	1		1
"Private"	.1	12	3	203	1288	7	1	1	1	1	1		1
"Private"	.1	12	3	203	1288	7	2	1	1	1	0		1
"Private"	.1	12	3	203	1288	7	3	1	1	1	0		1
"Private"	.1	12	3	203	1300	8	1	1	1	1	1		1
"Private"	.1	12	3	203	1300	8	2	1	1	1	1		1
"Private"	.1	12	3	203	1300	8	3	1	1	1	1		1
"Private"	.1	12	3	203	1300	8	4	1	1	1	1		1
"Private"	.1	12	3	203	1300	8	5	1	1	1	1		1
"Private"	.1	12	3	203	1308	9	1	1	0	1	0		1
"Private"	.1	12	3	203	1319	10	1	1	1	1	1		1
"Private"	.1	12	3	203	1319	10	2	1	1	1	1		1
"Private"	.1	12	3	203	1319	10	3	1	1	1	1		1
"Private"	.1	12	3	203	1319	10	4	1	1	1	1		1
"Private"	.1	12	3	203	1319	10	5	1	1	1	1		1
"Private"	.1	12	3	203	1319	10	6	1	1	1	1		1
"Private"	.1	12	3	203	1319	10	7	1	1	0	1		1
"Private"	.1	12	3	203	1319	10	8	1	1	1	1		1
"Private"	.1	12	3	203	1319	10	9	1	0	1	0		1
"Private"	.1	12	3	203	1319	10	10	1	1	1	0		1
"Private"	.1	12	3	203	1319	10	11	1	1	1	1		1
"Private"	.1	12	3	203	1319	10	12	1	1	0	1		1
"Private"	.1	12	3	203	1319	10	13	1	1	1	0		1
"Private"	.1	12	3	203	1319	10	14	0	0	0	0		1
"Private"	.1	12	3	203	1319	10	15	0	1	0	1		1
"Private"	.1	12	3	203	1319	10	16	0	1	0	1		1
"Private"	.1	12	3	203	1319	10	17	1	0	0	0		1
"Private"	.1	12	3	203	1319	10	18	0	0	0	0		1
"Private"	.1	12	3	203	1319	10	19	0	0	0	1		1
"Private"	.1	12	3	203	1319	10	20	1	1	1	1		1
"Private"	.1	12	3	203	1319	10	21	1	1	0	1		1
"Private"	.1	12	3	203	1319	10	22	1	1	1	1		1
"Private"	.1	12	3	203	1319	10	23	1	0	1	0		1
"Private"	.1	12	3	203	1319	10	24	0	1	1	1		1
"Private"	.1	12	3	203	1319	10	25	1	1	1	1		1
"Private"	.1	12	3	203	1319	10	26	1	1	1	1		1
"Private"	.1	12	3	203	1319	10	27	1	1	1	1		1
"Private"	.1	12	3	203	1319	10	28	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	1	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	2	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	3	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	4	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	5	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	6	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	7	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	8	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	9	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	10	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	11	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	12	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	13	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	14	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	15	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	16	1	1	0	1		1
"Private"	.1	12	3	203	1326	11	17	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	18	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	19	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	20	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	21	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	22	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	23	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	24	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	25	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	26	1	1	1	0		1
"Private"	.1	12	3	203	1326	11	27	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	28	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	29	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	30	1	1	0	0		1
"Private"	.1	12	3	203	1326	11	31	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	32	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	33	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	34	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	35	1	1	1	1		1
"Private"	.1	12	3	203	1326	11	36	1	1	0	1		1
"Private"	.1	12	3	203	1326	11	37	1	1	0	1		1
"Private"	.1	12	3	204	1224	1	1	1	1	1	1		1
"Private"	.1	12	3	204	1224	1	2	0	0	0	0		1
"Private"	.1	12	3	204	1224	1	3	1	0	1	1		1
"Private"	.1	12	3	204	1224	1	4	1	1	1	1		1
"Private"	.1	12	3	204	1224	1	5	1	0	1	1		1
"Private"	.1	12	3	204	1224	1	6	1	1	1	1		1
"Private"	.1	12	3	204	1224	1	7	1	1	1	1		1
"Private"	.1	12	3	204	1234	2	1	1	0	1	0		1
"Private"	.1	12	3	204	1234	2	2	0	0	0	0		1
"Private"	.1	12	3	204	1234	2	3	1	1	1	1		1
"Private"	.1	12	3	204	1234	2	4	0	0	0	0		1
"Private"	.1	12	3	204	1234	2	5	1	1	1	1		1
"Private"	.1	12	3	204	1234	2	6	1	0	1	1		1
"Private"	.1	12	3	204	1234	2	7	1	0	1	0		1
"Private"	.1	12	3	204	1234	2	8	0	1	0	1		1
"Private"	.1	12	3	204	1234	2	9	1	1	0	0		1
"Private"	.1	12	3	204	1234	2	10	0	0	0	0		1
"Private"	.1	12	3	204	1250	3	1	0	1	0	1		1
"Private"	.1	12	3	204	1250	3	2	1	0	1	0		1
"Private"	.1	12	3	204	1250	3	3	1	0	0	0		1
"Private"	.1	12	3	204	1250	3	4	0	1	1	0		1
"Private"	.1	12	3	204	1250	3	5	1	1	0	1		1
"Private"	.1	12	3	204	1250	3	6	1	1	1	1		1
"Private"	.1	12	3	204	1250	3	7	1	1	1	1		1
"Private"	.1	12	3	204	1250	3	8	1	1	0	1		1
"Private"	.1	12	3	204	1250	3	9	1	0	1	0		1
"Private"	.1	12	3	204	1250	3	10	1	0	1	0		1
"Private"	.1	12	3	204	1250	3	11	0	0	0	0		1
"Private"	.1	12	3	204	1250	3	12	0	0	0	0		1
"Private"	.1	12	3	204	1250	3	13	0	0	0	0		1
"Private"	.1	12	3	204	1250	3	14	0	0	0	1		1
"Private"	.1	12	3	204	1250	3	15	1	1	1	1		1
"Private"	.1	12	3	204	1250	3	16	1	0	1	0		1
"Private"	.1	12	3	204	1250	3	17	1	1	1	1		1
"Private"	.1	12	3	204	1250	3	18	1	1	1	1		1
"Private"	.1	12	3	204	1250	3	19	1	1	1	1		1
"Private"	.1	12	3	204	1250	3	20	1	1	1	1		1
"Private"	.1	12	3	204	1250	3	21	1	0	1	0		1
"Private"	.1	12	3	204	1250	3	22	1	1	1	1		1
"Private"	.1	12	3	204	1250	3	23	1	1	0	1		1
"Private"	.1	12	3	204	1250	3	24	1	1	1	1		1
"Private"	.1	12	3	204	1250	3	25	1	0	1	0		1
"Private"	.1	12	3	204	1250	3	26	1	0	1	0		1
"Private"	.1	12	3	204	1250	3	27	0	0	0	0		1
"Private"	.1	12	3	204	1250	3	28	0	0	0	0		1
"Private"	.1	12	3	204	1250	3	29	1	0	1	1		1
"Private"	.1	12	3	204	1250	3	30	1	0	1	0		1
"Private"	.1	12	3	204	1250	3	31	0	0	0	0		1
"Private"	.1	12	3	204	1250	3	32	0	1	0	0		1
"Private"	.1	12	3	204	1250	3	33	1	0	1	0		1
"Private"	.1	12	3	204	1250	3	34	1	0	1	0		1
"Private"	.1	12	3	204	1250	3	35	0	0	1	1		1
"Private"	.1	12	3	204	1259	4	1	0	1	0	1		1
"Private"	.1	12	3	204	1270	5	1	1	1	1	1		1
"Private"	.1	12	3	204	1270	5	2	1	1	1	0		1
"Private"	.1	12	3	204	1270	5	3	0	1	0	1		1
"Private"	.1	12	3	204	1270	5	4	1	0	1	1		1
