* Dictionary *
Treatment:	= 1 if perfect, = 2 if public, = 3 if private
epsilon:	probability signal is incorrect in treatments 2 and 3 (see paper for details)
			= 0.1 in main treatments, = 0.2 in "high noise" treatments
session:    session #
random:     sessions with the same value of random had the same random termination sequence
id:         id #, constant through session
group:      identifies subjects that were grouped together for a supergame
supergame:  match #
round:      round #
coop:       = 1 if subject cooperated, = 0 o/w
ocoop:      coop of other in pair, = 0 o/w
signal: 	= 1 if send signal of cooperation; 0 if send signal of defection (equal coop in treatment 1)
osignal: 	signal of other in pair
lottery:	= 1 if high prize, = 0 if low prize, in lottery conditional on choices; set to 0 for treatments ~= 1
same:		= 1 for matches that were experienced in all sessions that shared the same random sequence, 0 o/w
			data analysis reported in the paper is conditional on same == 1
**************

treatment	epsilon	session	random	id	group	supergame	round	coop	ocoop	signal	osignal	lottery	same
"Perfect"	.1	7	2	47	667	8	1	0	0	0	0	0	1
"Perfect"	.1	7	2	47	667	8	2	0	0	0	0	0	1
"Perfect"	.1	7	2	47	667	8	3	0	0	0	0	0	1
"Perfect"	.1	7	2	47	667	8	4	0	0	0	0	1	1
"Perfect"	.1	7	2	47	667	8	5	0	0	0	0	0	1
"Perfect"	.1	7	2	47	667	8	6	0	0	0	0	0	1
"Perfect"	.1	7	2	47	667	8	7	0	0	0	0	0	1
"Perfect"	.1	7	2	47	667	8	8	0	0	0	0	0	1
"Perfect"	.1	7	2	47	667	8	9	0	0	0	0	0	1
"Perfect"	.1	7	2	47	667	8	10	0	0	0	0	0	1
"Perfect"	.1	7	2	47	667	8	11	0	0	0	0	0	1
"Perfect"	.1	7	2	47	676	9	1	0	1	0	1	0	1
"Perfect"	.1	7	2	47	676	9	2	0	0	0	0	0	1
"Perfect"	.1	7	2	47	676	9	3	0	0	0	0	0	1
"Perfect"	.1	7	2	47	676	9	4	0	0	0	0	0	1
"Perfect"	.1	7	2	47	676	9	5	0	0	0	0	0	1
"Perfect"	.1	7	2	47	676	9	6	0	0	0	0	0	1
"Perfect"	.1	7	2	47	676	9	7	0	0	0	0	0	1
"Perfect"	.1	7	2	47	676	9	8	0	0	0	0	0	1
"Perfect"	.1	7	2	47	676	9	9	0	0	0	0	0	1
"Perfect"	.1	7	2	47	676	9	10	0	0	0	0	0	1
"Perfect"	.1	7	2	47	676	9	11	0	0	0	0	0	1
"Perfect"	.1	7	2	47	676	9	12	0	1	0	1	0	1
"Perfect"	.1	7	2	47	676	9	13	0	1	0	1	0	1
"Perfect"	.1	7	2	47	676	9	14	0	1	0	1	0	1
"Perfect"	.1	7	2	47	676	9	15	0	1	0	1	1	1
"Perfect"	.1	7	2	47	676	9	16	0	0	0	0	0	1
"Perfect"	.1	7	2	47	676	9	17	0	0	0	0	0	1
"Perfect"	.1	7	2	47	676	9	18	0	0	0	0	0	1
"Perfect"	.1	7	2	47	676	9	19	0	0	0	0	0	1
"Perfect"	.1	7	2	47	685	10	1	0	0	0	0	0	1
"Perfect"	.1	7	2	47	685	10	2	0	0	0	0	0	1
"Perfect"	.1	7	2	47	685	10	3	0	0	0	0	0	1
"Perfect"	.1	7	2	47	685	10	4	0	0	0	0	1	1
"Perfect"	.1	7	2	47	685	10	5	0	0	0	0	0	1
"Perfect"	.1	7	2	47	685	10	6	0	0	0	0	1	1
"Perfect"	.1	7	2	47	685	10	7	0	0	0	0	0	1
"Perfect"	.1	7	2	47	694	11	1	0	1	0	1	0	1
"Perfect"	.1	7	2	47	700	12	1	0	1	0	1	0	1
"Perfect"	.1	7	2	47	700	12	2	0	0	0	0	0	1
"Perfect"	.1	7	2	47	705	13	1	0	1	0	1	1	1
"Perfect"	.1	7	2	47	705	13	2	0	0	0	0	1	1
"Perfect"	.1	7	2	47	705	13	3	0	0	0	0	1	1
"Perfect"	.1	7	2	47	705	13	4	0	0	0	0	0	1
"Perfect"	.1	7	2	47	705	13	5	0	0	0	0	1	1
"Perfect"	.1	7	2	47	705	13	6	0	0	0	0	1	1
"Perfect"	.1	7	2	47	705	13	7	0	0	0	0	0	1
"Perfect"	.1	7	2	47	705	13	8	0	0	0	0	0	1
"Perfect"	.1	7	2	47	705	13	9	0	0	0	0	0	1
"Perfect"	.1	7	2	47	716	14	1	0	1	0	1	0	1
"Perfect"	.1	7	2	47	716	14	2	0	0	0	0	0	1
"Perfect"	.1	7	2	47	716	14	3	0	0	0	0	0	1
"Perfect"	.1	7	2	47	716	14	4	0	0	0	0	0	1
"Perfect"	.1	7	2	47	724	15	1	0	0	0	0	0	1
"Perfect"	.1	7	2	47	724	15	2	0	0	0	0	0	1
"Perfect"	.1	7	2	47	724	15	3	0	1	0	1	0	1
"Perfect"	.1	7	2	47	724	15	4	0	0	0	0	0	1
"Perfect"	.1	7	2	47	724	15	5	0	0	0	0	0	1
"Perfect"	.1	7	2	47	724	15	6	0	0	0	0	0	1
"Perfect"	.1	7	2	47	724	15	7	0	0	0	0	0	1
"Perfect"	.1	7	2	47	724	15	8	0	0	0	0	1	1
"Perfect"	.1	7	2	47	732	16	1	0	0	0	0	0	1
"Perfect"	.1	7	2	47	732	16	2	0	0	0	0	0	1
"Perfect"	.1	7	2	47	732	16	3	0	0	0	0	0	1
"Perfect"	.1	7	2	47	732	16	4	0	0	0	0	0	1
"Perfect"	.1	7	2	47	732	16	5	0	0	0	0	0	1
"Perfect"	.1	7	2	47	732	16	6	0	0	0	0	0	1
"Perfect"	.1	7	2	47	732	16	7	0	0	0	0	0	1
"Perfect"	.1	7	2	47	732	16	8	0	0	0	0	0	1
"Perfect"	.1	7	2	47	740	17	1	0	0	0	0	0	1
"Perfect"	.1	7	2	47	740	17	2	0	0	0	0	0	1
"Perfect"	.1	7	2	47	740	17	3	0	0	0	0	0	1
"Perfect"	.1	7	2	47	740	17	4	0	1	0	1	0	1
"Perfect"	.1	7	2	47	749	18	1	0	1	0	1	1	1
"Perfect"	.1	7	2	47	749	18	2	0	1	0	1	0	1
"Perfect"	.1	7	2	47	749	18	3	0	0	0	0	0	1
"Perfect"	.1	7	2	47	749	18	4	0	0	0	0	0	1
"Perfect"	.1	7	2	47	749	18	5	0	0	0	0	1	1
"Perfect"	.1	7	2	47	752	19	1	0	1	0	1	0	1
"Perfect"	.1	7	2	47	752	19	2	0	0	0	0	0	1
"Perfect"	.1	7	2	47	752	19	3	0	0	0	0	0	1
"Perfect"	.1	7	2	47	752	19	4	0	0	0	0	0	1
"Perfect"	.1	7	2	47	752	19	5	0	0	0	0	0	1
"Perfect"	.1	7	2	47	752	19	6	0	0	0	0	0	1
"Perfect"	.1	7	2	47	752	19	7	0	0	0	0	0	1
"Perfect"	.1	7	2	47	752	19	8	0	0	0	0	0	1
"Perfect"	.1	7	2	47	752	19	9	0	0	0	0	1	1
"Perfect"	.1	7	2	47	752	19	10	0	0	0	0	0	1
"Perfect"	.1	7	2	47	752	19	11	0	0	0	0	0	1
"Perfect"	.1	7	2	47	752	19	12	0	0	0	0	0	1
"Perfect"	.1	7	2	47	752	19	13	0	0	0	0	0	1
"Perfect"	.1	7	2	47	752	19	14	0	0	0	0	0	1
"Perfect"	.1	7	2	47	752	19	15	0	1	0	1	0	1
"Perfect"	.1	7	2	47	752	19	16	0	0	0	0	1	1
"Perfect"	.1	7	2	47	752	19	17	0	0	0	0	0	1
"Perfect"	.1	7	2	47	752	19	18	0	0	0	0	0	1
"Perfect"	.1	7	2	47	752	19	19	0	0	0	0	0	1
"Perfect"	.1	7	2	47	752	19	20	0	0	0	0	0	1
"Perfect"	.1	7	2	47	752	19	21	0	0	0	0	0	1
"Perfect"	.1	7	2	47	752	19	22	0	0	0	0	0	1
"Perfect"	.1	7	2	47	752	19	23	0	0	0	0	0	1
"Perfect"	.1	7	2	47	752	19	24	0	0	0	0	0	1
"Perfect"	.1	7	2	47	752	19	25	0	0	0	0	0	1
"Perfect"	.1	7	2	47	752	19	26	0	0	0	0	0	1
"Perfect"	.1	7	2	47	752	19	27	0	0	0	0	0	1
"Perfect"	.1	7	2	48	614	1	1	1	1	1	1	1	1
"Perfect"	.1	7	2	48	614	1	2	1	1	1	1	1	1
"Perfect"	.1	7	2	48	614	1	3	1	1	1	1	1	1
"Perfect"	.1	7	2	48	614	1	4	1	1	1	1	0	1
"Perfect"	.1	7	2	48	614	1	5	0	0	0	0	0	1
"Perfect"	.1	7	2	48	614	1	6	1	0	1	0	1	1
"Perfect"	.1	7	2	48	614	1	7	0	0	0	0	0	1
"Perfect"	.1	7	2	48	614	1	8	0	0	0	0	0	1
"Perfect"	.1	7	2	48	614	1	9	0	0	0	0	0	1
"Perfect"	.1	7	2	48	614	1	10	0	0	0	0	0	1
"Perfect"	.1	7	2	48	622	2	1	1	0	1	0	1	1
"Perfect"	.1	7	2	48	622	2	2	0	0	0	0	0	1
"Perfect"	.1	7	2	48	622	2	3	1	0	1	0	1	1
"Perfect"	.1	7	2	48	622	2	4	1	0	1	0	1	1
"Perfect"	.1	7	2	48	622	2	5	0	1	0	1	0	1
"Perfect"	.1	7	2	48	622	2	6	0	1	0	1	0	1
"Perfect"	.1	7	2	48	622	2	7	0	0	0	0	0	1
"Perfect"	.1	7	2	48	622	2	8	0	0	0	0	0	1
"Perfect"	.1	7	2	48	622	2	9	0	0	0	0	1	1
"Perfect"	.1	7	2	48	622	2	10	0	0	0	0	0	1
"Perfect"	.1	7	2	48	622	2	11	0	0	0	0	0	1
"Perfect"	.1	7	2	48	623	3	1	1	0	1	0	1	1
"Perfect"	.1	7	2	48	623	3	2	0	0	0	0	0	1
"Perfect"	.1	7	2	48	635	4	1	1	0	1	0	1	1
"Perfect"	.1	7	2	48	635	4	2	0	1	0	1	0	1
"Perfect"	.1	7	2	48	635	4	3	1	0	1	0	1	1
"Perfect"	.1	7	2	48	635	4	4	1	1	1	1	1	1
"Perfect"	.1	7	2	48	635	4	5	1	0	1	0	1	1
"Perfect"	.1	7	2	48	640	5	1	1	1	1	1	1	1
"Perfect"	.1	7	2	48	640	5	2	1	1	1	1	1	1
"Perfect"	.1	7	2	48	640	5	3	1	1	1	1	0	1
"Perfect"	.1	7	2	48	640	5	4	1	1	1	1	0	1
"Perfect"	.1	7	2	48	647	6	1	1	0	1	0	1	1
"Perfect"	.1	7	2	48	647	6	2	1	1	1	1	1	1
"Perfect"	.1	7	2	48	647	6	3	1	1	1	1	1	1
"Perfect"	.1	7	2	48	647	6	4	1	1	1	1	1	1
"Perfect"	.1	7	2	48	647	6	5	1	1	1	1	1	1
"Perfect"	.1	7	2	48	647	6	6	1	1	1	1	1	1
"Perfect"	.1	7	2	48	647	6	7	0	1	0	1	0	1
"Perfect"	.1	7	2	48	647	6	8	1	1	1	1	1	1
"Perfect"	.1	7	2	48	647	6	9	1	1	1	1	1	1
"Perfect"	.1	7	2	48	647	6	10	0	1	0	1	0	1
"Perfect"	.1	7	2	48	647	6	11	1	1	1	1	1	1
"Perfect"	.1	7	2	48	647	6	12	1	1	1	1	1	1
"Perfect"	.1	7	2	48	647	6	13	0	1	0	1	0	1
"Perfect"	.1	7	2	48	647	6	14	0	0	0	0	0	1
"Perfect"	.1	7	2	48	647	6	15	0	1	0	1	0	1
"Perfect"	.1	7	2	48	647	6	16	0	0	0	0	0	1
"Perfect"	.1	7	2	48	647	6	17	1	0	1	0	1	1
"Perfect"	.1	7	2	48	647	6	18	0	1	0	1	0	1
"Perfect"	.1	7	2	48	661	7	1	1	1	1	1	1	1
"Perfect"	.1	7	2	48	661	7	2	1	1	1	1	1	1
"Perfect"	.1	7	2	48	661	7	3	1	1	1	1	1	1
"Perfect"	.1	7	2	48	670	8	1	1	1	1	1	1	1
"Perfect"	.1	7	2	48	670	8	2	1	1	1	1	1	1
"Perfect"	.1	7	2	48	670	8	3	1	1	1	1	1	1
"Perfect"	.1	7	2	48	670	8	4	1	1	1	1	1	1
"Perfect"	.1	7	2	48	670	8	5	1	1	1	1	1	1
"Perfect"	.1	7	2	48	670	8	6	0	1	0	1	0	1
"Perfect"	.1	7	2	48	670	8	7	1	0	1	0	1	1
"Perfect"	.1	7	2	48	670	8	8	1	0	1	0	1	1
"Perfect"	.1	7	2	48	670	8	9	1	0	1	0	1	1
"Perfect"	.1	7	2	48	670	8	10	0	0	0	0	0	1
"Perfect"	.1	7	2	48	670	8	11	0	0	0	0	0	1
"Perfect"	.1	7	2	48	677	9	1	1	0	1	0	1	1
"Perfect"	.1	7	2	48	677	9	2	1	0	1	0	1	1
"Perfect"	.1	7	2	48	677	9	3	0	0	0	0	0	1
"Perfect"	.1	7	2	48	677	9	4	0	0	0	0	0	1
"Perfect"	.1	7	2	48	677	9	5	0	0	0	0	0	1
"Perfect"	.1	7	2	48	677	9	6	0	0	0	0	0	1
"Perfect"	.1	7	2	48	677	9	7	0	0	0	0	0	1
"Perfect"	.1	7	2	48	677	9	8	0	0	0	0	0	1
"Perfect"	.1	7	2	48	677	9	9	0	0	0	0	0	1
"Perfect"	.1	7	2	48	677	9	10	0	0	0	0	0	1
"Perfect"	.1	7	2	48	677	9	11	0	0	0	0	0	1
"Perfect"	.1	7	2	48	677	9	12	0	0	0	0	0	1
"Perfect"	.1	7	2	48	677	9	13	0	0	0	0	0	1
"Perfect"	.1	7	2	48	677	9	14	0	0	0	0	0	1
"Perfect"	.1	7	2	48	677	9	15	0	0	0	0	0	1
"Perfect"	.1	7	2	48	677	9	16	0	0	0	0	0	1
"Perfect"	.1	7	2	48	677	9	17	1	0	1	0	1	1
"Perfect"	.1	7	2	48	677	9	18	1	0	1	0	1	1
"Perfect"	.1	7	2	48	677	9	19	0	0	0	0	0	1
"Perfect"	.1	7	2	48	682	10	1	1	0	1	0	1	1
"Perfect"	.1	7	2	48	682	10	2	1	0	1	0	1	1
"Perfect"	.1	7	2	48	682	10	3	0	0	0	0	0	1
"Perfect"	.1	7	2	48	682	10	4	0	0	0	0	0	1
"Perfect"	.1	7	2	48	682	10	5	0	0	0	0	0	1
"Perfect"	.1	7	2	48	682	10	6	0	0	0	0	0	1
"Perfect"	.1	7	2	48	682	10	7	0	0	0	0	0	1
"Perfect"	.1	7	2	48	694	11	1	1	0	1	0	1	1
"Perfect"	.1	7	2	48	697	12	1	1	1	1	1	1	1
"Perfect"	.1	7	2	48	697	12	2	1	1	1	1	1	1
"Perfect"	.1	7	2	48	709	13	1	1	1	1	1	1	1
"Perfect"	.1	7	2	48	709	13	2	1	1	1	1	1	1
"Perfect"	.1	7	2	48	709	13	3	1	0	1	0	1	1
"Perfect"	.1	7	2	48	709	13	4	0	0	0	0	0	1
"Perfect"	.1	7	2	48	709	13	5	0	1	0	1	0	1
"Perfect"	.1	7	2	48	709	13	6	1	1	1	1	1	1
"Perfect"	.1	7	2	48	709	13	7	0	1	0	1	0	1
"Perfect"	.1	7	2	48	709	13	8	0	0	0	0	1	1
"Perfect"	.1	7	2	48	709	13	9	0	0	0	0	1	1
"Perfect"	.1	7	2	48	713	14	1	1	0	1	0	1	1
"Perfect"	.1	7	2	48	713	14	2	0	0	0	0	0	1
"Perfect"	.1	7	2	48	713	14	3	0	0	0	0	0	1
"Perfect"	.1	7	2	48	713	14	4	0	0	0	0	0	1
"Perfect"	.1	7	2	48	725	15	1	1	0	1	0	1	1
"Perfect"	.1	7	2	48	725	15	2	0	0	0	0	0	1
"Perfect"	.1	7	2	48	725	15	3	0	0	0	0	0	1
"Perfect"	.1	7	2	48	725	15	4	0	0	0	0	0	1
"Perfect"	.1	7	2	48	725	15	5	0	0	0	0	0	1
"Perfect"	.1	7	2	48	725	15	6	0	0	0	0	0	1
"Perfect"	.1	7	2	48	725	15	7	0	0	0	0	0	1
"Perfect"	.1	7	2	48	725	15	8	0	0	0	0	0	1
"Perfect"	.1	7	2	48	731	16	1	1	1	1	1	1	1
"Perfect"	.1	7	2	48	731	16	2	1	1	1	1	1	1
"Perfect"	.1	7	2	48	731	16	3	1	1	1	1	1	1
"Perfect"	.1	7	2	48	731	16	4	1	1	1	1	1	1
"Perfect"	.1	7	2	48	731	16	5	1	1	1	1	1	1
"Perfect"	.1	7	2	48	731	16	6	1	1	1	1	1	1
"Perfect"	.1	7	2	48	731	16	7	1	1	1	1	1	1
"Perfect"	.1	7	2	48	731	16	8	1	1	1	1	0	1
"Perfect"	.1	7	2	48	738	17	1	1	1	1	1	1	1
"Perfect"	.1	7	2	48	738	17	2	1	1	1	1	1	1
"Perfect"	.1	7	2	48	738	17	3	1	1	1	1	1	1
"Perfect"	.1	7	2	48	738	17	4	1	1	1	1	1	1
"Perfect"	.1	7	2	48	744	18	1	1	1	1	1	1	1
"Perfect"	.1	7	2	48	744	18	2	1	1	1	1	1	1
"Perfect"	.1	7	2	48	744	18	3	1	1	1	1	1	1
"Perfect"	.1	7	2	48	744	18	4	1	1	1	1	1	1
"Perfect"	.1	7	2	48	744	18	5	1	1	1	1	1	1
"Perfect"	.1	7	2	48	757	19	1	1	0	1	0	1	1
"Perfect"	.1	7	2	48	757	19	2	0	0	0	0	0	1
"Perfect"	.1	7	2	48	757	19	3	0	0	0	0	0	1
"Perfect"	.1	7	2	48	757	19	4	0	0	0	0	0	1
"Perfect"	.1	7	2	48	757	19	5	0	1	0	1	0	1
"Perfect"	.1	7	2	48	757	19	6	1	0	1	0	1	1
"Perfect"	.1	7	2	48	757	19	7	1	0	1	0	1	1
"Perfect"	.1	7	2	48	757	19	8	0	0	0	0	1	1
"Perfect"	.1	7	2	48	757	19	9	0	0	0	0	0	1
"Perfect"	.1	7	2	48	757	19	10	0	0	0	0	0	1
"Perfect"	.1	7	2	48	757	19	11	0	0	0	0	0	1
"Perfect"	.1	7	2	48	757	19	12	0	0	0	0	0	1
"Perfect"	.1	7	2	48	757	19	13	0	1	0	1	0	1
"Perfect"	.1	7	2	48	757	19	14	1	0	1	0	1	1
"Perfect"	.1	7	2	48	757	19	15	0	0	0	0	0	1
"Perfect"	.1	7	2	48	757	19	16	0	0	0	0	0	1
"Perfect"	.1	7	2	48	757	19	17	0	1	0	1	0	1
"Perfect"	.1	7	2	48	757	19	18	1	0	1	0	1	1
"Perfect"	.1	7	2	48	757	19	19	0	0	0	0	0	1
"Perfect"	.1	7	2	48	757	19	20	0	0	0	0	0	1
"Perfect"	.1	7	2	48	757	19	21	0	0	0	0	0	1
"Perfect"	.1	7	2	48	757	19	22	0	0	0	0	0	1
"Perfect"	.1	7	2	48	757	19	23	0	0	0	0	0	1
"Perfect"	.1	7	2	48	757	19	24	0	1	0	1	0	1
"Perfect"	.1	7	2	48	757	19	25	0	0	0	0	0	1
"Perfect"	.1	7	2	48	757	19	26	0	1	0	1	1	1
"Perfect"	.1	7	2	48	757	19	27	0	0	0	0	0	1
"Perfect"	.1	7	2	49	613	1	1	1	1	1	1	1	1
"Perfect"	.1	7	2	49	613	1	2	1	1	1	1	1	1
"Perfect"	.1	7	2	49	613	1	3	1	1	1	1	1	1
"Perfect"	.1	7	2	49	613	1	4	1	1	1	1	1	1
"Perfect"	.1	7	2	49	613	1	5	1	1	1	1	0	1
"Perfect"	.1	7	2	49	613	1	6	1	0	1	0	1	1
"Perfect"	.1	7	2	49	613	1	7	0	0	0	0	0	1
"Perfect"	.1	7	2	49	613	1	8	0	1	0	1	0	1
"Perfect"	.1	7	2	49	613	1	9	0	1	0	1	0	1
"Perfect"	.1	7	2	49	613	1	10	1	1	1	1	1	1
"Perfect"	.1	7	2	49	616	2	1	1	1	1	1	1	1
"Perfect"	.1	7	2	49	616	2	2	1	1	1	1	1	1
"Perfect"	.1	7	2	49	616	2	3	1	1	1	1	1	1
"Perfect"	.1	7	2	49	616	2	4	1	1	1	1	1	1
"Perfect"	.1	7	2	49	616	2	5	1	1	1	1	1	1
"Perfect"	.1	7	2	49	616	2	6	1	1	1	1	1	1
"Perfect"	.1	7	2	49	616	2	7	1	1	1	1	1	1
"Perfect"	.1	7	2	49	616	2	8	1	1	1	1	1	1
"Perfect"	.1	7	2	49	616	2	9	1	1	1	1	1	1
"Perfect"	.1	7	2	49	616	2	10	1	1	1	1	1	1
"Perfect"	.1	7	2	49	616	2	11	1	1	1	1	1	1
"Perfect"	.1	7	2	49	625	3	1	1	1	1	1	1	1
"Perfect"	.1	7	2	49	625	3	2	1	1	1	1	1	1
"Perfect"	.1	7	2	49	638	4	1	1	1	1	1	1	1
"Perfect"	.1	7	2	49	638	4	2	1	1	1	1	1	1
"Perfect"	.1	7	2	49	638	4	3	1	1	1	1	1	1
"Perfect"	.1	7	2	49	638	4	4	1	1	1	1	1	1
"Perfect"	.1	7	2	49	638	4	5	1	1	1	1	1	1
"Perfect"	.1	7	2	49	639	5	1	1	0	1	0	1	1
"Perfect"	.1	7	2	49	639	5	2	0	1	0	1	1	1
"Perfect"	.1	7	2	49	639	5	3	0	1	0	1	0	1
"Perfect"	.1	7	2	49	639	5	4	1	1	1	1	1	1
"Perfect"	.1	7	2	49	654	6	1	1	1	1	1	1	1
"Perfect"	.1	7	2	49	654	6	2	1	1	1	1	1	1
"Perfect"	.1	7	2	49	654	6	3	1	1	1	1	1	1
"Perfect"	.1	7	2	49	654	6	4	1	1	1	1	1	1
"Perfect"	.1	7	2	49	654	6	5	1	1	1	1	1	1
"Perfect"	.1	7	2	49	654	6	6	1	1	1	1	1	1
"Perfect"	.1	7	2	49	654	6	7	1	1	1	1	1	1
"Perfect"	.1	7	2	49	654	6	8	1	0	1	0	1	1
"Perfect"	.1	7	2	49	654	6	9	0	0	0	0	0	1
"Perfect"	.1	7	2	49	654	6	10	0	0	0	0	0	1
"Perfect"	.1	7	2	49	654	6	11	0	0	0	0	0	1
"Perfect"	.1	7	2	49	654	6	12	0	1	0	1	0	1
"Perfect"	.1	7	2	49	654	6	13	0	1	0	1	1	1
"Perfect"	.1	7	2	49	654	6	14	0	1	0	1	0	1
"Perfect"	.1	7	2	49	654	6	15	0	0	0	0	0	1
"Perfect"	.1	7	2	49	654	6	16	0	0	0	0	0	1
"Perfect"	.1	7	2	49	654	6	17	0	0	0	0	0	1
"Perfect"	.1	7	2	49	654	6	18	0	0	0	0	1	1
"Perfect"	.1	7	2	49	662	7	1	1	0	1	0	1	1
"Perfect"	.1	7	2	49	662	7	2	0	0	0	0	0	1
"Perfect"	.1	7	2	49	662	7	3	0	0	0	0	0	1
"Perfect"	.1	7	2	49	670	8	1	1	1	1	1	0	1
"Perfect"	.1	7	2	49	670	8	2	1	1	1	1	1	1
"Perfect"	.1	7	2	49	670	8	3	1	1	1	1	1	1
"Perfect"	.1	7	2	49	670	8	4	1	1	1	1	0	1
"Perfect"	.1	7	2	49	670	8	5	1	1	1	1	1	1
"Perfect"	.1	7	2	49	670	8	6	1	0	1	0	1	1
"Perfect"	.1	7	2	49	670	8	7	0	1	0	1	0	1
"Perfect"	.1	7	2	49	670	8	8	0	1	0	1	0	1
"Perfect"	.1	7	2	49	670	8	9	0	1	0	1	0	1
"Perfect"	.1	7	2	49	670	8	10	0	0	0	0	0	1
"Perfect"	.1	7	2	49	670	8	11	0	0	0	0	0	1
"Perfect"	.1	7	2	49	674	9	1	1	1	1	1	1	1
"Perfect"	.1	7	2	49	674	9	2	1	1	1	1	1	1
"Perfect"	.1	7	2	49	674	9	3	1	1	1	1	1	1
"Perfect"	.1	7	2	49	674	9	4	1	1	1	1	1	1
"Perfect"	.1	7	2	49	674	9	5	1	1	1	1	1	1
"Perfect"	.1	7	2	49	674	9	6	1	1	1	1	0	1
"Perfect"	.1	7	2	49	674	9	7	1	1	1	1	1	1
"Perfect"	.1	7	2	49	674	9	8	1	1	1	1	1	1
"Perfect"	.1	7	2	49	674	9	9	1	1	1	1	1	1
"Perfect"	.1	7	2	49	674	9	10	1	1	1	1	1	1
"Perfect"	.1	7	2	49	674	9	11	1	1	1	1	1	1
"Perfect"	.1	7	2	49	674	9	12	1	1	1	1	1	1
"Perfect"	.1	7	2	49	674	9	13	1	1	1	1	1	1
"Perfect"	.1	7	2	49	674	9	14	0	1	0	1	1	1
"Perfect"	.1	7	2	49	674	9	15	0	0	0	0	0	1
"Perfect"	.1	7	2	49	674	9	16	0	0	0	0	0	1
"Perfect"	.1	7	2	49	674	9	17	0	0	0	0	0	1
"Perfect"	.1	7	2	49	674	9	18	0	0	0	0	0	1
"Perfect"	.1	7	2	49	674	9	19	0	0	0	0	0	1
"Perfect"	.1	7	2	49	684	10	1	1	1	1	1	1	1
"Perfect"	.1	7	2	49	684	10	2	1	1	1	1	1	1
"Perfect"	.1	7	2	49	684	10	3	1	1	1	1	1	1
"Perfect"	.1	7	2	49	684	10	4	1	1	1	1	1	1
"Perfect"	.1	7	2	49	684	10	5	1	1	1	1	1	1
"Perfect"	.1	7	2	49	684	10	6	1	1	1	1	1	1
"Perfect"	.1	7	2	49	684	10	7	1	1	1	1	1	1
"Perfect"	.1	7	2	49	692	11	1	1	1	1	1	0	1
"Perfect"	.1	7	2	49	702	12	1	1	1	1	1	1	1
"Perfect"	.1	7	2	49	702	12	2	1	1	1	1	1	1
"Perfect"	.1	7	2	49	703	13	1	1	1	1	1	1	1
"Perfect"	.1	7	2	49	703	13	2	1	1	1	1	1	1
"Perfect"	.1	7	2	49	703	13	3	1	1	1	1	1	1
"Perfect"	.1	7	2	49	703	13	4	1	1	1	1	1	1
"Perfect"	.1	7	2	49	703	13	5	1	1	1	1	1	1
"Perfect"	.1	7	2	49	703	13	6	1	1	1	1	1	1
"Perfect"	.1	7	2	49	703	13	7	1	1	1	1	1	1
"Perfect"	.1	7	2	49	703	13	8	1	1	1	1	1	1
"Perfect"	.1	7	2	49	703	13	9	1	1	1	1	0	1
"Perfect"	.1	7	2	49	717	14	1	1	0	1	0	1	1
"Perfect"	.1	7	2	49	717	14	2	0	0	0	0	0	1
"Perfect"	.1	7	2	49	717	14	3	0	0	0	0	0	1
"Perfect"	.1	7	2	49	717	14	4	0	0	0	0	0	1
"Perfect"	.1	7	2	49	720	15	1	1	1	1	1	1	1
"Perfect"	.1	7	2	49	720	15	2	1	1	1	1	0	1
"Perfect"	.1	7	2	49	720	15	3	1	1	1	1	1	1
"Perfect"	.1	7	2	49	720	15	4	1	1	1	1	1	1
"Perfect"	.1	7	2	49	720	15	5	1	1	1	1	1	1
"Perfect"	.1	7	2	49	720	15	6	1	1	1	1	1	1
"Perfect"	.1	7	2	49	720	15	7	1	1	1	1	1	1
"Perfect"	.1	7	2	49	720	15	8	1	1	1	1	1	1
"Perfect"	.1	7	2	49	734	16	1	1	0	1	0	1	1
"Perfect"	.1	7	2	49	734	16	2	0	0	0	0	0	1
"Perfect"	.1	7	2	49	734	16	3	0	0	0	0	0	1
"Perfect"	.1	7	2	49	734	16	4	0	0	0	0	0	1
"Perfect"	.1	7	2	49	734	16	5	0	0	0	0	0	1
"Perfect"	.1	7	2	49	734	16	6	0	0	0	0	0	1
"Perfect"	.1	7	2	49	734	16	7	0	0	0	0	0	1
"Perfect"	.1	7	2	49	734	16	8	0	0	0	0	0	1
"Perfect"	.1	7	2	49	741	17	1	1	1	1	1	1	1
"Perfect"	.1	7	2	49	741	17	2	1	1	1	1	0	1
"Perfect"	.1	7	2	49	741	17	3	1	1	1	1	1	1
"Perfect"	.1	7	2	49	741	17	4	1	1	1	1	1	1
"Perfect"	.1	7	2	49	746	18	1	1	0	1	0	1	1
"Perfect"	.1	7	2	49	746	18	2	0	0	0	0	0	1
"Perfect"	.1	7	2	49	746	18	3	0	0	0	0	0	1
"Perfect"	.1	7	2	49	746	18	4	0	0	0	0	0	1
"Perfect"	.1	7	2	49	746	18	5	0	0	0	0	0	1
"Perfect"	.1	7	2	49	756	19	1	1	1	1	1	1	1
"Perfect"	.1	7	2	49	756	19	2	1	1	1	1	1	1
"Perfect"	.1	7	2	49	756	19	3	1	1	1	1	1	1
"Perfect"	.1	7	2	49	756	19	4	1	1	1	1	1	1
"Perfect"	.1	7	2	49	756	19	5	1	1	1	1	1	1
