NOTE: A bug in the code of the experimental software used to run some of the early sessions led to a loss of data. This loss is reflected in the data file. The bug affected a small share of the data collected in the initial 12 sessions (out of 32 sessions in total), specifically 0.3% of sender-receiver interactions. 
Because of an integer problem, some subjects in some rounds observed the realization of an event that was supposed to have zero probability. Despite affecting a minimal number of interactions, we decided to discard not only the affected interactions, but also the subjects that participated in those interactions. This led to dropping about 6% of the total amount of data that we collected.

* Dictionary *
treatment:			treatment indicator.
verifiable:			= 1 if messages are verifiable, 0 o/w.
rho:				level of commitment in %, {20, 80, 100}.
session:			session identifier.
id:					unique subject identifier.
oid:				unique subject identifier for other subject in a match.
match:				match identifier.
role:				sender or receiver, {S, R}.
color:				= 1 if drawn ball is red, 0 o/w.
rred, rblue,...		First letter indicates ball color. Word that comes next is the color of the message. Indicates probability of that message for that state in commitment stage (in %).
revrred, ...		Same as above for revision stage.
rdec, bdec, ndec	Receiver guess (=1 if red, 0 o/w) when message is red, blue, or when there is no message.
message				-1 (no msg), 0 (blue msg), 1 (red msg).
**************


treatment	verifiable	rho	session	id	oid	match	role	color	rred	rblue	rnone	bred	bblue	bnone	revrred	revrblue	revrnone	revbred	revbblue	revbnone	rdec	bdec	ndec	message
"V100"	1	100	17	304	184	17	"S"	1	25	0	75	0	70	30							1	0	0	-1
"V100"	1	100	17	304	186	18	"S"	0	25	0	75	0	70	30							1	0	1	-1
"V100"	1	100	17	304	176	19	"S"	0	25	0	75	0	70	30							0	0	1	0
"V100"	1	100	17	304	177	20	"S"	1	25	0	75	0	70	30							0	0	1	-1
"V100"	1	100	17	304	184	21	"S"	0	25	0	75	0	70	30							1	0	1	-1
"V100"	1	100	17	304	182	22	"S"	0	25	0	75	0	70	30							1	0	1	-1
"V100"	1	100	17	304	172	23	"S"	0	25	0	75	0	70	30							1	0	0	0
"V100"	1	100	17	304	189	24	"S"	0	25	0	75	0	70	30							1	0	1	-1
"V100"	1	100	17	304	186	25	"S"	0	25	0	75	0	70	30							1	0	1	0
"V100"	1	100	17	306	184	1	"S"	0	11	0	89	0	75	25							1	0	1	0
"V100"	1	100	17	306	182	2	"S"	1	12	0	88	0	25	75							1	0	0	-1
"V100"	1	100	17	306	187	3	"S"	0	14	0	86	0	42	58							1	0	0	0
"V100"	1	100	17	306	185	4	"S"	0	8	0	92	0	75	25							1	0	0	0
"V100"	1	100	17	306	189	5	"S"	1	36	0	64	0	61	39							1	0	0	1
"V100"	1	100	17	306	186	6	"S"	1	21	0	79	0	81	19							0	0	0	-1
"V100"	1	100	17	306	176	7	"S"	1	5	0	95	0	95	5							0	0	1	-1
"V100"	1	100	17	306	172	8	"S"	0	5	0	95	0	93	7							1	0	0	0
"V100"	1	100	17	306	177	9	"S"	0	5	0	95	0	95	5							0	0	0	0
"V100"	1	100	17	306	176	10	"S"	0	5	0	95	0	95	5							0	0	1	0
"V100"	1	100	17	306	189	11	"S"	0	5	0	95	0	95	5							1	0	1	0
"V100"	1	100	17	306	187	12	"S"	0	5	0	95	0	92	8							1	0	0	0
"V100"	1	100	17	306	172	13	"S"	0	5	0	95	0	95	5							1	0	0	0
"V100"	1	100	17	306	182	14	"S"	1	5	0	95	0	95	5							1	0	1	-1
"V100"	1	100	17	306	185	15	"S"	0	5	0	95	0	95	5							1	0	0	0
"V100"	1	100	17	306	184	16	"S"	0	5	0	95	0	95	5							0	0	1	0
"V100"	1	100	17	306	186	17	"S"	0	5	0	95	0	95	5							1	0	1	0
"V100"	1	100	17	306	177	18	"S"	0	5	0	95	0	95	5							0	0	0	0
"V100"	1	100	17	306	177	19	"S"	0	5	0	95	0	96	4							0	0	1	0
"V100"	1	100	17	306	184	20	"S"	0	5	0	95	0	95	5							0	0	1	0
"V100"	1	100	17	306	182	21	"S"	1	5	0	95	0	95	5							1	0	1	-1
"V100"	1	100	17	306	172	22	"S"	1	5	0	95	0	95	5							1	0	0	-1
"V100"	1	100	17	306	189	23	"S"	0	5	0	95	0	95	5							1	0	1	0
"V100"	1	100	17	306	186	24	"S"	0	5	0	95	0	95	5							1	0	1	0
"V100"	1	100	17	306	187	25	"S"	1	5	0	95	0	96	4							1	0	0	-1
"V100"	1	100	17	307	186	1	"S"	1	100	0	0	0	0	100							1	0	0	1
"V100"	1	100	17	307	176	2	"S"	0	100	0	0	0	0	100							1	1	0	-1
"V100"	1	100	17	307	172	3	"S"	0	100	0	0	0	0	100							1	0	1	-1
"V100"	1	100	17	307	177	4	"S"	1	100	0	0	0	0	100							1	1	1	1
"V100"	1	100	17	307	184	5	"S"	0	100	0	0	0	0	100							1	0	0	-1
"V100"	1	100	17	307	182	6	"S"	0	100	0	0	0	0	100							1	0	0	-1
"V100"	1	100	17	307	187	7	"S"	1	100	0	0	0	10	90							1	0	0	1
"V100"	1	100	17	307	185	8	"S"	1	100	0	0	0	5	95							1	0	0	1
"V100"	1	100	17	307	189	9	"S"	0	100	0	0	0	5	95							1	0	0	-1
"V100"	1	100	17	307	185	10	"S"	0	100	0	0	0	100	0							1	0	0	0
"V100"	1	100	17	307	184	11	"S"	0	100	0	0	0	0	100							1	0	0	-1
"V100"	1	100	17	307	186	12	"S"	1	100	0	0	0	0	100							1	0	0	1
"V100"	1	100	17	307	177	13	"S"	1	100	0	0	0	0	100							1	0	1	1
"V100"	1	100	17	307	176	14	"S"	0	100	0	0	0	0	100							1	0	0	-1
"V100"	1	100	17	307	189	15	"S"	0	100	0	0	0	10	90							1	0	0	-1
"V100"	1	100	17	307	187	16	"S"	0	100	0	0	0	15	85							1	0	0	-1
"V100"	1	100	17	307	172	17	"S"	0	100	0	0	0	100	0							1	0	0	0
"V100"	1	100	17	307	182	18	"S"	1	50	0	50	0	50	50							1	0	0	-1
"V100"	1	100	17	307	186	19	"S"	0	75	0	25	0	0	100							1	0	0	-1
"V100"	1	100	17	307	187	20	"S"	0	100	0	0	0	2	98							1	0	0	-1
"V100"	1	100	17	307	185	21	"S"	0	100	0	0	0	25	75							1	0	0	-1
"V100"	1	100	17	307	176	22	"S"	1	77	0	23	0	15	85							1	0	0	1
"V100"	1	100	17	307	177	23	"S"	0	97	0	3	0	44	56							1	0	0	0
"V100"	1	100	17	307	184	24	"S"	0	82	0	18	0	14	86							1	0	0	-1
"V100"	1	100	17	307	182	25	"S"	0	92	0	8	0	0	100							1	0	0	-1
"V100"	1	100	17	308	176	1	"S"	0	44	0	56	0	44	56							1	1	1	-1
"V100"	1	100	17	308	172	2	"S"	0	43	0	57	0	63	37							1	0	1	0
"V100"	1	100	17	308	177	3	"S"	1	50	0	50	0	50	50							0	0	0	-1
"V100"	1	100	17	308	184	4	"S"	0	72	0	28	0	100	0							1	0	1	0
"V100"	1	100	17	308	182	5	"S"	0	29	0	71	0	40	60							1	0	0	-1
"V100"	1	100	17	308	187	6	"S"	0	35	0	65	0	76	24							1	0	0	0
"V100"	1	100	17	308	185	7	"S"	0	37	0	63	0	100	0							1	0	1	0
"V100"	1	100	17	308	189	8	"S"	1	3	0	97	0	9	91							1	0	0	-1
"V100"	1	100	17	308	186	9	"S"	0	90	0	10	0	12	88							1	0	0	-1
"V100"	1	100	17	308	184	10	"S"	0	40	0	60	0	85	15							1	0	1	0
"V100"	1	100	17	308	186	11	"S"	0	36	0	64	0	84	16							1	0	1	0
"V100"	1	100	17	308	177	12	"S"	0	9	0	91	0	30	70							0	0	0	-1
"V100"	1	100	17	308	176	13	"S"	0	18	0	82	0	50	50							0	0	0	0
"V100"	1	100	17	308	189	14	"S"	0	11	0	89	0	61	39							1	0	0	0
"V100"	1	100	17	308	187	15	"S"	1	13	0	87	0	42	58							1	0	0	-1
"V100"	1	100	17	308	172	16	"S"	0	57	0	43	0	90	10							1	0	0	0
"V100"	1	100	17	308	182	17	"S"	1	37	0	63	0	36	64							1	0	0	-1
"V100"	1	100	17	308	185	18	"S"	1	0	0	100	0	51	49							1	0	0	-1
"V100"	1	100	17	308	187	19	"S"	0	87	0	13	0	19	81							1	0	0	-1
"V100"	1	100	17	308	185	20	"S"	0	79	0	21	0	50	50							1	0	0	-1
"V100"	1	100	17	308	176	21	"S"	1	100	0	0	0	100	0							1	0	0	1
"V100"	1	100	17	308	177	22	"S"	0	100	0	0	0	100	0							1	0	0	0
"V100"	1	100	17	308	184	23	"S"	1	100	0	0	0	100	0							1	0	0	1
"V100"	1	100	17	308	182	24	"S"	0	100	0	0	0	100	0							1	0	0	0
"V100"	1	100	17	308	172	25	"S"	1	100	0	0	0	100	0							1	0	0	1
"V100"	1	100	17	309	187	1	"S"	0	100	0	0	0	50	50							1	0	0	-1
"V100"	1	100	17	309	185	2	"S"	0	50	0	50	0	75	25							1	0	0	0
"V100"	1	100	17	309	189	3	"S"	0	33	0	67	0	66	34							1	0	0	0
"V100"	1	100	17	309	186	4	"S"	0	100	0	0	0	0	100							1	0	0	-1
"V100"	1	100	17	309	176	5	"S"	0	33	0	67	0	24	76							1	0	1	-1
"V100"	1	100	17	309	172	6	"S"	1	26	0	74	0	23	77							1	0	1	-1
"V100"	1	100	17	309	177	7	"S"	0	12	0	88	0	22	78							0	0	0	-1
"V100"	1	100	17	309	184	8	"S"	0	3	0	97	0	0	100							1	0	0	-1
"V100"	1	100	17	309	182	9	"S"	1	69	0	31	0	47	53							1	0	0	1
"V100"	1	100	17	309	187	10	"S"	1	72	0	28	0	61	39							1	0	0	1
"V100"	1	100	17	309	172	11	"S"	0	95	0	5	0	95	5							1	0	0	0
"V100"	1	100	17	309	182	12	"S"	1	69	0	31	0	44	56							1	0	0	1
"V100"	1	100	17	309	185	13	"S"	0	99	0	1	0	96	4							1	0	0	0
"V100"	1	100	17	309	184	14	"S"	0	61	0	39	0	80	20							1	0	0	0
"V100"	1	100	17	309	186	15	"S"	0	8	0	92	0	13	87							1	0	0	-1
"V100"	1	100	17	309	177	16	"S"	0	40	0	60	0	88	12							1	0	0	0
"V100"	1	100	17	309	176	17	"S"	0	51	0	49	0	81	19							1	0	0	0
"V100"	1	100	17	309	189	18	"S"	0	37	0	63	0	87	13							1	0	1	0
"V100"	1	100	17	309	182	19	"S"	0	16	0	84	0	89	11							1	0	1	0
"V100"	1	100	17	309	172	20	"S"	0	41	0	59	0	57	43							1	0	0	0
"V100"	1	100	17	309	189	21	"S"	1	94	0	6	0	61	39							1	0	0	1
"V100"	1	100	17	309	186	22	"S"	0	81	0	19	0	22	78							1	0	0	-1
"V100"	1	100	17	309	187	23	"S"	0	53	0	47	0	28	72							1	0	0	-1
"V100"	1	100	17	309	185	24	"S"	1	62	0	38	0	41	59							1	0	0	-1
"V100"	1	100	17	309	176	25	"S"	0	89	0	11	0	37	63							1	0	0	-1
"V100"	1	100	18	312	194	1	"R"	0	93	0	7	0	11	89							1	1	0	-1
"V100"	1	100	18	312	192	2	"R"	1	25	0	75	0	80	20							1	0	1	1
"V100"	1	100	18	312	200	3	"R"	0	100	0	0	0	49	51							0	0	1	-1
"V100"	1	100	18	312	199	4	"R"	0	50	0	50	0	100	0							1	0	0	0
"V100"	1	100	18	312	203	5	"R"	0	100	0	0	0	6	94							1	1	0	-1
"V100"	1	100	18	312	198	6	"R"	0	33	0	67	0	100	0							0	0	1	0
"V100"	1	100	18	312	191	7	"R"	0	83	0	17	0	57	43							1	0	0	-1
"V100"	1	100	18	312	194	8	"R"	0	77	0	23	0	67	33							1	0	1	0
"V100"	1	100	18	312	192	9	"R"	1	100	0	0	0	50	50							1	0	0	1
"V100"	1	100	18	312	200	10	"R"	0	25	0	75	0	75	25							0	0	1	-1
"V100"	1	100	18	312	199	11	"R"	1	25	0	75	0	100	0							1	0	1	-1
"V100"	1	100	18	312	203	12	"R"	1	85	0	15	0	53	47							1	0	0	1
"V100"	1	100	18	312	198	13	"R"	1	100	0	0	0	100	0							1	0	0	1
"V100"	1	100	18	312	191	14	"R"	0	100	0	0	0	50	50							1	0	0	0
"V100"	1	100	18	312	198	15	"R"	0	100	0	0	0	0	100							1	0	0	-1
"V100"	1	100	18	312	191	16	"R"	1	100	0	0	0	50	50							1	0	1	1
"V100"	1	100	18	312	194	17	"R"	0	83	0	17	0	32	68							1	0	0	-1
"V100"	1	100	18	312	192	18	"R"	0	70	0	30	0	60	40							1	0	0	-1
"V100"	1	100	18	312	200	19	"R"	0	25	0	75	0	75	25							1	0	1	0
"V100"	1	100	18	312	199	20	"R"	0	25	0	75	0	100	0							1	0	1	0
"V100"	1	100	18	312	203	21	"R"	1	84	0	16	0	7	93							1	0	0	-1
"V100"	1	100	18	312	191	22	"R"	0	100	0	0	0	49	51							1	0	0	0
"V100"	1	100	18	312	194	23	"R"	0	93	0	7	0	87	13							1	0	0	0
"V100"	1	100	18	312	192	24	"R"	0	90	0	10	0	88	12							1	0	1	0
"V100"	1	100	18	312	200	25	"R"	0	25	0	75	0	50	50							1	0	1	0
"V100"	1	100	18	314	191	1	"R"	0	100	0	0	0	0	100							1	0	0	-1
"V100"	1	100	18	314	194	2	"R"	0	87	0	13	0	38	62							1	0	0	0
"V100"	1	100	18	314	192	3	"R"	0	30	0	70	0	76	24							1	0	1	0
"V100"	1	100	18	314	200	4	"R"	0	100	0	0	0	50	50							1	0	0	0
"V100"	1	100	18	314	199	5	"R"	0	24	0	76	0	100	0							1	0	1	0
"V100"	1	100	18	314	203	6	"R"	0	100	0	0	0	100	0							1	0	0	0
"V100"	1	100	18	314	198	7	"R"	0	93	0	7	0	78	22							1	0	0	0
"V100"	1	100	18	314	192	8	"R"	1	0	0	100	0	0	100							1	0	0	-1
"V100"	1	100	18	314	200	9	"R"	0	25	0	75	0	75	25							1	0	1	-1
"V100"	1	100	18	314	199	10	"R"	0	25	0	75	0	100	0							1	0	1	0
"V100"	1	100	18	314	203	11	"R"	0	95	0	5	0	40	60							1	0	0	-1
"V100"	1	100	18	314	198	12	"R"	0	98	0	2	0	2	98							1	0	0	-1
"V100"	1	100	18	314	191	13	"R"	1	100	0	0	0	50	50							1	0	0	1
"V100"	1	100	18	314	194	14	"R"	1	100	0	0	0	0	100							1	0	0	1
"V100"	1	100	18	314	203	15	"R"	0	84	0	16	0	9	91							1	0	0	0
"V100"	1	100	18	314	198	16	"R"	1	85	0	15	0	37	63							1	0	0	1
"V100"	1	100	18	314	191	17	"R"	0	100	0	0	0	50	50							1	0	0	-1
"V100"	1	100	18	314	194	18	"R"	1	100	0	0	0	30	70							1	0	0	1
"V100"	1	100	18	314	192	19	"R"	0	66	0	34	0	60	40							1	0	0	0
"V100"	1	100	18	314	200	20	"R"	0	25	0	75	0	75	25							1	0	1	0
"V100"	1	100	18	314	199	21	"R"	1	25	0	75	0	100	0							1	0	1	-1
"V100"	1	100	18	314	192	22	"R"	0	94	0	6	0	90	10							1	0	0	0
"V100"	1	100	18	314	200	23	"R"	0	25	0	75	0	75	25							1	0	0	0
"V100"	1	100	18	314	199	24	"R"	1	25	0	75	0	100	0							1	0	1	-1
"V100"	1	100	18	314	203	25	"R"	0	99	0	1	0	100	0							1	0	0	0
"V100"	1	100	18	315	192	1	"R"	0	50	0	50	0	50	50							1	0	0	-1
"V100"	1	100	18	315	200	2	"R"	0	75	0	25	0	25	75							1	0	0	-1
"V100"	1	100	18	315	199	3	"R"	1	50	0	50	0	100	0							1	0	0	1
"V100"	1	100	18	315	203	4	"R"	0	0	0	100	0	0	100							1	0	0	-1
"V100"	1	100	18	315	198	5	"R"	1	14	0	86	0	90	10							1	0	0	1
"V100"	1	100	18	315	191	6	"R"	0	100	0	0	0	0	100							1	0	0	-1
"V100"	1	100	18	315	194	7	"R"	0	94	0	6	0	38	62							1	0	0	0
"V100"	1	100	18	315	200	8	"R"	0	25	0	75	0	50	50							1	0	0	-1
"V100"	1	100	18	315	199	9	"R"	0	25	0	75	0	100	0							1	0	0	0
"V100"	1	100	18	315	203	10	"R"	1	100	0	0	0	65	35							1	0	0	1
"V100"	1	100	18	315	198	11	"R"	1	99	0	1	0	37	63							1	0	0	1
"V100"	1	100	18	315	191	12	"R"	0	100	0	0	0	50	50							1	0	0	0
"V100"	1	100	18	315	194	13	"R"	1	87	0	13	0	24	76							1	0	0	1
"V100"	1	100	18	315	192	14	"R"	0	60	0	40	0	50	50							1	0	0	0
"V100"	1	100	18	315	199	15	"R"	0	25	0	75	0	100	0							1	0	0	0
"V100"	1	100	18	315	203	16	"R"	1	85	0	15	0	11	89							1	0	0	1
"V100"	1	100	18	315	198	17	"R"	0	93	0	7	0	18	82							1	0	0	0
"V100"	1	100	18	315	191	18	"R"	1	100	0	0	0	50	50							1	0	0	1
"V100"	1	100	18	315	194	19	"R"	0	86	0	14	0	6	94							1	0	0	-1
"V100"	1	100	18	315	192	20	"R"	1	100	0	0	0	100	0							1	0	0	1
"V100"	1	100	18	315	200	21	"R"	0	25	0	75	0	40	60							1	0	0	0
"V100"	1	100	18	315	194	22	"R"	0	76	0	24	0	10	90							1	0	0	-1
"V100"	1	100	18	315	192	23	"R"	0	80	0	20	0	65	35							1	0	0	-1
"V100"	1	100	18	315	200	24	"R"	1	25	0	75	0	75	25							1	0	0	-1
"V100"	1	100	18	315	199	25	"R"	0	24	0	76	0	100	0							1	0	0	0
"V100"	1	100	18	317	198	1	"R"	1	96	0	4	0	7	93							0	0	1	1
"V100"	1	100	18	317	191	2	"R"	0	100	0	0	0	0	100							1	0	1	-1
"V100"	1	100	18	317	194	3	"R"	0	72	0	28	0	71	29							0	1	1	0
"V100"	1	100	18	317	192	4	"R"	0	70	0	30	0	90	10							1	0	0	0
"V100"	1	100	18	317	200	5	"R"	1	25	0	75	0	75	25							0	1	1	-1
"V100"	1	100	18	317	199	6	"R"	1	26	0	74	0	100	0							1	0	1	-1
"V100"	1	100	18	317	203	7	"R"	0	81	0	19	0	31	69							1	0	0	-1
"V100"	1	100	18	317	199	8	"R"	1	25	0	75	0	100	0							1	0	1	-1
"V100"	1	100	18	317	203	9	"R"	0	40	0	60	0	80	20							1	0	0	0
"V100"	1	100	18	317	198	10	"R"	0	90	0	10	0	0	100							1	0	1	-1
"V100"	1	100	18	317	191	11	"R"	1	100	0	0	0	50	50							1	0	0	1
"V100"	1	100	18	317	194	12	"R"	0	92	0	8	0	70	30							1	0	0	0
"V100"	1	100	18	317	192	13	"R"	0	75	0	25	0	24	76							1	0	0	0
"V100"	1	100	18	317	200	14	"R"	1	25	0	75	0	75	25							1	0	0	1
"V100"	1	100	18	317	191	15	"R"	0	100	0	0	0	11	89							1	0	0	-1
"V100"	1	100	18	317	194	16	"R"	0	93	0	7	0	1	99							1	0	0	-1
"V100"	1	100	18	317	192	17	"R"	0	90	0	10	0	60	40							1	0	0	0
"V100"	1	100	18	317	200	18	"R"	0	25	0	75	0	50	50							1	0	0	0
"V100"	1	100	18	317	199	19	"R"	0	25	0	75	0	100	0							1	0	0	0
"V100"	1	100	18	317	203	20	"R"	0	96	0	4	0	29	71							1	0	0	-1
"V100"	1	100	18	317	198	21	"R"	0	99	0	1	0	6	94							1	0	0	-1
"V100"	1	100	18	317	203	22	"R"	0	90	0	10	0	5	95							1	0	0	-1
"V100"	1	100	18	317	198	23	"R"	0	86	0	14	0	89	11							1	0	0	0
"V100"	1	100	18	317	191	24	"R"	0	100	0	0	0	50	50							1	0	0	0
"V100"	1	100	18	317	194	25	"R"	0	99	0	1	0	4	96							1	0	0	-1
"V100"	1	100	18	319	199	1	"R"	0	50	0	50	0	100	0							0	0	0	0
"V100"	1	100	18	319	203	2	"R"	1	0	0	100	0	100	0							0	0	0	-1
"V100"	1	100	18	319	198	3	"R"	0	75	0	25	0	74	26							0	0	0	0
"V100"	1	100	18	319	191	4	"R"	0	100	0	0	0	0	100							0	0	0	-1
"V100"	1	100	18	319	194	5	"R"	0	81	0	19	0	77	23							1	1	1	0
"V100"	1	100	18	319	192	6	"R"	0	100	0	0	0	94	6							0	0	0	0
"V100"	1	100	18	319	200	7	"R"	1	25	0	75	0	75	25							0	0	0	-1
"V100"	1	100	18	319	198	8	"R"	0	35	0	65	0	26	74							0	0	0	-1
"V100"	1	100	18	319	191	9	"R"	0	100	0	0	0	52	48							1	0	0	0
"V100"	1	100	18	319	194	10	"R"	0	80	0	20	0	43	57							0	0	0	0
"V100"	1	100	18	319	192	11	"R"	0	60	0	40	0	60	40							1	0	0	-1
"V100"	1	100	18	319	200	12	"R"	0	25	0	75	0	75	25							0	0	0	-1
"V100"	1	100	18	319	199	13	"R"	0	25	0	75	0	100	0							1	1	0	0
"V100"	1	100	18	319	203	14	"R"	1	98	0	2	0	39	61							1	0	1	1
"V100"	1	100	18	319	192	15	"R"	0	60	0	40	0	40	60							0	0	0	0
"V100"	1	100	18	319	200	16	"R"	1	25	0	75	0	50	50							0	0	0	1
"V100"	1	100	18	319	199	17	"R"	1	25	0	75	0	100	0							0	0	0	-1
"V100"	1	100	18	319	203	18	"R"	1	77	0	23	0	27	73							0	0	0	-1
"V100"	1	100	18	319	198	19	"R"	1	94	0	6	0	14	86							1	0	0	1
"V100"	1	100	18	319	191	20	"R"	1	100	0	0	0	50	50							1	0	1	1
"V100"	1	100	18	319	194	21	"R"	1	88	0	12	0	30	70							1	0	1	1
"V100"	1	100	18	319	200	22	"R"	1	25	0	75	0	65	35							1	0	0	-1
"V100"	1	100	18	319	199	23	"R"	0	25	0	75	0	100	0							0	0	0	0
"V100"	1	100	18	319	203	24	"R"	0	82	0	18	0	76	24							1	0	0	0
"V100"	1	100	18	319	198	25	"R"	1	92	0	8	0	11	89							1	0	1	1
"V100"	1	100	18	321	203	1	"R"	0	94	0	6	0	4	96							1	0	0	-1
"V100"	1	100	18	321	198	2	"R"	1	84	0	16	0	73	27							1	0	0	1
"V100"	1	100	18	321	191	3	"R"	0	100	0	0	0	0	100							1	0	0	-1
"V100"	1	100	18	321	194	4	"R"	1	77	0	23	0	75	25							1	0	0	1
"V100"	1	100	18	321	192	5	"R"	0	50	0	50	0	50	50							1	0	0	-1
"V100"	1	100	18	321	200	6	"R"	0	25	0	75	0	75	25							1	0	1	-1
"V100"	1	100	18	321	199	7	"R"	0	28	0	72	0	100	0							1	0	1	0
"V100"	1	100	18	321	191	8	"R"	1	100	0	0	0	100	0							1	0	0	1
"V100"	1	100	18	321	194	9	"R"	1	85	0	15	0	46	54							1	0	0	1
"V100"	1	100	18	321	192	10	"R"	0	75	0	25	0	50	50							1	0	0	-1
"V100"	1	100	18	321	200	11	"R"	0	25	0	75	0	75	25							1	0	1	0
"V100"	1	100	18	321	199	12	"R"	0	30	0	70	0	100	0							1	0	1	0
"V100"	1	100	18	321	203	13	"R"	0	85	0	15	0	47	53							1	0	1	-1
"V100"	1	100	18	321	198	14	"R"	0	88	0	12	0	59	41							1	0	0	-1
"V100"	1	100	18	321	194	15	"R"	0	100	0	0	0	0	100							1	0	0	-1
"V100"	1	100	18	321	192	16	"R"	1	70	0	30	0	65	35							1	0	0	-1
"V100"	1	100	18	321	200	17	"R"	0	25	0	75	0	50	50							1	0	0	-1
"V100"	1	100	18	321	199	18	"R"	0	25	0	75	0	100	0							1	0	1	0
"V100"	1	100	18	321	203	19	"R"	1	86	0	14	0	7	93							1	0	0	1
"V100"	1	100	18	321	198	20	"R"	0	100	0	0	0	75	25							1	0	0	0
"V100"	1	100	18	321	191	21	"R"	0	100	0	0	0	50	50							1	0	0	0
"V100"	1	100	18	321	198	22	"R"	0	80	0	20	0	22	78							1	0	0	-1
"V100"	1	100	18	321	191	23	"R"	1	100	0	0	0	50	50							1	0	0	1
"V100"	1	100	18	321	194	24	"R"	1	99	0	1	0	1	99							1	0	0	1
"V100"	1	100	18	321	192	25	"R"	0	80	0	20	0	50	50							1	0	0	-1
"V100"	1	100	18	322	200	1	"R"	0	100	0	0	0	50	50							0	0	0	-1
"V100"	1	100	18	322	199	2	"R"	1	50	0	50	0	100	0							0	0	0	1
"V100"	1	100	18	322	203	3	"R"	0	90	0	10	0	59	41							0	0	0	0
"V100"	1	100	18	322	198	4	"R"	0	100	0	0	0	0	100							1	0	0	-1
"V100"	1	100	18	322	191	5	"R"	0	100	0	0	0	0	100							1	0	0	-1
"V100"	1	100	18	322	194	6	"R"	0	81	0	19	0	76	24							0	0	0	0
"V100"	1	100	18	322	192	7	"R"	0	70	0	30	0	100	0							0	0	0	0
"V100"	1	100	18	322	203	8	"R"	0	61	0	39	0	100	0							0	0	0	0
"V100"	1	100	18	322	198	9	"R"	1	87	0	13	0	49	51							0	0	0	1
"V100"	1	100	18	322	191	10	"R"	0	100	0	0	0	50	50							0	0	0	0
"V100"	1	100	18	322	194	11	"R"	0	87	0	13	0	44	56							0	0	0	-1
"V100"	1	100	18	322	192	12	"R"	0	50	0	50	0	88	12							0	0	0	0
"V100"	1	100	18	322	200	13	"R"	0	20	0	80	0	20	80							0	0	0	-1
"V100"	1	100	18	322	199	14	"R"	0	25	0	75	0	100	0							0	0	0	0
"V100"	1	100	18	322	200	15	"R"	0	25	0	75	0	75	25							0	0	0	-1
"V100"	1	100	18	322	199	16	"R"	1	25	0	75	0	100	0							0	0	0	-1
"V100"	1	100	18	322	203	17	"R"	1	83	0	17	0	15	85							0	0	0	1
"V100"	1	100	18	322	198	18	"R"	0	95	0	5	0	4	96							1	0	0	-1
"V100"	1	100	18	322	191	19	"R"	0	100	0	0	0	50	50							1	0	0	0
"V100"	1	100	18	322	194	20	"R"	0	87	0	13	0	49	51							1	0	0	0
"V100"	1	100	18	322	192	21	"R"	1	95	0	5	0	95	5							1	0	0	1
"V100"	1	100	18	322	199	22	"R"	0	25	0	75	0	100	0							0	0	0	0
"V100"	1	100	18	322	203	23	"R"	0	87	0	13	0	6	94							1	0	0	-1
"V100"	1	100	18	322	198	24	"R"	0	51	0	49	0	66	34							0	0	0	-1
"V100"	1	100	18	322	191	25	"R"	0	100	0	0	0	48	52							1	0	0	0
"V100"	1	100	18	311	201	1	"S"	0	100	0	0	0	0	100							1	0	0	-1
"V100"	1	100	18	311	204	2	"S"	0	100	0	0	0	0	100							1	0	1	-1
"V100"	1	100	18	311	196	3	"S"	0	100	0	0	0	0	100							1	0	0	-1
"V100"	1	100	18	311	193	4	"S"	0	100	0	0	0	0	100							0	0	0	-1
"V100"	1	100	18	311	197	5	"S"	0	100	0	0	0	0	100							1	0	0	-1
"V100"	1	100	18	311	202	6	"S"	0	100	0	0	0	0	100							1	0	0	-1
"V100"	1	100	18	311	195	7	"S"	0	83	0	17	0	57	43							1	0	0	-1
"V100"	1	100	18	311	196	8	"S"	1	100	0	0	0	100	0							1	0	0	1
"V100"	1	100	18	311	193	9	"S"	0	100	0	0	0	52	48							1	0	0	0
"V100"	1	100	18	311	197	10	"S"	0	100	0	0	0	50	50							0	0	0	0
"V100"	1	100	18	311	204	11	"S"	1	100	0	0	0	50	50							1	0	0	1
"V100"	1	100	18	311	202	12	"S"	0	100	0	0	0	50	50							1	0	0	0
"V100"	1	100	18	311	201	13	"S"	1	100	0	0	0	50	50							1	0	0	1
"V100"	1	100	18	311	195	14	"S"	0	100	0	0	0	50	50							1	0	0	0
"V100"	1	100	18	311	204	15	"S"	0	100	0	0	0	11	89							1	0	0	-1
"V100"	1	100	18	311	195	16	"S"	1	100	0	0	0	50	50							1	0	1	1
"V100"	1	100	18	311	201	17	"S"	0	100	0	0	0	50	50							1	0	0	-1
"V100"	1	100	18	311	202	18	"S"	1	100	0	0	0	50	50							1	0	0	1
"V100"	1	100	18	311	197	19	"S"	0	100	0	0	0	50	50							1	0	0	0
"V100"	1	100	18	311	193	20	"S"	1	100	0	0	0	50	50							1	0	1	1
"V100"	1	100	18	311	196	21	"S"	0	100	0	0	0	50	50							1	0	0	0
"V100"	1	100	18	311	195	22	"S"	0	100	0	0	0	49	51							1	0	0	0
"V100"	1	100	18	311	196	23	"S"	1	100	0	0	0	50	50							1	0	0	1
"V100"	1	100	18	311	204	24	"S"	0	100	0	0	0	50	50							1	0	0	0
