NOTE: A bug in the code of the experimental software used to run some of the early sessions led to a loss of data. This loss is reflected in the data file. The bug affected a small share of the data collected in the initial 12 sessions (out of 32 sessions in total), specifically 0.3% of sender-receiver interactions. 
Because of an integer problem, some subjects in some rounds observed the realization of an event that was supposed to have zero probability. Despite affecting a minimal number of interactions, we decided to discard not only the affected interactions, but also the subjects that participated in those interactions. This led to dropping about 6% of the total amount of data that we collected.

* Dictionary *
treatment:			treatment indicator.
verifiable:			= 1 if messages are verifiable, 0 o/w.
rho:				level of commitment in %, {20, 80, 100}.
session:			session identifier.
id:					unique subject identifier.
oid:				unique subject identifier for other subject in a match.
match:				match identifier.
role:				sender or receiver, {S, R}.
color:				= 1 if drawn ball is red, 0 o/w.
rred, rblue,...		First letter indicates ball color. Word that comes next is the color of the message. Indicates probability of that message for that state in commitment stage (in %).
revrred, ...		Same as above for revision stage.
rdec, bdec, ndec	Receiver guess (=1 if red, 0 o/w) when message is red, blue, or when there is no message.
message				-1 (no msg), 0 (blue msg), 1 (red msg).
**************


treatment	verifiable	rho	session	id	oid	match	role	color	rred	rblue	rnone	bred	bblue	bnone	revrred	revrblue	revrnone	revbred	revbblue	revbnone	rdec	bdec	ndec	message
"U100S"	0	100	30	513	542	3	"S"	0	30	70	0	75	25	0							0	1	0	1
"U100S"	0	100	30	513	544	4	"S"	0	100	0	0	50	50	0							1	0	0	1
"U100S"	0	100	30	513	551	5	"S"	0	100	0	0	50	50	0							1	0	0	1
"U100S"	0	100	30	513	552	6	"S"	0	100	0	0	50	50	0							1	0	0	1
"U100S"	0	100	30	513	550	7	"S"	0	100	0	0	50	50	0							1	0	0	0
"U100S"	0	100	30	513	554	8	"S"	0	100	0	0	55	45	0							1	0	0	1
"U100S"	0	100	30	513	547	9	"S"	1	100	0	0	55	45	0							0	0	0	1
"U100S"	0	100	30	513	554	10	"S"	1	100	0	0	56	44	0							0	0	0	1
"U100S"	0	100	30	513	551	11	"S"	1	100	0	0	54	46	0							1	0	0	1
"U100S"	0	100	30	513	542	12	"S"	0	100	0	0	54	46	0							1	0	0	1
"U100S"	0	100	30	513	544	13	"S"	0	100	0	0	54	46	0							0	0	0	0
"U100S"	0	100	30	513	550	14	"S"	1	100	0	0	55	45	0							1	0	0	1
"U100S"	0	100	30	513	547	15	"S"	0	100	0	0	55	45	0							0	0	0	0
"U100S"	0	100	30	513	552	16	"S"	1	100	0	0	54	46	0							1	0	0	1
"U100S"	0	100	30	513	556	17	"S"	0	100	0	0	54	46	0							0	0	0	1
"U100S"	0	100	30	513	549	18	"S"	0	100	0	0	54	46	0							0	0	0	1
"U100S"	0	100	30	513	550	19	"S"	1	100	0	0	53	47	0							1	0	0	1
"U100S"	0	100	30	513	549	20	"S"	1	100	0	0	53	47	0							0	0	0	1
"U100S"	0	100	30	513	552	21	"S"	0	100	0	0	54	46	0							1	1	0	0
"U100S"	0	100	30	513	542	22	"S"	0	100	0	0	54	46	0							0	0	0	0
"U100S"	0	100	30	513	547	23	"S"	0	100	0	0	55	45	0							0	0	0	1
"U100S"	0	100	30	513	554	24	"S"	0	98	2	0	55	45	0							0	0	0	0
"U100S"	0	100	30	513	551	25	"S"	0	100	0	0	0	100	0							1	0	0	0
"U100S"	0	100	30	515	547	1	"S"	1	75	25	0	75	25	0							0	0	0	1
"U100S"	0	100	30	515	549	2	"S"	0	99	1	0	1	99	0							1	0	0	0
"U100S"	0	100	30	515	556	3	"S"	1	66	34	0	66	34	0							0	0	0	1
"U100S"	0	100	30	515	542	4	"S"	1	50	50	0	50	50	0							0	0	0	1
"U100S"	0	100	30	515	544	5	"S"	1	79	21	0	58	42	0							0	0	0	1
"U100S"	0	100	30	515	551	6	"S"	1	78	22	0	33	67	0							1	0	0	1
"U100S"	0	100	30	515	552	7	"S"	1	78	22	0	33	67	0							1	0	0	1
"U100S"	0	100	30	515	550	8	"S"	0	78	22	0	33	67	0							1	0	0	0
"U100S"	0	100	30	515	554	9	"S"	0	33	67	0	78	22	0							0	0	0	1
"U100S"	0	100	30	515	549	10	"S"	0	66	34	0	34	66	0							0	0	0	0
"U100S"	0	100	30	515	554	11	"S"	1	66	34	0	50	50	0							1	0	0	1
"U100S"	0	100	30	515	551	12	"S"	0	66	34	0	33	67	0							1	0	0	1
"U100S"	0	100	30	515	542	13	"S"	0	66	34	0	33	67	0							0	0	0	1
"U100S"	0	100	30	515	544	14	"S"	0	66	34	0	33	67	0							0	0	0	0
"U100S"	0	100	30	515	550	15	"S"	0	66	34	0	50	50	0							0	0	0	1
"U100S"	0	100	30	515	547	16	"S"	0	66	34	0	51	49	0							0	0	0	0
"U100S"	0	100	30	515	552	17	"S"	1	66	34	0	50	50	0							1	0	0	1
"U100S"	0	100	30	515	556	18	"S"	1	48	52	0	52	48	0							0	1	0	1
"U100S"	0	100	30	515	556	19	"S"	0	53	47	0	47	53	0							1	0	0	0
"U100S"	0	100	30	515	550	20	"S"	0	70	30	0	53	47	0							0	0	0	0
"U100S"	0	100	30	515	549	21	"S"	0	64	36	0	50	50	0							0	0	0	1
"U100S"	0	100	30	515	552	22	"S"	0	75	25	0	50	50	0							1	0	0	0
"U100S"	0	100	30	515	542	23	"S"	0	75	25	0	67	33	0							0	0	0	0
"U100S"	0	100	30	515	547	24	"S"	0	66	34	0	48	52	0							0	0	0	0
"U100S"	0	100	30	515	554	25	"S"	0	66	34	0	50	50	0							0	0	0	0
"U100S"	0	100	30	517	544	1	"S"	1	100	0	0	50	50	0							1	0	0	1
"U100S"	0	100	30	517	551	2	"S"	0	100	0	0	54	46	0							1	0	0	1
"U100S"	0	100	30	517	552	3	"S"	0	100	0	0	55	45	0							1	1	0	1
"U100S"	0	100	30	517	550	4	"S"	0	100	0	0	56	44	0							1	0	0	1
"U100S"	0	100	30	517	554	5	"S"	1	100	0	0	56	44	0							1	0	0	1
"U100S"	0	100	30	517	547	6	"S"	0	100	0	0	56	44	0							0	0	0	0
"U100S"	0	100	30	517	549	7	"S"	0	100	0	0	54	46	0							0	0	0	1
"U100S"	0	100	30	517	556	8	"S"	1	100	0	0	53	47	0							1	0	0	1
"U100S"	0	100	30	517	542	9	"S"	1	100	0	0	55	45	0							1	0	0	1
"U100S"	0	100	30	517	544	10	"S"	0	100	0	0	55	45	0							1	0	0	1
"U100S"	0	100	30	517	550	11	"S"	0	100	0	0	55	45	0							1	0	0	1
"U100S"	0	100	30	517	547	12	"S"	0	100	0	0	49	51	0							0	0	0	0
"U100S"	0	100	30	517	552	13	"S"	0	100	0	0	52	48	0							1	0	0	0
"U100S"	0	100	30	517	556	14	"S"	1	99	1	0	55	45	0							1	0	0	1
"U100S"	0	100	30	517	549	15	"S"	0	100	0	0	55	45	0							0	0	0	0
"U100S"	0	100	30	517	554	16	"S"	0	100	0	0	54	46	0							1	0	0	0
"U100S"	0	100	30	517	551	17	"S"	0	100	0	0	56	44	0							0	0	0	0
"U100S"	0	100	30	517	542	18	"S"	0	100	0	0	49	51	0							0	0	0	1
"U100S"	0	100	30	517	542	19	"S"	1	100	0	0	40	60	0							1	0	0	1
"U100S"	0	100	30	517	547	20	"S"	0	100	0	0	41	59	0							0	0	0	0
"U100S"	0	100	30	517	554	21	"S"	0	100	0	0	42	58	0							1	0	0	1
"U100S"	0	100	30	517	551	22	"S"	1	100	0	0	42	58	0							1	0	0	1
"U100S"	0	100	30	517	544	23	"S"	0	100	0	0	42	58	0							1	0	0	1
"U100S"	0	100	30	517	556	24	"S"	1	100	0	0	43	57	0							1	0	0	1
"U100S"	0	100	30	517	550	25	"S"	0	100	0	0	43	57	0							1	0	0	0
"U100S"	0	100	30	518	552	1	"S"	0	100	0	0	50	50	0							1	0	0	1
"U100S"	0	100	30	518	550	2	"S"	1	100	0	0	51	49	0							1	0	0	1
"U100S"	0	100	30	518	554	3	"S"	1	100	0	0	50	50	0							1	1	0	1
"U100S"	0	100	30	518	547	4	"S"	0	100	0	0	50	50	0							0	0	0	1
"U100S"	0	100	30	518	549	5	"S"	0	100	0	0	50	50	0							1	0	0	1
"U100S"	0	100	30	518	556	6	"S"	1	100	0	0	50	50	0							1	0	0	1
"U100S"	0	100	30	518	542	7	"S"	0	100	0	0	50	50	0							1	0	0	0
"U100S"	0	100	30	518	544	8	"S"	0	100	0	0	50	50	0							0	0	0	0
"U100S"	0	100	30	518	551	9	"S"	0	100	0	0	50	50	0							1	0	0	1
"U100S"	0	100	30	518	547	10	"S"	0	100	0	0	50	50	0							0	0	0	0
"U100S"	0	100	30	518	552	11	"S"	0	100	0	0	50	50	0							1	0	0	1
"U100S"	0	100	30	518	556	12	"S"	0	100	0	0	50	50	0							1	0	0	1
"U100S"	0	100	30	518	549	13	"S"	0	100	0	0	50	50	0							0	0	0	0
"U100S"	0	100	30	518	554	14	"S"	1	100	0	0	50	50	0							1	0	0	1
"U100S"	0	100	30	518	551	15	"S"	0	100	0	0	50	50	0							1	0	0	1
"U100S"	0	100	30	518	542	16	"S"	0	100	0	0	50	50	0							1	0	0	0
"U100S"	0	100	30	518	544	17	"S"	0	100	0	0	50	50	0							0	0	0	1
"U100S"	0	100	30	518	550	18	"S"	0	100	0	0	50	50	0							1	0	0	1
"U100S"	0	100	30	518	554	19	"S"	0	100	0	0	50	50	0							1	0	0	0
"U100S"	0	100	30	518	551	20	"S"	0	100	0	0	50	50	0							1	0	0	1
"U100S"	0	100	30	518	544	21	"S"	0	99	1	0	50	50	0							0	0	0	0
"U100S"	0	100	30	518	556	22	"S"	0	100	0	0	50	50	0							1	1	0	1
"U100S"	0	100	30	518	550	23	"S"	0	100	0	0	50	50	0							1	0	0	0
"U100S"	0	100	30	518	549	24	"S"	0	100	0	0	50	50	0							0	0	0	0
"U100S"	0	100	30	518	552	25	"S"	0	100	0	0	50	50	0							1	0	0	1
"U100S"	0	100	30	520	542	1	"S"	0	100	0	0	100	0	0							0	0	0	1
"U100S"	0	100	30	520	544	2	"S"	0	50	50	0	49	51	0							1	0	0	0
"U100S"	0	100	30	520	551	3	"S"	0	100	0	0	0	100	0							1	0	0	0
"U100S"	0	100	30	520	552	4	"S"	1	50	50	0	52	48	0							0	1	0	1
"U100S"	0	100	30	520	550	5	"S"	1	100	0	0	100	0	0							0	0	0	1
"U100S"	0	100	30	520	554	6	"S"	1	100	0	0	100	0	0							0	0	0	1
"U100S"	0	100	30	520	547	7	"S"	0	100	0	0	83	17	0							0	0	0	1
"U100S"	0	100	30	520	549	8	"S"	0	100	0	0	100	0	0							0	0	0	1
"U100S"	0	100	30	520	556	9	"S"	0	100	0	0	100	0	0							1	0	0	1
"U100S"	0	100	30	520	542	10	"S"	0	100	0	0	100	0	0							1	0	0	1
"U100S"	0	100	30	520	544	11	"S"	0	100	0	0	100	0	0							0	0	0	1
"U100S"	0	100	30	520	550	12	"S"	1	100	0	0	100	0	0							0	0	0	1
"U100S"	0	100	30	520	547	13	"S"	0	98	2	0	50	50	0							0	0	0	0
"U100S"	0	100	30	520	552	14	"S"	0	100	0	0	100	0	0							1	1	0	1
"U100S"	0	100	30	520	556	15	"S"	1	100	0	0	50	50	0							0	0	0	1
"U100S"	0	100	30	520	549	16	"S"	0	100	0	0	100	0	0							0	0	0	1
"U100S"	0	100	30	520	554	17	"S"	1	100	0	0	0	100	0							1	0	0	1
"U100S"	0	100	30	520	551	18	"S"	0	100	0	0	0	100	0							1	0	0	0
"U100S"	0	100	30	520	552	19	"S"	0	0	100	0	100	0	0							0	1	0	1
"U100S"	0	100	30	520	542	20	"S"	1	100	0	0	0	100	0							1	0	0	1
"U100S"	0	100	30	520	547	21	"S"	0	100	0	0	26	74	0							1	0	0	0
"U100S"	0	100	30	520	554	22	"S"	0	100	0	0	0	100	0							1	0	0	0
"U100S"	0	100	30	520	551	23	"S"	1	100	0	0	66	34	0							0	0	0	1
"U100S"	0	100	30	520	544	24	"S"	0	100	0	0	0	100	0							1	0	0	0
"U100S"	0	100	30	520	556	25	"S"	0	100	0	0	0	100	0							1	0	0	0
"U100S"	0	100	30	522	550	1	"S"	0	86	14	0	19	81	0							1	0	0	0
"U100S"	0	100	30	522	554	2	"S"	0	8	92	0	23	77	0							1	0	0	0
"U100S"	0	100	30	522	547	3	"S"	0	89	11	0	91	9	0							0	0	0	1
"U100S"	0	100	30	522	549	4	"S"	1	91	9	0	92	8	0							0	0	0	1
"U100S"	0	100	30	522	556	5	"S"	0	7	93	0	84	16	0							1	0	0	0
"U100S"	0	100	30	522	542	6	"S"	0	67	33	0	56	44	0							1	0	0	1
"U100S"	0	100	30	522	544	7	"S"	0	20	80	0	34	66	0							1	0	0	1
"U100S"	0	100	30	522	551	8	"S"	0	75	25	0	72	28	0							0	0	0	1
"U100S"	0	100	30	522	552	9	"S"	0	30	70	0	32	68	0							1	0	0	0
"U100S"	0	100	30	522	552	10	"S"	1	70	30	0	69	31	0							1	0	0	1
"U100S"	0	100	30	522	556	11	"S"	0	60	40	0	76	24	0							1	0	0	1
"U100S"	0	100	30	522	549	12	"S"	0	74	26	0	87	13	0							0	0	0	0
"U100S"	0	100	30	522	554	13	"S"	0	95	5	0	91	9	0							0	0	0	1
"U100S"	0	100	30	522	551	14	"S"	1	85	15	0	62	38	0							0	0	0	1
"U100S"	0	100	30	522	542	15	"S"	0	27	73	0	9	91	0							0	0	0	0
"U100S"	0	100	30	522	544	16	"S"	0	98	2	0	54	46	0							0	0	0	1
"U100S"	0	100	30	522	550	17	"S"	0	86	14	0	38	62	0							1	0	0	0
"U100S"	0	100	30	522	547	18	"S"	0	73	27	0	76	24	0							0	0	0	1
"U100S"	0	100	30	522	551	19	"S"	0	100	0	0	49	51	0							1	0	0	1
"U100S"	0	100	30	522	544	20	"S"	0	94	6	0	94	6	0							0	0	0	1
"U100S"	0	100	30	522	556	21	"S"	0	93	7	0	27	73	0							1	0	0	0
"U100S"	0	100	30	522	550	22	"S"	0	55	45	0	45	55	0							0	0	0	0
"U100S"	0	100	30	522	549	23	"S"	0	54	46	0	72	28	0							0	0	0	1
"U100S"	0	100	30	522	552	24	"S"	0	91	9	0	6	94	0							1	0	0	0
"U100S"	0	100	30	522	542	25	"S"	0	37	63	0	32	68	0							0	0	0	0
"U100S"	0	100	30	523	556	1	"S"	1	76	24	0	51	49	0							0	1	0	1
"U100S"	0	100	30	523	542	2	"S"	1	87	13	0	93	7	0							1	0	0	1
"U100S"	0	100	30	523	544	3	"S"	0	94	6	0	82	18	0							1	0	0	1
"U100S"	0	100	30	523	551	4	"S"	0	95	5	0	88	12	0							0	0	0	1
"U100S"	0	100	30	523	552	5	"S"	1	98	2	0	85	15	0							1	1	0	1
"U100S"	0	100	30	523	550	6	"S"	0	98	2	0	86	14	0							0	0	0	1
"U100S"	0	100	30	523	554	7	"S"	0	97	3	0	86	14	0							0	0	0	1
"U100S"	0	100	30	523	547	8	"S"	1	97	3	0	86	14	0							0	0	0	1
"U100S"	0	100	30	523	549	9	"S"	0	97	3	0	86	14	0							0	0	0	1
"U100S"	0	100	30	523	551	10	"S"	0	97	3	0	86	14	0							0	0	0	1
"U100S"	0	100	30	523	542	11	"S"	0	98	2	0	85	15	0							1	0	0	1
"U100S"	0	100	30	523	544	12	"S"	1	98	2	0	85	15	0							0	0	0	1
"U100S"	0	100	30	523	550	13	"S"	1	98	2	0	84	16	0							0	0	0	1
"U100S"	0	100	30	523	547	14	"S"	0	97	3	0	86	14	0							0	0	0	1
"U100S"	0	100	30	523	552	15	"S"	0	97	3	0	86	14	0							1	0	0	1
"U100S"	0	100	30	523	556	16	"S"	0	97	3	0	86	14	0							1	0	0	1
"U100S"	0	100	30	523	549	17	"S"	0	97	3	0	86	14	0							0	0	0	1
"U100S"	0	100	30	523	554	18	"S"	1	97	3	0	86	14	0							0	0	0	1
"U100S"	0	100	30	523	549	19	"S"	1	98	2	0	86	14	0							0	0	0	1
"U100S"	0	100	30	523	552	20	"S"	0	98	2	0	86	14	0							1	0	0	1
"U100S"	0	100	30	523	542	21	"S"	0	98	2	0	86	14	0							0	0	0	1
"U100S"	0	100	30	523	547	22	"S"	1	97	3	0	86	14	0							0	0	0	1
"U100S"	0	100	30	523	554	23	"S"	0	98	2	0	85	15	0							0	0	0	0
"U100S"	0	100	30	523	551	24	"S"	0	97	3	0	85	15	0							0	0	0	1
"U100S"	0	100	30	523	544	25	"S"	0	97	3	0	85	15	0							0	0	0	1
"U100S"	0	100	30	525	554	1	"S"	0	60	40	0	70	30	0							0	0	0	0
"U100S"	0	100	30	525	547	2	"S"	0	100	0	0	100	0	0							0	0	0	1
"U100S"	0	100	30	525	549	3	"S"	0	72	28	0	44	56	0							1	0	0	1
"U100S"	0	100	30	525	556	4	"S"	0	68	32	0	42	58	0							1	0	0	0
"U100S"	0	100	30	525	542	5	"S"	0	59	41	0	75	25	0							1	1	0	0
"U100S"	0	100	30	525	544	6	"S"	0	73	27	0	50	50	0							0	0	0	0
"U100S"	0	100	30	525	551	7	"S"	0	90	10	0	80	20	0							0	0	0	1
"U100S"	0	100	30	525	552	8	"S"	1	85	15	0	57	43	0							1	0	0	0
"U100S"	0	100	30	525	550	9	"S"	0	50	50	0	60	40	0							0	0	0	1
"U100S"	0	100	30	525	556	10	"S"	0	79	21	0	35	65	0							1	0	0	0
"U100S"	0	100	30	525	549	11	"S"	1	47	53	0	66	34	0							0	0	0	0
"U100S"	0	100	30	525	554	12	"S"	1	91	9	0	36	64	0							1	0	0	1
"U100S"	0	100	30	525	551	13	"S"	0	93	7	0	19	81	0							1	0	0	1
"U100S"	0	100	30	525	542	14	"S"	0	100	0	0	20	80	0							1	0	0	0
"U100S"	0	100	30	525	544	15	"S"	1	88	12	0	19	81	0							1	0	0	1
"U100S"	0	100	30	525	550	16	"S"	0	90	10	0	19	81	0							1	0	0	1
"U100S"	0	100	30	525	547	17	"S"	1	91	9	0	13	87	0							1	0	0	1
"U100S"	0	100	30	525	552	18	"S"	0	87	13	0	14	86	0							1	0	0	0
"U100S"	0	100	30	525	544	19	"S"	1	87	13	0	10	90	0							1	0	0	1
"U100S"	0	100	30	525	556	20	"S"	0	86	14	0	16	84	0							0	0	0	1
"U100S"	0	100	30	525	550	21	"S"	1	89	11	0	21	79	0							1	0	0	1
"U100S"	0	100	30	525	549	22	"S"	0	86	14	0	15	85	0							1	0	0	0
"U100S"	0	100	30	525	552	23	"S"	0	91	9	0	16	84	0							1	0	0	0
"U100S"	0	100	30	525	542	24	"S"	0	90	10	0	13	87	0							1	0	0	0
"U100S"	0	100	30	525	547	25	"S"	0	90	10	0	14	86	0							1	0	0	0
"U100S"	0	100	31	531	561	1	"R"	1	90	10	0	50	50	0							1	0	0	1
"U100S"	0	100	31	531	559	2	"R"	0	100	0	0	100	0	0							1	0	0	1
"U100S"	0	100	31	531	568	3	"R"	0	57	43	0	45	55	0							1	0	0	0
"U100S"	0	100	31	531	565	4	"R"	0	50	50	0	50	50	0							0	1	0	0
"U100S"	0	100	31	531	562	5	"R"	0	35	65	0	80	20	0							0	1	0	1
"U100S"	0	100	31	531	566	6	"R"	1	100	0	0	100	0	0							0	0	0	1
"U100S"	0	100	31	531	567	7	"R"	0	100	0	0	0	100	0							1	0	0	0
"U100S"	0	100	31	531	567	8	"R"	0	100	0	0	78	22	0							0	0	0	1
"U100S"	0	100	31	531	561	9	"R"	0	100	0	0	70	30	0							0	0	0	1
"U100S"	0	100	31	531	559	10	"R"	0	100	0	0	100	0	0							1	0	0	1
"U100S"	0	100	31	531	568	11	"R"	1	100	0	0	100	0	0							0	0	0	1
"U100S"	0	100	31	531	565	12	"R"	0	97	3	0	20	80	0							1	0	0	0
"U100S"	0	100	31	531	562	13	"R"	1	96	4	0	73	27	0							0	0	0	1
"U100S"	0	100	31	531	566	14	"R"	1	100	0	0	100	0	0							0	0	0	1
"U100S"	0	100	31	531	568	15	"R"	0	73	27	0	75	25	0							0	0	0	0
"U100S"	0	100	31	531	565	16	"R"	0	50	50	0	50	50	0							0	0	0	1
"U100S"	0	100	31	531	562	17	"R"	0	100	0	0	72	28	0							0	0	0	1
"U100S"	0	100	31	531	566	18	"R"	0	100	0	0	100	0	0							0	0	0	1
"U100S"	0	100	31	531	567	19	"R"	0	100	0	0	41	59	0							1	0	0	0
"U100S"	0	100	31	531	561	20	"R"	1	100	0	0	75	25	0							1	0	0	1
"U100S"	0	100	31	531	559	21	"R"	1	100	0	0	50	50	0							1	0	0	1
"U100S"	0	100	31	531	561	22	"R"	0	100	0	0	100	0	0							0	0	0	1
"U100S"	0	100	31	531	559	23	"R"	0	100	0	0	50	50	0							1	0	0	1
"U100S"	0	100	31	531	568	24	"R"	1	88	12	0	96	4	0							0	0	0	1
"U100S"	0	100	31	531	565	25	"R"	0	87	13	0	86	14	0							0	0	0	1
"U100S"	0	100	31	532	568	1	"R"	1	81	19	0	59	41	0							0	0	0	1
"U100S"	0	100	31	532	565	2	"R"	0	90	10	0	92	8	0							0	1	0	1
"U100S"	0	100	31	532	562	3	"R"	1	74	26	0	95	5	0							0	1	0	0
"U100S"	0	100	31	532	566	4	"R"	1	100	0	0	100	0	0							0	1	0	1
"U100S"	0	100	31	532	567	5	"R"	1	100	0	0	100	0	0							0	1	0	1
"U100S"	0	100	31	532	561	6	"R"	1	100	0	0	60	40	0							0	1	0	1
"U100S"	0	100	31	532	559	7	"R"	1	100	0	0	100	0	0							0	1	0	1
"U100S"	0	100	31	532	568	8	"R"	0	57	43	0	100	0	0							0	1	0	1
"U100S"	0	100	31	532	565	9	"R"	0	4	96	0	4	96	0							1	0	0	0
"U100S"	0	100	31	532	562	10	"R"	1	100	0	0	80	20	0							1	0	0	1
"U100S"	0	100	31	532	566	11	"R"	1	70	30	0	88	12	0							0	1	0	1
"U100S"	0	100	31	532	567	12	"R"	0	100	0	0	41	59	0							1	0	0	1
"U100S"	0	100	31	532	561	13	"R"	1	100	0	0	51	49	0							1	0	0	1
"U100S"	0	100	31	532	559	14	"R"	0	100	0	0	50	50	0							1	0	0	1
"U100S"	0	100	31	532	559	15	"R"	1	99	1	0	50	50	0							1	1	0	1
"U100S"	0	100	31	532	568	16	"R"	0	100	0	0	100	0	0							0	1	0	1
"U100S"	0	100	31	532	565	17	"R"	0	25	75	0	75	25	0							0	1	0	1
"U100S"	0	100	31	532	562	18	"R"	0	10	90	0	76	24	0							0	1	0	1
"U100S"	0	100	31	532	566	19	"R"	1	100	0	0	100	0	0							0	1	0	1
"U100S"	0	100	31	532	567	20	"R"	0	100	0	0	53	47	0							0	0	0	0
"U100S"	0	100	31	532	561	21	"R"	0	100	0	0	70	30	0							0	0	0	0
"U100S"	0	100	31	532	568	22	"R"	0	100	0	0	99	1	0							1	0	0	1
"U100S"	0	100	31	532	565	23	"R"	0	87	13	0	80	20	0							0	0	0	1
"U100S"	0	100	31	532	562	24	"R"	0	95	5	0	44	56	0							1	0	0	0
"U100S"	0	100	31	532	566	25	"R"	0	99	1	0	98	2	0							0	0	0	1
"U100S"	0	100	31	533	565	1	"R"	1	95	5	0	94	6	0							0	0	0	1
"U100S"	0	100	31	533	562	2	"R"	0	80	20	0	61	39	0							0	0	0	1
"U100S"	0	100	31	533	566	3	"R"	0	100	0	0	100	0	0							0	0	0	1
"U100S"	0	100	31	533	567	4	"R"	0	100	0	0	100	0	0							1	0	0	1
"U100S"	0	100	31	533	561	5	"R"	1	100	0	0	60	40	0							0	0	0	1
"U100S"	0	100	31	533	559	6	"R"	0	100	0	0	100	0	0							0	0	0	1
"U100S"	0	100	31	533	568	7	"R"	0	90	10	0	49	51	0							0	0	0	1
"U100S"	0	100	31	533	566	8	"R"	0	100	0	0	100	0	0							0	1	0	1
"U100S"	0	100	31	533	567	9	"R"	0	90	10	0	90	10	0							0	0	0	1
"U100S"	0	100	31	533	561	10	"R"	0	100	0	0	50	50	0							0	1	0	0
"U100S"	0	100	31	533	559	11	"R"	0	99	1	0	100	0	0							0	0	0	1
"U100S"	0	100	31	533	568	12	"R"	1	59	41	0	71	29	0							0	0	0	1
"U100S"	0	100	31	533	565	13	"R"	0	100	0	0	98	2	0							0	0	0	1
"U100S"	0	100	31	533	562	14	"R"	1	97	3	0	63	37	0							0	0	0	1
"U100S"	0	100	31	533	566	15	"R"	0	100	0	0	100	0	0							0	0	0	1
"U100S"	0	100	31	533	567	16	"R"	0	100	0	0	41	59	0							1	0	0	1
"U100S"	0	100	31	533	561	17	"R"	0	100	0	0	50	50	0							0	0	0	0
"U100S"	0	100	31	533	559	18	"R"	0	100	0	0	50	50	0							0	0	0	1
"U100S"	0	100	31	533	568	19	"R"	0	92	8	0	95	5	0							0	0	0	1
"U100S"	0	100	31	533	565	20	"R"	0	93	7	0	93	7	0							0	1	0	1
"U100S"	0	100	31	533	562	21	"R"	0	100	0	0	68	32	0							0	1	0	0
"U100S"	0	100	31	533	565	22	"R"	0	80	20	0	82	18	0							0	0	0	0
"U100S"	0	100	31	533	562	23	"R"	0	100	0	0	69	31	0							0	0	0	1
"U100S"	0	100	31	533	566	24	"R"	0	93	7	0	98	2	0							1	1	0	1
"U100S"	0	100	31	533	567	25	"R"	0	100	0	0	41	59	0							1	0	0	1
"U100S"	0	100	31	534	566	1	"R"	0	100	0	0	100	0	0							1	0	0	1
"U100S"	0	100	31	534	567	2	"R"	0	90	10	0	90	10	0							0	0	0	1
"U100S"	0	100	31	534	561	3	"R"	0	100	0	0	50	50	0							1	0	0	1
"U100S"	0	100	31	534	559	4	"R"	1	100	0	0	100	0	0							0	0	0	1
"U100S"	0	100	31	534	568	5	"R"	0	24	76	0	41	59	0							0	0	0	1
"U100S"	0	100	31	534	565	6	"R"	0	9	91	0	6	94	0							0	0	0	0
"U100S"	0	100	31	534	562	7	"R"	1	37	63	0	90	10	0							0	0	0	0
"U100S"	0	100	31	534	562	8	"R"	0	84	16	0	64	36	0							0	0	0	0
"U100S"	0	100	31	534	566	9	"R"	0	6	94	0	11	89	0							0	0	0	0
"U100S"	0	100	31	534	567	10	"R"	1	48	52	0	80	20	0							0	0	0	0
"U100S"	0	100	31	534	561	11	"R"	1	100	0	0	60	40	0							0	0	0	1
"U100S"	0	100	31	534	559	12	"R"	0	100	0	0	100	0	0							0	0	0	1
"U100S"	0	100	31	534	568	13	"R"	0	100	0	0	0	100	0							1	0	0	0
"U100S"	0	100	31	534	565	14	"R"	0	100	0	0	100	0	0							0	0	0	1
"U100S"	0	100	31	534	562	15	"R"	0	96	4	0	69	31	0							0	0	0	1
"U100S"	0	100	31	534	566	16	"R"	0	91	9	0	100	0	0							0	0	0	1
"U100S"	0	100	31	534	567	17	"R"	0	100	0	0	41	59	0							0	0	0	0
"U100S"	0	100	31	534	561	18	"R"	0	100	0	0	50	50	0							0	0	0	0
"U100S"	0	100	31	534	559	19	"R"	0	100	0	0	50	50	0							0	0	0	0
"U100S"	0	100	31	534	568	20	"R"	1	92	8	0	76	24	0							0	0	0	1
"U100S"	0	100	31	534	565	21	"R"	0	6	94	0	22	78	0							0	0	0	0
"U100S"	0	100	31	534	567	22	"R"	0	100	0	0	41	59	0							0	0	0	0
"U100S"	0	100	31	534	561	23	"R"	0	100	0	0	66	34	0							0	0	0	1
"U100S"	0	100	31	534	559	24	"R"	0	100	0	0	50	50	0							0	0	0	0
"U100S"	0	100	31	534	568	25	"R"	0	100	0	0	100	0	0							0	0	0	1
"U100S"	0	100	31	535	559	1	"R"	0	100	0	0	100	0	0							1	1	0	1
"U100S"	0	100	31	535	568	2	"R"	1	87	13	0	100	0	0							0	1	0	1
"U100S"	0	100	31	535	565	3	"R"	1	17	83	0	6	94	0							1	0	0	0
"U100S"	0	100	31	535	562	4	"R"	0	82	18	0	31	69	0							1	0	0	0
"U100S"	0	100	31	535	566	5	"R"	1	100	0	0	100	0	0							0	0	0	1
"U100S"	0	100	31	535	567	6	"R"	1	100	0	0	100	0	0							0	0	0	1
