* Dictionary *
paper:      paper #, labelled with authors and year
session:    session #
id:			    id #
oid:			    partner id #
supergame:	match #
round:		  round #
horizon:	length of supergame
r:    	    payoff to joint cooperation (reward) in dollars
s:          payoff to cooperation when other defects (sucker) in dollars
t:          payoff to defection when other cooperates (temptation) in dollars
p:          payoff to joint defection (punishment) in dollars
NOTE: r, s, t, and p above are the experimental currency units (ECU).
g:          1+g is the payoff to defection when other cooperates and payoffs are
            normalized such that joint cooperation = 1 and joint defection = 0 (gain)
l:          l is the payoff to cooperation when other defects and payoffs are
            normalized such that joint cooperation = 1 and joint defection = 0 (loss)
sizebad:    SIZE of the Basin of attraction of Always Defect, as defined in Embrey, Frechette, and Yuksel (2017), between 0 and 1.
			Only defined for round 1 because that is how it is used in that paper.
coop:       = 1 if subject cooperated, = 0 o/w
order:		for experiments with within subjects design this number indicates the order of the treatments
**************/

paper	session	id	oid	supergame	round	horizon	r	s	t	p	g	l	sizebad	coop	order
"Bereby-Meyer and Roth (2006)"	53300	53311	53312	1	8	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53312	1	9	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53312	1	10	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53303	2	2	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53303	2	3	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53303	2	4	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53303	2	5	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53303	2	6	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53303	2	7	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53303	2	8	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53303	2	9	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53303	2	10	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53310	3	2	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53310	3	3	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53310	3	4	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53310	3	5	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53310	3	6	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53310	3	7	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53310	3	8	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53310	3	9	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53310	3	10	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53305	4	2	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53305	4	3	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53305	4	4	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53305	4	5	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53305	4	6	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53305	4	7	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53305	4	8	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53305	4	9	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53305	4	10	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	5	2	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	5	3	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	5	4	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	5	5	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	5	6	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	5	7	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	5	8	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	5	9	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	5	10	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53307	6	2	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53307	6	3	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53307	6	4	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53307	6	5	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53307	6	6	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53307	6	7	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53307	6	8	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53307	6	9	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53307	6	10	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53305	7	2	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53305	7	3	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53305	7	4	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53305	7	5	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53305	7	6	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53305	7	7	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53305	7	8	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53305	7	9	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53305	7	10	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53307	8	2	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53307	8	3	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53307	8	4	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53307	8	5	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53307	8	6	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53307	8	7	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53307	8	8	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53307	8	9	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53307	8	10	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	9	2	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	9	3	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	9	4	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	9	5	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	9	6	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	9	7	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	9	8	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	9	9	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	9	10	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53304	10	2	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53304	10	3	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53304	10	4	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53304	10	5	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53304	10	6	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53304	10	7	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53304	10	8	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53304	10	9	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53304	10	10	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	11	2	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	11	3	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	11	4	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	11	5	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	11	6	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	11	7	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	11	8	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	11	9	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	11	10	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53304	12	2	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53304	12	3	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53304	12	4	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53304	12	5	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53304	12	6	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53304	12	7	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53304	12	8	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53304	12	9	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53304	12	10	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	13	2	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	13	3	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	13	4	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	13	5	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	13	6	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	13	7	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	13	8	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	13	9	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	13	10	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53310	14	2	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53310	14	3	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53310	14	4	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53310	14	5	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53310	14	6	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53310	14	7	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53310	14	8	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53310	14	9	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53310	14	10	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	15	2	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	15	3	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	15	4	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	15	5	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	15	6	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	15	7	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	15	8	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	15	9	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53314	15	10	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53308	16	2	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53308	16	3	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53308	16	4	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53308	16	5	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53308	16	6	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53308	16	7	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53308	16	8	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53308	16	9	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53308	16	10	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53308	17	2	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53308	17	3	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53308	17	4	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53308	17	5	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53308	17	6	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53308	17	7	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53308	17	8	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53308	17	9	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53308	17	10	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53301	18	2	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53301	18	3	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53301	18	4	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53301	18	5	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53301	18	6	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53301	18	7	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53301	18	8	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53301	18	9	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53301	18	10	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53302	19	2	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53302	19	3	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53302	19	4	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53302	19	5	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53302	19	6	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53302	19	7	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53302	19	8	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53302	19	9	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53302	19	10	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	20	2	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	20	3	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	20	4	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	20	5	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	20	6	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	20	7	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	20	8	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	20	9	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53311	53306	20	10	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53311	1	2	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53311	1	3	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53311	1	4	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53311	1	5	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53311	1	6	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53311	1	7	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53311	1	8	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53311	1	9	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53311	1	10	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53302	2	2	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53302	2	3	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53302	2	4	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53302	2	5	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53302	2	6	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53302	2	7	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53302	2	8	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53302	2	9	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53302	2	10	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53314	3	2	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53314	3	3	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53314	3	4	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53314	3	5	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53314	3	6	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53314	3	7	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53314	3	8	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53314	3	9	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53314	3	10	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53302	4	2	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53302	4	3	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53302	4	4	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53302	4	5	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53302	4	6	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53302	4	7	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53302	4	8	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53302	4	9	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53302	4	10	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53304	5	2	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53304	5	3	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53304	5	4	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53304	5	5	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53304	5	6	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53304	5	7	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53304	5	8	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53304	5	9	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53304	5	10	10	.105	.005	.175	.075	2.333334	2.333334		0	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53303	6	2	10	.105	.005	.175	.075	2.333334	2.333334		1	1
"Bereby-Meyer and Roth (2006)"	53300	53312	53303	6	3	10	.105	.005	.175	.075	2.333334	2.333334		1	1
