* Dictionary *
paper:      paper #, labelled with authors and year
session:    session #
id:			    id #
oid:			    partner id #
supergame:	match #
round:		  round #
horizon:	length of supergame
r:    	    payoff to joint cooperation (reward) in dollars
s:          payoff to cooperation when other defects (sucker) in dollars
t:          payoff to defection when other cooperates (temptation) in dollars
p:          payoff to joint defection (punishment) in dollars
NOTE: r, s, t, and p above are the experimental currency units (ECU).
g:          1+g is the payoff to defection when other cooperates and payoffs are
            normalized such that joint cooperation = 1 and joint defection = 0 (gain)
l:          l is the payoff to cooperation when other defects and payoffs are
            normalized such that joint cooperation = 1 and joint defection = 0 (loss)
sizebad:    SIZE of the Basin of attraction of Always Defect, as defined in Embrey, Frechette, and Yuksel (2017), between 0 and 1.
			Only defined for round 1 because that is how it is used in that paper.
coop:       = 1 if subject cooperated, = 0 o/w
order:		for experiments with within subjects design this number indicates the order of the treatments
**************/

paper	session	id	oid	supergame	round	horizon	r	s	t	p	g	l	sizebad	coop	order
"Dal Bo (2005)"	11200	11217	11250	7	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11217	11251	8	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11217	11252	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11218	11245	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11218	11246	2	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11218	11247	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11218	11248	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11218	11249	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11218	11250	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11218	11251	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11218	11252	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11218	11253	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11219	11246	1	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11219	11247	2	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11219	11248	3	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11219	11249	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11219	11250	5	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11219	11251	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11219	11252	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11219	11253	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11219	11254	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11220	11247	1	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11220	11248	2	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11220	11249	3	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11220	11250	4	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11220	11251	5	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11220	11252	6	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11220	11253	7	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11220	11254	8	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11220	11228	9	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11221	11248	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11221	11249	2	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11221	11250	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11221	11251	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11221	11252	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11221	11253	6	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11221	11254	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11221	11228	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11221	11229	9	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11222	11249	1	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11222	11250	2	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11222	11251	3	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11222	11252	4	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11222	11253	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11222	11254	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11222	11228	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11222	11229	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11222	11230	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11223	11250	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11223	11251	2	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11223	11252	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11223	11253	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11223	11254	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11223	11228	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11223	11229	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11223	11230	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11223	11231	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11224	11251	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11224	11252	2	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11224	11253	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11224	11254	4	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11224	11228	5	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11224	11229	6	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11224	11230	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11224	11231	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11224	11232	9	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11225	11252	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11225	11253	2	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11225	11254	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11225	11228	4	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11225	11229	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11225	11230	6	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11225	11231	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11225	11232	8	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11225	11233	9	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11226	11253	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11226	11254	2	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11226	11228	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11226	11229	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11226	11230	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11226	11231	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11226	11232	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11226	11233	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11226	11234	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11227	11254	1	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11227	11228	2	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11227	11229	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11227	11230	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11227	11231	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11227	11232	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11227	11233	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11227	11234	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11227	11235	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11228	11201	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11228	11227	2	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11228	11226	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11228	11225	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11228	11224	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11228	11223	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11228	11222	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11228	11221	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11228	11220	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11229	11202	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11229	11201	2	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11229	11227	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11229	11226	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11229	11225	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11229	11224	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11229	11223	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11229	11222	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11229	11221	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11230	11203	1	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11230	11202	2	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11230	11201	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11230	11227	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11230	11226	5	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11230	11225	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11230	11224	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11230	11223	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11230	11222	9	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11231	11204	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11231	11203	2	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11231	11202	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11231	11201	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11231	11227	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11231	11226	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11231	11225	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11231	11224	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11231	11223	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11232	11205	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11232	11204	2	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11232	11203	3	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11232	11202	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11232	11201	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11232	11227	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11232	11226	7	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11232	11225	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11232	11224	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11233	11206	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11233	11205	2	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11233	11204	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11233	11203	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11233	11202	5	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11233	11201	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11233	11227	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11233	11226	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11233	11225	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11234	11207	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11234	11206	2	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11234	11205	3	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11234	11204	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11234	11203	5	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11234	11202	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11234	11201	7	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11234	11227	8	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11234	11226	9	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11235	11208	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11235	11207	2	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11235	11206	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11235	11205	4	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11235	11204	5	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11235	11203	6	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11235	11202	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11235	11201	8	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11235	11227	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11236	11209	1	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11236	11208	2	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11236	11207	3	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11236	11206	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11236	11205	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11236	11204	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11236	11203	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11236	11202	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11236	11201	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11237	11210	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11237	11209	2	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11237	11208	3	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11237	11207	4	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11237	11206	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11237	11205	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11237	11204	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11237	11203	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11237	11202	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11238	11211	1	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11238	11210	2	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11238	11209	3	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11238	11208	4	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11238	11207	5	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11238	11206	6	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11238	11205	7	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11238	11204	8	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11238	11203	9	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11239	11212	1	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11239	11211	2	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11239	11210	3	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11239	11209	4	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11239	11208	5	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11239	11207	6	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11239	11206	7	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11239	11205	8	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11239	11204	9	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11240	11213	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11240	11212	2	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11240	11211	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11240	11210	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11240	11209	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11240	11208	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11240	11207	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11240	11206	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11240	11205	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11241	11214	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11241	11213	2	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11241	11212	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11241	11211	4	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11241	11210	5	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11241	11209	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11241	11208	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11241	11207	8	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11241	11206	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11242	11215	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11242	11214	2	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11242	11213	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11242	11212	4	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11242	11211	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11242	11210	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11242	11209	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11242	11208	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11242	11207	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11243	11216	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11243	11215	2	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11243	11214	3	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11243	11213	4	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11243	11212	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11243	11211	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11243	11210	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11243	11209	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11243	11208	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11244	11217	1	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11244	11216	2	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11244	11215	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11244	11214	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11244	11213	5	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11244	11212	6	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11244	11211	7	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11244	11210	8	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11244	11209	9	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11245	11218	1	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11245	11217	2	1	4	65	10	100	35	1.166667	.8333333	.3125	1	1
"Dal Bo (2005)"	11200	11245	11216	3	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
"Dal Bo (2005)"	11200	11245	11215	4	1	4	65	10	100	35	1.166667	.8333333	.3125	0	1
