* Dictionary *
election:	election number
id:		id, constant through session
subject:	subject #, changes across elections
round:	round within the election                  
prop1:	offer to subjects #1
prop2:	offer to subjects #2
prop3:	offer to subjects #3
prop4:	offer to subjects #4
prop5:	offer to subjects #5
prop6:	offer to subjects #6
vote1:	offer to subjects #1 in the selected offer (the proposal on the floor)
vote2:	offer to subjects #2 in the selected offer (the proposal on the floor)
vote3:	offer to subjects #3 in the selected offer (the proposal on the floor)
vote4:	offer to subjects #4 in the selected offer (the proposal on the floor)
vote5:	offer to subjects #5 in the selected offer (the proposal on the floor)
vote6:	offer to subjects #6 in the selected offer (the proposal on the floor)
vote:		= 1 if the subject votes in favor of the selected offer (the proposal on the floor), = 0 o/w
proposer:	id of the subject selected to be the proposer
session:	session #
open:		= 1 if the amendment rule is open, = 0 o/w
second:	= 1 if the subject votes to second the selected offer (the proposal on the floor), = 0 o/w
amend1:	offer to subjects #1 in the amendment
amend2:	offer to subjects #2 in the amendment
amend3:	offer to subjects #3 in the amendment
amend4:	offer to subjects #4 in the amendment
amend5:	offer to subjects #5 in the amendment
decider:	id of the subject selected to determine if there is an amendment
amflo1:	offer to subjects #1 in the selected amendment
amflo2:	offer to subjects #2 in the selected amendment
amflo3:	offer to subjects #3 in the selected amendment
amflo4:	offer to subjects #4 in the selected amendment
amflo5:	offer to subjects #5 in the selected amendment
runoff:	= 1 if the subject votes in favor of the original offer, = 0 o/w
computer:	= 1 if there is a confederate subject in the session playing a pre-determined strategy, 0 o/w
dropped:	identifies cases that were dropped from the analysis because there were problems when the forms were filled out which were not immediately caught by the experimenters (such as offers that summed to more than the available amount of money); = 1 if dropped, = 0 o/w
**************

election	id	subject	round	prop1	prop2	prop3	prop4	prop5	prop6	vote1	vote2	vote3	vote4	vote5	vote6	vote	proposer	session	open	second	amend1	amend2	amend3	amend4	amend5	decider	amflo1	amflo2	amflo3	amflo4	amflo5	runoff	computer	dropped
25	"E"	3	2	5		10	0	5	0	1		1	4	4	10	1	"C"	2	0							""							1	0
25	"F"	4	2	0		5	10	5	0	1		1	4	4	10	1	"C"	2	0							""							1	0
1	"A"	5	1	5	5	5	5	5		9	4	4	4	4		0	"D"	3	0							""							0	
1	"A"	2	1	8	5	5	2		5	8	5	5	2		5	1	"A"	3	0							""							1	0
1	"B"	2	1	5	5	5	5	5		9	4	4	4	4		1	"D"	3	0							""							0	
1	"B"	4	1	5	5	5	5		5	8	5	5	2		5	0	"A"	3	0							""							1	0
1	"C"	4	1	4	4	4	4	9		9	4	4	4	4		1	"D"	3	0							""							0	
1	"C"	5	1	5	5	5	5		5	8	5	5	2		5	1	"A"	3	0							""							1	0
1	"D"	1	1	10	8	7	0		0	8	5	5	2		5	1	"A"	3	0							""							1	0
1	"D"	1	1	9	4	4	4	4		9	4	4	4	4		1	"D"	3	0							""							0	
1	"E"	6	1	5	5	5	5		5	8	5	5	2		5	1	"A"	3	0							""							1	0
1	"E"	3	1	5	5	5	5	5		9	4	4	4	4		1	"D"	3	0							""							0	
1	"F"	3	1	5	5	5	5		5	8	5	5	2		5	1	"A"	3	0							""							1	0
2	"A"	1	1	5	5	5	5	5		4	9	4	4	4		0	"C"	3	0							""							0	
2	"A"	5	1	5	5	4	6		5	5	8	5	5		2	1	"F"	3	0							""							1	0
2	"B"	3	1	5	2	8	5		5	5	8	5	5		2	1	"F"	3	0							""							1	0
2	"B"	4	1	5	5	5	5	5		4	9	4	4	4		1	"C"	3	0							""							0	
2	"C"	5	1	5	5	5	5		5	5	8	5	5		2	1	"F"	3	0							""							1	0
2	"C"	2	1	4	9	4	4	4		4	9	4	4	4		1	"C"	3	0							""							0	
2	"D"	1	1	10	8	7	0		0	5	8	5	5		2	1	"F"	3	0							""							1	0
2	"D"	3	1	9	4	4	4	4		4	9	4	4	4		1	"C"	3	0							""							0	
2	"E"	5	1	5	5	5	5	5		4	9	4	4	4		1	"C"	3	0							""							0	
2	"E"	6	1	5	5	5	5		5	5	8	5	5		2	0	"F"	3	0							""							1	0
2	"F"	2	1	5	8	5	5		2	5	8	5	5		2	1	"F"	3	0							""							1	0
3	"A"	2	1	5	5	5	5	5		9	4	4	4	4		0	"C"	3	0							""							0	
3	"A"	5	1	5	3	7	5		5	10	8	7	0		0	1	"D"	3	0							""							1	0
3	"B"	4	1	2	2	8	8		5	10	8	7	0		0	0	"D"	3	0							""							1	0
3	"B"	3	1	4	4	9	4	4		9	4	4	4	4		1	"C"	3	0							""							0	
3	"C"	5	1	5	5	5	5		5	10	8	7	0		0	1	"D"	3	0							""							1	0
3	"C"	1	1	9	4	4	4	4		9	4	4	4	4		1	"C"	3	0							""							0	
3	"D"	5	1	0	0	5	5	15		9	4	4	4	4		1	"C"	3	0							""							0	
3	"D"	1	1	10	8	7	0		0	10	8	7	0		0	1	"D"	3	0							""							1	0
3	"E"	4	1	5	5	5	5	5		9	4	4	4	4		1	"C"	3	0							""							0	
3	"E"	3	1	5	5	5	5		5	10	8	7	0		0	1	"D"	3	0							""							1	0
3	"F"	2	1	5	8	5	5		2	10	8	7	0		0	1	"D"	3	0							""							1	0
4	"A"	2	1	5		5	5	5	5	8		7	0	0	10	1	"F"	3	0							""							1	0
4	"A"	3	1	5	5	5	5	5		5	5	5	5	5		1	"A"	3	0							""							0	
4	"B"	5	1	4	4	4	4	9		5	5	5	5	5		1	"A"	3	0							""							0	
4	"B"	3	1	0		10	8	7	0	8		7	0	0	10	1	"F"	3	0							""							1	0
4	"C"	4	1	2		5	8	5	5	8		7	0	0	10	1	"F"	3	0							""							1	0
4	"C"	4	1	4	4	4	9	4		5	5	5	5	5		1	"A"	3	0							""							0	
4	"D"	1	1	15	5	5	0	0		5	5	5	5	5		1	"A"	3	0							""							0	
4	"D"	5	1	12		6.5	6.5	0	0	8		7	0	0	10	0	"F"	3	0							""							1	0
4	"E"	2	1	5	5	5	5	5		5	5	5	5	5		1	"A"	3	0							""							0	
4	"E"	1	1	8		7	10	0	0	8		7	0	0	10	0	"F"	3	0							""							1	0
4	"F"	6	1	8		7	0	0	10	8		7	0	0	10	1	"F"	3	0							""							1	0
5	"A"	3	1	5	5	5	5	5		5	5	5	5	5		1	"A"	3	0							""							0	
5	"A"	4	1	6	5		10	5	4	0	0		6.5	12	6.5	1	"D"	3	0							""							1	1
5	"B"	3	1	5	5		5	5	5	0	0		6.5	12	6.5	1	"D"	3	0							""							1	0
5	"B"	4	1	4	4	4	9	4		5	5	5	5	5		1	"A"	3	0							""							0	
5	"C"	4	1	5	5		8	5	2	0	0		6.5	12	6.5	1	"D"	3	0							""							1	0
5	"C"	1	1	9	4	4	4	4		5	5	5	5	5		1	"A"	3	0							""							0	
5	"D"	2	1	5	15	5	0	0		5	5	5	5	5		1	"A"	3	0							""							0	
5	"D"	5	1	0	0		6.5	12	6.5	0	0		6.5	12	6.5	1	"D"	3	0							""							1	0
5	"E"	2	1	0	10		8	7	0	0	0		6.5	12	6.5	0	"D"	3	0							""							1	0
5	"E"	5	1	5	5	5	5	5		5	5	5	5	5		1	"A"	3	0							""							0	
5	"F"	1	1	10	8		7	0	0	0	0		6.5	12	6.5	0	"D"	3	0							""							1	0
6	"A"	1	1	10		5	5	2	3	10		5	5	2	3	1	"A"	3	0							""							1	0
6	"A"	5	1	5	5	5	5	5		4	4	4	9	4		0	"C"	3	0							""							0	
6	"B"	2	1	4	9	4	4	4		4	4	4	9	4		1	"C"	3	0							""							0	
6	"B"	2	1	5		5	5	5	5	10		5	5	2	3	1	"A"	3	0							""							1	0
6	"C"	4	1	5		5	8	5	2	10		5	5	2	3	1	"A"	3	0							""							1	0
6	"C"	4	1	4	4	4	9	4		4	4	4	9	4		1	"C"	3	0							""							0	
6	"D"	3	1	5	5	15	0	0		4	4	4	9	4		1	"C"	3	0							""							0	
6	"D"	6	1	0		0	5.5	5.5	14	10		5	5	2	3	0	"A"	3	0							""							1	0
6	"E"	3	1	0		10	8	7	0	10		5	5	2	3	1	"A"	3	0							""							1	0
6	"E"	1	1	5	5	5	5	5		4	4	4	9	4		1	"C"	3	0							""							0	
6	"F"	5	1	0		0	8	10	7	10		5	5	2	3	0	"A"	3	0							""							1	0
7	"A"	5	1	5	5		2	8	5	2	5		5	5	8	1	"C"	3	0							""							1	0
7	"A"	5	1	5	5	5	5	5		5	5	5	5	5		1	"E"	3	0							""							0	
7	"B"	4	1	4	4	4	9	4		5	5	5	5	5		1	"E"	3	0							""							0	
7	"B"	2	1	6.5	12		0	6.5	0	2	5		5	5	8	1	"C"	3	0							""							1	0
7	"C"	4	1	2	5		5	5	8	2	5		5	5	8	1	"C"	3	0							""							1	0
7	"C"	3	1	4	4	9	4	4		5	5	5	5	5		1	"E"	3	0							""							0	
7	"D"	3	1	14	5.5		5.5	0	0	2	5		5	5	8	0	"C"	3	0							""							1	0
7	"D"	2	1	5	15	5	0	0		5	5	5	5	5		1	"E"	3	0							""							0	
7	"E"	1	1	12	6.5		6.5	0	0	2	5		5	5	8	0	"C"	3	0							""							1	0
7	"E"	1	1	5	5	5	5	5		5	5	5	5	5		1	"E"	3	0							""							0	
7	"F"	6	1	5	5		5	0	10	2	5		5	5	8	1	"C"	3	0							""							1	0
8	"A"	5	1	7	3		3	7	5	5	10		5	5	0	1	"F"	3	0							""							1	0
8	"A"	3	1	4	4	9	4	4		4	4	4	9	4		0	"C"	3	0							""							0	
8	"B"	1	1	12	6.5		0	0	6.5	5	10		5	5	0	1	"F"	3	0							""							1	0
8	"B"	2	1	4	9	4	4	4		4	4	4	9	4		1	"C"	3	0							""							0	
8	"C"	4	1	4	4	4	9	4		4	4	4	9	4		1	"C"	3	0							""							0	
8	"C"	3	1	5	5		5	5	5	5	10		5	5	0	1	"F"	3	0							""							1	0
8	"D"	5	1	5	5	0	0	15		4	4	4	9	4		1	"C"	3	0							""							0	
8	"D"	4	1	5.5	0		14	5.5	0	5	10		5	5	0	1	"F"	3	0							""							1	0
8	"E"	6	1	2	3		5	5	10	5	10		5	5	0	0	"F"	3	0							""							1	0
8	"E"	1	1	5	5	5	5	5		4	4	4	9	4		1	"C"	3	0							""							0	
8	"F"	2	1	5	10		5	5	0	5	10		5	5	0	1	"F"	3	0							""							1	0
9	"A"	3	1	4	4	9	4	4		5	5	5	5	5		1	"E"	3	0							""							0	
9	"A"	1	1	10	7		3	2	5	5	5		5	5	5	1	"E"	3	0							""							1	0
9	"B"	5	1	0	0		6.5	12	6.5	5	5		5	5	5	1	"E"	3	0							""							1	0
9	"B"	4	1	4	4	4	9	4		5	5	5	5	5		1	"E"	3	0							""							0	
9	"C"	3	1	5	5		5	5	5	5	5		5	5	5	1	"E"	3	0							""							1	0
9	"C"	1	1	9	4	4	4	4		5	5	5	5	5		1	"E"	3	0							""							0	
9	"D"	6	1	0	0		5.5	5.5	14	5	5		5	5	5	1	"E"	3	0							""							1	0
9	"D"	5	1	5	5	0	0	15		5	5	5	5	5		1	"E"	3	0							""							0	
9	"E"	4	1	5	5		5	5	5	5	5		5	5	5	1	"E"	3	0							""							1	0
9	"E"	2	1	5	5	5	5	5		5	5	5	5	5		1	"E"	3	0							""							0	
9	"F"	2	1	5	10		5	5	0	5	5		5	5	5	1	"E"	3	0							""							1	0
10	"A"	2	1	5	5	5	5	5		5	5	5	5	5		1	"A"	3	0							""							0	
10	"A"	3	1	5	5		5	5	5	5	0		5	10	5	1	"F"	3	0							""							1	0
10	"B"	6	1	0	0		6.5	6.5	12	5	0		5	10	5	1	"F"	3	0							""							1	0
10	"B"	4	1	4	4	4	9	4		5	5	5	5	5		1	"A"	3	0							""							0	
10	"C"	1	1	9	4	4	4	4		5	5	5	5	5		1	"A"	3	0							""							0	
10	"C"	4	1	2	5		8	5	5	5	0		5	10	5	1	"F"	3	0							""							1	0
10	"D"	3	1	5	5	15	0	0		5	5	5	5	5		1	"A"	3	0							""							0	
10	"D"	2	1	0	14		5.5	5.5	0	5	0		5	10	5	0	"F"	3	0							""							1	0
10	"E"	5	1	5	5	5	5	5		5	5	5	5	5		1	"A"	3	0							""							0	
10	"E"	1	1	10	5		5	3	2	5	0		5	10	5	1	"F"	3	0							""							1	0
10	"F"	5	1	5	0		5	10	5	5	0		5	10	5	1	"F"	3	0							""							1	0
11	"A"	5	1	5	5	5	5	5		4	4	4	9	4		0	"B"	3	0							""							0	
11	"A"	2	1	5		5	5	5	5	6.5		12	6.5	0	0	0	"B"	3	0							""							1	0
11	"B"	3	1	6.5		12	6.5	0	0	6.5		12	6.5	0	0	1	"B"	3	0							""							1	0
11	"B"	4	1	4	4	4	9	4		4	4	4	9	4		1	"B"	3	0							""							0	
11	"C"	6	1	5		0	5	5	10	6.5		12	6.5	0	0	1	"B"	3	0							""							1	0
11	"C"	1	1	9	4	4	4	4		4	4	4	9	4		1	"B"	3	0							""							0	
11	"D"	4	1	5.5		0	14	0	5.5	6.5		12	6.5	0	0	1	"B"	3	0							""							1	0
11	"D"	3	1	5	5	15	0	0		4	4	4	9	4		1	"B"	3	0							""							0	
11	"E"	1	1	10		5	5	5	0	6.5		12	6.5	0	0	1	"B"	3	0							""							1	0
11	"E"	2	1	5	5	5	5	5		4	4	4	9	4		1	"B"	3	0							""							0	
11	"F"	5	1	5		0	5	10	5	6.5		12	6.5	0	0	0	"B"	3	0							""							1	0
12	"A"	1	1	5	5	5	5	5		4	9	4	4	4		0	"C"	3	0							""							0	
12	"A"	2	1		7	3	7	3	5		0	10	5	5	5	0	"E"	3	0							""							1	0
12	"B"	4	1	5	5	5	5	5		4	9	4	4	4		1	"C"	3	0							""							0	
12	"B"	6	1		0	0	6.5	6.5	12		0	10	5	5	5	1	"E"	3	0							""							1	0
12	"C"	2	1	4	9	4	4	4		4	9	4	4	4		1	"C"	3	0							""							0	
12	"C"	4	1		5	5	10	5	0		0	10	5	5	5	1	"E"	3	0							""							1	0
12	"D"	1	1		14	5.5	5.5	0	0		0	10	5	5	5	0	"E"	3	0							""							1	0
12	"D"	5	1	5	5	0	0	15		4	9	4	4	4		1	"C"	3	0							""							0	
12	"E"	3	1	5	5	5	5	5		4	9	4	4	4		1	"C"	3	0							""							0	
12	"E"	3	1		0	10	5	5	5		0	10	5	5	5	1	"E"	3	0							""							1	0
12	"F"	5	1		5	5	5	10	0		0	10	5	5	5	1	"E"	3	0							""							1	0
13	"A"	6	1	5	5	5	5	5		6.5	6.5	0	12	0		0	"E"	3	0							""							1	0
13	"A"	4	1	5	5	5	5	5		5	5	5	5	5		1	"A"	3	0							""							0	
13	"B"	2	1	6.5	12	6.5	0	0		6.5	6.5	0	12	0		1	"E"	3	0							""							1	0
13	"B"	3	1	4	4	9	4	4		5	5	5	5	5		1	"A"	3	0							""							0	
13	"C"	2	1	4	9	4	4	4		5	5	5	5	5		1	"A"	3	0							""							0	
13	"C"	5	1	0	5	5	5	10		6.5	6.5	0	12	0		1	"E"	3	0							""							1	0
13	"D"	1	1	15	5	5	0	0		5	5	5	5	5		1	"A"	3	0							""							0	
13	"D"	3	1	5.5	0	14	0	5.5		6.5	6.5	0	12	0		0	"E"	3	0							""							1	0
13	"E"	4	1	6.5	6.5	0	12	0		6.5	6.5	0	12	0		1	"E"	3	0							""							1	0
13	"E"	5	1	5	5	5	5	5		5	5	5	5	5		1	"A"	3	0							""							0	
13	"F"	1	1	10	5	5	5	0		6.5	6.5	0	12	0		1	"E"	3	0							""							1	0
14	"A"	5	1	5	5	5	5	5		4	4	4	9	4		0	"C"	3	0							""							0	
14	"A"	2	1	5	10	3		5	2	5	5	10		5	0	1	"C"	3	0							""							1	0
14	"B"	2	1	5	5	5	5	5		4	4	4	9	4		1	"C"	3	0							""							0	
14	"B"	4	1	5	5	5		5	5	5	5	10		5	0	1	"C"	3	0							""							1	0
14	"C"	3	1	5	5	10		5	0	5	5	10		5	0	1	"C"	3	0							""							1	0
14	"C"	4	1	4	4	4	9	4		4	4	4	9	4		1	"C"	3	0							""							0	
14	"D"	1	1	14	0	5.5		0	5.5	5	5	10		5	0	1	"C"	3	0							""							1	0
14	"D"	3	1	5	5	15	0	0		4	4	4	9	4		0	"C"	3	0							""							0	
14	"E"	1	1	5	5	5	5	5		4	4	4	9	4		1	"C"	3	0							""							0	
14	"E"	5	1	2	3	5		10	5	5	5	10		5	0	1	"C"	3	0							""							1	0
14	"F"	6	1	0	5	3		0	17	5	5	10		5	0	0	"C"	3	0							""							1	0
15	"A"	1	1	10	7	3		5	0	5.5	0	14		0	5.5	1	"D"	3	0							""							1	0
15	"A"	1	1	5	5	5	5	5		5	5	5	5	5		1	"E"	3	0							""							0	
15	"B"	6	1	0	0	6.5		6.5	12	5.5	0	14		0	5.5	1	"D"	3	0							""							1	0
15	"B"	4	1	4	4	4	9	4		5	5	5	5	5		1	"E"	3	0							""							0	
15	"C"	2	1	4	9	4	4	4		5	5	5	5	5		1	"E"	3	0							""							0	
15	"C"	5	1	5	5	0		10	5	5.5	0	14		0	5.5	1	"D"	3	0							""							1	0
15	"D"	3	1	5.5	0	14		0	5.5	5.5	0	14		0	5.5	1	"D"	3	0							""							1	0
15	"D"	3	1	5	5	15	0	0		5	5	5	5	5		1	"E"	3	0							""							0	
15	"E"	5	1	5	5	5	5	5		5	5	5	5	5		1	"E"	3	0							""							0	
15	"E"	2	1	0	10	5		5	5	5.5	0	14		0	5.5	0	"D"	3	0							""							1	0
15	"F"	4	1	5	5	5		5	5	5.5	0	14		0	5.5	1	"D"	3	0							""							1	0
16	"A"	5	1	2	3	5	3	12		2	3	5	3	12		1	"A"	3	0							""							1	0
16	"B"	1	1	14	5.5	5.5	0	0		2	3	5	3	12		0	"A"	3	0							""							1	0
16	"C"	2	1	5	10	5	5	0		2	3	5	3	12		1	"A"	3	0							""							1	0
16	"D"	6	1	16	4.5	4.5	0	0		2	3	5	3	12		0	"A"	3	0							""							1	0
16	"E"	4	1	0	0	5.5	14	5.5		2	3	5	3	12		0	"A"	3	0							""							1	0
16	"F"	3	1	5	0	15	5	0		2	3	5	3	12		1	"A"	3	0							""							1	0
16	"A"	5	2	0	3	7	3	7		10	5	3	2	0		0	"B"	3	0							""							1	0
16	"B"	1	2	10	5	3	2	0		10	5	3	2	0		1	"B"	3	0							""							1	0
16	"C"	2	2	5	10	0	0	5		10	5	3	2	0		1	"B"	3	0							""							1	0
16	"D"	6	2	12.8	3.6	3.6	0	0		10	5	3	2	0		0	"B"	3	0							""							1	0
16	"E"	4	2	4	4	3	7	2		10	5	3	2	0		0	"B"	3	0							""							1	0
16	"F"	3	2	5	5	10	0	0		10	5	3	2	0		1	"B"	3	0							""							1	0
17	"A"	5	1		7	3	3	7	5		5	5	0	5	10	1	"C"	3	0							""							1	0
17	"B"	4	1		5.5	5.5	14	0	0		5	5	0	5	10	0	"C"	3	0							""							1	0
17	"C"	6	1		5	5	0	5	10		5	5	0	5	10	1	"C"	3	0							""							1	0
17	"D"	1	1		16	4.5	4.5	0	0		5	5	0	5	10	0	"C"	3	0							""							1	0
17	"E"	3	1		5	5	5	5	5		5	5	0	5	10	1	"C"	3	0							""							1	0
17	"F"	2	1		15	0	5	0	5		5	5	0	5	10	1	"C"	3	0							""							1	0
18	"A"	2	1	5	10	5	5		0	0	5.5	5.5	0		14	1	"B"	3	0							""							1	0
18	"B"	6	1	0	5.5	5.5	0		14	0	5.5	5.5	0		14	1	"B"	3	0							""							1	0
18	"C"	1	1	10	5	5	5		0	0	5.5	5.5	0		14	1	"B"	3	0							""							1	0
18	"D"	4	1	0	4.5	0	16		4.5	0	5.5	5.5	0		14	0	"B"	3	0							""							1	0
18	"E"	3	1	5	5	10	3		2	0	5.5	5.5	0		14	1	"B"	3	0							""							1	0
18	"F"	5	1	5	5	5	5		5	0	5.5	5.5	0		14	1	"B"	3	0							""							1	0
19	"A"	3	1	5		10	5	5	0	5.5		0	0	14	5.5	0	"E"	3	0							""							1	0
19	"B"	2	1	5		5	5	5	5	5.5		0	0	14	5.5	1	"E"	3	0							""							1	0
19	"C"	4	1	5		0	10	5	5	5.5		0	0	14	5.5	0	"E"	3	0							""							1	0
19	"D"	6	1	4.5		4.5	0	0	16	5.5		0	0	14	5.5	1	"E"	3	0							""							1	0
19	"E"	5	1	5.5		0	0	14	5.5	5.5		0	0	14	5.5	1	"E"	3	0							""							1	0
19	"F"	1	1	15		0	5	0	5	5.5		0	0	14	5.5	1	"E"	3	0							""							1	0
20	"A"	5	1	5.5	0		5.5	14	0	3	2		10	5	5	1	"E"	3	0							""							1	0
20	"B"	2	1	5.5	14		5.5	0	0	3	2		10	5	5	0	"E"	3	0							""							1	0
20	"C"	3	1	5	5		5	5	5	3	2		10	5	5	1	"E"	3	0							""							1	0
20	"D"	1	1	16	0		4.5	0	4.5	3	2		10	5	5	0	"E"	3	0							""							1	0
20	"E"	4	1	3	2		10	5	5	3	2		10	5	5	1	"E"	3	0							""							1	0
20	"F"	6	1	5	0		5	0	15	3	2		10	5	5	1	"E"	3	0							""							1	0
21	"A"	3	1	5		10	5	0	5	2		3	5	13	2	0	"E"	3	0							""							1	0
21	"B"	4	1	5.5		5.5	14	0	0	2		3	5	13	2	1	"E"	3	0							""							1	0
21	"C"	1	1	10		5	5	0	5	2		3	5	13	2	0	"E"	3	0							""							1	0
21	"D"	2	1	0		16	4.5	4.5	0	2		3	5	13	2	0	"E"	3	0							""							1	0
21	"E"	5	1	2		3	5	13	2	2		3	5	13	2	1	"E"	3	0							""							1	0
21	"F"	6	1	5		0	5	0	15	2		3	5	13	2	0	"E"	3	0							""							1	0
21	"A"	3	2	7		7	3	3	0	4		4	4	4	4	1	"C"	3	0							""							1	0
21	"B"	4	2	0		2	10	5	3	4		4	4	4	4	1	"C"	3	0							""							1	0
21	"C"	1	2	4		4	4	4	4	4		4	4	4	4	1	"C"	3	0							""							1	0
21	"D"	2	2	0		12.8	3.6	3.6	0	4		4	4	4	4	0	"C"	3	0							""							1	0
21	"E"	5	2	0		2	4	10	4	4		4	4	4	4	1	"C"	3	0							""							1	0
21	"F"	6	2	5		0	5	0	10	4		4	4	4	4	1	"C"	3	0							""							1	0
22	"A"	6	1	0	5	5	5		10	2	3	5	10		5	1	"E"	3	0							""							1	0
22	"B"	1	1	14	5.5	5.5	0		0	2	3	5	10		5	0	"E"	3	0							""							1	0
22	"C"	3	1	5	5	10	0		5	2	3	5	10		5	1	"E"	3	0							""							1	0
22	"D"	2	1	0	16	0	4.5		4.5	2	3	5	10		5	0	"E"	3	0							""							1	0
22	"E"	4	1	2	3	5	10		5	2	3	5	10		5	1	"E"	3	0							""							1	0
22	"F"	5	1	5	5	5	5		5	2	3	5	10		5	1	"E"	3	0							""							1	0
23	"A"	2	1	5	10	5	0		5	0	5.5	14	5.5		0	1	"B"	3	0							""							1	0
23	"B"	3	1	0	5.5	14	5.5		0	0	5.5	14	5.5		0	1	"B"	3	0							""							1	0
23	"C"	5	1	5	5	5	5		5	0	5.5	14	5.5		0	1	"B"	3	0							""							1	0
23	"D"	6	1	4.5	0	4.5	0		16	0	5.5	14	5.5		0	0	"B"	3	0							""							1	0
23	"E"	1	1	10	5	5	3		2	0	5.5	14	5.5		0	0	"B"	3	0							""							1	0
23	"F"	4	1	5	0	5	15		0	0	5.5	14	5.5		0	1	"B"	3	0							""							1	0
24	"A"	2	1	5	10	5	5		0	5	5	10	5		0	1	"C"	3	0							""							1	0
24	"B"	1	1	14	5.5	5.5	0		0	5	5	10	5		0	1	"C"	3	0							""							1	0
24	"C"	3	1	5	5	10	5		0	5	5	10	5		0	1	"C"	3	0							""							1	0
24	"D"	4	1	0	4.5	0	16		4.5	5	5	10	5		0	1	"C"	3	0							""							1	0
24	"E"	5	1	5	5	5	5		5	5	5	10	5		0	1	"C"	3	0							""							1	0
24	"F"	6	1	5	0	5	0		15	5	5	10	5		0	0	"C"	3	0							""							1	0
25	"A"	1	1	10	5		5	5	0	5	5		0	5	10	1	"C"	3	0							""							1	0
25	"B"	5	1	0	0		5.5	14	5.5	5	5		0	5	10	1	"C"	3	0							""							1	0
25	"C"	6	1	5	5		0	5	10	5	5		0	5	10	1	"C"	3	0							""							1	0
25	"D"	2	1	0	16		4.5	0	4.5	5	5		0	5	10	1	"C"	3	0							""							1	0
25	"E"	3	1	5	5		5	5	5	5	5		0	5	10	1	"C"	3	0							""							1	0
25	"F"	4	1	5	0		15	5	0	5	5		0	5	10	0	"C"	3	0							""							1	0
	""									0	0	0	0	0	0		"0"	3	0							""							1	0
1	"A"	2	1	3	7	6	6	3		5	5	5	5	5		1	"D"	4	0							""							0	
1	"B"	5	1	5	5	5	5	5		5	5	5	5	5		1	"D"	4	0							""							0	
1	"C"	1	1	6	6	5	5	3		5	5	5	5	5		1	"D"	4	0							""							0	
1	"D"	3	1	5	5	5	5	5		5	5	5	5	5		1	"D"	4	0							""							0	
1	"E"	4	1	3	4	6	6	6		5	5	5	5	5		1	"D"	4	0							""							0	
2	"A"	2	1	3	7	6	6	3		6	6	5	5	3		1	"C"	4	0							""							0	
2	"B"	3	1	7	6	4	3	5		6	6	5	5	3		1	"C"	4	0							""							0	
2	"C"	5	1	6	6	5	5	3		6	6	5	5	3		1	"C"	4	0							""							0	
2	"D"	4	1	5	5	5	5	5		6	6	5	5	3		1	"C"	4	0							""							0	
2	"E"	1	1	3	4	6	6	6		6	6	5	5	3		1	"C"	4	0							""							0	
3	"A"	4	1	3	6	6	7	3		3	6	6	7	3		1	"A"	4	0							""							0	
3	"B"	3	1	3	3	8	6	5		3	6	6	7	3		1	"A"	4	0							""							0	
3	"C"	1	1	7	7	5	5	1		3	6	6	7	3		0	"A"	4	0							""							0	
3	"D"	2	1	5	5	5	5	5		3	6	6	7	3		1	"A"	4	0							""							0	
3	"E"	5	1	3	4	5	6	7		3	6	6	7	3		0	"A"	4	0							""							0	
4	"A"	3	1	6	3	7	3	6		6	3	7	3	6		1	"A"	4	0							""							0	
4	"B"	1	1	0	1	8	8	8		6	3	7	3	6		0	"A"	4	0							""							0	
4	"C"	2	1	1	7	5	7	5		6	3	7	3	6		0	"A"	4	0							""							0	
4	"D"	4	1	5	5	5	5	5		6	3	7	3	6		0	"A"	4	0							""							0	
4	"E"	5	1	3	4	5	6	7		6	3	7	3	6		1	"A"	4	0							""							0	
4	"A"	3	2	4	4	4	4	4		5	5	5	5	0		1	"B"	4	0							""							0	
4	"B"	1	2	5	5	5	5	0		5	5	5	5	0		1	"B"	4	0							""							0	
4	"C"	2	2	3	5	3	5	4		5	5	5	5	0		1	"B"	4	0							""							0	
4	"D"	4	2	4	4	4	4	4		5	5	5	5	0		1	"B"	4	0							""							0	
4	"E"	5	2	4	4	3	4	5		5	5	5	5	0		0	"B"	4	0							""							0	
5	"A"	5	1	3	3	6	6	7		1	7	8	7	2		0	"C"	4	0							""							0	
5	"B"	1	1	8	1	8	8	0		1	7	8	7	2		0	"C"	4	0							""							0	
5	"C"	3	1	1	7	8	7	2		1	7	8	7	2		1	"C"	4	0							""							0	
5	"D"	2	1	5	5	5	5	5		1	7	8	7	2		1	"C"	4	0							""							0	
5	"E"	4	1	3	3	6	7	6		1	7	8	7	2		1	"C"	4	0							""							0	
6	"A"	5	1	3	3	6	6	7		3	8	6	8	0		0	"B"	4	0							""							0	
6	"B"	2	1	3	8	6	8	0		3	8	6	8	0		1	"B"	4	0							""							0	
6	"C"	3	1	1	7	8	7	2		3	8	6	8	0		1	"B"	4	0							""							0	
6	"D"	1	1	7	7	7	2	2		3	8	6	8	0		0	"B"	4	0							""							0	
6	"E"	4	1	1	7	7	8	2		3	8	6	8	0		1	"B"	4	0							""							0	
7	"A"	2	1	1	8	8	6	0		8	3	6	0	8		0	"C"	4	0							""							0	
7	"B"	3	1	0	8	8	8	1		8	3	6	0	8		1	"C"	4	0							""							0	
7	"C"	1	1	8	3	6	0	8		8	3	6	0	8		1	"C"	4	0							""							0	
