* Dictionary *
score2007:		percentage of votes in the second round of the 2007 elections
score1992:		percentage of votes in the second round of the 2002 elections by the candidate of the same party
male:			= 1 if the candidate is male, 0 o/w
male_opp:		= 1 if the candidate's opponent is male, 0 o/w
district:		district
age:			age at time of the election
age_opp:		age of the opponent at time of the election
status:		= "N" if candidate is new; = "I" if candidate is an incumbent; = "L" if candidate was a candidate in 1997 who lost; = "M" if candidate was an incumbent in a different district in 1997
status_opp:		= status of opponent
party:		party
first_name:		first name of candidate
last_name:		last name of candidate
**************

score2002	score1997	male	male_opp	district	age	age_opp	last_name	first_name	status	status_opp	party	expenditures	party_support
.4563	.5857	0	1	"34//3"	58.61	51.61	"Lazerges"	"Christine"	"I"	"N"	"PS/G"	49136	17
.5437	.4143	1	0	"34//3"	51.61	58.61	"Grand"	"Jean-Pierre"	"N"	"I"	"UMP/D"	43809	10000
.4838	.4195	1	1	"34//5"	53.78	56.91	"Roques"	"Marcel"	"L"	"N"	"UMP/D"	42093	10000
.5162	.5805	1	1	"34//5"	56.91	53.78	"Mesquida"	"Kléber"	"N"	"L"	"PS/G"	27585	0
.6215	.6338	1	0	"35//1"	54.32	29.38	"Boucheron"	"Jean-Michel"	"I"	"N"	"PS/G"	43069	0
.3785	.3662	0	1	"35//1"	29.38	54.32	"Simon"	"Sophie"	"N"	"I"	"UMP/D"	18090	10000
.5249	.5488	1	1	"35//2"	53.92	37.73	"Tourtelier"	"Philippe"	"N"	"N"	"PS/G"	41065	0
.4751	.4512	1	1	"35//2"	37.73	53.92	"Le Brun"	"Loïck"	"N"	"N"	"UMP/D"	34535	0
.4921	.5381	1	1	"35//3"	54.49	39.52	"Rogemont"	"Marcel"	"I"	"N"	"PS/G"	42435	0
.5079	.4619	1	1	"35//3"	39.52	54.49	"Rouault"	"Philippe"	"N"	"I"	"UMP/D"	33153	3050
.5062	.5515	1	0	"35//4"	56.26	60.19	"Madelin"	"Alain"	"I"	"N"	"UMP/D"	43288	43880
.4938	.4485	0	1	"35//4"	60.19	56.26	"Pussat-Marsac"	"Monique"	"N"	"I"	"PS/G"	19372	0
.641	.5579	0	0	"35//6"	61.85	49.84	"Boisseau"	"Marie-Thérèse"	"I"	"N"	"UMP/D"	26431	0
.359	.4421	0	0	"35//6"	49.84	61.85	"Rouger"	"Marie-Pierre"	"N"	"I"	"Verts/G/ps"	18932	0
.4703	.5315	1	1	"36//1"	52.53	53.12	"Gateaud"	"Jean-Yves"	"I"	"N"	"PS/G"	30513	0
.5297	.4685	1	1	"36//1"	53.12	52.53	"Hugon"	"Jean-Yves"	"N"	"I"	"UMP/D"	54867	22100
.5724	.5043	1	1	"36//2"	41.35	59.57	"Forissier"	"Nicolas"	"I"	"L"	"UMP/D"	52462	13540
.4276	.4957	1	1	"36//2"	59.57	41.35	"Laignel"	"André"	"L"	"I"	"PS/G"	50421	6100
.5011	.5574	1	1	"36//3"	52.55	42.49	"Chanteguet"	"Jean-Paul"	"I"	"N"	"PS/G"	33314	6100
.4989	.4426	1	1	"36//3"	42.49	52.55	"Peyrot des Gachons"	"Gilles"	"N"	"I"	"UMP/D"	44932	10000
.5157	.5108	1	1	"37//1"	48.29	40.41	"Donnedieu de Vabres"	"Renaud"	"I"	"L"	"UMP/D"	50747	9698
.4843	.4892	1	1	"37//1"	40.41	48.29	"Gille"	"Jean-Patrick"	"L"	"I"	"PS/G"	27933	0
.4675	.5244	1	0	"37//2"	59.02	48.07	"Filleul"	"Jean-Jacques"	"I"	"N"	"PS/G"	40069	0
.5325	.4756	0	1	"37//2"	48.07	59.02	"Greff"	"Claude"	"N"	"I"	"UMP/D"	23077	10000
.4832	.5349	0	1	"37//3"	43.31	67.29	"Touraine"	"Marisol"	"I"	"L"	"PS/G"	39356	0
.5168	.4651	1	0	"37//3"	67.29	43.31	"Descamps"	"Jean-Jacques"	"L"	"I"	"UMP/D"	41099	15000
.5367	.4915	1	1	"37//4"	53.32	46.26	"Novelli"	"Hervé"	"L"	"N"	"UMP/D"	58488	13800
.4633	.5085	1	1	"37//4"	46.26	53.32	"Le Breton"	"Philippe"	"N"	"L"	"PS/G"	38283	0
.5795	.5043	1	0	"37//5"	41.67	39.07	"Briand"	"Philippe"	"I"	"L"	"UMP/D"	33575	0
.4205	.4957	0	1	"37//5"	39.07	41.67	"Roiron"	"Claude"	"L"	"I"	"PS/G"	24885	0
.5423	.5312	1	0	"38//1"	54.28	62.04	"Cazenave"	"Richard"	"I"	"L"	"UMP/UDF"	49104	7759
.4577	.4688	0	1	"38//1"	62.04	54.28	"Deschamps"	"Annie"	"L"	"I"	"PS/G"	35905	1646
.6089	.6298	1	1	"38//4"	50.06	49.64	"Migaud"	"Didier"	"I"	"N"	"PS/G"	39711	446
.3911	.3702	1	1	"38//4"	49.64	50.06	"Gilabert"	"François"	"N"	"I"	"UMP"	18452	10000
.511	.5171	1	1	"38//5"	46.24	47.11	"Brottes"	"François"	"I"	"L"	"PS/G"	37035	446
.489	.4829	1	1	"38//5"	47.11	46.24	"Langenieux-Villard"	"Philippe"	"L"	"I"	"UMP"	30880	13000
.6093	.4346	1	1	"38//6"	56.92	59	"Moyne-Bressand"	"Alain"	"I"	"L"	"UMP/UDF"	30273	30490
.3907	.3917	1	1	"38//6"	59	56.92	"Bonnamy"	"Armand"	"L"	"I"	"PS/G"	33566	265
.436	.4345	1	1	"38//8"	62.67	61.22	"Nucci"	"Christian"	"N"	"N"	"PS-diss/PS-PCF"	35940	0
.564	.4163	1	1	"38//8"	61.22	62.67	"Remiller"	"Jacques"	"N"	"N"	"UMP/UDF"	46088	0
.5406	.5346	1	1	"38//9"	45.95	47.1	"Vallini"	"André"	"I"	"N"	"PS/G"	45688	0
.4594	.4654	1	1	"38//9"	47.1	45.95	"Pinet"	"Robert"	"N"	"I"	"UMP/UDF"	18265	0
.544	.5181	1	1	"39//2"	64.09	59.35	"Charroppin"	"Jean"	"I"	"L"	"UMP/D"	32086	7600
.456	.4819	1	1	"39//2"	59.35	64.09	"Vuillermoz"	"Denis"	"L"	"I"	"DVG/G/ps"	22687	0
.4466	.5595	0	1	"39//3"	43.64	41.31	"Voynet"	"Dominique"	"I"	"N"	"Verts/G"	41675	320
.5534	.4405	1	0	"39//3"	41.31	43.64	"Sermier"	"Jean-Marie"	"N"	"I"	"UMP/UDF"	43008	10000
.5079	.5247	1	1	"4//1"	59.47	63.73	"Bianco"	"Jean-Louis"	"I"	"L"	"PS/G"	13970	571
.4921	.4753	1	1	"4//1"	63.73	59.47	"Galizi"	"Francis"	"L"	"I"	"UMP/D"	33151	10000
.4009	.504	1	1	"4//2"	60.33	61.77	"Honde"	"Robert"	"I"	"N"	"PRG/G/ps"	12831	0
.5991	.496	1	1	"4//2"	61.77	60.33	"Spagnou"	"Daniel"	"N"	"I"	"UMP/D"	38059	10000
.5208	.5412	1	1	"40//1"	51.28	62.37	"Vidalies"	"Alain"	"I"	"L"	"PS/PCF"	32287	1225
.4792	.4588	1	1	"40//1"	62.37	51.28	"Lauga"	"Louis"	"L"	"I"	"UMP/D"	24671	10000
.5239	.5601	1	1	"40//2"	58.99	58.24	"Dufau"	"Jean-Pierre"	"I"	"N"	"PS/G"	47582	6330
.4761	.4399	1	1	"40//2"	58.24	58.99	"Forte"	"Jacques"	"N"	"I"	"UMP/UDF"	52228	10000
.6047	.6093	1	1	"40//3"	57.08	57.08	"Emmanuelli"	"Henri"	"I"	"N"	"PS/PCF"	28058	1000
.3953	.3907	1	1	"40//3"	57.08	57.08	"Lucas"	"Robert"	"N"	"I"	"UMP/D"	29224	10000
.494	.5319	1	1	"41//1"	56.9	35.96	"Fromet"	"Michel"	"M"	"N"	"PS/G"	47753	0
.506	.4681	1	1	"41//1"	35.96	56.9	"Perruchot"	"Nicolas"	"N"	"M"	"UDF/D"	43917	3811
.5684	.5013	1	1	"41//2"	54.58	52.49	"Martin-Lalande"	"Patrice"	"I"	"L"	"UMP/D"	42287	0
.4316	.4987	1	1	"41//2"	52.49	54.58	"Lorgeoux"	"Jeanny"	"L"	"I"	"PS"	24927	0
.4814	.4389	1	1	"42//1"	64.17	37.47	"Lindeperg"	"Gérard"	"I"	"N"	"PS/G"	50617	176
.5186	.4004	1	1	"42//1"	37.47	64.17	"Artigues"	"Gilles"	"N"	"I"	"UDF"	51237	10000
.5367	.4235	1	1	"42//2"	58.76	41.42	"Cabal"	"Christian"	"I"	"N"	"UMP/UDF"	50329	15245
.4633	.4179	1	1	"42//2"	41.42	58.76	"Comte"	"Roland"	"N"	"I"	"Verts/G/ps"	21817	0
.6307	.461	1	0	"42//3"	56.66	46.12	"Rochebloine"	"François"	"I"	"N"	"UDF"	50310	0
.3693	.3586	0	1	"42//3"	46.12	56.66	"Farigoule"	"Christiane"	"N"	"I"	"PS/G"	22525	176
.5491	.5194	1	1	"42//5"	39.31	56.22	"Nicolin"	"Yves"	"I"	"N"	"UMP/UDF"	56041	30489
.4509	.4806	1	1	"42//5"	56.22	39.31	"Jayol"	"Bernard"	"N"	"I"	"PS"	53981	0
.6309	.5471	1	1	"43//1"	65.41	49.88	"Barrot"	"Jacques"	"I"	"N"	"UMP/UDF"	46938	2617
.3691	.4529	1	1	"43//1"	49.88	65.41	"Orfeuvre"	"Jean-Jacques"	"N"	"I"	"Verts/G"	25698	0
.5791	.5258	1	0	"43//2"	67.6	50.29	"Proriol"	"Jean"	"I"	"N"	"UMP/UDF"	43869	33107
.4209	.4742	0	1	"43//2"	50.29	67.6	"Arnaud-Landau"	"Arlette"	"N"	"I"	"PS/G"	28146	1421
.4835	.5052	1	1	"44//1"	57.95	54.4	"Rimbert"	"Patrick"	"I"	"N"	"PS/G"	39536	5100
.5165	.4948	1	1	"44//1"	54.4	57.95	"Le Ridant"	"Jean-Pierre"	"N"	"I"	"UMP/D"	39882	10000
.5037	.5082	0	1	"44//2"	35.77	54.16	"Clergeau"	"Marie-Françoise"	"I"	"N"	"PS/G"	50743	7730
.4963	.4918	1	0	"44//2"	54.16	35.77	"Pinte"	"François"	"N"	"I"	"UMP/D"	39481	10000
.4425	.5016	1	1	"44//7"	50.27	44.15	"Leroux"	"René"	"I"	"L"	"PS/G"	47573	8869
.5575	.4984	1	1	"44//7"	44.15	50.27	"Priou"	"Christophe"	"L"	"I"	"UMP/D"	38752	11982
.5889	.5592	1	0	"44//9"	65.86	47.99	"Hériaud"	"Pierre"	"I"	"N"	"UMP/D"	38636	0
.4111	.4408	0	1	"44//9"	47.99	65.86	"Rabin"	"Monique"	"N"	"I"	"PS/G"	38906	858
.5946	.5113	1	1	"45//1"	59.33	63.04	"Carré"	"Antoine"	"I"	"N"	"UMP/D"	28212	29725
.4054	.4887	1	1	"45//1"	63.04	59.33	"Delport"	"Jean-Pierre"	"N"	"I"	"PS/G"	23240	153
.6036	.5264	1	1	"45//3"	64.25	56.12	"Bernard"	"Jean-Louis"	"I"	"N"	"UMP/D"	17314	0
.3964	.4736	1	1	"45//3"	56.12	64.25	"Laval"	"Jean-François"	"N"	"I"	"Verts/G"	20339	0
.6374	.544	1	0	"45//5"	50.18	64.35	"Charié"	"Jean-Paul"	"I"	"N"	"UMP/D"	19741	0
.3626	.456	0	1	"45//5"	64.35	50.18	"Bonneau"	"Marie-Thérèse"	"N"	"I"	"PS/G"	15330	0
.5095	.4388	1	1	"46//1"	54.47	56.27	"Roumegoux"	"Michel"	"L"	"N"	"UDF/D"	26790	14574
.4905	.5612	1	1	"46//1"	56.27	54.47	"Maury"	"Daniel"	"N"	"L"	"PRG/G/ps"	35408	4600
.5316	.6057	1	0	"46//2"	49.93	51.22	"Launay"	"Jean"	"M"	"N"	"PS/G"	22179	0
.4684	.3943	0	1	"46//2"	51.22	49.93	"Martignac"	"Monique"	"N"	"M"	"UMP/D"	18874	12500
.4782	.545	1	1	"47//1"	48.53	45.76	"Veyret"	"Alain"	"I"	"N"	"PS/Verts"	36908	5717
.5218	.455	1	1	"47//1"	45.76	48.53	"Dionis du Séjour"	"Jean"	"N"	"I"	"UDF/UMP"	52930	3800
.4294	.5355	1	1	"47//2"	59.07	54.96	"Gouzes"	"Gérard"	"I"	"N"	"PS/PCF/Verts"	23165	0
.5706	.4645	1	1	"47//2"	54.96	59.07	"Diefenbacher"	"Michel"	"N"	"I"	"UMP/D"	20910	10000
.4824	.5073	1	1	"47//3"	50.02	48.04	"Cahuzac"	"Jérôme"	"I"	"N"	"PS/Verts"	54359	6860
.5176	.4927	1	1	"47//3"	48.04	50.02	"Merly"	"Alain"	"N"	"I"	"UMP/UDF"	40286	5000
.4622	.5175	1	1	"48//1"	58.25	45.34	"Chazal"	"Jean-Claude"	"I"	"N"	"PS/G"	22959	0
.5378	.4825	1	1	"48//1"	45.34	58.25	"Saint-Léger"	"Francis"	"N"	"I"	"DVD/UMP"	30805	0
.5827	.531	0	0	"49//1"	55.52	44.38	"Bachelot"	"Roselyne"	"I"	"L"	"UMP/D"	36736	3000
.4173	.469	0	0	"49//1"	44.38	55.52	"Galesne"	"Isabelle"	"L"	"I"	"PS/G"	21062	3988
.471	.4825	1	1	"49//2"	62.33	47.58	"Goua"	"Marc"	"N"	"N"	"PS/G"	36701	123
.529	.5175	1	1	"49//2"	47.58	62.33	"Richard"	"Dominique"	"N"	"N"	"UMP/D"	49629	10000
.3725	.4847	1	1	"49//3"	68.13	48.95	"Guibert"	"Pierre"	"L"	"N"	"PS/G"	11056	0
.6275	.5153	1	1	"49//3"	48.95	68.13	"Taugourdeau"	"Jean-Charles"	"N"	"L"	"UMP/D"	18512	0
.3892	.4678	1	1	"49//5"	43.22	42.2	"Mouly"	"Antoine"	"L"	"N"	"PS/G"	7187	0
.6108	.5322	1	1	"49//5"	42.2	43.22	"Bourdouleix-Rondaert"	"Gilles"	"N"	"L"	"UMP/D"	39838	10000
.6347	.6212	1	0	"49//6"	63.92	59.57	"de Charette"	"Hervé"	"I"	"N"	"UMP/D"	54740	22003
.3653	.3788	0	1	"49//6"	59.57	63.92	"Corlay"	"Isabelle"	"N"	"I"	"PRG/G/ps"	25992	0
.5823	.5515	1	1	"49//7"	56.89	28.54	"Laffineur"	"Marc"	"I"	"N"	"UMP/D"	44200	22867
.4177	.4485	1	1	"49//7"	28.54	56.89	"Gaultier"	"Jean-Noël"	"N"	"I"	"PS/G"	26280	0
.473	.5126	1	0	"5//1"	58.8	52.97	"Chevallier"	"Daniel"	"I"	"L"	"PS/G"	24752	6000
.527	.4874	0	1	"5//1"	52.97	58.8	"Martinez"	"Henriette"	"L"	"I"	"UMP"	44595	10000
.491	.586	1	1	"50//5"	39.07	55.72	"Cazeneuve"	"Bernard"	"I"	"N"	"PS/G"	34003	0
.509	.414	1	1	"50//5"	55.72	39.07	"Lemière"	"Jean"	"N"	"I"	"UMP/D"	37934	10000
.5457	.5348	1	0	"51//1"	47.4	37.48	"Falala"	"Francis"	"I"	"N"	"UMP/D"	36631	10000
.4543	.4652	0	1	"51//1"	37.48	47.4	"Sartor"	"Laurence"	"N"	"I"	"PS/G"	31647	0
.5395	.5095	0	0	"51//2"	41.92	46.43	"Vautrin"	"Catherine"	"N"	"N"	"UMP/D"	48958	14600
.4605	.4905	0	0	"51//2"	46.43	41.92	"Hazan"	"Adeline"	"N"	"N"	"PS/G"	30054	54
.5961	.5154	1	1	"51//3"	52.29	30.84	"Thomas"	"Jean-Claude"	"I"	"N"	"UMP/D"	35346	0
.4039	.4846	1	1	"51//3"	30.84	52.29	"Joly"	"Stéphane"	"N"	"I"	"Verts/G/ps"	22413	0
.6238	.5215	1	0	"51//6"	53.17	43.05	"Martin"	"Philippe"	"I"	"L"	"UMP/D"	32476	8100
.3762	.4785	0	1	"51//6"	43.05	53.17	"Klaine"	"Marie-Angèle"	"L"	"I"	"Verts/G/ps"	15562	0
.4193	.4811	1	1	"53//3"	70.84	43.87	"Leblanc"	"Claude"	"L"	"N"	"DVG/G/ps"	34663	0
.5807	.5189	1	1	"53//3"	43.87	70.84	"Favennec"	"Yannick"	"N"	"L"	"UMP/D"	35103	7622
.4569	.5021	1	1	"54//1"	48.8	33.69	"Denis"	"Jean-Jacques"	"I"	"N"	"PS/G"	42993	9000
.5431	.4979	1	1	"54//1"	33.69	48.8	"Hénart"	"Laurent"	"N"	"I"	"UMP/UDF"	55983	13147
.4699	.5118	1	1	"54//2"	53.59	57	"Mangin"	"René"	"I"	"L"	"PS/G"	31070	0
.5301	.4882	1	1	"54//2"	57	53.59	"Leonard"	"Gérard"	"L"	"I"	"UMP/UDF"	39934	10000
.5743	.5002	1	1	"54//3"	57.87	48.63	"Gaillard"	"Claude"	"I"	"N"	"UMP/UDF"	41037	4000
.4257	.4998	1	1	"54//3"	48.63	57.87	"Pasquet"	"Jean-François"	"N"	"I"	"Verts/G/ps"	19570	0
.5267	.5001	1	0	"54//4"	69.54	44.78	"Guillaume"	"François"	"I"	"N"	"UMP/UDF"	41760	7600
.4733	.4999	0	1	"54//4"	44.78	69.54	"Demonet"	"Laurence"	"N"	"I"	"PS/G"	20412	0
.4374	.523	0	0	"54//5"	66.4	38.64	"Feidt"	"Nicole"	"I"	"N"	"PS/G"	20849	0
.5626	.477	0	0	"54//5"	38.64	66.4	"Morano"	"Nadine"	"N"	"I"	"UMP/UDF"	33854	10000
.5856	.6363	1	1	"54//6"	57.41	60.42	"Le Déaut"	"Jean-Yves"	"I"	"N"	"PS/G"	38914	0
.4144	.3637	1	1	"54//6"	60.42	57.41	"Liger"	"Gérard"	"N"	"I"	"UMP/UDF"	37156	10000
.5333	.5281	1	1	"55//1"	54.73	55.58	"Dosé"	"François"	"I"	"N"	"PS/G"	36390	427
.4667	.4719	1	1	"55//1"	55.58	54.73	"Perelle"	"Alain"	"N"	"I"	"UMP/UDF"	27263	11586
.5807	.5504	1	1	"56//1"	48.77	51.2	"Goulard"	"François"	"I"	"N"	"UMP/D"	41940	33225
.4193	.4496	1	1	"56//1"	51.2	48.77	"Pellois"	"Hervé"	"N"	"I"	"PS/G"	38318	0
.6028	.5435	1	0	"56//2"	62.08	42.11	"Kerguéris"	"Aimé"	"I"	"N"	"UMP/D"	35172	30490
.3972	.4565	0	1	"56//2"	42.11	62.08	"Le Magueresse"	"Nathalie"	"N"	"I"	"PS/G"	21675	0
.435	.4507	1	1	"56//3"	56.28	58.86	"Le Roch"	"Jean-Pierre"	"L"	"N"	"PS/G"	15040	0
.565	.5493	1	1	"56//3"	58.86	56.28	"Lorgeoux"	"Gérard"	"N"	"L"	"UMP/D"	47584	10000
.5705	.571	1	1	"56//4"	73.45	54.63	"Bouvard"	"Loïc"	"I"	"L"	"UMP/D"	30600	0
.4295	.429	1	1	"56//4"	54.63	73.45	"Paboeuf"	"Paul"	"L"	"I"	"PS/G"	34997	0
.5039	.5679	1	1	"56//5"	55	35.49	"Le Drian"	"Jean-Yves"	"I"	"N"	"PS/G"	27491	0
.4961	.4321	1	1	"56//5"	35.49	55	"Loher"	"Fabrice"	"N"	"I"	"UDF/UMP"	38753	6400
.4482	.4402	1	1	"57//1"	54.41	41.33	"Terrier"	"Gérard"	"I"	"L"	"PS/G"	45378	5167
.5518	.4103	1	1	"57//1"	41.33	54.41	"Grosdidier"	"François"	"L"	"I"	"UMP"	49010	0
.5931	.6639	1	0	"57//10"	44.36	41.34	"Liebgott"	"Michel"	"I"	"N"	"PS/G"	24413	
.4069	.3361	0	1	"57//10"	41.34	44.36	"Kuntz"	"Marie-Louise"	"N"	"I"	"UMP/UDF"	27016	
.5836	.4477	1	0	"57//2"	58.09	58.18	"Jacquat"	"Denis"	"I"	"L"	"UMP/D"	25593	30490
.4164	.3937	0	1	"57//2"	58.18	58.09	"Gansoinat"	"Marie-Thérèse"	"L"	"I"	"PS/G"	31832	2048
.3778	.4655	0	0	"57//3"	45.99	51.17	"Isler-Béguin"	"Marie-Anne"	"L"	"M"	"Verts/G"	30647	0
.6222	.5345	0	0	"57//3"	51.17	45.99	"Zimmermann"	"Marie-Jo"	"M"	"L"	"UMP"	22277	0
.3798	.4478	1	1	"57//6"	62.46	55.05	"Metzinger"	"Roland"	"I"	"L"	"PS/G"	26818	649
.6202	.3982	1	1	"57//6"	55.05	62.46	"Lang"	"Pierre"	"L"	"I"	"UMP/UDF"	52297	13050
.5071	.4564	1	1	"57//8"	64.5	66.01	"Aubron"	"Jean-Marie"	"I"	"L"	"PS/G"	19210	729
.4929	.3877	1	1	"57//8"	66.01	64.5	"Kiffer"	"Jean"	"L"	"I"	"RPF/ump"	39164	0
.6062	.5212	1	1	"57//9"	58.94	40.41	"Demange"	"Jean-Marie"	"I"	"L"	"UMP/UDF"	23341	7600
.3938	.4788	1	1	"57//9"	40.41	58.94	"Mertz"	"Bertrand"	"L"	"I"	"PS/G"	21305	209
.4483	.3517	1	0	"58//1"	59.79	54.27	"Rostein"	"Daniel"	"N"	"N"	"UMP/UDF"	18279	10000
.5517	.6483	0	1	"58//1"	54.27	59.79	"Carrillon-Couvreur"	"Martine"	"N"	"N"	"PS/G"	42416	0
.5603	.6014	1	0	"58//2"	43.57	60.1	"Gorce"	"Gaëtan"	"I"	"N"	"PS/G"	43272	0
.4397	.3986	0	1	"58//2"	60.1	43.57	"Cousin"	"Monique"	"N"	"I"	"UMP"	29527	10000
.5658	.5703	1	0	"58//3"	42.26	46.86	"Paul"	"Christian"	"I"	"N"	"PS/G"	48481	2074
.4342	.4297	0	1	"58//3"	46.86	42.26	"Freytag"	"Brigitte"	"N"	"I"	"UMP"	42194	11500
.5589	.584	1	1	"59//1"	49.95	42.73	"Roman"	"Bernard"	"I"	"N"	"PS/G"	48130	4345
.4411	.416	1	1	"59//1"	42.73	49.95	"Olivier"	"Claude"	"N"	"I"	"UMP/D"	31625	10000
.4359	.4255	1	1	"59//10"	61.13	54.96	"Balduyck"	"Jean-Pierre"	"I"	"L"	"PS/G"	31282	240
.5641	.3797	1	1	"59//10"	54.96	61.13	"Vanneste"	"Christian"	"L"	"I"	"UMP/D"	38890	10000
.5082	.5911	1	1	"59//11"	56.06	53.24	"Durand"	"Yves"	"I"	"N"	"PS/G"	26868	431
.4918	.4089	1	1	"59//11"	53.24	56.06	"Waymel"	"Philippe"	"N"	"I"	"UMP/D"	20255	10000
.5161	.569	1	1	"59//13"	56.18	40.02	"Delebarre"	"Michel"	"I"	"M"	"PS/G"	53083	203
.4839	.431	1	1	"59//13"	40.02	56.18	"Dhersin"	"Franck"	"M"	"I"	"UMP/D"	47442	15092
.4191	.5049	0	1	"59//14"	61.11	49.69	"Denise"	"Monique"	"I"	"L"	"PS/G"	29069	0
.5809	.4951	1	0	"59//14"	49.69	61.11	"Decool"	"Jean-Pierre"	"L"	"I"	"UMP/D"	39609	10000
.5998	.5953	1	0	"59//17"	49.68	44.7	"Dolez"	"Marc"	"I"	"N"	"PS/G"	34019	1663
.4002	.4047	0	1	"59//17"	44.7	49.68	"Prouvost"	"Françoise"	"N"	"I"	"UMP/D"	33999	11525
.4414	.5171	0	1	"59//18"	55.35	52.08	"Douay"	"Brigitte"	"I"	"L"	"PS/G"	28738	18
.5586	.4829	1	0	"59//18"	52.08	55.35	"Villain"	"François-Xavier"	"L"	"I"	"UMP/D"	44576	0
.5457	.637	1	1	"59//2"	62.64	35.93	"Derosier"	"Bernard"	"I"	"N"	"PS/G"	57449	23256
.4543	.363	1	1	"59//2"	35.93	62.64	"Carnois"	"Christian"	"N"	"I"	"UMP/D"	44588	10000
.5166	.6313	1	1	"59//22"	56.13	68.23	"Bataille"	"Christian"	"I"	"L"	"PS/G"	36723	402
.4834	.3687	1	1	"59//22"	68.23	56.13	"Lemaire"	"Jean-Marie"	"L"	"I"	"UDF/D"	25391	0
.4614	.5044	1	1	"59//3"	54.62	57.49	"Cacheux"	"Alain"	"I"	"N"	"PS/G"	38497	596
.5386	.4956	1	1	"59//3"	57.49	54.62	"Decocq"	"Christian"	"N"	"I"	"UMP/D"	45067	10000
.4891	.6081	0	1	"59//5"	51.89	32.66	"Aubry"	"Martine"	"I"	"N"	"DVG/G/ps"	58923	26727
.5109	.3919	1	0	"59//5"	32.66	51.89	"Huyghe"	"Sébastien"	"N"	"I"	"UMP/D"	35506	5000
.5761	.501	1	1	"59//6"	41.75	42.48	"Lazaro"	"Thierry"	"I"	"L"	"UMP/D"	46004	7748
.4239	.499	1	1	"59//6"	42.48	41.75	"Bailly"	"Dominique"	"L"	"I"	"PS/G"	32487	1745
.492	.4674	1	1	"59//7"	42.33	44.13	"Hascoët"	"Guy"	"I"	"N"	"Verts/G/ps"	33959	365
.508	.3388	1	1	"59//7"	44.13	42.33	"Vercamer"	"Francis"	"N"	"I"	"UMP/D"	53115	10750
.4982	.4357	1	1	"59//8"	42.67	56.67	"Baert"	"Dominique"	"I"	"L"	"PS/G"	43918	0
.5018	.3881	1	1	"59//8"	56.67	42.67	"Vignoble"	"Gérard"	"L"	"I"	"UDF/D"	38058	0
.4312	.4406	1	1	"60//1"	52.18	51.08	"Rome"	"Yves"	"I"	"L"	"PS/G"	28146	0
.5688	.3956	1	1	"60//1"	51.08	52.18	"Dassault"	"Olivier"	"L"	"I"	"UMP/D"	54809	10000
.4501	.4276	0	1	"60//2"	50.24	54.33	"Marre"	"Béatrice"	"I"	"L"	"PS/G"	21118	0
.5499	.3926	1	0	"60//2"	54.33	50.24	"Mancel"	"Jean-François"	"L"	"I"	"UMP/D"	47175	10625
.505	.4692	1	0	"60//3"	59.09	49.86	"Françaix"	"Michel"	"I"	"N"	"PS/G"	30826	17
.495	.2908	0	1	"60//3"	49.86	59.09	"Bremard"	"Cécile"	"N"	"I"	"UMP/D"	26232	10000
.3586	.3684	0	1	"60//4"	37.96	46.41	"Schwindenhammer"	"Delphine"	"N"	"N"	"Verts/G/ps"	24539	0
.6414	.4769	1	0	"60//4"	46.41	37.96	"Woerth"	"Eric"	"N"	"N"	"UMP/D"	51346	10500
.6366	.4375	1	0	"60//5"	65.06	44.51	"Degauchy"	"Lucien"	"I"	"L"	"UMP/D"	19632	0
.3634	.4225	0	1	"60//5"	44.51	65.06	"Rossignol"	"Laurence"	"L"	"I"	"PS/G"	21338	0
.4915	.4644	1	1	"60//7"	59.47	28.99	"Weyn"	"Gérard"	"N"	"N"	"PS/G"	38702	610
.5085	.3124	1	1	"60//7"	28.99	59.47	"Courtial"	"Edouard"	"N"	"N"	"UMP/D"	47067	12387
.5665	.532	1	1	"61//1"	55.83	52.08	"Deniaud"	"Yves"	"I"	"L"	"UMP/D"	32413	7600
.4335	.468	1	1	"61//1"	52.08	55.83	"Pueyo"	"Joachim"	"L"	"I"	"PS/G"	31654	0
.5054	.6022	1	1	"62//1"	65.41	44.44	"Defontaine"	"Jean-Pierre"	"I"	"N"	"PRG/G/ps"	38733	0
.4946	.3978	1	1	"62//1"	44.44	65.41	"Rapeneau"	"Philippe"	"N"	"I"	"UMP/D"	31279	12727
.5416	.5689	0	1	"62//2"	53.19	34.84	"Génisson"	"Catherine"	"I"	"N"	"PS/G"	37739	0
.4584	.4311	1	0	"62//2"	34.84	53.19	"Desmazière"	"François"	"N"	"I"	"UMP/D"	26920	12114
.5366	.4657	1	0	"62//3"	50.07	66.69	"Leroy"	"Jean-Claude"	"I"	"N"	"PS/G"	20271	2260
.4634	.5343	0	1	"62//3"	66.69	50.07	"de Prémont"	"Brigitte"	"N"	"I"	"UMP/D"	17144	10000
.5915	.5118	1	0	"62//4"	74.99	57.35	"Deprez"	"Léonce"	"I"	"L"	"UMP/D"	48584	12000
.4085	.4882	0	1	"62//4"	57.35	74.99	"Lhomme"	"Danièle"	"L"	"I"	"PS/G"	21492	1421
.5081	.5735	1	1	"62//5"	68.98	52.14	"Lengagne"	"Guy"	"I"	"L"	"DVG/G/ps"	34731	5000
