* Dictionary *
election:		election #
round:		round #
delta:		delta
amount:		amount to divide
weight:		nominal weight (number of votes)
probability:	selection probability
group:		identifies subjects that were grouped together
id:			id #, constant throught session
subject:		subject #, changes across elections
amount1:		offer to subjects #1
amount2:		offer to subjects #2
amount3:		offer to subjects #3
selected:		proposal selected to take the floor
vote:			= 1 if the subject votes in favor of the selected offer (the proposal on the floor), = 0 o/w
date:			session date (month/day/year)
experienced:	= 1 if subjects have participated in 1 session before, 0 o/w
dropped:		identifies all the data that was dropped from the analysis reported in the paper because the proposal on the floor was from a subject that appeared confused, that subject participated in one inexperienced and one experienced session; = 1 if dropped, = 0 o/w
**************

election	round	delta	amount	weight	probability	group	id	subject	amount1	amount2	amount3	selected	vote	date	experienced	dropped
4	1	1	30	9	.3333333	1	9	3	12	0	18	0	0	41902	0	0
4	1	1	30	9	.3333333	2	3	3	15	0	15	1	1	41902	0	0
4	1	1	30	45	.3333333	2	4	2	15	15	0	0	0	41902	0	0
4	1	1	30	45	.3333333	2	5	1	20	10	0	0	0	41902	0	0
4	1	1	30	45	.3333333	3	1	1	20	10	0	0	1	41902	0	0
4	1	1	30	45	.3333333	3	2	2	9	12	9	0	0	41902	0	0
4	1	1	30	9	.3333333	3	6	3	10	5	15	1	1	41902	0	0
4	1	1	30	45	.3333333	4	10	2	0	18	12	0	0	41902	0	0
4	1	1	30	45	.3333333	4	11	1	15	5	10	1	1	41902	0	0
4	1	1	30	9	.3333333	4	12	3	10	10	10	0	0	41902	0	0
4	2	1	30	9	.3333333	2	3	3	10	10	10	1	1	41902	0	0
4	2	1	30	45	.3333333	2	4	2	0	15	15	0	0	41902	0	0
4	2	1	30	45	.3333333	2	5	1	20	10	0	0	0	41902	0	0
4	2	1	30	45	.3333333	4	10	2	0	18	12	0	1	41902	0	0
4	2	1	30	45	.3333333	4	11	1	12	8	10	0	0	41902	0	0
4	2	1	30	9	.3333333	4	12	3	0	15	15	1	1	41902	0	0
4	3	1	30	9	.3333333	2	3	3	2	14	14	0	0	41902	0	0
4	3	1	30	45	.3333333	2	4	2	0	15	15	0	0	41902	0	0
4	3	1	30	45	.3333333	2	5	1	20	10	0	1	1	41902	0	0
4	4	1	30	9	.3333333	2	3	3	0	15	15	1	1	41902	0	0
4	4	1	30	45	.3333333	2	4	2	0	15	15	0	1	41902	0	0
4	4	1	30	45	.3333333	2	5	1	20	0	10	0	0	41902	0	0
5	1	1	30	45	.3333333	1	4	2	0	15	15	1	1	41902	0	0
5	1	1	30	9	.3333333	1	6	3	5	10	15	0	0	41902	0	0
5	1	1	30	45	.3333333	1	11	1	12	8	10	0	0	41902	0	0
5	1	1	30	45	.3333333	2	5	3	10	0	20	1	1	41902	0	0
5	1	1	30	45	.3333333	2	7	2	0	16	14	0	0	41902	0	0
5	1	1	30	9	.3333333	2	9	1	26	2	2	0	1	41902	0	0
5	1	1	30	45	.3333333	3	1	2	0	22	8	0	0	41902	0	0
5	1	1	30	45	.3333333	3	2	3	12	0	18	1	1	41902	0	0
5	1	1	30	9	.3333333	3	12	1	10	10	10	0	0	41902	0	0
5	1	1	30	9	.3333333	4	3	1	15	15	0	0	1	41902	0	0
5	1	1	30	45	.3333333	4	8	3	12	0	18	1	1	41902	0	0
5	1	1	30	45	.3333333	4	10	2	10	10	10	0	0	41902	0	0
5	2	1	30	45	.3333333	1	4	2	15	15	0	1	1	41902	0	0
5	2	1	30	9	.3333333	1	6	3	5	10	15	0	0	41902	0	0
5	2	1	30	45	.3333333	1	11	1	12	8	10	0	1	41902	0	0
5	2	1	30	45	.3333333	3	1	2	15	15	0	0	1	41902	0	0
5	2	1	30	45	.3333333	3	2	3	0	15	15	1	1	41902	0	0
5	2	1	30	9	.3333333	3	12	1	15	15	0	0	0	41902	0	0
6	1	1	30	45	.3333333	1	2	1	16	14	0	0	0	41902	0	0
6	1	1	30	9	.3333333	1	6	3	5	10	15	1	1	41902	0	0
6	1	1	30	45	.3333333	1	7	2	10	20	0	0	1	41902	0	0
6	1	1	30	45	.3333333	2	4	2	0	15	15	0	0	41902	0	0
6	1	1	30	45	.3333333	2	8	1	18	0	12	0	1	41902	0	0
6	1	1	30	9	.3333333	2	9	3	13	4	13	1	1	41902	0	0
6	1	1	30	45	.3333333	3	1	3	8	0	22	0	0	41902	0	0
6	1	1	30	45	.3333333	3	5	1	20	10	0	0	0	41902	0	0
6	1	1	30	9	.3333333	3	12	2	10	10	10	1	1	41902	0	0
6	1	1	30	9	.3333333	4	3	2	15	15	0	0	1	41902	0	0
6	1	1	30	45	.3333333	4	10	3	0	12	18	1	1	41902	0	0
6	1	1	30	45	.3333333	4	11	1	12	10	8	0	0	41902	0	0
6	2	1	30	45	.3333333	3	1	3	15	0	15	1	1	41902	0	0
6	2	1	30	45	.3333333	3	5	1	20	10	0	0	1	41902	0	0
6	2	1	30	9	.3333333	3	12	2	10	10	10	0	0	41902	0	0
7	1	1	30	45	.3333333	1	2	1	16	0	14	1	1	41902	0	0
7	1	1	30	45	.3333333	1	7	2	10	20	0	0	0	41902	0	0
7	1	1	30	9	.3333333	1	9	3	14	2	14	0	1	41902	0	0
7	1	1	30	45	.3333333	2	4	3	0	15	15	0	0	41902	0	0
7	1	1	30	9	.3333333	2	6	2	10	15	5	0	0	41902	0	0
7	1	1	30	45	.3333333	2	11	1	18	12	0	1	1	41902	0	0
7	1	1	30	45	.3333333	3	5	3	0	10	20	0	0	41902	0	0
7	1	1	30	45	.3333333	3	10	2	12	18	0	0	1	41902	0	0
7	1	1	30	9	.3333333	3	12	1	15	15	0	1	1	41902	0	0
7	1	1	30	45	.3333333	4	1	3	10	0	20	0	0	41902	0	0
7	1	1	30	9	.3333333	4	3	2	12	18	0	0	0	41902	0	0
7	1	1	30	45	.3333333	4	8	1	18	12	0	1	1	41902	0	0
7	2	1	30	45	.3333333	2	4	3	0	15	15	1	1	41902	0	0
7	2	1	30	9	.3333333	2	6	2	10	15	5	0	0	41902	0	0
7	2	1	30	45	.3333333	2	11	1	12	10	8	0	0	41902	0	0
7	2	1	30	45	.3333333	4	1	3	0	10	20	1	1	41902	0	0
7	2	1	30	9	.3333333	4	3	2	12	18	0	0	0	41902	0	0
7	2	1	30	45	.3333333	4	8	1	17	13	0	0	0	41902	0	0
7	3	1	30	45	.3333333	2	4	3	15	0	15	0	0	41902	0	0
7	3	1	30	9	.3333333	2	6	2	10	15	5	1	1	41902	0	0
7	3	1	30	45	.3333333	2	11	1	12	10	8	0	1	41902	0	0
7	3	1	30	45	.3333333	4	1	3	10	10	10	0	0	41902	0	0
7	3	1	30	9	.3333333	4	3	2	12	18	0	1	1	41902	0	0
7	3	1	30	45	.3333333	4	8	1	17	13	0	0	0	41902	0	0
7	4	1	30	45	.3333333	4	1	3	10	10	10	0	0	41902	0	0
7	4	1	30	9	.3333333	4	3	2	15	15	0	0	1	41902	0	0
7	4	1	30	45	.3333333	4	8	1	17	13	0	1	1	41902	0	0
8	1	1	30	45	.3333333	1	5	3	10	0	20	0	1	41902	0	0
8	1	1	30	9	.3333333	1	9	1	9	9	12	1	0	41902	0	0
8	1	1	30	45	.3333333	1	10	2	12	18	0	0	0	41902	0	0
8	1	1	30	9	.3333333	2	3	3	0	15	15	1	1	41902	0	0
8	1	1	30	45	.3333333	2	4	2	0	14	16	0	1	41902	0	0
8	1	1	30	45	.3333333	2	8	1	17	13	0	0	0	41902	0	0
8	1	1	30	45	.3333333	3	2	2	0	14	16	0	1	41902	0	0
8	1	1	30	9	.3333333	3	6	1	15	10	5	1	1	41902	0	0
8	1	1	30	45	.3333333	3	7	3	0	14	16	0	0	41902	0	0
8	1	1	30	45	.3333333	4	1	1	15	0	15	1	1	41902	0	0
8	1	1	30	45	.3333333	4	11	2	8	12	10	0	0	41902	0	0
8	1	1	30	9	.3333333	4	12	3	0	15	15	0	1	41902	0	0
8	2	1	30	45	.3333333	1	5	3	12	0	18	1	1	41902	0	0
8	2	1	30	9	.3333333	1	9	1	10	10	10	0	1	41902	0	0
8	2	1	30	45	.3333333	1	10	2	12	18	0	0	0	41902	0	0
9	1	1	30	45	.3333333	1	5	1	20	0	10	0	1	41902	0	0
9	1	1	30	9	.3333333	1	6	3	10	5	15	0	0	41902	0	0
9	1	1	30	45	.3333333	1	7	2	14	16	0	1	1	41902	0	0
9	1	1	30	45	.3333333	2	4	2	16	14	0	0	0	41902	0	0
9	1	1	30	45	.3333333	2	8	3	13	0	17	1	1	41902	0	0
9	1	1	30	9	.3333333	2	9	1	10	15	5	0	1	41902	0	0
9	1	1	30	9	.3333333	3	3	3	0	14	16	0	0	41902	0	0
9	1	1	30	45	.3333333	3	10	2	0	18	12	0	0	41902	0	0
9	1	1	30	45	.3333333	3	11	1	12	8	10	1	1	41902	0	0
9	1	1	30	45	.3333333	4	1	3	0	10	20	1	1	41902	0	0
9	1	1	30	45	.3333333	4	2	1	15	15	0	0	0	41902	0	0
9	1	1	30	9	.3333333	4	12	2	15	15	0	0	0	41902	0	0
9	2	1	30	9	.3333333	3	3	3	0	14	16	0	0	41902	0	0
9	2	1	30	45	.3333333	3	10	2	0	18	12	1	1	41902	0	0
9	2	1	30	45	.3333333	3	11	1	15	15	0	0	0	41902	0	0
9	2	1	30	45	.3333333	4	1	3	15	0	15	1	1	41902	0	0
9	2	1	30	45	.3333333	4	2	1	15	15	0	0	1	41902	0	0
9	2	1	30	9	.3333333	4	12	2	15	15	0	0	0	41902	0	0
9	3	1	30	9	.3333333	3	3	3	0	14	16	0	0	41902	0	0
9	3	1	30	45	.3333333	3	10	2	15	15	0	1	1	41902	0	0
9	3	1	30	45	.3333333	3	11	1	12	8	10	0	1	41902	0	0
10	1	1	30	45	.3333333	1	4	2	16	14	0	1	1	41902	0	0
10	1	1	30	9	.3333333	1	9	1	11	11	8	0	1	41902	0	0
10	1	1	30	45	.3333333	1	11	3	10	8	12	0	0	41902	0	0
10	1	1	30	45	.3333333	2	5	3	0	12	18	1	1	41902	0	0
10	1	1	30	45	.3333333	2	7	2	12	18	0	0	1	41902	0	0
10	1	1	30	9	.3333333	2	12	1	15	15	0	0	0	41902	0	0
10	1	1	30	45	.3333333	3	1	3	4	4	22	0	0	41902	0	0
10	1	1	30	9	.3333333	3	6	2	13	17	0	0	0	41902	0	0
10	1	1	30	45	.3333333	3	8	1	17	13	0	1	1	41902	0	0
10	1	1	30	45	.3333333	4	2	1	15	15	0	0	1	41902	0	0
10	1	1	30	9	.3333333	4	3	3	0	14	16	0	1	41902	0	0
10	1	1	30	45	.3333333	4	10	2	10	10	10	1	1	41902	0	0
10	2	1	30	45	.3333333	3	1	3	0	15	15	0	0	41902	0	0
10	2	1	30	9	.3333333	3	6	2	0	17	13	1	1	41902	0	0
10	2	1	30	45	.3333333	3	8	1	16	14	0	0	0	41902	0	0
10	3	1	30	45	.3333333	3	1	3	6	6	18	1	1	41902	0	0
10	3	1	30	9	.3333333	3	6	2	10	15	5	0	0	41902	0	0
10	3	1	30	45	.3333333	3	8	1	16	14	0	0	0	41902	0	0
10	4	1	30	45	.3333333	3	1	3	10	10	10	0	0	41902	0	0
10	4	1	30	9	.3333333	3	6	2	10	15	5	0	1	41902	0	0
10	4	1	30	45	.3333333	3	8	1	16	14	0	1	1	41902	0	0
1	1	1	30	45	.4545455	1	1	1	16	14	0	1	1	50102	0	0
1	1	1	30	45	.4545455	1	8	2	0	22	8	0	0	50102	0	0
1	1	1	30	9	.0909091	1	9	3	15	0	15	0	0	50102	0	0
1	1	1	30	9	.0909091	2	3	1	15	15	0	0	0	50102	0	0
1	1	1	30	45	.4545455	2	5	2	10	10	10	0	0	50102	0	0
1	1	1	30	45	.4545455	2	10	3	2	12	16	1	1	50102	0	0
1	1	1	30	45	.4545455	3	2	1	15	15	0	1	1	50102	0	0
1	1	1	30	45	.4545455	3	4	2	12	17	1	0	1	50102	0	0
1	1	1	30	9	.0909091	3	6	3	0	10	20	0	0	50102	0	0
1	1	1	30	45	.4545455	4	7	3	0	10	20	0	0	50102	0	0
1	1	1	30	45	.4545455	4	11	1	10	10	10	0	1	50102	0	0
1	1	1	30	9	.0909091	4	12	2	19	10	1	1	1	50102	0	0
1	2	1	30	45	.4545455	1	1	1	16	0	14	0	0	50102	0	0
1	2	1	30	45	.4545455	1	8	2	8	22	0	1	1	50102	0	0
1	2	1	30	9	.0909091	1	9	3	0	15	15	0	0	50102	0	0
1	2	1	30	9	.0909091	2	3	1	16	4	10	0	1	50102	0	0
1	2	1	30	45	.4545455	2	5	2	10	10	10	1	1	50102	0	0
1	2	1	30	45	.4545455	2	10	3	2	14	14	0	1	50102	0	0
1	3	1	30	45	.4545455	1	1	1	16	0	14	1	1	50102	0	0
1	3	1	30	45	.4545455	1	8	2	15	15	0	0	0	50102	0	0
1	3	1	30	9	.0909091	1	9	3	10	10	10	0	1	50102	0	0
2	1	1	30	45	.4545455	1	1	2	0	16	14	1	1	50102	0	0
2	1	1	30	45	.4545455	1	5	3	15	0	15	0	1	50102	0	0
2	1	1	30	9	.0909091	1	9	1	16	0	14	0	0	50102	0	0
2	1	1	30	45	.4545455	2	4	3	13	0	17	1	1	50102	0	0
2	1	1	30	9	.0909091	2	6	2	0	20	10	0	0	50102	0	0
2	1	1	30	45	.4545455	2	11	1	20	5	5	0	1	50102	0	0
2	1	1	30	9	.0909091	3	3	1	15	15	0	0	1	50102	0	0
2	1	1	30	45	.4545455	3	7	2	10	20	0	1	1	50102	0	0
2	1	1	30	45	.4545455	3	8	3	15	0	15	0	0	50102	0	0
2	1	1	30	45	.4545455	4	2	2	0	20	10	0	0	50102	0	0
2	1	1	30	45	.4545455	4	10	3	6	12	12	1	1	50102	0	0
2	1	1	30	9	.0909091	4	12	1	15	14	1	0	0	50102	0	0
2	2	1	30	45	.4545455	4	2	2	0	15	15	1	1	50102	0	0
2	2	1	30	45	.4545455	4	10	3	8	11	11	0	1	50102	0	0
2	2	1	30	9	.0909091	4	12	1	15	14	1	0	0	50102	0	0
3	1	1	30	45	.4545455	1	4	2	12	16	2	1	1	50102	0	0
3	1	1	30	45	.4545455	1	8	1	20	0	10	0	0	50102	0	0
3	1	1	30	9	.0909091	1	9	3	10	0	20	0	0	50102	0	0
3	1	1	30	45	.4545455	2	5	3	14	0	16	0	0	50102	0	0
3	1	1	30	9	.0909091	2	6	1	20	10	0	0	1	50102	0	0
3	1	1	30	45	.4545455	2	7	2	10	20	0	1	1	50102	0	0
3	1	1	30	45	.4545455	3	1	2	0	16	14	0	0	50102	0	0
3	1	1	30	45	.4545455	3	2	3	0	10	20	1	1	50102	0	0
3	1	1	30	9	.0909091	3	12	1	14	15	1	0	0	50102	0	0
3	1	1	30	9	.0909091	4	3	1	16	4	10	0	0	50102	0	0
3	1	1	30	45	.4545455	4	10	2	3	14	13	0	0	50102	0	0
3	1	1	30	45	.4545455	4	11	3	5	10	15	1	1	50102	0	0
3	2	1	30	45	.4545455	1	4	2	13	17	0	1	1	50102	0	0
3	2	1	30	45	.4545455	1	8	1	20	0	10	0	0	50102	0	0
3	2	1	30	9	.0909091	1	9	3	5	10	15	0	0	50102	0	0
3	2	1	30	45	.4545455	3	1	2	14	16	0	0	1	50102	0	0
3	2	1	30	45	.4545455	3	2	3	0	15	15	0	0	50102	0	0
3	2	1	30	9	.0909091	3	12	1	13	16	1	1	1	50102	0	0
3	2	1	30	9	.0909091	4	3	1	15	5	10	1	1	50102	0	0
3	2	1	30	45	.4545455	4	10	2	2	14	14	0	0	50102	0	0
3	2	1	30	45	.4545455	4	11	3	10	10	10	0	1	50102	0	0
3	3	1	30	45	.4545455	1	4	2	15	15	0	0	0	50102	0	0
3	3	1	30	45	.4545455	1	8	1	20	0	10	0	0	50102	0	0
3	3	1	30	9	.0909091	1	9	3	0	14	16	1	1	50102	0	0
3	4	1	30	45	.4545455	1	4	2	15	15	0	1	1	50102	0	0
3	4	1	30	45	.4545455	1	8	1	15	15	0	0	1	50102	0	0
3	4	1	30	9	.0909091	1	9	3	14	0	16	0	0	50102	0	0
4	1	1	30	9	.0909091	1	6	3	10	10	10	0	1	50102	0	0
4	1	1	30	45	.4545455	1	10	2	0	16	14	1	1	50102	0	0
4	1	1	30	45	.4545455	1	11	1	20	5	5	0	0	50102	0	0
4	1	1	30	45	.4545455	2	2	1	15	15	0	0	0	50102	0	0
4	1	1	30	45	.4545455	2	4	2	14	16	0	1	1	50102	0	0
4	1	1	30	9	.0909091	2	9	3	15	0	15	0	0	50102	0	0
4	1	1	30	45	.4545455	3	7	2	10	20	0	1	1	50102	0	0
4	1	1	30	45	.4545455	3	8	3	10	0	20	0	0	50102	0	0
4	1	1	30	9	.0909091	3	12	1	14	15	1	0	1	50102	0	0
4	1	1	30	45	.4545455	4	1	2	0	16	14	1	1	50102	0	0
4	1	1	30	9	.0909091	4	3	1	15	0	15	0	0	50102	0	0
4	1	1	30	45	.4545455	4	5	3	15	0	15	0	1	50102	0	0
4	2	1	30	45	.4545455	2	2	1	15	0	15	0	0	50102	0	0
4	2	1	30	45	.4545455	2	4	2	0	30	0	0	1	50102	0	0
4	2	1	30	9	.0909091	2	9	3	0	15	15	1	1	50102	0	0
5	1	1	30	45	.4545455	1	4	1	30	0	0	1	1	50102	0	0
5	1	1	30	45	.4545455	1	8	3	0	10	20	0	0	50102	0	0
5	1	1	30	9	.0909091	1	12	2	15	14	1	0	0	50102	0	0
5	1	1	30	45	.4545455	2	5	2	0	15	15	1	1	50102	0	0
5	1	1	30	9	.0909091	2	6	1	20	10	0	0	0	50102	0	0
5	1	1	30	45	.4545455	2	7	3	10	0	20	0	1	50102	0	0
5	1	1	30	45	.4545455	3	1	2	14	16	0	0	0	50102	0	0
5	1	1	30	9	.0909091	3	9	1	16	14	0	0	0	50102	0	0
5	1	1	30	45	.4545455	3	11	3	0	13	17	1	1	50102	0	0
5	1	1	30	45	.4545455	4	2	3	0	15	15	0	0	50102	0	0
5	1	1	30	9	.0909091	4	3	1	15	5	10	1	1	50102	0	0
5	1	1	30	45	.4545455	4	10	2	12	18	0	0	0	50102	0	0
5	2	1	30	45	.4545455	1	4	1	30	0	0	0	0	50102	0	0
5	2	1	30	45	.4545455	1	8	3	0	10	20	0	0	50102	0	0
5	2	1	30	9	.0909091	1	12	2	10	20	0	1	1	50102	0	0
5	2	1	30	45	.4545455	3	1	2	14	16	0	0	0	50102	0	0
5	2	1	30	9	.0909091	3	9	1	15	15	0	0	0	50102	0	0
5	2	1	30	45	.4545455	3	11	3	10	10	10	1	1	50102	0	0
5	2	1	30	45	.4545455	4	2	3	15	0	15	1	1	50102	0	0
5	2	1	30	9	.0909091	4	3	1	20	0	10	0	1	50102	0	0
5	2	1	30	45	.4545455	4	10	2	0	16	14	0	0	50102	0	0
5	3	1	30	45	.4545455	1	4	1	30	0	0	1	1	50102	0	0
5	3	1	30	45	.4545455	1	8	3	0	10	20	0	0	50102	0	0
5	3	1	30	9	.0909091	1	12	2	9	21	0	0	0	50102	0	0
5	3	1	30	45	.4545455	3	1	2	14	16	0	1	1	50102	0	0
5	3	1	30	9	.0909091	3	9	1	15	15	0	0	0	50102	0	0
5	3	1	30	45	.4545455	3	11	3	10	10	10	0	0	50102	0	0
5	4	1	30	45	.4545455	1	4	1	15	15	0	0	0	50102	0	0
5	4	1	30	45	.4545455	1	8	3	0	10	20	1	1	50102	0	0
5	4	1	30	9	.0909091	1	12	2	0	30	0	0	1	50102	0	0
5	4	1	30	45	.4545455	3	1	2	0	16	14	1	1	50102	0	0
5	4	1	30	9	.0909091	3	9	1	15	15	0	0	0	50102	0	0
5	4	1	30	45	.4545455	3	11	3	10	0	20	0	1	50102	0	0
6	1	1	30	45	.4545455	1	1	3	0	14	16	1	1	50102	0	0
6	1	1	30	45	.4545455	1	2	2	0	15	15	0	0	50102	0	0
6	1	1	30	9	.0909091	1	3	1	15	15	0	0	0	50102	0	0
6	1	1	30	45	.4545455	2	5	1	20	10	0	1	1	50102	0	0
6	1	1	30	45	.4545455	2	7	3	0	10	20	0	0	50102	0	0
6	1	1	30	9	.0909091	2	9	2	14	16	0	0	0	50102	0	0
6	1	1	30	9	.0909091	3	6	1	20	10	0	0	1	50102	0	0
6	1	1	30	45	.4545455	3	8	3	10	0	20	1	1	50102	0	0
6	1	1	30	45	.4545455	3	10	2	14	16	0	0	0	50102	0	0
6	1	1	30	45	.4545455	4	4	3	0	14	16	1	1	50102	0	0
6	1	1	30	45	.4545455	4	11	2	0	16	14	0	1	50102	0	0
6	1	1	30	9	.0909091	4	12	1	30	0	0	0	0	50102	0	0
6	2	1	30	45	.4545455	1	1	3	14	0	16	0	0	50102	0	0
6	2	1	30	45	.4545455	1	2	2	0	15	15	0	0	50102	0	0
6	2	1	30	9	.0909091	1	3	1	15	5	10	1	1	50102	0	0
6	2	1	30	45	.4545455	2	5	1	15	15	0	0	1	50102	0	0
6	2	1	30	45	.4545455	2	7	3	10	0	20	0	0	50102	0	0
6	2	1	30	9	.0909091	2	9	2	14	16	0	1	1	50102	0	0
6	3	1	30	45	.4545455	1	1	3	14	0	16	0	0	50102	0	0
6	3	1	30	45	.4545455	1	2	2	0	15	15	0	0	50102	0	0
6	3	1	30	9	.0909091	1	3	1	30	0	0	1	1	50102	0	0
6	4	1	30	45	.4545455	1	1	3	14	0	16	0	1	50102	0	0
6	4	1	30	45	.4545455	1	2	2	0	15	15	1	1	50102	0	0
6	4	1	30	9	.0909091	1	3	1	15	10	5	0	0	50102	0	0
7	1	1	30	45	.4545455	1	4	1	15	15	0	0	0	50102	0	0
7	1	1	30	45	.4545455	1	8	3	0	10	20	0	0	50102	0	0
7	1	1	30	9	.0909091	1	12	2	5	25	0	1	1	50102	0	0
7	1	1	30	45	.4545455	2	5	2	14	16	0	1	1	50102	0	0
7	1	1	30	9	.0909091	2	6	1	20	10	0	0	1	50102	0	0
7	1	1	30	45	.4545455	2	7	3	10	0	20	0	0	50102	0	0
7	1	1	30	45	.4545455	3	1	2	0	16	14	0	0	50102	0	0
7	1	1	30	9	.0909091	3	3	3	0	15	15	0	1	50102	0	0
7	1	1	30	45	.4545455	3	11	1	16	0	14	1	1	50102	0	0
7	1	1	30	45	.4545455	4	2	1	15	15	0	0	1	50102	0	0
7	1	1	30	9	.0909091	4	9	3	15	0	15	0	0	50102	0	0
7	1	1	30	45	.4545455	4	10	2	14	16	0	1	1	50102	0	0
7	2	1	30	45	.4545455	1	4	1	15	15	0	0	0	50102	0	0
7	2	1	30	45	.4545455	1	8	3	0	10	20	1	1	50102	0	0
7	2	1	30	9	.0909091	1	12	2	15	15	0	0	0	50102	0	0
7	3	1	30	45	.4545455	1	4	1	15	15	0	0	0	50102	0	0
7	3	1	30	45	.4545455	1	8	3	15	0	15	0	0	50102	0	0
7	3	1	30	9	.0909091	1	12	2	0	30	0	1	1	50102	0	0
7	4	1	30	45	.4545455	1	4	1	15	15	0	1	1	50102	0	0
7	4	1	30	45	.4545455	1	8	3	15	0	15	0	0	50102	0	0
7	4	1	30	9	.0909091	1	12	2	0	15	15	0	1	50102	0	0
8	1	1	30	9	.0909091	1	6	2	20	10	0	0	1	50102	0	0
8	1	1	30	45	.4545455	1	10	1	20	10	0	1	1	50102	0	0
8	1	1	30	45	.4545455	1	11	3	8	10	12	0	0	50102	0	0
8	1	1	30	45	.4545455	2	4	1	15	15	0	1	1	50102	0	0
8	1	1	30	45	.4545455	2	5	2	14	16	0	0	1	50102	0	0
8	1	1	30	9	.0909091	2	9	3	0	14	16	0	0	50102	0	0
8	1	1	30	45	.4545455	3	2	3	0	15	15	0	0	50102	0	0
8	1	1	30	9	.0909091	3	3	1	15	15	0	0	1	50102	0	0
8	1	1	30	45	.4545455	3	7	2	10	20	0	1	1	50102	0	0
8	1	1	30	45	.4545455	4	1	2	14	16	0	0	0	50102	0	0
8	1	1	30	45	.4545455	4	8	3	10	0	20	1	1	50102	0	0
8	1	1	30	9	.0909091	4	12	1	15	15	0	0	1	50102	0	0
9	1	1	30	45	.4545455	1	4	2	0	30	0	1	1	50102	0	0
9	1	1	30	45	.4545455	1	5	3	15	0	15	0	0	50102	0	0
9	1	1	30	9	.0909091	1	12	1	25	5	0	0	0	50102	0	0
9	1	1	30	45	.4545455	2	2	3	0	15	15	0	0	50102	0	0
9	1	1	30	9	.0909091	2	9	1	16	14	0	0	0	50102	0	0
9	1	1	30	45	.4545455	2	10	2	12	18	0	1	1	50102	0	0
9	1	1	30	45	.4545455	3	1	2	13	17	0	0	0	50102	0	0
9	1	1	30	9	.0909091	3	6	1	20	10	0	0	1	50102	0	0
9	1	1	30	45	.4545455	3	8	3	10	0	20	1	1	50102	0	0
9	1	1	30	9	.0909091	4	3	3	5	10	15	0	0	50102	0	0
9	1	1	30	45	.4545455	4	7	2	0	20	10	1	1	50102	0	0
9	1	1	30	45	.4545455	4	11	1	20	10	0	0	0	50102	0	0
9	2	1	30	45	.4545455	1	4	2	15	15	0	0	0	50102	0	0
9	2	1	30	45	.4545455	1	5	3	15	0	15	0	0	50102	0	0
9	2	1	30	9	.0909091	1	12	1	20	10	0	1	1	50102	0	0
9	2	1	30	45	.4545455	2	2	3	15	0	15	0	0	50102	0	0
9	2	1	30	9	.0909091	2	9	1	15	15	0	1	1	50102	0	0
9	2	1	30	45	.4545455	2	10	2	0	15	15	0	1	50102	0	0
9	2	1	30	9	.0909091	4	3	3	10	0	20	0	0	50102	0	0
9	2	1	30	45	.4545455	4	7	2	10	20	0	0	1	50102	0	0
9	2	1	30	45	.4545455	4	11	1	20	10	0	1	1	50102	0	0
9	3	1	30	45	.4545455	1	4	2	15	15	0	0	0	50102	0	0
9	3	1	30	45	.4545455	1	5	3	0	15	15	0	0	50102	0	0
9	3	1	30	9	.0909091	1	12	1	29	1	0	1	1	50102	0	0
9	4	1	30	45	.4545455	1	4	2	0	15	15	0	1	50102	0	0
9	4	1	30	45	.4545455	1	5	3	0	15	15	0	0	50102	0	0
9	4	1	30	9	.0909091	1	12	1	15	15	0	1	1	50102	0	0
10	1	1	30	45	.4545455	1	8	3	10	0	20	1	1	50102	0	0
10	1	1	30	9	.0909091	1	9	1	15	15	0	0	0	50102	0	0
10	1	1	30	45	.4545455	1	10	2	13	17	0	0	0	50102	0	0
10	1	1	30	45	.4545455	2	7	1	20	0	10	1	1	50102	0	0
10	1	1	30	45	.4545455	2	11	2	10	20	0	0	0	50102	0	0
10	1	1	30	9	.0909091	2	12	3	1	1	28	0	1	50102	0	0
10	1	1	30	45	.4545455	3	1	1	17	0	13	1	1	50102	0	0
10	1	1	30	45	.4545455	3	2	2	15	15	0	0	0	50102	0	0
10	1	1	30	9	.0909091	3	3	3	0	15	15	0	1	50102	0	0
10	1	1	30	45	.4545455	4	4	3	0	14	16	1	1	50102	0	0
10	1	1	30	45	.4545455	4	5	2	15	15	0	0	1	50102	0	0
10	1	1	30	9	.0909091	4	6	1	20	10	0	0	0	50102	0	0
10	2	1	30	45	.4545455	1	8	3	0	15	15	0	0	50102	0	0
10	2	1	30	9	.0909091	1	9	1	16	14	0	1	1	50102	0	0
10	2	1	30	45	.4545455	1	10	2	14	16	0	0	0	50102	0	0
10	3	1	30	45	.4545455	1	8	3	0	15	15	0	0	50102	0	0
10	3	1	30	9	.0909091	1	9	1	16	0	14	1	1	50102	0	0
10	3	1	30	45	.4545455	1	10	2	0	16	14	0	0	50102	0	0
10	4	1	30	45	.4545455	1	8	3	0	15	15	0	1	50102	0	0
10	4	1	30	9	.0909091	1	9	1	15	15	0	0	0	50102	0	0
10	4	1	30	45	.4545455	1	10	2	0	15	15	1	1	50102	0	0
1	1	1	30	9	.0909091	1	3	3	10	10	10	0	1	50302	0	0
1	1	1	30	45	.4545455	1	4	2	6	12	12	1	1	50302	0	0
1	1	1	30	45	.4545455	1	8	1	30	0	0	0	0	50302	0	0
