* Dictionary *
election:		election #
round:		round #
delta:		delta
amount:		amount to divide
weight:		nominal weight (number of votes)
probability:	selection probability
group:		identifies subjects that were grouped together
id:			id #, constant throught session
subject:		subject #, changes across elections
amount1:		offer to subjects #1
amount2:		offer to subjects #2
amount3:		offer to subjects #3
selected:		proposal selected to take the floor
vote:			= 1 if the subject votes in favor of the selected offer (the proposal on the floor), = 0 o/w
date:			session date (month/day/year)
experienced:	= 1 if subjects have participated in 1 session before, 0 o/w
dropped:		identifies all the data that was dropped from the analysis reported in the paper because the proposal on the floor was from a subject that appeared confused, that subject participated in one inexperienced and one experienced session; = 1 if dropped, = 0 o/w
**************

election	round	delta	amount	weight	probability	group	id	subject	amount1	amount2	amount3	selected	vote	date	experienced	dropped
3	2	1	30	33	.3333333	3	12	3	12	4	14	1	1	22802	0	0
3	2	1	30	33	.3333333	4	1	2	5	15	10	0	1	22802	0	0
3	2	1	30	33	.3333333	4	2	1	20	8	2	1	1	22802	0	0
3	2	1	30	33	.3333333	4	3	3	0	12	18	0	0	22802	0	0
3	3	1	30	33	.3333333	1	7	1	15	15	0	0	0	22802	0	0
3	3	1	30	33	.3333333	1	8	2	0	30	0	1	1	22802	0	0
3	3	1	30	33	.3333333	1	9	3	10	10	10	0	0	22802	0	0
3	4	1	30	33	.3333333	1	7	1	18	0	12	0	0	22802	0	0
3	4	1	30	33	.3333333	1	8	2	5	15	10	1	1	22802	0	0
3	4	1	30	33	.3333333	1	9	3	10	0	20	0	1	22802	0	0
4	1	1	30	33	.3333333	1	4	1	18	0	12	1	1	22802	0	0
4	1	1	30	33	.3333333	1	8	3	5	5	20	0	1	22802	0	0
4	1	1	30	33	.3333333	1	9	2	10	20	0	0	0	22802	0	0
4	1	1	30	33	.3333333	2	2	3	11	9	10	0	0	22802	0	0
4	1	1	30	33	.3333333	2	3	1	18	12	0	0	1	22802	0	0
4	1	1	30	33	.3333333	2	7	2	12	18	0	1	1	22802	0	0
4	1	1	30	33	.3333333	3	5	1	15	10	5	0	1	22802	0	0
4	1	1	30	33	.3333333	3	6	2	15	15	0	1	1	22802	0	0
4	1	1	30	33	.3333333	3	10	3	0	12	18	0	0	22802	0	0
4	1	1	30	33	.3333333	4	1	2	8	20	2	1	1	22802	0	0
4	1	1	30	33	.3333333	4	11	1	16	14	0	0	0	22802	0	0
4	1	1	30	33	.3333333	4	12	3	5	5	20	0	0	22802	0	0
4	2	1	30	33	.3333333	4	1	2	7	18	5	0	0	22802	0	0
4	2	1	30	33	.3333333	4	11	1	16	0	14	1	1	22802	0	0
4	2	1	30	33	.3333333	4	12	3	10	3	17	0	1	22802	0	0
5	1	1	30	33	.3333333	1	2	3	1	4	25	0	0	22802	0	0
5	1	1	30	33	.3333333	1	4	1	19	11	0	0	1	22802	0	0
5	1	1	30	33	.3333333	1	9	2	20	10	0	1	0	22802	0	0
5	1	1	30	33	.3333333	2	3	2	9.99	20	.01	1	1	22802	0	0
5	1	1	30	33	.3333333	2	7	1	18	12	0	0	0	22802	0	0
5	1	1	30	33	.3333333	2	8	3	10	5	15	0	0	22802	0	0
5	1	1	30	33	.3333333	3	10	2	0	18	12	0	1	22802	0	0
5	1	1	30	33	.3333333	3	11	3	14	0	16	0	0	22802	0	0
5	1	1	30	33	.3333333	3	12	1	14	10	6	1	1	22802	0	0
5	1	1	30	33	.3333333	4	1	1	20	5	5	0	1	22802	0	0
5	1	1	30	33	.3333333	4	5	3	10	0	20	1	1	22802	0	0
5	1	1	30	33	.3333333	4	6	2	15	15	0	0	0	22802	0	0
5	2	1	30	33	.3333333	1	2	3	5	4	21	1	1	22802	0	0
5	2	1	30	33	.3333333	1	4	1	19	0	11	0	0	22802	0	0
5	2	1	30	33	.3333333	1	9	2	10	20	0	0	0	22802	0	0
5	2	1	30	33	.3333333	2	3	2	0	15	15	1	1	22802	0	0
5	2	1	30	33	.3333333	2	7	1	18	0	12	0	0	22802	0	0
5	2	1	30	33	.3333333	2	8	3	10	10	10	0	1	22802	0	0
5	3	1	30	33	.3333333	1	2	3	6	6	18	0	1	22802	0	0
5	3	1	30	33	.3333333	1	4	1	19	0	11	1	1	22802	0	0
5	3	1	30	33	.3333333	1	9	2	0	20	10	0	0	22802	0	0
6	1	1	30	33	.3333333	1	2	3	4	10	16	1	1	22802	0	0
6	1	1	30	33	.3333333	1	10	1	18	12	0	0	0	22802	0	0
6	1	1	30	33	.3333333	1	12	2	10	18	2	0	1	22802	0	0
6	1	1	30	33	.3333333	2	1	1	15	10	5	0	0	22802	0	0
6	1	1	30	33	.3333333	2	8	3	5	10	15	1	1	22802	0	0
6	1	1	30	33	.3333333	2	9	2	10	20	0	0	1	22802	0	0
6	1	1	30	33	.3333333	3	3	3	1	10	19	1	1	22802	0	0
6	1	1	30	33	.3333333	3	4	2	0	20	10	0	0	22802	0	0
6	1	1	30	33	.3333333	3	5	1	15	7.5	7.5	0	0	22802	0	0
6	1	1	30	33	.3333333	4	6	1	10	10	10	1	1	22802	0	0
6	1	1	30	33	.3333333	4	7	2	12	18	0	0	0	22802	0	0
6	1	1	30	33	.3333333	4	11	3	13	0	17	0	1	22802	0	0
6	2	1	30	33	.3333333	3	3	3	13	0	17	0	0	22802	0	0
6	2	1	30	33	.3333333	3	4	2	12	18	0	0	0	22802	0	0
6	2	1	30	33	.3333333	3	5	1	30	0	0	1	1	22802	0	0
6	3	1	30	33	.3333333	3	3	3	13	0	17	0	0	22802	0	0
6	3	1	30	33	.3333333	3	4	2	0	18	12	1	1	22802	0	0
6	3	1	30	33	.3333333	3	5	1	24.99	3.01	2	0	0	22802	0	0
6	4	1	30	33	.3333333	3	3	3	14	0	16	0	0	22802	0	0
6	4	1	30	33	.3333333	3	4	2	12	18	0	0	0	22802	0	0
6	4	1	30	33	.3333333	3	5	1	15	10	5	1	1	22802	0	0
6	5	1	30	33	.3333333	3	3	3	14	0	16	1	1	22802	0	0
6	5	1	30	33	.3333333	3	4	2	12	18	0	0	0	22802	0	0
6	5	1	30	33	.3333333	3	5	1	10	10	10	0	1	22802	0	0
7	1	1	30	33	.3333333	1	4	3	13	0	17	0	0	22802	0	0
7	1	1	30	33	.3333333	1	6	1	15	15	0	0	1	22802	0	0
7	1	1	30	33	.3333333	1	8	2	10	18	2	1	1	22802	0	0
7	1	1	30	33	.3333333	2	5	3	12	3	15	0	0	22802	0	0
7	1	1	30	33	.3333333	2	7	2	12	18	0	0	1	22802	0	0
7	1	1	30	33	.3333333	2	9	1	15	15	0	1	1	22802	0	0
7	1	1	30	33	.3333333	3	1	2	5	25	0	1	1	22802	0	0
7	1	1	30	33	.3333333	3	3	3	.01	11.99	18	0	0	22802	0	0
7	1	1	30	33	.3333333	3	11	1	17	13	0	0	0	22802	0	0
7	1	1	30	33	.3333333	4	2	1	18	2	10	0	1	22802	0	0
7	1	1	30	33	.3333333	4	10	2	10	20	0	1	1	22802	0	0
7	1	1	30	33	.3333333	4	12	3	10	2	18	0	0	22802	0	0
7	2	1	30	33	.3333333	3	1	2	10	20	0	0	0	22802	0	0
7	2	1	30	33	.3333333	3	3	3	.01	11.99	18	0	0	22802	0	0
7	2	1	30	33	.3333333	3	11	1	18	0	12	1	1	22802	0	0
7	3	1	30	33	.3333333	3	1	2	5	20	5	1	1	22802	0	0
7	3	1	30	33	.3333333	3	3	3	.01	11.99	18	0	0	22802	0	0
7	3	1	30	33	.3333333	3	11	1	17	13	0	0	0	22802	0	0
7	4	1	30	33	.3333333	3	1	2	10	15	5	0	1	22802	0	0
7	4	1	30	33	.3333333	3	3	3	.01	11.99	18	1	1	22802	0	0
7	4	1	30	33	.3333333	3	11	1	17	0	13	0	0	22802	0	0
8	1	1	30	33	.3333333	1	3	2	13	17	0	1	1	22802	0	0
8	1	1	30	33	.3333333	1	4	3	10	0	20	0	0	22802	0	0
8	1	1	30	33	.3333333	1	5	1	12	10	8	0	1	22802	0	0
8	1	1	30	33	.3333333	2	9	1	18	12	0	0	1	22802	0	0
8	1	1	30	33	.3333333	2	10	3	10	0	20	0	0	22802	0	0
8	1	1	30	33	.3333333	2	11	2	13	17	0	1	1	22802	0	0
8	1	1	30	33	.3333333	3	2	3	18	9	3	1	0	22802	0	0
8	1	1	30	33	.3333333	3	7	1	18	12	0	0	1	22802	0	0
8	1	1	30	33	.3333333	3	12	2	10	20	0	0	1	22802	0	0
8	1	1	30	33	.3333333	4	1	3	7	8	15	0	0	22802	0	0
8	1	1	30	33	.3333333	4	6	1	15	15	0	0	1	22802	0	0
8	1	1	30	33	.3333333	4	8	2	15	15	0	1	1	22802	0	0
9	1	1	30	33	.3333333	1	4	1	18	0	12	1	1	22802	0	0
9	1	1	30	33	.3333333	1	6	3	0	15	15	0	1	22802	0	0
9	1	1	30	33	.3333333	1	8	2	2	18	10	0	0	22802	0	0
9	1	1	30	33	.3333333	2	5	1	16	4	10	1	1	22802	0	0
9	1	1	30	33	.3333333	2	7	2	12	18	0	0	0	22802	0	0
9	1	1	30	33	.3333333	2	12	3	0	10	20	0	1	22802	0	0
9	1	1	30	33	.3333333	3	1	1	18	2	10	0	0	22802	0	0
9	1	1	30	33	.3333333	3	2	2	6	16	8	1	1	22802	0	0
9	1	1	30	33	.3333333	3	3	3	1	12	17	0	0	22802	0	0
9	1	1	30	33	.3333333	4	9	1	18	12	0	0	0	22802	0	0
9	1	1	30	33	.3333333	4	10	3	10	0	20	0	1	22802	0	0
9	1	1	30	33	.3333333	4	11	2	0	17	13	1	1	22802	0	0
9	2	1	30	33	.3333333	3	1	1	18	6	6	1	1	22802	0	0
9	2	1	30	33	.3333333	3	2	2	2	18	10	0	0	22802	0	0
9	2	1	30	33	.3333333	3	3	3	12	1	17	0	0	22802	0	0
9	3	1	30	33	.3333333	3	1	1	10	10	10	0	1	22802	0	0
9	3	1	30	33	.3333333	3	2	2	8	16	6	1	1	22802	0	0
9	3	1	30	33	.3333333	3	3	3	13	.01	16.99	0	0	22802	0	0
10	1	1	30	33	.3333333	1	4	2	10	20	0	0	1	22802	0	0
10	1	1	30	33	.3333333	1	6	1	15	10	5	0	0	22802	0	0
10	1	1	30	33	.3333333	1	11	3	0	13	17	1	1	22802	0	0
10	1	1	30	33	.3333333	2	1	2	8	12	10	0	1	22802	0	0
10	1	1	30	33	.3333333	2	8	3	10	8	12	1	1	22802	0	0
10	1	1	30	33	.3333333	2	9	1	17	13	0	0	0	22802	0	0
10	1	1	30	33	.3333333	3	2	2	8	16	6	1	1	22802	0	0
10	1	1	30	33	.3333333	3	3	3	13	.01	16.99	0	0	22802	0	0
10	1	1	30	33	.3333333	3	7	1	18	0	12	0	0	22802	0	0
10	1	1	30	33	.3333333	4	5	3	10	10	10	1	1	22802	0	0
10	1	1	30	33	.3333333	4	10	1	20	10	0	0	1	22802	0	0
10	1	1	30	33	.3333333	4	12	2	10	20	0	0	1	22802	0	0
10	2	1	30	33	.3333333	3	2	2	8	16	6	0	0	22802	0	0
10	2	1	30	33	.3333333	3	3	3	13	.01	16.99	1	1	22802	0	0
10	2	1	30	33	.3333333	3	7	1	18	0	12	0	1	22802	0	0
1	1	1	30	9	.3333333	1	3	3	10	10	10	0	0	41702	0	0
1	1	1	30	45	.3333333	1	5	2	15	15	0	0	0	41702	0	0
1	1	1	30	45	.3333333	1	10	1	13	11	6	1	1	41702	0	0
1	1	1	30	45	.3333333	2	7	2	13	17	0	0	0	41702	0	0
1	1	1	30	45	.3333333	2	11	1	16	14	0	0	1	41702	0	0
1	1	1	30	9	.3333333	2	15	3	15	5	10	1	1	41702	0	0
1	1	1	30	9	.3333333	3	6	1	15	15	0	0	1	41702	0	0
1	1	1	30	45	.3333333	3	8	2	15	15	0	1	1	41702	0	0
1	1	1	30	45	.3333333	3	13	3	15	0	15	0	0	41702	0	0
1	1	1	30	45	.3333333	4	1	3	14	2	14	0	1	41702	0	0
1	1	1	30	9	.3333333	4	9	2	10	10	10	0	0	41702	0	0
1	1	1	30	45	.3333333	4	14	1	15	0	15	1	1	41702	0	0
1	1	1	30	45	.3333333	5	2	1	15	15	0	1	1	41702	0	0
1	1	1	30	45	.3333333	5	4	2	12	12	6	0	1	41702	0	0
1	1	1	30	9	.3333333	5	12	3	0	15	15	0	0	41702	0	0
1	2	1	30	9	.3333333	1	3	3	10	10	10	0	0	41702	0	0
1	2	1	30	45	.3333333	1	5	2	15	15	0	1	1	41702	0	0
1	2	1	30	45	.3333333	1	10	1	11	11	8	0	1	41702	0	0
2	1	1	30	45	.3333333	1	4	2	12	15	3	0	1	41702	0	0
2	1	1	30	45	.3333333	1	5	1	15	15	0	1	1	41702	0	0
2	1	1	30	9	.3333333	1	6	3	14	0	16	0	0	41702	0	0
2	1	1	30	9	.3333333	2	9	1	15	15	0	1	1	41702	0	0
2	1	1	30	45	.3333333	2	11	3	0	14	16	0	0	41702	0	0
2	1	1	30	45	.3333333	2	13	2	15	15	0	0	1	41702	0	0
2	1	1	30	45	.3333333	3	7	3	0	15	15	0	0	41702	0	0
2	1	1	30	45	.3333333	3	8	2	10	20	0	0	0	41702	0	0
2	1	1	30	9	.3333333	3	12	1	20	10	0	1	1	41702	0	0
2	1	1	30	45	.3333333	4	2	1	15	15	0	1	1	41702	0	0
2	1	1	30	45	.3333333	4	10	3	12	6	12	0	0	41702	0	0
2	1	1	30	9	.3333333	4	15	2	14	5	11	0	1	41702	0	0
2	1	1	30	45	.3333333	5	1	1	15	0	15	0	1	41702	0	0
2	1	1	30	9	.3333333	5	3	2	15	15	0	1	1	41702	0	0
2	1	1	30	45	.3333333	5	14	3	0	15	15	0	0	41702	0	0
2	2	1	30	45	.3333333	3	7	3	0	15	15	1	1	41702	0	0
2	2	1	30	45	.3333333	3	8	2	10	20	0	0	0	41702	0	0
2	2	1	30	9	.3333333	3	12	1	18	12	0	0	0	41702	0	0
2	3	1	30	45	.3333333	3	7	3	15	0	15	1	1	41702	0	0
2	3	1	30	45	.3333333	3	8	2	10	20	0	0	0	41702	0	0
2	3	1	30	9	.3333333	3	12	1	18	12	0	0	1	41702	0	0
3	1	1	30	9	.3333333	1	6	3	14	2	14	1	1	41702	0	0
3	1	1	30	45	.3333333	1	8	1	20	0	10	0	0	41702	0	0
3	1	1	30	45	.3333333	1	13	2	10	10	10	0	0	41702	0	0
3	1	1	30	45	.3333333	2	7	1	15	15	0	0	0	41702	0	0
3	1	1	30	45	.3333333	2	14	3	0	15	15	1	1	41702	0	0
3	1	1	30	9	.3333333	2	15	2	15	10	5	0	1	41702	0	0
3	1	1	30	45	.3333333	3	10	1	15	0	15	1	1	41702	0	0
3	1	1	30	45	.3333333	3	11	2	0	16	14	0	0	41702	0	0
3	1	1	30	9	.3333333	3	12	3	13	0	17	0	1	41702	0	0
3	1	1	30	45	.3333333	4	4	3	0	15	15	0	0	41702	0	0
3	1	1	30	45	.3333333	4	5	2	15	15	0	0	0	41702	0	0
3	1	1	30	9	.3333333	4	9	1	10	10	10	1	1	41702	0	0
3	1	1	30	45	.3333333	5	1	1	18	12	0	0	0	41702	0	0
3	1	1	30	45	.3333333	5	2	2	15	15	0	0	0	41702	0	0
3	1	1	30	9	.3333333	5	3	3	10	10	10	1	1	41702	0	0
3	2	1	30	9	.3333333	1	6	3	0	16	14	0	1	41702	0	0
3	2	1	30	45	.3333333	1	8	1	20	0	10	0	0	41702	0	0
3	2	1	30	45	.3333333	1	13	2	0	15	15	1	1	41702	0	0
3	2	1	30	45	.3333333	4	4	3	5	12	13	1	1	41702	0	0
3	2	1	30	45	.3333333	4	5	2	0	15	15	0	0	41702	0	0
3	2	1	30	9	.3333333	4	9	1	15	15	0	0	0	41702	0	0
3	2	1	30	45	.3333333	5	1	1	18	12	0	1	1	41702	0	0
3	2	1	30	45	.3333333	5	2	2	15	15	0	0	0	41702	0	0
3	2	1	30	9	.3333333	5	3	3	0	15	15	0	0	41702	0	0
3	3	1	30	45	.3333333	4	4	3	0	10	20	1	1	41702	0	0
3	3	1	30	45	.3333333	4	5	2	0	15	15	0	0	41702	0	0
3	3	1	30	9	.3333333	4	9	1	15	15	0	0	0	41702	0	0
3	3	1	30	45	.3333333	5	1	1	15	15	0	1	1	41702	0	0
3	3	1	30	45	.3333333	5	2	2	15	15	0	0	1	41702	0	0
3	3	1	30	9	.3333333	5	3	3	0	15	15	0	0	41702	0	0
3	4	1	30	45	.3333333	4	4	3	0	15	15	0	1	41702	0	0
3	4	1	30	45	.3333333	4	5	2	0	15	15	1	1	41702	0	0
3	4	1	30	9	.3333333	4	9	1	15	15	0	0	0	41702	0	0
4	1	1	30	45	.3333333	1	5	2	15	15	0	0	0	41702	0	0
4	1	1	30	9	.3333333	1	6	3	1	15	14	0	0	41702	0	0
4	1	1	30	45	.3333333	1	13	1	10	10	10	1	1	41702	0	0
4	1	1	30	45	.3333333	2	2	3	15	0	15	0	0	41702	0	0
4	1	1	30	45	.3333333	2	4	1	13	5	12	0	1	41702	0	0
4	1	1	30	9	.3333333	2	12	2	13	17	0	1	1	41702	0	0
4	1	1	30	45	.3333333	3	1	2	15	15	0	0	0	41702	0	0
4	1	1	30	9	.3333333	3	9	3	10	10	10	1	1	41702	0	0
4	1	1	30	45	.3333333	3	11	1	16	0	14	0	1	41702	0	0
4	1	1	30	9	.3333333	4	3	2	0	15	15	0	1	41702	0	0
4	1	1	30	45	.3333333	4	7	1	15	15	0	0	0	41702	0	0
4	1	1	30	45	.3333333	4	8	3	0	10	20	1	1	41702	0	0
4	1	1	30	45	.3333333	5	10	3	14	0	16	1	1	41702	0	0
4	1	1	30	45	.3333333	5	14	2	10	10	10	0	0	41702	0	0
4	1	1	30	9	.3333333	5	15	1	10	10	10	0	1	41702	0	0
4	2	1	30	45	.3333333	1	5	2	14	16	0	0	0	41702	0	0
4	2	1	30	9	.3333333	1	6	3	15	1	14	1	1	41702	0	0
4	2	1	30	45	.3333333	1	13	1	10	10	10	0	1	41702	0	0
5	1	1	30	45	.3333333	1	7	2	15	15	0	1	1	41702	0	0
5	1	1	30	45	.3333333	1	8	3	10	0	20	0	0	41702	0	0
5	1	1	30	9	.3333333	1	12	1	18	12	0	0	1	41702	0	0
5	1	1	30	45	.3333333	2	4	2	0	18	12	1	1	41702	0	0
5	1	1	30	45	.3333333	2	5	1	15	15	0	0	0	41702	0	0
5	1	1	30	9	.3333333	2	6	3	0	15	15	0	1	41702	0	0
5	1	1	30	9	.3333333	3	9	2	0	15	15	0	1	41702	0	0
5	1	1	30	45	.3333333	3	10	3	0	13	17	0	1	41702	0	0
5	1	1	30	45	.3333333	3	14	1	10	10	10	1	1	41702	0	0
5	1	1	30	45	.3333333	4	11	1	17	13	0	1	1	41702	0	0
5	1	1	30	45	.3333333	4	13	2	10	10	10	0	1	41702	0	0
5	1	1	30	9	.3333333	4	15	3	10	5	15	0	0	41702	0	0
5	1	1	30	45	.3333333	5	1	3	15	0	15	0	0	41702	0	0
5	1	1	30	45	.3333333	5	2	2	14.5	15.5	0	1	1	41702	0	0
5	1	1	30	9	.3333333	5	3	1	20	10	0	0	1	41702	0	0
6	1	1	30	45	.3333333	1	4	3	12	0	18	0	0	41702	0	0
6	1	1	30	9	.3333333	1	6	1	15	15	0	1	1	41702	0	0
6	1	1	30	45	.3333333	1	11	2	0	17	13	0	1	41702	0	0
6	1	1	30	45	.3333333	2	5	2	0	18	12	0	1	41702	0	0
6	1	1	30	45	.3333333	2	7	1	15	15	0	0	0	41702	0	0
6	1	1	30	9	.3333333	2	9	3	0	15	15	1	1	41702	0	0
6	1	1	30	45	.3333333	3	2	1	17	13	0	0	0	41702	0	0
6	1	1	30	45	.3333333	3	10	3	0	13	17	1	1	41702	0	0
6	1	1	30	9	.3333333	3	12	2	12	18	0	0	1	41702	0	0
6	1	1	30	45	.3333333	4	1	2	0	15	15	1	1	41702	0	0
6	1	1	30	9	.3333333	4	3	1	20	10	0	0	0	41702	0	0
6	1	1	30	45	.3333333	4	8	3	10	0	20	0	1	41702	0	0
6	1	1	30	45	.3333333	5	13	2	10	10	10	1	1	41702	0	0
6	1	1	30	45	.3333333	5	14	3	6	12	12	0	1	41702	0	0
6	1	1	30	9	.3333333	5	15	1	15	5	10	0	1	41702	0	0
7	1	1	30	45	.3333333	1	8	3	0	10	20	0	0	41702	0	0
7	1	1	30	45	.3333333	1	10	1	17	13	0	1	1	41702	0	0
7	1	1	30	9	.3333333	1	15	2	10	15	5	0	1	41702	0	0
7	1	1	30	45	.3333333	2	4	2	12	18	0	1	1	41702	0	0
7	1	1	30	9	.3333333	2	6	1	16	14	0	0	0	41702	0	0
7	1	1	30	45	.3333333	2	14	3	6	12	12	0	0	41702	0	0
7	1	1	30	45	.3333333	3	1	2	14.5	15.5	0	0	0	41702	0	0
7	1	1	30	45	.3333333	3	5	1	18	0	12	1	1	41702	0	0
7	1	1	30	9	.3333333	3	9	3	0	15	15	0	1	41702	0	0
7	1	1	30	45	.3333333	4	11	2	0	17	13	0	0	41702	0	0
7	1	1	30	9	.3333333	4	12	3	0	11	19	1	1	41702	0	0
7	1	1	30	45	.3333333	4	13	1	20	10	0	0	0	41702	0	0
7	1	1	30	45	.3333333	5	2	3	0	15	15	1	1	41702	0	0
7	1	1	30	9	.3333333	5	3	1	20	10	0	0	0	41702	0	0
7	1	1	30	45	.3333333	5	7	2	15	15	0	0	1	41702	0	0
7	2	1	30	45	.3333333	2	4	2	15	15	0	0	0	41702	0	0
7	2	1	30	9	.3333333	2	6	1	15	0	15	1	1	41702	0	0
7	2	1	30	45	.3333333	2	14	3	15	0	15	0	1	41702	0	0
7	2	1	30	45	.3333333	4	11	2	13	17	0	0	0	41702	0	0
7	2	1	30	9	.3333333	4	12	3	11	0	19	1	1	41702	0	0
7	2	1	30	45	.3333333	4	13	1	17	0	13	0	0	41702	0	0
7	3	1	30	45	.3333333	4	11	2	13	17	0	1	1	41702	0	0
7	3	1	30	9	.3333333	4	12	3	0	12	18	0	0	41702	0	0
7	3	1	30	45	.3333333	4	13	1	15	15	0	0	1	41702	0	0
8	1	1	30	45	.3333333	1	5	3	0	12	18	1	1	41702	0	0
8	1	1	30	45	.3333333	1	7	1	15	0	15	0	0	41702	0	0
8	1	1	30	9	.3333333	1	12	2	0	18	12	0	1	41702	0	0
8	1	1	30	45	.3333333	2	1	2	0	18	12	0	0	41702	0	0
8	1	1	30	9	.3333333	2	3	3	10	0	20	0	1	41702	0	0
8	1	1	30	45	.3333333	2	11	1	17	0	13	1	1	41702	0	0
8	1	1	30	45	.3333333	3	4	2	0	15	15	1	1	41702	0	0
8	1	1	30	45	.3333333	3	8	1	20	0	10	0	0	41702	0	0
8	1	1	30	9	.3333333	3	9	3	9	10	11	0	1	41702	0	0
8	1	1	30	45	.3333333	5	2	1	16.5	13.5	0	0	0	41702	0	0
8	1	1	30	45	.3333333	5	13	2	15	15	0	0	1	41702	0	0
8	1	1	30	9	.3333333	5	15	3	10	10	10	1	1	41702	0	0
9	1	1	30	45	.3333333	1	4	1	15	0	15	0	0	41702	0	0
9	1	1	30	9	.3333333	1	6	2	0	15	15	0	0	41702	0	0
9	1	1	30	45	.3333333	1	11	3	0	13	17	1	1	41702	0	0
9	1	1	30	9	.3333333	3	3	3	0	10	20	1	1	41702	0	0
9	1	1	30	45	.3333333	3	8	1	20	0	10	0	0	41702	0	0
9	1	1	30	45	.3333333	3	13	2	16	14	0	0	0	41702	0	0
9	1	1	30	45	.3333333	4	5	2	12	18	0	0	0	41702	0	0
9	1	1	30	45	.3333333	4	7	3	6	12	12	1	1	41702	0	0
9	1	1	30	9	.3333333	4	15	1	15	0	15	0	1	41702	0	0
9	1	1	30	45	.3333333	5	2	3	0	13	17	0	0	41702	0	0
9	1	1	30	45	.3333333	5	10	2	12	18	0	1	1	41702	0	0
9	1	1	30	9	.3333333	5	12	1	18	12	0	0	1	41702	0	0
1	1	1	30	45	.3333333	1	2	1	15	15	0	0	0	41902	0	0
1	1	1	30	45	.3333333	1	7	2	8	12	10	1	1	41902	0	0
1	1	1	30	9	.3333333	1	12	3	10	10	10	0	1	41902	0	0
1	1	1	30	45	.3333333	2	4	3	0	15	15	0	0	41902	0	0
1	1	1	30	9	.3333333	2	6	2	0	15	15	0	1	41902	0	0
1	1	1	30	45	.3333333	2	11	1	15	10	5	1	1	41902	0	0
1	1	1	30	45	.3333333	3	8	3	12	0	18	1	1	41902	0	0
1	1	1	30	9	.3333333	3	9	1	20	2	8	0	1	41902	0	0
1	1	1	30	45	.3333333	3	10	2	4	13	13	0	0	41902	0	0
1	1	1	30	45	.3333333	4	1	2	2	22	6	1	1	41902	0	0
1	1	1	30	9	.3333333	4	3	1	10	10	10	0	0	41902	0	0
1	1	1	30	45	.3333333	4	5	3	0	10	20	0	0	41902	0	0
1	2	1	30	45	.3333333	4	1	2	2	20	8	0	1	41902	0	0
1	2	1	30	9	.3333333	4	3	1	10	10	10	0	0	41902	0	0
1	2	1	30	45	.3333333	4	5	3	0	10	20	1	1	41902	0	0
2	1	1	30	45	.3333333	1	1	2	0	20	10	0	0	41902	0	0
2	1	1	30	9	.3333333	1	3	1	10	10	10	1	1	41902	0	0
2	1	1	30	45	.3333333	1	11	3	8	4	18	0	1	41902	0	0
2	1	1	30	45	.3333333	2	8	2	15	15	0	0	0	41902	0	0
2	1	1	30	9	.3333333	2	9	3	5	0	25	1	0	41902	0	0
2	1	1	30	45	.3333333	2	10	1	19	1	10	0	0	41902	0	0
2	1	1	30	45	.3333333	3	2	1	15	15	0	1	1	41902	0	0
2	1	1	30	45	.3333333	3	4	2	0	15	15	0	1	41902	0	0
2	1	1	30	9	.3333333	3	6	3	15	0	15	0	0	41902	0	0
2	1	1	30	45	.3333333	4	5	1	20	10	0	1	1	41902	0	0
2	1	1	30	45	.3333333	4	7	2	6	14	10	0	1	41902	0	0
2	1	1	30	9	.3333333	4	12	3	8	9	13	0	0	41902	0	0
2	2	1	30	45	.3333333	2	8	2	15	15	0	0	0	41902	0	0
2	2	1	30	9	.3333333	2	9	3	15	5	10	0	0	41902	0	0
2	2	1	30	45	.3333333	2	10	1	19	10	1	1	1	41902	0	0
2	3	1	30	45	.3333333	2	8	2	15	15	0	0	0	41902	0	0
2	3	1	30	9	.3333333	2	9	3	2.5	25	2.5	0	1	41902	0	0
2	3	1	30	45	.3333333	2	10	1	18	0	12	1	1	41902	0	0
3	1	1	30	45	.3333333	1	5	3	10	0	20	1	1	41902	0	0
3	1	1	30	45	.3333333	1	7	1	15	15	0	0	1	41902	0	0
3	1	1	30	9	.3333333	1	9	2	10	8	12	0	0	41902	0	0
3	1	1	30	45	.3333333	2	10	2	12	18	0	0	0	41902	0	0
3	1	1	30	45	.3333333	2	11	1	18	4	8	1	1	41902	0	0
3	1	1	30	9	.3333333	2	12	3	15	0	15	0	0	41902	0	0
3	1	1	30	45	.3333333	3	2	2	15	15	0	1	1	41902	0	0
3	1	1	30	9	.3333333	3	3	1	14	14	2	0	1	41902	0	0
3	1	1	30	45	.3333333	3	4	3	15	0	15	0	0	41902	0	0
3	1	1	30	45	.3333333	4	1	1	15	0	15	1	1	41902	0	0
3	1	1	30	9	.3333333	4	6	2	15	15	0	0	0	41902	0	0
3	1	1	30	45	.3333333	4	8	3	15	0	15	0	1	41902	0	0
3	2	1	30	45	.3333333	2	10	2	0	18	12	0	0	41902	0	0
3	2	1	30	45	.3333333	2	11	1	15	5	10	1	1	41902	0	0
3	2	1	30	9	.3333333	2	12	3	0	15	15	0	0	41902	0	0
3	3	1	30	45	.3333333	2	10	2	0	18	12	0	1	41902	0	0
3	3	1	30	45	.3333333	2	11	1	14	11	5	0	0	41902	0	0
3	3	1	30	9	.3333333	2	12	3	0	15	15	1	1	41902	0	0
4	1	1	30	45	.3333333	1	7	1	16	14	0	1	1	41902	0	0
4	1	1	30	45	.3333333	1	8	2	10	10	10	0	1	41902	0	0
