* Dictionary *
round:		round #
stage:		stage #
delta:		delta
amount:		amount to divide
weight:		weight (number of votes)
group:		identifies subjects that were grouped together
id:			id #, constant through session
subject:		subject #, changes across elections
step:			step #
d1:			selected demand in step 1
d2:			selected demand in step 2
demand:		demand
o1:			subject number proposed to go first
o2:			subject number proposed to go second
o3:			subject number proposed to go third
close:		= 1 if subject proposed to close the coalition, = 0 o/w
selected:		demand selected to take the floor
date:			session date (month/day/year/*, * is a decimal to seperate different sessions conducted on the same day)
experienced:	= 1 if subjects have participated in 1 session before, = 0 o/w
total_votes:	total # of votes per group
full:			= 1 if all subjects in that session are paid in full, 0 o/w
**************

round	stage	delta	amount	weight	group	id	subject	step	d1	d2	demand	o1	o2	o3	close	selected	date	experienced	total_votes	full
10	1	1	50	2	2	13	1	1			16.66	1	3	2	0	1	21004.1	0	5	1
10	1	1	50	2	2	14	3	1			25	3	2	1	0	0	21004.1	0	5	1
10	1	1	50	1	2	18	2	1			24.9	2	1	3	0	0	21004.1	0	5	1
10	1	1	50	2	3	7	2	1			25	2	3	1	0	0	21004.1	0	5	1
10	1	1	50	2	3	8	1	1			27	1	2	3	0	1	21004.1	0	5	1
10	1	1	50	1	3	15	3	1			20	3	1	2	0	0	21004.1	0	5	1
10	1	1	50	2	4	1	2	1			17	2	3	1	0	0	21004.1	0	5	1
10	1	1	50	1	4	6	1	1			26	1	2	3	0	1	21004.1	0	5	1
10	1	1	50	2	4	17	3	1			25	3	1	2	0	0	21004.1	0	5	1
10	1	1	50	2	5	2	1	1			25.55	1	2	3	0	1	21004.1	0	5	1
10	1	1	50	1	5	9	2	1			16	2	3	1	0	0	21004.1	0	5	1
10	1	1	50	2	5	16	3	1			25	3	2	1	0	0	21004.1	0	5	1
10	1	1	50	1	6	3	2	1			25	2	1	3	0	0	21004.1	0	5	1
10	1	1	50	2	6	10	1	1			24	1	2	3	0	1	21004.1	0	5	1
10	1	1	50	2	6	11	3	1			18	3	1	2	0	0	21004.1	0	5	1
10	1	1	50	1	1	12	1	2	22		28				1	1	21004.1	0	5	1
10	1	1	50	2	2	14	3	2	16.66		33.34				1	1	21004.1	0	5	1
10	1	1	50	2	3	7	2	2	27		23				1	1	21004.1	0	5	1
10	1	1	50	2	4	1	2	2	26		25				0	1	21004.1	0	5	1
10	1	1	50	1	5	9	2	2	25.55		16				0	1	21004.1	0	5	1
10	1	1	50	1	6	3	2	2	24		26				1	1	21004.1	0	5	1
10	1	1	50	2	4	17	3	3	26	25	25				1	1	21004.1	0	5	1
10	1	1	50	2	5	16	3	3	25.55	16	0				0	1	21004.1	0	5	1
10	2	1	50	2	5	2	1	1			21.85	1	2	3	0	0	21004.1	0	5	1
10	2	1	50	1	5	9	2	1			16	2	3	1	0	0	21004.1	0	5	1
10	2	1	50	2	5	16	3	1			25	3	1	2	0	1	21004.1	0	5	1
10	2	1	50	2	5	2	1	2	25		24				1	1	21004.1	0	5	1
10	2	1	50	1	5	9	2	3	25	24	26				1	1	21004.1	0	5	1
1	1	1	50	2	1	2	3	1			12.5	3	1	2	0	0	21004.2	0	5	1
1	1	1	50	1	1	12	1	1			20	1	2	3	0	0	21004.2	0	5	1
1	1	1	50	2	1	13	2	1			25	2	3	1	0	1	21004.2	0	5	1
1	1	1	50	1	2	3	3	1			25	3	2	1	0	0	21004.2	0	5	1
1	1	1	50	2	2	7	2	1			25	2	3	1	0	1	21004.2	0	5	1
1	1	1	50	2	2	8	1	1			24	1	3	2	0	0	21004.2	0	5	1
1	1	1	50	2	3	4	2	1			26	2	3	1	0	0	21004.2	0	5	1
1	1	1	50	1	3	6	1	1			25	1	3	2	0	0	21004.2	0	5	1
1	1	1	50	2	3	11	3	1			25	3	1	2	0	1	21004.2	0	5	1
1	1	1	50	2	4	1	1	1			25	1	3	2	0	0	21004.2	0	5	1
1	1	1	50	2	4	5	3	1			29	3	2	1	0	1	21004.2	0	5	1
1	1	1	50	1	4	9	2	1			30	2	1	3	0	0	21004.2	0	5	1
1	1	1	50	2	5	10	3	1			20	3	1	2	0	1	21004.2	0	5	1
1	1	1	50	2	5	14	2	1			30	2	1	3	0	0	21004.2	0	5	1
1	1	1	50	1	5	15	1	1			20	1	3	2	0	0	21004.2	0	5	1
1	1	1	50	2	1	2	3	2	25		22				1	1	21004.2	0	5	1
1	1	1	50	1	2	3	3	2	25		25				1	1	21004.2	0	5	1
1	1	1	50	1	3	6	1	2	25		25				1	1	21004.2	0	5	1
1	1	1	50	1	4	9	2	2	29		30				0	1	21004.2	0	5	1
1	1	1	50	1	5	15	1	2	20		20				1	1	21004.2	0	5	1
1	1	1	50	1	1	12	1	3	25	22	3				1	1	21004.2	0	5	1
1	1	1	50	2	4	1	1	3	29	30	25				0	1	21004.2	0	5	1
1	1	1	50	2	5	14	2	3	20	20	10				1	1	21004.2	0	5	1
1	2	1	50	2	4	1	1	1			25	1	2	3	0	0	21004.2	0	5	1
1	2	1	50	2	4	5	3	1			25	3	2	1	0	1	21004.2	0	5	1
1	2	1	50	1	4	9	2	1			30	2	1	3	0	0	21004.2	0	5	1
1	2	1	50	1	4	9	2	2	25		25				1	1	21004.2	0	5	1
2	1	1	50	2	1	2	1	1			26.5	1	2	3	0	1	21004.2	0	5	1
2	1	1	50	1	1	9	3	1			30	3	1	2	0	0	21004.2	0	5	1
2	1	1	50	2	1	10	2	1			15	2	3	1	0	0	21004.2	0	5	1
2	1	1	50	2	2	13	2	1			30	2	3	1	0	0	21004.2	0	5	1
2	1	1	50	2	2	14	3	1			30	3	2	1	0	0	21004.2	0	5	1
2	1	1	50	1	2	15	1	1			22	1	3	2	0	1	21004.2	0	5	1
2	1	1	50	1	3	6	2	1			25	2	3	1	0	0	21004.2	0	5	1
2	1	1	50	2	3	7	3	1			23	3	2	1	0	0	21004.2	0	5	1
2	1	1	50	2	3	8	1	1			25	1	3	2	0	1	21004.2	0	5	1
2	1	1	50	2	4	1	3	1			25	3	2	1	0	1	21004.2	0	5	1
2	1	1	50	1	4	3	1	1			23	1	2	3	0	0	21004.2	0	5	1
2	1	1	50	2	4	11	2	1			26	2	3	1	0	0	21004.2	0	5	1
2	1	1	50	2	5	4	3	1			26	3	2	1	0	1	21004.2	0	5	1
2	1	1	50	2	5	5	2	1			34	2	3	1	0	0	21004.2	0	5	1
2	1	1	50	1	5	12	1	1			25	1	2	3	0	0	21004.2	0	5	1
2	1	1	50	2	1	10	2	2	26.5		15				0	1	21004.2	0	5	1
2	1	1	50	2	2	14	3	2	22		35				0	1	21004.2	0	5	1
2	1	1	50	2	3	7	3	2	25		25				1	1	21004.2	0	5	1
2	1	1	50	2	4	11	2	2	25		30				0	1	21004.2	0	5	1
2	1	1	50	2	5	5	2	2	26		24				1	1	21004.2	0	5	1
2	1	1	50	1	1	9	3	3	26.5	15	30				0	1	21004.2	0	5	1
2	1	1	50	2	2	13	2	3	22	35	28				1	1	21004.2	0	5	1
2	1	1	50	1	4	3	1	3	25	30	25				1	1	21004.2	0	5	1
2	2	1	50	2	1	2	1	1			14	1	3	2	0	1	21004.2	0	5	1
2	2	1	50	1	1	9	3	1			30	3	2	1	0	0	21004.2	0	5	1
2	2	1	50	2	1	10	2	1			15	2	1	3	0	0	21004.2	0	5	1
2	2	1	50	1	1	9	3	2	14		36				1	1	21004.2	0	5	1
3	1	1	50	2	1	1	1	1			25	1	3	2	0	0	21004.2	0	5	1
3	1	1	50	2	1	2	2	1			19	2	1	3	0	1	21004.2	0	5	1
3	1	1	50	1	1	12	3	1			25	3	2	1	0	0	21004.2	0	5	1
3	1	1	50	2	2	4	3	1			26	3	2	1	0	1	21004.2	0	5	1
3	1	1	50	2	2	8	2	1			26	2	3	1	0	0	21004.2	0	5	1
3	1	1	50	1	2	9	1	1			40	1	2	3	0	0	21004.2	0	5	1
3	1	1	50	1	3	6	2	1			25	2	1	3	0	0	21004.2	0	5	1
3	1	1	50	2	3	13	1	1			25	1	3	2	0	0	21004.2	0	5	1
3	1	1	50	2	3	14	3	1			25	3	2	1	0	1	21004.2	0	5	1
3	1	1	50	2	4	7	2	1			25	2	1	3	0	0	21004.2	0	5	1
3	1	1	50	2	4	11	3	1			25	3	1	2	0	1	21004.2	0	5	1
3	1	1	50	1	4	15	1	1			22	1	2	3	0	0	21004.2	0	5	1
3	1	1	50	1	5	3	1	1			33	1	2	3	0	0	21004.2	0	5	1
3	1	1	50	2	5	5	3	1			35	3	1	2	0	1	21004.2	0	5	1
3	1	1	50	2	5	10	2	1			15	2	1	3	0	0	21004.2	0	5	1
3	1	1	50	2	1	1	1	2	19		18				0	1	21004.2	0	5	1
3	1	1	50	2	2	8	2	2	26		24				1	1	21004.2	0	5	1
3	1	1	50	1	3	6	2	2	25		25				1	1	21004.2	0	5	1
3	1	1	50	1	4	15	1	2	25		22				1	1	21004.2	0	5	1
3	1	1	50	1	5	3	1	2	35		34				0	1	21004.2	0	5	1
3	1	1	50	1	1	12	3	3	19	18	32				1	1	21004.2	0	5	1
3	1	1	50	2	4	7	2	3	25	22	3				1	1	21004.2	0	5	1
3	1	1	50	2	5	10	2	3	35	34	16				1	1	21004.2	0	5	1
4	1	1	50	2	1	8	1	1			25	1	2	3	0	1	21004.2	0	5	1
4	1	1	50	2	1	10	3	1			25	3	1	2	0	0	21004.2	0	5	1
4	1	1	50	1	1	12	2	1			15	2	1	3	0	0	21004.2	0	5	1
4	1	1	50	2	2	1	3	1			20	3	1	2	0	0	21004.2	0	5	1
4	1	1	50	2	2	5	2	1			30	2	3	1	0	1	21004.2	0	5	1
4	1	1	50	1	2	15	1	1			24	1	2	3	0	0	21004.2	0	5	1
4	1	1	50	2	3	4	1	1			27	1	3	2	0	0	21004.2	0	5	1
4	1	1	50	1	3	6	2	1			25	2	3	1	0	0	21004.2	0	5	1
4	1	1	50	2	3	11	3	1			30	3	1	2	0	1	21004.2	0	5	1
4	1	1	50	2	4	2	3	1			23.5	3	1	2	0	1	21004.2	0	5	1
4	1	1	50	1	4	9	1	1			40	1	2	3	0	0	21004.2	0	5	1
4	1	1	50	2	4	13	2	1			30	2	3	1	0	0	21004.2	0	5	1
4	1	1	50	1	5	3	1	1			31	1	3	2	0	0	21004.2	0	5	1
4	1	1	50	2	5	7	3	1			25	3	1	2	0	0	21004.2	0	5	1
4	1	1	50	2	5	14	2	1			35	2	1	3	0	1	21004.2	0	5	1
4	1	1	50	1	1	12	2	2	25		25				1	1	21004.2	0	5	1
4	1	1	50	2	2	1	3	2	30		20				1	1	21004.2	0	5	1
4	1	1	50	2	3	4	1	2	30		29				0	1	21004.2	0	5	1
4	1	1	50	1	4	9	1	2	23.5		26.5				1	1	21004.2	0	5	1
4	1	1	50	1	5	3	1	2	35		34				0	1	21004.2	0	5	1
4	1	1	50	1	3	6	2	3	30	29	21				1	1	21004.2	0	5	1
4	1	1	50	2	5	7	3	3	35	34	30				0	1	21004.2	0	5	1
4	2	1	50	1	5	3	1	1			32	1	3	2	0	1	21004.2	0	5	1
4	2	1	50	2	5	7	3	1			30	3	1	2	0	0	21004.2	0	5	1
4	2	1	50	2	5	14	2	1			25	2	1	3	0	0	21004.2	0	5	1
4	2	1	50	2	5	7	3	2	32		18				1	1	21004.2	0	5	1
5	1	1	50	2	1	5	1	1			35	1	2	3	0	1	21004.2	0	5	1
5	1	1	50	2	1	7	3	1			26	3	2	1	0	0	21004.2	0	5	1
5	1	1	50	1	1	15	2	1			18	2	1	3	0	0	21004.2	0	5	1
5	1	1	50	2	2	4	2	1			27	2	3	1	0	1	21004.2	0	5	1
5	1	1	50	1	2	9	1	1			40	1	2	3	0	0	21004.2	0	5	1
5	1	1	50	2	2	14	3	1			32	3	2	1	0	0	21004.2	0	5	1
5	1	1	50	2	3	1	3	1			25	3	2	1	0	0	21004.2	0	5	1
5	1	1	50	1	3	6	2	1			25	2	3	1	0	1	21004.2	0	5	1
5	1	1	50	2	3	8	1	1			27	1	2	3	0	0	21004.2	0	5	1
5	1	1	50	1	4	3	3	1			31	3	2	1	0	1	21004.2	0	5	1
5	1	1	50	2	4	11	1	1			29	1	3	2	0	0	21004.2	0	5	1
5	1	1	50	2	4	13	2	1			24.8	2	3	1	0	0	21004.2	0	5	1
5	1	1	50	2	5	2	3	1			38.5	3	2	1	0	0	21004.2	0	5	1
5	1	1	50	2	5	10	2	1			18	2	3	1	0	0	21004.2	0	5	1
5	1	1	50	1	5	12	1	1			25	1	2	3	0	1	21004.2	0	5	1
5	1	1	50	1	1	15	2	2	35		15				1	1	21004.2	0	5	1
5	1	1	50	2	2	14	3	2	27		26				0	1	21004.2	0	5	1
5	1	1	50	2	3	1	3	2	25		25				1	1	21004.2	0	5	1
5	1	1	50	2	4	13	2	2	31		30.5				0	1	21004.2	0	5	1
5	1	1	50	2	5	10	2	2	25		25				1	1	21004.2	0	5	1
5	1	1	50	1	2	9	1	3	27	26	40				0	1	21004.2	0	5	1
5	1	1	50	2	4	11	1	3	31	30.5	19.5				1	1	21004.2	0	5	1
5	2	1	50	2	2	4	2	1			25	2	3	1	0	0	21004.2	0	5	1
5	2	1	50	1	2	9	1	1			40	1	2	3	0	0	21004.2	0	5	1
5	2	1	50	2	2	14	3	1			28	3	1	2	0	1	21004.2	0	5	1
5	2	1	50	1	2	9	1	2	28		30				0	1	21004.2	0	5	1
5	2	1	50	2	2	4	2	3	28	30	40				0	1	21004.2	0	5	1
5	3	1	50	2	2	4	2	1			25	2	3	1	0	1	21004.2	0	5	1
5	3	1	50	1	2	9	1	1			40	1	2	3	0	0	21004.2	0	5	1
5	3	1	50	2	2	14	3	1			25	3	1	2	0	0	21004.2	0	5	1
5	3	1	50	2	2	14	3	2	25		25				1	1	21004.2	0	5	1
6	1	1	50	2	1	2	2	1			24	2	1	3	0	0	21004.2	0	5	1
6	1	1	50	2	1	4	1	1			27	1	2	3	0	1	21004.2	0	5	1
6	1	1	50	1	1	9	3	1			30	3	1	2	0	0	21004.2	0	5	1
6	1	1	50	1	2	6	3	1			25	3	2	1	0	0	21004.2	0	5	1
6	1	1	50	2	2	7	2	1			33	2	3	1	0	0	21004.2	0	5	1
6	1	1	50	2	2	14	1	1			30	1	3	2	0	1	21004.2	0	5	1
6	1	1	50	2	3	5	3	1			28	3	1	2	0	1	21004.2	0	5	1
6	1	1	50	2	3	13	2	1			25	2	1	3	0	0	21004.2	0	5	1
6	1	1	50	1	3	15	1	1			20	1	3	2	0	0	21004.2	0	5	1
6	1	1	50	2	4	1	2	1			20	2	3	1	0	1	21004.2	0	5	1
6	1	1	50	1	4	3	3	1			25	3	1	2	0	0	21004.2	0	5	1
6	1	1	50	2	4	8	1	1			25	1	2	3	0	0	21004.2	0	5	1
6	1	1	50	2	5	10	2	1			18	2	1	3	0	1	21004.2	0	5	1
6	1	1	50	2	5	11	1	1			32	1	3	2	0	0	21004.2	0	5	1
6	1	1	50	1	5	12	3	1			25	3	1	2	0	0	21004.2	0	5	1
6	1	1	50	2	1	2	2	2	27		23				1	1	21004.2	0	5	1
6	1	1	50	1	2	6	3	2	30		25				0	1	21004.2	0	5	1
6	1	1	50	1	3	15	1	2	28		22				1	1	21004.2	0	5	1
6	1	1	50	1	4	3	3	2	20		30				1	1	21004.2	0	5	1
6	1	1	50	2	5	11	1	2	18		25				0	1	21004.2	0	5	1
6	1	1	50	2	2	7	2	3	30	25	25				0	1	21004.2	0	5	1
6	1	1	50	1	5	12	3	3	18	25	32				1	1	21004.2	0	5	1
6	2	1	50	1	2	6	3	1			25	3	2	1	0	0	21004.2	0	5	1
6	2	1	50	2	2	7	2	1			25	2	3	1	0	0	21004.2	0	5	1
6	2	1	50	2	2	14	1	1			25	1	2	3	0	1	21004.2	0	5	1
6	2	1	50	2	2	7	2	2	25		25				1	1	21004.2	0	5	1
7	1	1	50	2	1	7	1	1			33	1	2	3	0	0	21004.2	0	5	1
7	1	1	50	1	1	9	2	1			28	2	1	3	0	0	21004.2	0	5	1
7	1	1	50	2	1	14	3	1			30	3	1	2	0	1	21004.2	0	5	1
7	1	1	50	2	2	5	2	1			30	2	1	3	0	0	21004.2	0	5	1
7	1	1	50	1	2	12	1	1			25	1	2	3	0	1	21004.2	0	5	1
7	1	1	50	2	2	13	3	1			25	3	2	1	0	0	21004.2	0	5	1
7	1	1	50	2	3	4	1	1			27	1	3	2	0	1	21004.2	0	5	1
7	1	1	50	2	3	8	3	1			25	3	2	1	0	0	21004.2	0	5	1
7	1	1	50	1	3	15	2	1			20	2	3	1	0	0	21004.2	0	5	1
7	1	1	50	2	4	2	1	1			16.5	1	3	2	0	1	21004.2	0	5	1
7	1	1	50	1	4	3	2	1			25	2	1	3	0	0	21004.2	0	5	1
7	1	1	50	2	4	10	3	1			24	3	2	1	0	0	21004.2	0	5	1
7	1	1	50	2	5	1	2	1			25	2	3	1	0	1	21004.2	0	5	1
7	1	1	50	1	5	6	3	1			25	3	1	2	0	0	21004.2	0	5	1
7	1	1	50	2	5	11	1	1			30	1	3	2	0	0	21004.2	0	5	1
7	1	1	50	2	1	7	1	2	30		20				1	1	21004.2	0	5	1
7	1	1	50	2	2	5	2	2	25		25				1	1	21004.2	0	5	1
7	1	1	50	2	3	8	3	2	27		23				1	1	21004.2	0	5	1
7	1	1	50	2	4	10	3	2	16.5		16.5				0	1	21004.2	0	5	1
7	1	1	50	1	5	6	3	2	25		25				1	1	21004.2	0	5	1
7	1	1	50	1	4	3	2	3	16.5	16.5	25				0	1	21004.2	0	5	1
7	2	1	50	2	4	2	1	1			20	1	2	3	0	1	21004.2	0	5	1
7	2	1	50	1	4	3	2	1			35	2	1	3	0	0	21004.2	0	5	1
7	2	1	50	2	4	10	3	1			16.5	3	1	2	0	0	21004.2	0	5	1
7	2	1	50	1	4	3	2	2	20		30				1	1	21004.2	0	5	1
8	1	1	50	1	1	6	3	1			25	3	2	1	0	1	21004.2	0	5	1
8	1	1	50	2	1	10	2	1			18	2	1	3	0	0	21004.2	0	5	1
8	1	1	50	2	1	11	1	1			25	1	3	2	0	0	21004.2	0	5	1
8	1	1	50	2	2	5	2	1			30	2	1	3	0	0	21004.2	0	5	1
8	1	1	50	2	2	13	3	1			25	3	2	1	0	0	21004.2	0	5	1
8	1	1	50	1	2	15	1	1			22	1	2	3	0	1	21004.2	0	5	1
8	1	1	50	2	3	7	3	1			33	3	2	1	0	0	21004.2	0	5	1
8	1	1	50	2	3	8	1	1			24	1	3	2	0	0	21004.2	0	5	1
8	1	1	50	1	3	9	2	1			30	2	1	3	0	1	21004.2	0	5	1
8	1	1	50	2	4	1	2	1			25	2	1	3	0	1	21004.2	0	5	1
8	1	1	50	1	4	3	1	1			25	1	3	2	0	0	21004.2	0	5	1
8	1	1	50	2	4	14	3	1			30	3	1	2	0	0	21004.2	0	5	1
8	1	1	50	2	5	2	3	1			18	3	2	1	0	1	21004.2	0	5	1
8	1	1	50	2	5	4	1	1			27	1	3	2	0	0	21004.2	0	5	1
8	1	1	50	1	5	12	2	1			25	2	1	3	0	0	21004.2	0	5	1
8	1	1	50	2	1	10	2	2	25		24				0	1	21004.2	0	5	1
8	1	1	50	2	2	5	2	2	22		28				1	1	21004.2	0	5	1
8	1	1	50	2	3	8	1	2	30		28				0	1	21004.2	0	5	1
8	1	1	50	1	4	3	1	2	25		25				1	1	21004.2	0	5	1
8	1	1	50	1	5	12	2	2	18		32				1	1	21004.2	0	5	1
8	1	1	50	2	1	11	1	3	25	24	25				1	1	21004.2	0	5	1
8	1	1	50	2	3	7	3	3	30	28	25				0	1	21004.2	0	5	1
8	2	1	50	2	3	7	3	1			25	3	2	1	0	1	21004.2	0	5	1
8	2	1	50	2	3	8	1	1			26	1	3	2	0	0	21004.2	0	5	1
8	2	1	50	1	3	9	2	1			30	2	3	1	0	0	21004.2	0	5	1
8	2	1	50	1	3	9	2	2	25		25				1	1	21004.2	0	5	1
9	1	1	50	2	1	7	2	1			33	2	3	1	0	1	21004.2	0	5	1
9	1	1	50	1	1	9	3	1			30	3	1	2	0	0	21004.2	0	5	1
9	1	1	50	2	1	11	1	1			26	1	3	2	0	0	21004.2	0	5	1
9	1	1	50	2	2	8	2	1			25	2	1	3	0	1	21004.2	0	5	1
9	1	1	50	2	2	10	3	1			20	3	1	2	0	0	21004.2	0	5	1
9	1	1	50	1	2	12	1	1			25	1	2	3	0	0	21004.2	0	5	1
9	1	1	50	2	3	1	1	1			25	1	2	3	0	0	21004.2	0	5	1
9	1	1	50	2	3	5	3	1			30	3	1	2	0	1	21004.2	0	5	1
9	1	1	50	1	3	6	2	1			25	2	3	1	0	0	21004.2	0	5	1
9	1	1	50	1	4	3	2	1			25	2	3	1	0	0	21004.2	0	5	1
9	1	1	50	2	4	13	3	1			22	3	2	1	0	0	21004.2	0	5	1
9	1	1	50	2	4	14	1	1			28	1	3	2	0	1	21004.2	0	5	1
9	1	1	50	2	5	2	3	1			21	3	1	2	0	0	21004.2	0	5	1
9	1	1	50	2	5	4	2	1			27	2	3	1	0	0	21004.2	0	5	1
9	1	1	50	1	5	15	1	1			25	1	2	3	0	1	21004.2	0	5	1
9	1	1	50	1	1	9	3	2	33		30				0	1	21004.2	0	5	1
9	1	1	50	1	2	12	1	2	25		25				1	1	21004.2	0	5	1
9	1	1	50	2	3	1	1	2	30		25				0	1	21004.2	0	5	1
9	1	1	50	2	4	13	3	2	28		27.5				0	1	21004.2	0	5	1
9	1	1	50	2	5	4	2	2	25		25				1	1	21004.2	0	5	1
9	1	1	50	2	1	11	1	3	33	30	20				1	1	21004.2	0	5	1
9	1	1	50	1	3	6	2	3	30	25	25				1	1	21004.2	0	5	1
9	1	1	50	1	4	3	2	3	28	27.5	25				0	1	21004.2	0	5	1
9	2	1	50	1	4	3	2	1			26	2	3	1	0	0	21004.2	0	5	1
9	2	1	50	2	4	13	3	1			22	3	2	1	0	0	21004.2	0	5	1
9	2	1	50	2	4	14	1	1			25	1	2	3	0	1	21004.2	0	5	1
9	2	1	50	1	4	3	2	2	25		25				1	1	21004.2	0	5	1
10	1	1	50	2	1	7	2	1			30	2	1	3	0	1	21004.2	0	5	1
10	1	1	50	2	1	11	3	1			26	3	1	2	0	0	21004.2	0	5	1
10	1	1	50	1	1	12	1	1			25	1	2	3	0	0	21004.2	0	5	1
10	1	1	50	2	2	1	2	1			25	2	1	3	0	1	21004.2	0	5	1
10	1	1	50	1	2	6	1	1			25	1	2	3	0	0	21004.2	0	5	1
10	1	1	50	2	2	14	3	1			25	3	1	2	0	0	21004.2	0	5	1
10	1	1	50	2	3	8	3	1			25	3	1	2	0	0	21004.2	0	5	1
10	1	1	50	1	3	9	2	1			30	2	1	3	0	0	21004.2	0	5	1
10	1	1	50	2	3	10	1	1			25	1	2	3	0	1	21004.2	0	5	1
10	1	1	50	2	4	2	3	1			25	3	2	1	0	1	21004.2	0	5	1
10	1	1	50	2	4	4	2	1			27	2	3	1	0	0	21004.2	0	5	1
10	1	1	50	1	4	15	1	1			20	1	2	3	0	0	21004.2	0	5	1
10	1	1	50	1	5	3	3	1			27	3	1	2	0	1	21004.2	0	5	1
10	1	1	50	2	5	5	2	1			29	2	1	3	0	0	21004.2	0	5	1
10	1	1	50	2	5	13	1	1			22	1	3	2	0	0	21004.2	0	5	1
10	1	1	50	1	1	12	1	2	30		20				1	1	21004.2	0	5	1
10	1	1	50	1	2	6	1	2	25		25				1	1	21004.2	0	5	1
10	1	1	50	1	3	9	2	2	25		25				1	1	21004.2	0	5	1
10	1	1	50	2	4	4	2	2	25		25				1	1	21004.2	0	5	1
10	1	1	50	2	5	13	1	2	27		26.5				0	1	21004.2	0	5	1
10	1	1	50	2	5	5	2	3	27	26.5	30				0	1	21004.2	0	5	1
10	2	1	50	1	5	3	3	1			25	3	2	1	0	0	21004.2	0	5	1
10	2	1	50	2	5	5	2	1			30	2	1	3	0	1	21004.2	0	5	1
10	2	1	50	2	5	13	1	1			22	1	2	3	0	0	21004.2	0	5	1
10	2	1	50	2	5	13	1	2	30		29.5				0	1	21004.2	0	5	1
10	2	1	50	1	5	3	3	3	30	29.5	25				0	1	21004.2	0	5	1
10	3	1	50	1	5	3	3	1			25	3	1	2	0	0	21004.2	0	5	1
10	3	1	50	2	5	5	2	1			30	2	1	3	0	1	21004.2	0	5	1
10	3	1	50	2	5	13	1	1			23	1	2	3	0	0	21004.2	0	5	1
10	3	1	50	2	5	13	1	2	30		29.5				0	1	21004.2	0	5	1
10	3	1	50	1	5	3	3	3	30	29.5	25				0	1	21004.2	0	5	1
10	4	1	50	1	5	3	3	1			25	3	1	2	0	0	21004.2	0	5	1
10	4	1	50	2	5	5	2	1			28	2	3	1	0	0	21004.2	0	5	1
10	4	1	50	2	5	13	1	1			25	1	3	2	0	1	21004.2	0	5	1
10	4	1	50	1	5	3	3	2	25		25				1	1	21004.2	0	5	1
1	1	1	50	1	1	11	2	1			25	2	1	3	0	0	21104.1	0	3	1
1	1	1	50	1	1	12	1	1			16.66	1	3	2	0	1	21104.1	0	3	1
1	1	1	50	1	1	13	3	1			32	3	1	2	0	0	21104.1	0	3	1
1	1	1	50	1	2	5	1	1			20	1	3	2	0	1	21104.1	0	3	1
1	1	1	50	1	2	15	3	1			25	3	2	1	0	0	21104.1	0	3	1
1	1	1	50	1	2	16	2	1			20	2	1	3	0	0	21104.1	0	3	1
1	1	1	50	1	3	2	2	1			16.66	2	3	1	0	0	21104.1	0	3	1
1	1	1	50	1	3	3	3	1			40	3	1	2	0	0	21104.1	0	3	1
1	1	1	50	1	3	7	1	1			32	1	3	2	0	1	21104.1	0	3	1
1	1	1	50	1	4	4	2	1			30	2	1	3	0	0	21104.1	0	3	1
1	1	1	50	1	4	9	1	1			20	1	3	2	0	0	21104.1	0	3	1
1	1	1	50	1	4	17	3	1			25	3	1	2	0	1	21104.1	0	3	1
1	1	1	50	1	5	1	1	1			22.5	1	3	2	0	0	21104.1	0	3	1
1	1	1	50	1	5	6	2	1			35	2	3	1	0	0	21104.1	0	3	1
1	1	1	50	1	5	14	3	1			30	3	2	1	0	1	21104.1	0	3	1
1	1	1	50	1	6	8	2	1			27	2	3	1	0	0	21104.1	0	3	1
1	1	1	50	1	6	10	1	1			16.67	1	2	3	0	1	21104.1	0	3	1
1	1	1	50	1	6	18	3	1			20	3	2	1	0	0	21104.1	0	3	1
1	1	1	50	1	1	13	3	2	16.66		15				1	1	21104.1	0	3	1
1	1	1	50	1	2	15	3	2	20		30				1	1	21104.1	0	3	1
1	1	1	50	1	3	3	3	2	32		20				0	1	21104.1	0	3	1
1	1	1	50	1	4	9	1	2	25		25				1	1	21104.1	0	3	1
1	1	1	50	1	5	6	2	2	30		20				1	1	21104.1	0	3	1
1	1	1	50	1	6	8	2	2	16.67		33				1	1	21104.1	0	3	1
1	1	1	50	1	1	11	2	3	16.66	15	18.34				1	1	21104.1	0	3	1
1	1	1	50	1	3	2	2	3	32	20	20				1	1	21104.1	0	3	1
1	1	1	50	1	6	18	3	3	16.67	33	.33				1	1	21104.1	0	3	1
2	1	1	50	1	1	8	3	1			30	3	2	1	0	1	21104.1	0	3	1
2	1	1	50	1	1	9	1	1			17	1	2	3	0	0	21104.1	0	3	1
2	1	1	50	1	1	10	2	1			25	2	3	1	0	0	21104.1	0	3	1
2	1	1	50	1	2	6	1	1			35	1	3	2	0	0	21104.1	0	3	1
2	1	1	50	1	2	7	2	1			20	2	3	1	0	0	21104.1	0	3	1
2	1	1	50	1	2	14	3	1			35	3	2	1	0	1	21104.1	0	3	1
2	1	1	50	1	3	2	2	1			16.66	2	3	1	0	1	21104.1	0	3	1
2	1	1	50	1	3	15	1	1			25	1	3	2	0	0	21104.1	0	3	1
2	1	1	50	1	3	16	3	1			26	3	2	1	0	0	21104.1	0	3	1
2	1	1	50	1	4	3	2	1			35	2	1	3	0	0	21104.1	0	3	1
