/*****************************************************
*Dictionary*

round           repetition number. 10 rounds per session repeating the game
period          2 periods per game. 
group           group to which the subject belongs
subject         number, constant for a subject in the same session
subjectid       identity of the subject in the group: 1, 2 or 3
stage           proposal stage. if it passes first time only one stage is needed, potentially very large
x0              size of project at the beginning of a period
b1              provisional proposal to member with id1 
b2              idem id2
b3              idem id3
x               provisional allocation to investment
p1              selected proposal, allocation to member with id1
p2              idem id2
p3              idem id3
xp              selected allocation to investment
proposerid      id of the proposer
proposer        whether subject is the proposer
vote1           how the subject with id 1 voted: 1, voted in favor, 0 against
vote2           idem id2
vote3           idem id3
treatment       3: dynamic bargaining 80, 2: dynamic bargaining 20, 1: static bargaining
session         consecutive numbering for sessions
id              consecutive numbering for subjects
location        UCLA or NYU
my_priv         private allocation
prop_priv_floor proposer private allocation in the floor
high_priv       highest private allocation in provisional proposal
low_priv        lowest private allocation in provisional proposal
mwc             minimum winning coalition=1.
a10_mwc         aX_ stands for Almost with X units of slack on the lowest share
a20_mwc         idem X=20
a30_mwc         idem X=30

*****************************************************************************************************/
treatment	session	round	group	period	stage	id	subject	inv0	b1	b2	b3	inv	proposer	p1	p2	p3	subjectid	invp	proposerid	vote1	vote2	vote3	location	my_priv	prop_priv_floor	high_priv	low_priv	mwc	a10_mwc	a20_mwc	a30_mwc
"DB80"	"NYU DB80 S1"	2	2	1	1	16	1	0	0	50	50	100	0	10	10	10	3	170	2	0	1	1	"NYU"	50	10	50	0	1	1	1	1
"DB80"	"NYU DB80 S1"	2	2	1	1	68	5	0	30	30	30	110	0	10	10	10	1	170	2	0	1	1	"NYU"	30	10	30	30	0	0	0	0
"DB80"	"NYU DB80 S1"	2	2	1	1	133	10	0	10	10	10	170	1	10	10	10	2	170	2	0	1	1	"NYU"	10	10	10	10	0	0	0	0
"DB80"	"NYU DB80 S1"	2	2	2	1	16	1	136	0	50	50	100	0	45	45	10	3	100	2	1	1	0	"NYU"	50	45	50	0	1	1	1	1
"DB80"	"NYU DB80 S1"	2	2	2	1	68	5	136	30	30	30	110	0	45	45	10	1	100	2	1	1	0	"NYU"	30	45	30	30	0	0	0	0
"DB80"	"NYU DB80 S1"	2	2	2	1	133	10	136	45	45	10	100	1	45	45	10	2	100	2	1	1	0	"NYU"	45	45	45	10	0	1	1	1
"DB80"	"NYU DB80 S1"	2	3	1	1	42	3	0	50	25	25	100	0	30	30	30	1	110	2	0	1	1	"NYU"	50	30	25	25	0	0	0	0
"DB80"	"NYU DB80 S1"	2	3	1	1	94	7	0	30	30	30	110	1	30	30	30	2	110	2	0	1	1	"NYU"	30	30	30	30	0	0	0	0
"DB80"	"NYU DB80 S1"	2	3	1	1	146	11	0	10	60	60	70	0	30	30	30	3	110	2	0	1	1	"NYU"	60	30	60	10	0	1	1	1
"DB80"	"NYU DB80 S1"	2	3	2	1	42	3	88	100	100	0	0	0	25	20	25	1	130	2	0	1	1	"NYU"	100	20	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	2	3	2	1	94	7	88	25	20	25	130	1	25	20	25	2	130	2	0	1	1	"NYU"	20	20	25	25	0	0	0	0
"DB80"	"NYU DB80 S1"	2	3	2	1	146	11	88	80	0	80	40	0	25	20	25	3	130	2	0	1	1	"NYU"	80	20	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	3	0	1	1	3	0	0	10	20	20	150	0	80	80	0	3	40	2	0	1	0	"NYU"	20	80	20	10	0	1	0	0
"DB80"	"NYU DB80 S1"	3	0	1	1	42	3	0	20	20	20	140	0	80	80	0	1	40	2	0	1	0	"NYU"	20	80	20	20	0	0	0	0
"DB80"	"NYU DB80 S1"	3	0	1	1	146	11	0	80	80	0	40	1	80	80	0	2	40	2	0	1	0	"NYU"	80	80	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	3	0	1	2	3	0	0	0	30	25	145	0	0	80	80	3	40	2	0	1	1	"NYU"	25	80	30	0	1	1	1	0
"DB80"	"NYU DB80 S1"	3	0	1	2	42	3	0	20	20	20	140	0	0	80	80	1	40	2	0	1	1	"NYU"	20	80	20	20	0	0	0	0
"DB80"	"NYU DB80 S1"	3	0	1	2	146	11	0	0	80	80	40	1	0	80	80	2	40	2	0	1	1	"NYU"	80	80	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	3	0	2	1	3	0	32	0	60	55	85	0	100	0	100	3	0	1	1	0	1	"NYU"	55	100	60	0	1	1	1	1
"DB80"	"NYU DB80 S1"	3	0	2	1	42	3	32	100	0	100	0	1	100	0	100	1	0	1	1	0	1	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	3	0	2	1	146	11	32	0	80	80	40	0	100	0	100	2	0	1	1	0	1	"NYU"	80	100	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	3	1	1	1	68	5	0	30	30	30	110	0	20	20	20	2	140	1	1	1	1	"NYU"	30	20	30	30	0	0	0	0
"DB80"	"NYU DB80 S1"	3	1	1	1	94	7	0	20	20	20	140	1	20	20	20	1	140	1	1	1	1	"NYU"	20	20	20	20	0	0	0	0
"DB80"	"NYU DB80 S1"	3	1	1	1	133	10	0	5	5	5	185	0	20	20	20	3	140	1	1	1	1	"NYU"	5	20	5	5	0	0	0	0
"DB80"	"NYU DB80 S1"	3	1	2	1	68	5	112	30	30	30	110	0	30	35	35	2	100	1	1	1	1	"NYU"	30	30	30	30	0	0	0	0
"DB80"	"NYU DB80 S1"	3	1	2	1	94	7	112	30	35	35	100	1	30	35	35	1	100	1	1	1	1	"NYU"	30	30	35	35	0	0	0	0
"DB80"	"NYU DB80 S1"	3	1	2	1	133	10	112	45	10	45	100	0	30	35	35	3	100	1	1	1	1	"NYU"	45	30	45	10	0	1	1	1
"DB80"	"NYU DB80 S1"	3	2	1	1	16	1	0	50	0	50	100	0	5	70	70	3	55	2	0	1	1	"NYU"	50	70	50	0	1	1	1	1
"DB80"	"NYU DB80 S1"	3	2	1	1	55	4	0	0	0	0	200	0	5	70	70	1	55	2	0	1	1	"NYU"	0	70	0	0	0	0	0	0
"DB80"	"NYU DB80 S1"	3	2	1	1	81	6	0	5	70	70	55	1	5	70	70	2	55	2	0	1	1	"NYU"	70	70	70	5	0	1	1	1
"DB80"	"NYU DB80 S1"	3	2	2	1	16	1	44	0	50	50	100	0	100	100	0	3	0	1	1	1	0	"NYU"	50	100	50	0	1	1	1	1
"DB80"	"NYU DB80 S1"	3	2	2	1	55	4	44	100	100	0	0	1	100	100	0	1	0	1	1	1	0	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	3	2	2	1	81	6	44	5	80	80	35	0	100	100	0	2	0	1	1	1	0	"NYU"	80	100	80	5	0	1	1	1
"DB80"	"NYU DB80 S1"	3	3	1	1	29	2	0	0	0	0	200	1	0	0	0	2	200	2	1	1	1	"NYU"	0	0	0	0	0	0	0	0
"DB80"	"NYU DB80 S1"	3	3	1	1	107	8	0	2	3	3	192	0	0	0	0	1	200	2	1	1	1	"NYU"	2	0	3	3	0	0	0	0
"DB80"	"NYU DB80 S1"	3	3	1	1	120	9	0	1	1	1	197	0	0	0	0	3	200	2	1	1	1	"NYU"	1	0	1	1	0	0	0	0
"DB80"	"NYU DB80 S1"	3	3	2	1	29	2	160	0	0	0	200	0	1	1	1	2	197	3	1	1	1	"NYU"	0	1	0	0	0	0	0	0
"DB80"	"NYU DB80 S1"	3	3	2	1	107	8	160	2	2	2	194	0	1	1	1	1	197	3	1	1	1	"NYU"	2	1	2	2	0	0	0	0
"DB80"	"NYU DB80 S1"	3	3	2	1	120	9	160	1	1	1	197	1	1	1	1	3	197	3	1	1	1	"NYU"	1	1	1	1	0	0	0	0
"DB80"	"NYU DB80 S1"	4	0	1	1	29	2	0	0	0	0	200	0	20	20	20	2	140	3	0	1	1	"NYU"	0	20	0	0	0	0	0	0
"DB80"	"NYU DB80 S1"	4	0	1	1	42	3	0	20	20	20	140	1	20	20	20	3	140	3	0	1	1	"NYU"	20	20	20	20	0	0	0	0
"DB80"	"NYU DB80 S1"	4	0	1	1	107	8	0	10	8	8	174	0	20	20	20	1	140	3	0	1	1	"NYU"	10	20	8	8	0	0	0	0
"DB80"	"NYU DB80 S1"	4	0	2	1	29	2	112	100	100	0	0	0	0	100	100	2	0	3	0	1	1	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	4	0	2	1	42	3	112	0	100	100	0	1	0	100	100	3	0	3	0	1	1	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	4	0	2	1	107	8	112	25	20	20	135	0	0	100	100	1	0	3	0	1	1	"NYU"	25	100	20	20	0	0	0	0
"DB80"	"NYU DB80 S1"	4	1	1	1	68	5	0	30	30	30	110	0	5	70	70	2	55	3	0	1	1	"NYU"	30	70	30	30	0	0	0	0
"DB80"	"NYU DB80 S1"	4	1	1	1	81	6	0	5	70	70	55	1	5	70	70	3	55	3	0	1	1	"NYU"	70	70	70	5	0	1	1	1
"DB80"	"NYU DB80 S1"	4	1	1	1	133	10	0	5	5	5	185	0	5	70	70	1	55	3	0	1	1	"NYU"	5	70	5	5	0	0	0	0
"DB80"	"NYU DB80 S1"	4	1	2	1	68	5	44	0	75	75	50	0	5	80	80	2	35	3	0	1	1	"NYU"	75	80	75	0	1	1	1	1
"DB80"	"NYU DB80 S1"	4	1	2	1	81	6	44	5	80	80	35	1	5	80	80	3	35	3	0	1	1	"NYU"	80	80	80	5	0	1	1	1
"DB80"	"NYU DB80 S1"	4	1	2	1	133	10	44	55	0	55	90	0	5	80	80	1	35	3	0	1	1	"NYU"	55	80	55	0	1	1	1	1
"DB80"	"NYU DB80 S1"	4	2	1	1	3	0	0	0	60	60	80	0	25	25	25	2	125	1	1	0	1	"NYU"	60	25	60	0	1	1	1	1
"DB80"	"NYU DB80 S1"	4	2	1	1	94	7	0	25	25	25	125	1	25	25	25	1	125	1	1	0	1	"NYU"	25	25	25	25	0	0	0	0
"DB80"	"NYU DB80 S1"	4	2	1	1	120	9	0	1	1	1	197	0	25	25	25	3	125	1	1	0	1	"NYU"	1	25	1	1	0	0	0	0
"DB80"	"NYU DB80 S1"	4	2	2	1	3	0	100	0	80	85	35	0	1	1	1	2	197	3	1	1	1	"NYU"	80	1	85	0	1	1	1	1
"DB80"	"NYU DB80 S1"	4	2	2	1	94	7	100	22	24	24	130	0	1	1	1	1	197	3	1	1	1	"NYU"	22	1	24	24	0	0	0	0
"DB80"	"NYU DB80 S1"	4	2	2	1	120	9	100	1	1	1	197	1	1	1	1	3	197	3	1	1	1	"NYU"	1	1	1	1	0	0	0	0
"DB80"	"NYU DB80 S1"	4	3	1	1	16	1	0	0	50	50	100	0	0	80	80	2	40	3	0	1	1	"NYU"	50	80	50	0	1	1	1	1
"DB80"	"NYU DB80 S1"	4	3	1	1	55	4	0	0	0	0	200	0	0	80	80	1	40	3	0	1	1	"NYU"	0	80	0	0	0	0	0	0
"DB80"	"NYU DB80 S1"	4	3	1	1	146	11	0	0	80	80	40	1	0	80	80	3	40	3	0	1	1	"NYU"	80	80	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	4	3	2	1	16	1	32	0	80	80	40	0	100	100	0	2	0	1	1	0	0	"NYU"	80	100	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	4	3	2	1	55	4	32	100	100	0	0	1	100	100	0	1	0	1	1	0	0	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	4	3	2	1	146	11	32	0	80	80	40	0	100	100	0	3	0	1	1	0	0	"NYU"	80	100	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	4	3	2	2	16	1	32	0	80	80	40	0	100	100	0	2	0	1	1	0	0	"NYU"	80	100	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	4	3	2	2	55	4	32	100	100	0	0	1	100	100	0	1	0	1	1	0	0	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	4	3	2	2	146	11	32	0	80	80	40	0	100	100	0	3	0	1	1	0	0	"NYU"	80	100	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	4	3	2	3	16	1	32	0	80	80	40	0	100	100	0	2	0	1	1	0	0	"NYU"	80	100	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	4	3	2	3	55	4	32	100	100	0	0	1	100	100	0	1	0	1	1	0	0	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	4	3	2	3	146	11	32	80	0	80	40	0	100	100	0	3	0	1	1	0	0	"NYU"	80	100	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	4	3	2	4	16	1	32	0	80	80	40	0	0	90	90	2	20	3	0	1	1	"NYU"	80	90	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	4	3	2	4	55	4	32	90	90	0	20	0	0	90	90	1	20	3	0	1	1	"NYU"	90	90	90	0	1	1	1	1
"DB80"	"NYU DB80 S1"	4	3	2	4	146	11	32	0	90	90	20	1	0	90	90	3	20	3	0	1	1	"NYU"	90	90	90	0	1	1	1	1
"DB80"	"NYU DB80 S1"	5	0	1	1	29	2	0	0	0	0	200	0	1	1	3	2	195	3	1	1	1	"NYU"	0	3	0	0	0	0	0	0
"DB80"	"NYU DB80 S1"	5	0	1	1	107	8	0	1	1	3	195	1	1	1	3	3	195	3	1	1	1	"NYU"	3	3	1	1	0	0	0	0
"DB80"	"NYU DB80 S1"	5	0	1	1	120	9	0	1	1	1	197	0	1	1	3	1	195	3	1	1	1	"NYU"	1	3	1	1	0	0	0	0
"DB80"	"NYU DB80 S1"	5	0	2	1	29	2	156	100	100	0	0	0	1	1	1	2	197	1	1	1	1	"NYU"	100	1	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	5	0	2	1	107	8	156	1	1	1	197	0	1	1	1	3	197	1	1	1	1	"NYU"	1	1	1	1	0	0	0	0
"DB80"	"NYU DB80 S1"	5	0	2	1	120	9	156	1	1	1	197	1	1	1	1	1	197	1	1	1	1	"NYU"	1	1	1	1	0	0	0	0
"DB80"	"NYU DB80 S1"	5	1	1	1	42	3	0	25	25	25	125	1	25	25	25	2	125	2	1	1	1	"NYU"	25	25	25	25	0	0	0	0
"DB80"	"NYU DB80 S1"	5	1	1	1	68	5	0	0	75	75	50	0	25	25	25	3	125	2	1	1	1	"NYU"	75	25	75	0	1	1	1	1
"DB80"	"NYU DB80 S1"	5	1	1	1	94	7	0	22	22	22	134	0	25	25	25	1	125	2	1	1	1	"NYU"	22	25	22	22	0	0	0	0
"DB80"	"NYU DB80 S1"	5	1	2	1	42	3	100	0	100	100	0	1	0	100	100	2	0	2	0	1	1	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	5	1	2	1	68	5	100	75	75	0	50	0	0	100	100	3	0	2	0	1	1	"NYU"	0	100	75	75	0	0	0	0
"DB80"	"NYU DB80 S1"	5	1	2	1	94	7	100	10	10	10	170	0	0	100	100	1	0	2	0	1	1	"NYU"	10	100	10	10	0	0	0	0
"DB80"	"NYU DB80 S1"	5	2	1	1	3	0	0	70	80	0	50	1	70	80	0	1	50	1	1	1	0	"NYU"	70	70	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	5	2	1	1	81	6	0	5	70	70	55	0	70	80	0	3	50	1	1	1	0	"NYU"	70	70	70	5	0	1	1	1
"DB80"	"NYU DB80 S1"	5	2	1	1	146	11	0	0	85	85	30	0	70	80	0	2	50	1	1	1	0	"NYU"	85	70	85	0	1	1	1	1
"DB80"	"NYU DB80 S1"	5	2	2	1	3	0	40	100	100	0	0	0	90	90	0	1	20	2	1	1	0	"NYU"	100	90	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	5	2	2	1	81	6	40	90	0	90	20	0	90	90	0	3	20	2	1	1	0	"NYU"	90	90	90	0	1	1	1	1
"DB80"	"NYU DB80 S1"	5	2	2	1	146	11	40	90	90	0	20	1	90	90	0	2	20	2	1	1	0	"NYU"	90	90	90	0	1	1	1	1
"DB80"	"NYU DB80 S1"	5	3	1	1	16	1	0	0	80	80	40	0	0	50	50	3	100	2	0	1	1	"NYU"	80	50	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	5	3	1	1	55	4	0	0	50	50	100	1	0	50	50	2	100	2	0	1	1	"NYU"	50	50	50	0	1	1	1	1
"DB80"	"NYU DB80 S1"	5	3	1	1	133	10	0	45	45	10	100	0	0	50	50	1	100	2	0	1	1	"NYU"	45	50	45	10	0	1	1	1
"DB80"	"NYU DB80 S1"	5	3	2	1	16	1	80	0	90	90	20	0	0	100	100	3	0	2	0	1	1	"NYU"	90	100	90	0	1	1	1	1
"DB80"	"NYU DB80 S1"	5	3	2	1	55	4	80	0	100	100	0	1	0	100	100	2	0	2	0	1	1	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	5	3	2	1	133	10	80	70	70	0	60	0	0	100	100	1	0	2	0	1	1	"NYU"	70	100	70	0	1	1	1	1
"DB80"	"NYU DB80 S1"	6	0	1	1	42	3	0	20	20	20	140	0	20	15	15	3	150	1	1	1	1	"NYU"	20	20	20	20	0	0	0	0
"DB80"	"NYU DB80 S1"	6	0	1	1	81	6	0	5	90	90	15	0	20	15	15	2	150	1	1	1	1	"NYU"	90	20	90	5	0	1	1	1
"DB80"	"NYU DB80 S1"	6	0	1	1	107	8	0	20	15	15	150	1	20	15	15	1	150	1	1	1	1	"NYU"	20	20	15	15	0	0	0	0
"DB80"	"NYU DB80 S1"	6	0	2	1	42	3	120	0	100	100	0	0	15	10	10	3	165	1	1	1	0	"NYU"	100	15	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	6	0	2	1	81	6	120	0	90	90	20	0	15	10	10	2	165	1	1	1	0	"NYU"	90	15	90	0	1	1	1	1
"DB80"	"NYU DB80 S1"	6	0	2	1	107	8	120	15	10	10	165	1	15	10	10	1	165	1	1	1	0	"NYU"	15	15	10	10	0	0	0	0
"DB80"	"NYU DB80 S1"	6	1	1	1	94	7	0	50	50	0	100	0	75	75	0	2	50	1	1	1	0	"NYU"	50	75	50	0	1	1	1	1
"DB80"	"NYU DB80 S1"	6	1	1	1	120	9	0	1	1	1	197	0	75	75	0	3	50	1	1	1	0	"NYU"	1	75	1	1	0	0	0	0
"DB80"	"NYU DB80 S1"	6	1	1	1	146	11	0	75	75	0	50	1	75	75	0	1	50	1	1	1	0	"NYU"	75	75	75	0	1	1	1	1
"DB80"	"NYU DB80 S1"	6	1	2	1	94	7	40	0	90	90	20	0	90	90	0	2	20	1	1	1	0	"NYU"	90	90	90	0	1	1	1	1
"DB80"	"NYU DB80 S1"	6	1	2	1	120	9	40	1	1	1	197	0	90	90	0	3	20	1	1	1	0	"NYU"	1	90	1	1	0	0	0	0
"DB80"	"NYU DB80 S1"	6	1	2	1	146	11	40	90	90	0	20	1	90	90	0	1	20	1	1	1	0	"NYU"	90	90	90	0	1	1	1	1
"DB80"	"NYU DB80 S1"	6	2	1	1	16	1	0	0	80	80	40	0	0	0	0	2	200	3	1	0	1	"NYU"	80	0	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	6	2	1	1	29	2	0	0	0	0	200	1	0	0	0	3	200	3	1	0	1	"NYU"	0	0	0	0	0	0	0	0
"DB80"	"NYU DB80 S1"	6	2	1	1	55	4	0	50	50	0	100	0	0	0	0	1	200	3	1	0	1	"NYU"	50	0	50	0	1	1	1	1
"DB80"	"NYU DB80 S1"	6	2	2	1	16	1	160	0	90	90	20	0	100	0	100	2	0	1	1	1	1	"NYU"	90	100	90	0	1	1	1	1
"DB80"	"NYU DB80 S1"	6	2	2	1	29	2	160	100	0	100	0	0	100	0	100	3	0	1	1	1	1	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	6	2	2	1	55	4	160	100	0	100	0	1	100	0	100	1	0	1	1	1	1	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	6	3	1	1	3	0	0	80	80	0	40	1	80	80	0	1	40	1	1	1	0	"NYU"	80	80	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	6	3	1	1	68	5	0	0	75	75	50	0	80	80	0	3	40	1	1	1	0	"NYU"	75	80	75	0	1	1	1	1
"DB80"	"NYU DB80 S1"	6	3	1	1	133	10	0	0	50	50	100	0	80	80	0	2	40	1	1	1	0	"NYU"	50	80	50	0	1	1	1	1
"DB80"	"NYU DB80 S1"	6	3	2	1	3	0	32	100	100	0	0	0	75	0	75	1	50	3	1	0	1	"NYU"	100	75	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	6	3	2	1	68	5	32	75	0	75	50	1	75	0	75	3	50	3	1	0	1	"NYU"	75	75	75	0	1	1	1	1
"DB80"	"NYU DB80 S1"	6	3	2	1	133	10	32	100	100	0	0	0	75	0	75	2	50	3	1	0	1	"NYU"	100	75	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	7	0	1	1	29	2	0	0	0	0	200	1	0	0	0	1	200	1	1	1	1	"NYU"	0	0	0	0	0	0	0	0
"DB80"	"NYU DB80 S1"	7	0	1	1	120	9	0	1	1	1	197	0	0	0	0	3	200	1	1	1	1	"NYU"	1	0	1	1	0	0	0	0
"DB80"	"NYU DB80 S1"	7	0	1	1	133	10	0	80	80	0	40	0	0	0	0	2	200	1	1	1	1	"NYU"	80	0	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	7	0	2	1	29	2	160	0	0	0	200	0	1	1	1	1	197	3	1	0	1	"NYU"	0	1	0	0	0	0	0	0
"DB80"	"NYU DB80 S1"	7	0	2	1	120	9	160	1	1	1	197	1	1	1	1	3	197	3	1	0	1	"NYU"	1	1	1	1	0	0	0	0
"DB80"	"NYU DB80 S1"	7	0	2	1	133	10	160	80	80	0	40	0	1	1	1	2	197	3	1	0	1	"NYU"	80	1	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	7	1	1	1	68	5	0	30	30	30	110	0	0	90	90	3	20	2	0	1	1	"NYU"	30	90	30	30	0	0	0	0
"DB80"	"NYU DB80 S1"	7	1	1	1	81	6	0	0	90	90	20	1	0	90	90	2	20	2	0	1	1	"NYU"	90	90	90	0	1	1	1	1
"DB80"	"NYU DB80 S1"	7	1	1	1	94	7	0	50	50	50	50	0	0	90	90	1	20	2	0	1	1	"NYU"	50	90	50	50	0	0	0	0
"DB80"	"NYU DB80 S1"	7	1	2	1	68	5	16	30	30	30	110	0	0	80	80	3	40	2	0	1	1	"NYU"	30	80	30	30	0	0	0	0
"DB80"	"NYU DB80 S1"	7	1	2	1	81	6	16	0	80	80	40	1	0	80	80	2	40	2	0	1	1	"NYU"	80	80	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	7	1	2	1	94	7	16	100	0	100	0	0	0	80	80	1	40	2	0	1	1	"NYU"	100	80	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	7	2	1	1	42	3	0	20	20	20	140	0	0	50	50	2	100	3	1	1	1	"NYU"	20	50	20	20	0	0	0	0
"DB80"	"NYU DB80 S1"	7	2	1	1	55	4	0	0	50	50	100	1	0	50	50	3	100	3	1	1	1	"NYU"	50	50	50	0	1	1	1	1
"DB80"	"NYU DB80 S1"	7	2	1	1	107	8	0	4	2	2	192	0	0	50	50	1	100	3	1	1	1	"NYU"	4	50	2	2	0	0	0	0
"DB80"	"NYU DB80 S1"	7	2	2	1	42	3	80	100	100	0	0	1	100	100	0	2	0	2	1	1	0	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	7	2	2	1	55	4	80	0	100	100	0	0	100	100	0	3	0	2	1	1	0	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	7	2	2	1	107	8	80	75	75	0	50	0	100	100	0	1	0	2	1	1	0	"NYU"	75	100	75	0	1	1	1	1
"DB80"	"NYU DB80 S1"	7	3	1	1	3	0	0	80	85	0	35	0	70	70	0	1	60	2	1	1	0	"NYU"	80	70	85	0	1	1	1	1
"DB80"	"NYU DB80 S1"	7	3	1	1	16	1	0	0	80	80	40	0	70	70	0	3	60	2	1	1	0	"NYU"	80	70	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	7	3	1	1	146	11	0	70	70	0	60	1	70	70	0	2	60	2	1	1	0	"NYU"	70	70	70	0	1	1	1	1
"DB80"	"NYU DB80 S1"	7	3	2	1	3	0	48	100	100	0	0	0	0	90	90	1	20	3	0	1	1	"NYU"	100	90	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	7	3	2	1	16	1	48	0	90	90	20	1	0	90	90	3	20	3	0	1	1	"NYU"	90	90	90	0	1	1	1	1
"DB80"	"NYU DB80 S1"	7	3	2	1	146	11	48	95	95	0	10	0	0	90	90	2	20	3	0	1	1	"NYU"	95	90	95	0	1	1	1	1
"DB80"	"NYU DB80 S1"	8	0	1	1	16	1	0	0	90	90	20	0	0	0	0	3	200	2	0	1	1	"NYU"	90	0	90	0	1	1	1	1
"DB80"	"NYU DB80 S1"	8	0	1	1	29	2	0	0	0	0	200	1	0	0	0	2	200	2	0	1	1	"NYU"	0	0	0	0	0	0	0	0
"DB80"	"NYU DB80 S1"	8	0	1	1	42	3	0	30	30	0	140	0	0	0	0	1	200	2	0	1	1	"NYU"	30	0	30	0	1	1	1	0
"DB80"	"NYU DB80 S1"	8	0	2	1	16	1	160	0	90	90	20	0	100	0	100	3	0	1	1	0	1	"NYU"	90	100	90	0	1	1	1	1
"DB80"	"NYU DB80 S1"	8	0	2	1	29	2	160	0	100	100	0	0	100	0	100	2	0	1	1	0	1	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	8	0	2	1	42	3	160	100	0	100	0	1	100	0	100	1	0	1	1	0	1	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	8	1	1	1	3	0	0	85	80	0	35	1	85	80	0	2	35	2	1	1	0	"NYU"	80	80	85	0	1	1	1	1
"DB80"	"NYU DB80 S1"	8	1	1	1	68	5	0	0	60	60	80	0	85	80	0	3	35	2	1	1	0	"NYU"	60	80	60	0	1	1	1	1
"DB80"	"NYU DB80 S1"	8	1	1	1	146	11	0	85	85	0	30	0	85	80	0	1	35	2	1	1	0	"NYU"	85	80	85	0	1	1	1	1
"DB80"	"NYU DB80 S1"	8	1	2	1	3	0	28	100	100	0	0	0	90	90	0	2	20	1	1	1	0	"NYU"	100	90	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	8	1	2	1	68	5	28	30	30	30	110	0	90	90	0	3	20	1	1	1	0	"NYU"	30	90	30	30	0	0	0	0
"DB80"	"NYU DB80 S1"	8	1	2	1	146	11	28	90	90	0	20	1	90	90	0	1	20	1	1	1	0	"NYU"	90	90	90	0	1	1	1	1
"DB80"	"NYU DB80 S1"	8	2	1	1	55	4	0	50	0	50	100	0	0	80	80	1	40	3	0	1	1	"NYU"	50	80	50	0	1	1	1	1
"DB80"	"NYU DB80 S1"	8	2	1	1	81	6	0	0	70	70	60	0	0	80	80	2	40	3	0	1	1	"NYU"	70	80	70	0	1	1	1	1
"DB80"	"NYU DB80 S1"	8	2	1	1	133	10	0	0	80	80	40	1	0	80	80	3	40	3	0	1	1	"NYU"	80	80	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	8	2	2	1	55	4	32	100	100	0	0	1	100	100	0	1	0	1	1	1	0	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	8	2	2	1	81	6	32	0	90	90	20	0	100	100	0	2	0	1	1	1	0	"NYU"	90	100	90	0	1	1	1	1
"DB80"	"NYU DB80 S1"	8	2	2	1	133	10	32	0	90	90	20	0	100	100	0	3	0	1	1	1	0	"NYU"	90	100	90	0	1	1	1	1
