**  Dictionary **

paper: Paper
session: unique session identifier
subject: subject identifier in session
o_subject: identifier in session of partner
aSS, aSH, etc are experimental payoffs as a function of Stag and Hare actions by subject and o_subject
stag: dummy equal to 1 if subject chose stag
otherstag: dummy equal to 1 if partner chose stag
matching: variable that denotes the type of matching used in the experiment
rothmalouf: dummy equal 1 if lottery method was used for payment

*****

paper,session,period,subject,o_subject,aSS,aSH,aHS,aHH,stag,otherstag,matching,rothmalouf
Schmidt et al (2003),85,1,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,1,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,1,9,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),85,1,10,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),85,2,1,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),85,2,2,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),85,2,3,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),85,2,4,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,2,5,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,2,6,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),85,2,7,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),85,2,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,2,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,2,10,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),85,3,1,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),85,3,2,,100,60,80,80,0,0,perfect stranger,0
Schmidt et al (2003),85,3,3,,100,60,80,80,0,0,perfect stranger,0
Schmidt et al (2003),85,3,4,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),85,3,5,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,3,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,3,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,3,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,3,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,3,10,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,4,1,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,4,2,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),85,4,3,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),85,4,4,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),85,4,5,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,4,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,4,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,4,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,4,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,4,10,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),85,5,1,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,5,2,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),85,5,3,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),85,5,4,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),85,5,5,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),85,5,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,5,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,5,8,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),85,5,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,5,10,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),85,6,1,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,6,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,6,3,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,6,4,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),85,6,5,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,6,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,6,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,6,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,6,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,6,10,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),85,7,1,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,7,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,7,3,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,7,4,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,7,5,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,7,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,7,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,7,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,7,9,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),85,7,10,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),85,8,1,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,8,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,8,3,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,8,4,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,8,5,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,8,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,8,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,8,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,8,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,8,10,,100,60,80,80,1,1,perfect stranger,0
Straub (1995),86,1,1,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,1,2,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,1,3,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,1,4,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,1,5,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,1,6,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,1,7,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,1,8,,80,10,70,30,0,,perfect stranger,1
Straub (1995),86,1,9,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,1,10,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,2,1,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,2,2,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,2,3,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,2,4,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,2,5,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,2,6,,80,10,70,30,0,,perfect stranger,1
Straub (1995),86,2,7,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,2,8,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,2,9,,80,10,70,30,0,,perfect stranger,1
Straub (1995),86,2,10,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,3,1,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,3,2,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,3,3,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,3,4,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,3,5,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,3,6,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,3,7,,80,10,70,30,0,,perfect stranger,1
Straub (1995),86,3,8,,80,10,70,30,0,,perfect stranger,1
Straub (1995),86,3,9,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,3,10,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,4,1,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,4,2,,80,10,70,30,0,,perfect stranger,1
Straub (1995),86,4,3,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,4,4,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,4,5,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,4,6,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,4,7,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,4,8,,80,10,70,30,0,,perfect stranger,1
Straub (1995),86,4,9,,80,10,70,30,0,,perfect stranger,1
Straub (1995),86,4,10,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,5,1,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,5,2,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,5,3,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,5,4,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,5,5,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,5,6,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,5,7,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,5,8,,80,10,70,30,0,,perfect stranger,1
Straub (1995),86,5,9,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,5,10,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,6,1,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,6,2,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,6,3,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,6,4,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,6,5,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,6,6,,80,10,70,30,0,,perfect stranger,1
Straub (1995),86,6,7,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,6,8,,80,10,70,30,0,,perfect stranger,1
Straub (1995),86,6,9,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,6,10,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,7,1,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,7,2,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,7,3,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,7,4,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,7,5,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,7,6,,80,10,70,30,0,,perfect stranger,1
Straub (1995),86,7,7,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,7,8,,80,10,70,30,0,,perfect stranger,1
Straub (1995),86,7,9,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,7,10,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,8,1,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,8,2,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,8,3,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,8,4,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,8,5,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,8,6,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,8,7,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,8,8,,80,10,70,30,0,,perfect stranger,1
Straub (1995),86,8,9,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,8,10,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,9,1,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,9,2,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,9,3,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,9,4,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,9,5,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,9,6,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,9,7,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,9,8,,80,10,70,30,0,,perfect stranger,1
Straub (1995),86,9,9,,80,10,70,30,1,,perfect stranger,1
Straub (1995),86,9,10,,80,10,70,30,1,,perfect stranger,1
Straub (1995),87,1,1,,55,25,35,35,0,,perfect stranger,1
Straub (1995),87,1,2,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,1,3,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,1,4,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,1,5,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,1,6,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,1,7,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,1,8,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,1,9,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,1,10,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,2,1,,55,25,35,35,0,,perfect stranger,1
Straub (1995),87,2,2,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,2,3,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,2,4,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,2,5,,55,25,35,35,0,,perfect stranger,1
Straub (1995),87,2,6,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,2,7,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,2,8,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,2,9,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,2,10,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,3,1,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,3,2,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,3,3,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,3,4,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,3,5,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,3,6,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,3,7,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,3,8,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,3,9,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,3,10,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,4,1,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,4,2,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,4,3,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,4,4,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,4,5,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,4,6,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,4,7,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,4,8,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,4,9,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,4,10,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,5,1,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,5,2,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,5,3,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,5,4,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,5,5,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,5,6,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,5,7,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,5,8,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,5,9,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,5,10,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,6,1,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,6,2,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,6,3,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,6,4,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,6,5,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,6,6,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,6,7,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,6,8,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,6,9,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,6,10,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,7,1,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,7,2,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,7,3,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,7,4,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,7,5,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,7,6,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,7,7,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,7,8,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,7,9,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,7,10,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,8,1,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,8,2,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,8,3,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,8,4,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,8,5,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,8,6,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,8,7,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,8,8,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,8,9,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,8,10,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,9,1,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,9,2,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,9,3,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,9,4,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,9,5,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,9,6,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,9,7,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,9,8,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,9,9,,55,25,35,35,1,,perfect stranger,1
Straub (1995),87,9,10,,55,25,35,35,1,,perfect stranger,1
Straub (1995),88,1,1,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,1,2,,100,20,60,60,0,,perfect stranger,1
Straub (1995),88,1,3,,100,20,60,60,0,,perfect stranger,1
Straub (1995),88,1,4,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,1,5,,100,20,60,60,0,,perfect stranger,1
Straub (1995),88,1,6,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,1,7,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,1,8,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,1,9,,100,20,60,60,0,,perfect stranger,1
Straub (1995),88,1,10,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,2,1,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,2,2,,100,20,60,60,0,,perfect stranger,1
Straub (1995),88,2,3,,100,20,60,60,0,,perfect stranger,1
Straub (1995),88,2,4,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,2,5,,100,20,60,60,0,,perfect stranger,1
Straub (1995),88,2,6,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,2,7,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,2,8,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,2,9,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,2,10,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,3,1,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,3,2,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,3,3,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,3,4,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,3,5,,100,20,60,60,0,,perfect stranger,1
Straub (1995),88,3,6,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,3,7,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,3,8,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,3,9,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,3,10,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,4,1,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,4,2,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,4,3,,100,20,60,60,0,,perfect stranger,1
Straub (1995),88,4,4,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,4,5,,100,20,60,60,0,,perfect stranger,1
Straub (1995),88,4,6,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,4,7,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,4,8,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,4,9,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,4,10,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,5,1,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,5,2,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,5,3,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,5,4,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,5,5,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,5,6,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,5,7,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,5,8,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,5,9,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,5,10,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,6,1,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,6,2,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,6,3,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,6,4,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,6,5,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,6,6,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,6,7,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,6,8,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,6,9,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,6,10,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,7,1,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,7,2,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,7,3,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,7,4,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,7,5,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,7,6,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,7,7,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,7,8,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,7,9,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,7,10,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,8,1,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,8,2,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,8,3,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,8,4,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,8,5,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,8,6,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,8,7,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,8,8,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,8,9,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,8,10,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,9,1,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,9,2,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,9,3,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,9,4,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,9,5,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,9,6,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,9,7,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,9,8,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,9,9,,100,20,60,60,1,,perfect stranger,1
Straub (1995),88,9,10,,100,20,60,60,1,,perfect stranger,1
Straub (1995),89,1,1,,100,0,80,80,1,,perfect stranger,1
Straub (1995),89,1,2,,100,0,80,80,0,,perfect stranger,1
Straub (1995),89,1,3,,100,0,80,80,1,,perfect stranger,1
Straub (1995),89,1,4,,100,0,80,80,0,,perfect stranger,1
Straub (1995),89,1,5,,100,0,80,80,0,,perfect stranger,1
Straub (1995),89,1,6,,100,0,80,80,0,,perfect stranger,1
Straub (1995),89,1,7,,100,0,80,80,0,,perfect stranger,1
Straub (1995),89,1,8,,100,0,80,80,0,,perfect stranger,1
Straub (1995),89,1,9,,100,0,80,80,1,,perfect stranger,1
Straub (1995),89,1,10,,100,0,80,80,1,,perfect stranger,1
Straub (1995),89,2,1,,100,0,80,80,0,,perfect stranger,1
Straub (1995),89,2,2,,100,0,80,80,0,,perfect stranger,1
Straub (1995),89,2,3,,100,0,80,80,0,,perfect stranger,1
Straub (1995),89,2,4,,100,0,80,80,0,,perfect stranger,1
Straub (1995),89,2,5,,100,0,80,80,0,,perfect stranger,1
Straub (1995),89,2,6,,100,0,80,80,0,,perfect stranger,1
Straub (1995),89,2,7,,100,0,80,80,0,,perfect stranger,1
Straub (1995),89,2,8,,100,0,80,80,0,,perfect stranger,1
Straub (1995),89,2,9,,100,0,80,80,1,,perfect stranger,1
Straub (1995),89,2,10,,100,0,80,80,1,,perfect stranger,1
Straub (1995),89,3,1,,100,0,80,80,0,,perfect stranger,1
Straub (1995),89,3,2,,100,0,80,80,1,,perfect stranger,1
Straub (1995),89,3,3,,100,0,80,80,0,,perfect stranger,1
