* Dictionary *
id:			    id #
oid:			    partner id #
supergame:	match #
round:		  round #
horizon:	length of supergame
r:    	    payoff to joint cooperation (reward) in dollars
s:          payoff to cooperation when other defects (sucker) in dollars
t:          payoff to defection when other cooperates (temptation) in dollars
p:          payoff to joint defection (punishment) in dollars
NOTE: r, s, t, and p above are the experimental currency units (ECU).
g:          1+g is the payoff to defection when other cooperates and payoffs are
            normalized such that joint cooperation = 1 and joint defection = 0 (gain)
l:          l is the payoff to cooperation when other defects and payoffs are
            normalized such that joint cooperation = 1 and joint defection = 0 (loss)
sizebad:    SIZE of the Basin of attraction of Always Defect, as defined in Embrey, Frechette, and Yuksel (2017), between 0 and 1.
			Only defined for round 1 because that is how it is used in that paper.
session:    session #
coop:       = 1 if subject cooperated, = 0 o/w
**************/

id	oid	supergame	round	horizon	r	s	t	p	g	l	sizebad	session	coop
50	52	17	3	4	51	5	87	39	3	2.833333		3	0
50	52	17	4	4	51	5	87	39	3	2.833333		3	0
50	55	18	2	4	51	5	87	39	3	2.833333		3	0
50	55	18	3	4	51	5	87	39	3	2.833333		3	0
50	55	18	4	4	51	5	87	39	3	2.833333		3	0
50	64	19	2	4	51	5	87	39	3	2.833333		3	0
50	64	19	3	4	51	5	87	39	3	2.833333		3	0
50	64	19	4	4	51	5	87	39	3	2.833333		3	0
50	56	20	2	4	51	5	87	39	3	2.833333		3	0
50	56	20	3	4	51	5	87	39	3	2.833333		3	0
50	56	20	4	4	51	5	87	39	3	2.833333		3	0
51	62	1	2	4	51	5	87	39	3	2.833333		3	0
51	62	1	3	4	51	5	87	39	3	2.833333		3	0
51	62	1	4	4	51	5	87	39	3	2.833333		3	0
51	58	2	2	4	51	5	87	39	3	2.833333		3	0
51	58	2	3	4	51	5	87	39	3	2.833333		3	0
51	58	2	4	4	51	5	87	39	3	2.833333		3	0
51	61	3	2	4	51	5	87	39	3	2.833333		3	0
51	61	3	3	4	51	5	87	39	3	2.833333		3	0
51	61	3	4	4	51	5	87	39	3	2.833333		3	0
51	63	4	2	4	51	5	87	39	3	2.833333		3	0
51	63	4	3	4	51	5	87	39	3	2.833333		3	0
51	63	4	4	4	51	5	87	39	3	2.833333		3	0
51	61	5	2	4	51	5	87	39	3	2.833333		3	0
51	61	5	3	4	51	5	87	39	3	2.833333		3	0
51	61	5	4	4	51	5	87	39	3	2.833333		3	0
51	55	6	2	4	51	5	87	39	3	2.833333		3	0
51	55	6	3	4	51	5	87	39	3	2.833333		3	0
51	55	6	4	4	51	5	87	39	3	2.833333		3	0
51	61	7	2	4	51	5	87	39	3	2.833333		3	0
51	61	7	3	4	51	5	87	39	3	2.833333		3	0
51	61	7	4	4	51	5	87	39	3	2.833333		3	0
51	59	8	2	4	51	5	87	39	3	2.833333		3	0
51	59	8	3	4	51	5	87	39	3	2.833333		3	0
51	59	8	4	4	51	5	87	39	3	2.833333		3	0
51	60	9	2	4	51	5	87	39	3	2.833333		3	0
51	60	9	3	4	51	5	87	39	3	2.833333		3	0
51	60	9	4	4	51	5	87	39	3	2.833333		3	0
51	58	10	2	4	51	5	87	39	3	2.833333		3	0
51	58	10	3	4	51	5	87	39	3	2.833333		3	0
51	58	10	4	4	51	5	87	39	3	2.833333		3	0
51	53	11	2	4	51	5	87	39	3	2.833333		3	0
51	53	11	3	4	51	5	87	39	3	2.833333		3	0
51	53	11	4	4	51	5	87	39	3	2.833333		3	0
51	63	12	2	4	51	5	87	39	3	2.833333		3	0
51	63	12	3	4	51	5	87	39	3	2.833333		3	0
51	63	12	4	4	51	5	87	39	3	2.833333		3	0
51	62	13	2	4	51	5	87	39	3	2.833333		3	0
51	62	13	3	4	51	5	87	39	3	2.833333		3	0
51	62	13	4	4	51	5	87	39	3	2.833333		3	0
51	54	14	2	4	51	5	87	39	3	2.833333		3	0
51	54	14	3	4	51	5	87	39	3	2.833333		3	0
51	54	14	4	4	51	5	87	39	3	2.833333		3	0
51	50	15	2	4	51	5	87	39	3	2.833333		3	0
51	50	15	3	4	51	5	87	39	3	2.833333		3	0
51	50	15	4	4	51	5	87	39	3	2.833333		3	0
51	60	16	2	4	51	5	87	39	3	2.833333		3	0
51	60	16	3	4	51	5	87	39	3	2.833333		3	0
51	60	16	4	4	51	5	87	39	3	2.833333		3	0
51	54	17	2	4	51	5	87	39	3	2.833333		3	0
51	54	17	3	4	51	5	87	39	3	2.833333		3	0
51	54	17	4	4	51	5	87	39	3	2.833333		3	0
51	49	18	2	4	51	5	87	39	3	2.833333		3	0
51	49	18	3	4	51	5	87	39	3	2.833333		3	0
51	49	18	4	4	51	5	87	39	3	2.833333		3	0
51	53	19	2	4	51	5	87	39	3	2.833333		3	0
51	53	19	3	4	51	5	87	39	3	2.833333		3	0
51	53	19	4	4	51	5	87	39	3	2.833333		3	0
51	59	20	2	4	51	5	87	39	3	2.833333		3	0
51	59	20	3	4	51	5	87	39	3	2.833333		3	0
51	59	20	4	4	51	5	87	39	3	2.833333		3	0
52	50	1	2	4	51	5	87	39	3	2.833333		3	1
52	50	1	3	4	51	5	87	39	3	2.833333		3	0
52	50	1	4	4	51	5	87	39	3	2.833333		3	0
52	49	2	2	4	51	5	87	39	3	2.833333		3	1
52	49	2	3	4	51	5	87	39	3	2.833333		3	0
52	49	2	4	4	51	5	87	39	3	2.833333		3	0
52	59	3	2	4	51	5	87	39	3	2.833333		3	0
52	59	3	3	4	51	5	87	39	3	2.833333		3	0
52	59	3	4	4	51	5	87	39	3	2.833333		3	0
52	57	4	2	4	51	5	87	39	3	2.833333		3	1
52	57	4	3	4	51	5	87	39	3	2.833333		3	0
52	57	4	4	4	51	5	87	39	3	2.833333		3	0
52	54	5	2	4	51	5	87	39	3	2.833333		3	0
52	54	5	3	4	51	5	87	39	3	2.833333		3	0
52	54	5	4	4	51	5	87	39	3	2.833333		3	0
52	50	6	2	4	51	5	87	39	3	2.833333		3	1
52	50	6	3	4	51	5	87	39	3	2.833333		3	0
52	50	6	4	4	51	5	87	39	3	2.833333		3	0
52	50	7	2	4	51	5	87	39	3	2.833333		3	1
52	50	7	3	4	51	5	87	39	3	2.833333		3	0
52	50	7	4	4	51	5	87	39	3	2.833333		3	0
52	63	8	2	4	51	5	87	39	3	2.833333		3	1
52	63	8	3	4	51	5	87	39	3	2.833333		3	0
52	63	8	4	4	51	5	87	39	3	2.833333		3	0
52	55	9	2	4	51	5	87	39	3	2.833333		3	0
52	55	9	3	4	51	5	87	39	3	2.833333		3	0
52	55	9	4	4	51	5	87	39	3	2.833333		3	0
52	57	10	2	4	51	5	87	39	3	2.833333		3	1
52	57	10	3	4	51	5	87	39	3	2.833333		3	0
52	57	10	4	4	51	5	87	39	3	2.833333		3	0
52	61	11	2	4	51	5	87	39	3	2.833333		3	1
52	61	11	3	4	51	5	87	39	3	2.833333		3	0
52	61	11	4	4	51	5	87	39	3	2.833333		3	0
52	62	12	2	4	51	5	87	39	3	2.833333		3	0
52	62	12	3	4	51	5	87	39	3	2.833333		3	0
52	62	12	4	4	51	5	87	39	3	2.833333		3	0
52	57	13	2	4	51	5	87	39	3	2.833333		3	0
52	57	13	3	4	51	5	87	39	3	2.833333		3	0
52	57	13	4	4	51	5	87	39	3	2.833333		3	0
52	64	14	2	4	51	5	87	39	3	2.833333		3	0
52	64	14	3	4	51	5	87	39	3	2.833333		3	0
52	64	14	4	4	51	5	87	39	3	2.833333		3	0
52	54	15	2	4	51	5	87	39	3	2.833333		3	0
52	54	15	3	4	51	5	87	39	3	2.833333		3	0
52	54	15	4	4	51	5	87	39	3	2.833333		3	0
52	61	16	2	4	51	5	87	39	3	2.833333		3	0
52	61	16	3	4	51	5	87	39	3	2.833333		3	0
52	61	16	4	4	51	5	87	39	3	2.833333		3	0
52	50	17	2	4	51	5	87	39	3	2.833333		3	0
52	50	17	3	4	51	5	87	39	3	2.833333		3	0
52	50	17	4	4	51	5	87	39	3	2.833333		3	0
52	54	18	2	4	51	5	87	39	3	2.833333		3	0
52	54	18	3	4	51	5	87	39	3	2.833333		3	0
52	54	18	4	4	51	5	87	39	3	2.833333		3	0
52	63	19	2	4	51	5	87	39	3	2.833333		3	0
52	63	19	3	4	51	5	87	39	3	2.833333		3	0
52	63	19	4	4	51	5	87	39	3	2.833333		3	0
52	64	20	2	4	51	5	87	39	3	2.833333		3	0
52	64	20	3	4	51	5	87	39	3	2.833333		3	0
52	64	20	4	4	51	5	87	39	3	2.833333		3	0
53	63	1	2	4	51	5	87	39	3	2.833333		3	0
53	63	1	3	4	51	5	87	39	3	2.833333		3	1
53	63	1	4	4	51	5	87	39	3	2.833333		3	0
53	62	2	2	4	51	5	87	39	3	2.833333		3	0
53	62	2	3	4	51	5	87	39	3	2.833333		3	0
53	62	2	4	4	51	5	87	39	3	2.833333		3	0
53	57	3	2	4	51	5	87	39	3	2.833333		3	1
53	57	3	3	4	51	5	87	39	3	2.833333		3	1
53	57	3	4	4	51	5	87	39	3	2.833333		3	0
53	58	4	2	4	51	5	87	39	3	2.833333		3	0
53	58	4	3	4	51	5	87	39	3	2.833333		3	0
53	58	4	4	4	51	5	87	39	3	2.833333		3	0
53	55	5	2	4	51	5	87	39	3	2.833333		3	0
53	55	5	3	4	51	5	87	39	3	2.833333		3	0
53	55	5	4	4	51	5	87	39	3	2.833333		3	0
53	61	6	2	4	51	5	87	39	3	2.833333		3	0
53	61	6	3	4	51	5	87	39	3	2.833333		3	0
53	61	6	4	4	51	5	87	39	3	2.833333		3	0
53	58	7	2	4	51	5	87	39	3	2.833333		3	1
53	58	7	3	4	51	5	87	39	3	2.833333		3	1
53	58	7	4	4	51	5	87	39	3	2.833333		3	0
53	58	8	2	4	51	5	87	39	3	2.833333		3	1
53	58	8	3	4	51	5	87	39	3	2.833333		3	1
53	58	8	4	4	51	5	87	39	3	2.833333		3	0
53	49	9	2	4	51	5	87	39	3	2.833333		3	0
53	49	9	3	4	51	5	87	39	3	2.833333		3	0
53	49	9	4	4	51	5	87	39	3	2.833333		3	0
53	56	10	2	4	51	5	87	39	3	2.833333		3	0
53	56	10	3	4	51	5	87	39	3	2.833333		3	0
53	56	10	4	4	51	5	87	39	3	2.833333		3	0
53	51	11	2	4	51	5	87	39	3	2.833333		3	0
53	51	11	3	4	51	5	87	39	3	2.833333		3	0
53	51	11	4	4	51	5	87	39	3	2.833333		3	0
53	59	12	2	4	51	5	87	39	3	2.833333		3	0
53	59	12	3	4	51	5	87	39	3	2.833333		3	0
53	59	12	4	4	51	5	87	39	3	2.833333		3	0
53	64	13	2	4	51	5	87	39	3	2.833333		3	0
53	64	13	3	4	51	5	87	39	3	2.833333		3	0
53	64	13	4	4	51	5	87	39	3	2.833333		3	0
53	55	14	2	4	51	5	87	39	3	2.833333		3	0
53	55	14	3	4	51	5	87	39	3	2.833333		3	0
53	55	14	4	4	51	5	87	39	3	2.833333		3	0
53	64	15	2	4	51	5	87	39	3	2.833333		3	0
53	64	15	3	4	51	5	87	39	3	2.833333		3	0
53	64	15	4	4	51	5	87	39	3	2.833333		3	0
53	50	16	2	4	51	5	87	39	3	2.833333		3	0
53	50	16	3	4	51	5	87	39	3	2.833333		3	0
53	50	16	4	4	51	5	87	39	3	2.833333		3	0
53	58	17	2	4	51	5	87	39	3	2.833333		3	0
53	58	17	3	4	51	5	87	39	3	2.833333		3	0
53	58	17	4	4	51	5	87	39	3	2.833333		3	0
53	56	18	2	4	51	5	87	39	3	2.833333		3	0
53	56	18	3	4	51	5	87	39	3	2.833333		3	0
53	56	18	4	4	51	5	87	39	3	2.833333		3	0
53	51	19	2	4	51	5	87	39	3	2.833333		3	0
53	51	19	3	4	51	5	87	39	3	2.833333		3	0
53	51	19	4	4	51	5	87	39	3	2.833333		3	0
53	63	20	2	4	51	5	87	39	3	2.833333		3	0
53	63	20	3	4	51	5	87	39	3	2.833333		3	0
53	63	20	4	4	51	5	87	39	3	2.833333		3	0
54	59	1	2	4	51	5	87	39	3	2.833333		3	0
54	59	1	3	4	51	5	87	39	3	2.833333		3	0
54	59	1	4	4	51	5	87	39	3	2.833333		3	0
54	50	2	2	4	51	5	87	39	3	2.833333		3	0
54	50	2	3	4	51	5	87	39	3	2.833333		3	0
54	50	2	4	4	51	5	87	39	3	2.833333		3	0
54	49	3	2	4	51	5	87	39	3	2.833333		3	0
54	49	3	3	4	51	5	87	39	3	2.833333		3	0
54	49	3	4	4	51	5	87	39	3	2.833333		3	0
54	62	4	2	4	51	5	87	39	3	2.833333		3	0
54	62	4	3	4	51	5	87	39	3	2.833333		3	0
54	62	4	4	4	51	5	87	39	3	2.833333		3	0
54	52	5	2	4	51	5	87	39	3	2.833333		3	0
54	52	5	3	4	51	5	87	39	3	2.833333		3	0
54	52	5	4	4	51	5	87	39	3	2.833333		3	0
54	49	6	2	4	51	5	87	39	3	2.833333		3	0
54	49	6	3	4	51	5	87	39	3	2.833333		3	0
54	49	6	4	4	51	5	87	39	3	2.833333		3	0
54	55	7	2	4	51	5	87	39	3	2.833333		3	0
54	55	7	3	4	51	5	87	39	3	2.833333		3	0
54	55	7	4	4	51	5	87	39	3	2.833333		3	0
54	60	8	2	4	51	5	87	39	3	2.833333		3	0
54	60	8	3	4	51	5	87	39	3	2.833333		3	0
54	60	8	4	4	51	5	87	39	3	2.833333		3	0
54	59	9	2	4	51	5	87	39	3	2.833333		3	0
54	59	9	3	4	51	5	87	39	3	2.833333		3	0
54	59	9	4	4	51	5	87	39	3	2.833333		3	0
54	49	10	2	4	51	5	87	39	3	2.833333		3	0
54	49	10	3	4	51	5	87	39	3	2.833333		3	0
54	49	10	4	4	51	5	87	39	3	2.833333		3	0
54	55	11	2	4	51	5	87	39	3	2.833333		3	0
54	55	11	3	4	51	5	87	39	3	2.833333		3	0
54	55	11	4	4	51	5	87	39	3	2.833333		3	0
54	60	12	2	4	51	5	87	39	3	2.833333		3	0
54	60	12	3	4	51	5	87	39	3	2.833333		3	0
54	60	12	4	4	51	5	87	39	3	2.833333		3	0
54	63	13	2	4	51	5	87	39	3	2.833333		3	0
54	63	13	3	4	51	5	87	39	3	2.833333		3	0
54	63	13	4	4	51	5	87	39	3	2.833333		3	0
54	51	14	2	4	51	5	87	39	3	2.833333		3	0
54	51	14	3	4	51	5	87	39	3	2.833333		3	0
54	51	14	4	4	51	5	87	39	3	2.833333		3	0
54	52	15	2	4	51	5	87	39	3	2.833333		3	1
54	52	15	3	4	51	5	87	39	3	2.833333		3	1
54	52	15	4	4	51	5	87	39	3	2.833333		3	0
54	57	16	2	4	51	5	87	39	3	2.833333		3	0
54	57	16	3	4	51	5	87	39	3	2.833333		3	0
54	57	16	4	4	51	5	87	39	3	2.833333		3	0
54	51	17	2	4	51	5	87	39	3	2.833333		3	0
54	51	17	3	4	51	5	87	39	3	2.833333		3	0
54	51	17	4	4	51	5	87	39	3	2.833333		3	0
54	52	18	2	4	51	5	87	39	3	2.833333		3	1
54	52	18	3	4	51	5	87	39	3	2.833333		3	0
54	52	18	4	4	51	5	87	39	3	2.833333		3	0
54	60	19	2	4	51	5	87	39	3	2.833333		3	0
54	60	19	3	4	51	5	87	39	3	2.833333		3	0
54	60	19	4	4	51	5	87	39	3	2.833333		3	0
54	61	20	2	4	51	5	87	39	3	2.833333		3	0
54	61	20	3	4	51	5	87	39	3	2.833333		3	0
54	61	20	4	4	51	5	87	39	3	2.833333		3	0
55	57	1	2	4	51	5	87	39	3	2.833333		3	0
55	57	1	3	4	51	5	87	39	3	2.833333		3	0
55	57	1	4	4	51	5	87	39	3	2.833333		3	0
55	60	2	2	4	51	5	87	39	3	2.833333		3	1
55	60	2	3	4	51	5	87	39	3	2.833333		3	1
55	60	2	4	4	51	5	87	39	3	2.833333		3	0
55	64	3	2	4	51	5	87	39	3	2.833333		3	0
55	64	3	3	4	51	5	87	39	3	2.833333		3	0
55	64	3	4	4	51	5	87	39	3	2.833333		3	0
55	59	4	2	4	51	5	87	39	3	2.833333		3	0
55	59	4	3	4	51	5	87	39	3	2.833333		3	1
55	59	4	4	4	51	5	87	39	3	2.833333		3	0
55	53	5	2	4	51	5	87	39	3	2.833333		3	0
55	53	5	3	4	51	5	87	39	3	2.833333		3	0
55	53	5	4	4	51	5	87	39	3	2.833333		3	0
55	51	6	2	4	51	5	87	39	3	2.833333		3	0
55	51	6	3	4	51	5	87	39	3	2.833333		3	0
55	51	6	4	4	51	5	87	39	3	2.833333		3	0
55	54	7	2	4	51	5	87	39	3	2.833333		3	1
55	54	7	3	4	51	5	87	39	3	2.833333		3	0
55	54	7	4	4	51	5	87	39	3	2.833333		3	0
55	61	8	2	4	51	5	87	39	3	2.833333		3	0
55	61	8	3	4	51	5	87	39	3	2.833333		3	0
55	61	8	4	4	51	5	87	39	3	2.833333		3	0
55	52	9	2	4	51	5	87	39	3	2.833333		3	0
55	52	9	3	4	51	5	87	39	3	2.833333		3	0
55	52	9	4	4	51	5	87	39	3	2.833333		3	0
55	50	10	2	4	51	5	87	39	3	2.833333		3	0
55	50	10	3	4	51	5	87	39	3	2.833333		3	0
55	50	10	4	4	51	5	87	39	3	2.833333		3	0
55	54	11	2	4	51	5	87	39	3	2.833333		3	0
55	54	11	3	4	51	5	87	39	3	2.833333		3	0
55	54	11	4	4	51	5	87	39	3	2.833333		3	0
55	57	12	2	4	51	5	87	39	3	2.833333		3	0
55	57	12	3	4	51	5	87	39	3	2.833333		3	0
55	57	12	4	4	51	5	87	39	3	2.833333		3	0
55	61	13	2	4	51	5	87	39	3	2.833333		3	0
55	61	13	3	4	51	5	87	39	3	2.833333		3	0
55	61	13	4	4	51	5	87	39	3	2.833333		3	0
55	53	14	2	4	51	5	87	39	3	2.833333		3	0
55	53	14	3	4	51	5	87	39	3	2.833333		3	0
55	53	14	4	4	51	5	87	39	3	2.833333		3	0
55	61	15	2	4	51	5	87	39	3	2.833333		3	0
55	61	15	3	4	51	5	87	39	3	2.833333		3	0
55	61	15	4	4	51	5	87	39	3	2.833333		3	0
55	49	16	2	4	51	5	87	39	3	2.833333		3	0
55	49	16	3	4	51	5	87	39	3	2.833333		3	0
55	49	16	4	4	51	5	87	39	3	2.833333		3	0
55	63	17	2	4	51	5	87	39	3	2.833333		3	0
55	63	17	3	4	51	5	87	39	3	2.833333		3	0
55	63	17	4	4	51	5	87	39	3	2.833333		3	0
55	50	18	2	4	51	5	87	39	3	2.833333		3	0
55	50	18	3	4	51	5	87	39	3	2.833333		3	0
55	50	18	4	4	51	5	87	39	3	2.833333		3	0
55	62	19	2	4	51	5	87	39	3	2.833333		3	0
55	62	19	3	4	51	5	87	39	3	2.833333		3	0
55	62	19	4	4	51	5	87	39	3	2.833333		3	0
55	57	20	2	4	51	5	87	39	3	2.833333		3	0
55	57	20	3	4	51	5	87	39	3	2.833333		3	0
55	57	20	4	4	51	5	87	39	3	2.833333		3	0
56	49	1	2	4	51	5	87	39	3	2.833333		3	1
56	49	1	3	4	51	5	87	39	3	2.833333		3	1
56	49	1	4	4	51	5	87	39	3	2.833333		3	0
56	59	2	2	4	51	5	87	39	3	2.833333		3	0
56	59	2	3	4	51	5	87	39	3	2.833333		3	0
56	59	2	4	4	51	5	87	39	3	2.833333		3	0
56	63	3	2	4	51	5	87	39	3	2.833333		3	0
56	63	3	3	4	51	5	87	39	3	2.833333		3	0
56	63	3	4	4	51	5	87	39	3	2.833333		3	0
56	50	4	2	4	51	5	87	39	3	2.833333		3	0
56	50	4	3	4	51	5	87	39	3	2.833333		3	0
56	50	4	4	4	51	5	87	39	3	2.833333		3	0
56	59	5	2	4	51	5	87	39	3	2.833333		3	0
56	59	5	3	4	51	5	87	39	3	2.833333		3	0
56	59	5	4	4	51	5	87	39	3	2.833333		3	0
56	64	6	2	4	51	5	87	39	3	2.833333		3	0
56	64	6	3	4	51	5	87	39	3	2.833333		3	0
56	64	6	4	4	51	5	87	39	3	2.833333		3	0
56	63	7	2	4	51	5	87	39	3	2.833333		3	1
56	63	7	3	4	51	5	87	39	3	2.833333		3	1
56	63	7	4	4	51	5	87	39	3	2.833333		3	0
56	62	8	2	4	51	5	87	39	3	2.833333		3	0
56	62	8	3	4	51	5	87	39	3	2.833333		3	0
56	62	8	4	4	51	5	87	39	3	2.833333		3	0
56	50	9	2	4	51	5	87	39	3	2.833333		3	0
56	50	9	3	4	51	5	87	39	3	2.833333		3	0
56	50	9	4	4	51	5	87	39	3	2.833333		3	0
56	53	10	2	4	51	5	87	39	3	2.833333		3	0
56	53	10	3	4	51	5	87	39	3	2.833333		3	0
56	53	10	4	4	51	5	87	39	3	2.833333		3	0
56	49	11	2	4	51	5	87	39	3	2.833333		3	1
56	49	11	3	4	51	5	87	39	3	2.833333		3	1
56	49	11	4	4	51	5	87	39	3	2.833333		3	0
56	49	12	2	4	51	5	87	39	3	2.833333		3	1
56	49	12	3	4	51	5	87	39	3	2.833333		3	1
56	49	12	4	4	51	5	87	39	3	2.833333		3	0
56	59	13	2	4	51	5	87	39	3	2.833333		3	0
56	59	13	3	4	51	5	87	39	3	2.833333		3	0
56	59	13	4	4	51	5	87	39	3	2.833333		3	0
56	59	14	2	4	51	5	87	39	3	2.833333		3	1
56	59	14	3	4	51	5	87	39	3	2.833333		3	1
56	59	14	4	4	51	5	87	39	3	2.833333		3	0
56	60	15	2	4	51	5	87	39	3	2.833333		3	0
56	60	15	3	4	51	5	87	39	3	2.833333		3	0
56	60	15	4	4	51	5	87	39	3	2.833333		3	0
56	63	16	2	4	51	5	87	39	3	2.833333		3	0
56	63	16	3	4	51	5	87	39	3	2.833333		3	0
56	63	16	4	4	51	5	87	39	3	2.833333		3	0
56	49	17	2	4	51	5	87	39	3	2.833333		3	0
56	49	17	3	4	51	5	87	39	3	2.833333		3	0
56	49	17	4	4	51	5	87	39	3	2.833333		3	0
56	53	18	2	4	51	5	87	39	3	2.833333		3	0
56	53	18	3	4	51	5	87	39	3	2.833333		3	0
56	53	18	4	4	51	5	87	39	3	2.833333		3	0
56	57	19	2	4	51	5	87	39	3	2.833333		3	0
56	57	19	3	4	51	5	87	39	3	2.833333		3	0
56	57	19	4	4	51	5	87	39	3	2.833333		3	0
56	50	20	2	4	51	5	87	39	3	2.833333		3	0
56	50	20	3	4	51	5	87	39	3	2.833333		3	0
56	50	20	4	4	51	5	87	39	3	2.833333		3	0
57	55	1	2	4	51	5	87	39	3	2.833333		3	0
57	55	1	3	4	51	5	87	39	3	2.833333		3	0
57	55	1	4	4	51	5	87	39	3	2.833333		3	0
57	61	2	2	4	51	5	87	39	3	2.833333		3	0
57	61	2	3	4	51	5	87	39	3	2.833333		3	0
57	61	2	4	4	51	5	87	39	3	2.833333		3	0
57	53	3	2	4	51	5	87	39	3	2.833333		3	1
57	53	3	3	4	51	5	87	39	3	2.833333		3	1
57	53	3	4	4	51	5	87	39	3	2.833333		3	1
57	52	4	2	4	51	5	87	39	3	2.833333		3	1
57	52	4	3	4	51	5	87	39	3	2.833333		3	1
57	52	4	4	4	51	5	87	39	3	2.833333		3	0
57	60	5	2	4	51	5	87	39	3	2.833333		3	1
57	60	5	3	4	51	5	87	39	3	2.833333		3	0
57	60	5	4	4	51	5	87	39	3	2.833333		3	0
57	63	6	2	4	51	5	87	39	3	2.833333		3	1
57	63	6	3	4	51	5	87	39	3	2.833333		3	0
57	63	6	4	4	51	5	87	39	3	2.833333		3	0
57	49	7	2	4	51	5	87	39	3	2.833333		3	0
57	49	7	3	4	51	5	87	39	3	2.833333		3	0
57	49	7	4	4	51	5	87	39	3	2.833333		3	0
57	64	8	2	4	51	5	87	39	3	2.833333		3	0
57	64	8	3	4	51	5	87	39	3	2.833333		3	0
57	64	8	4	4	51	5	87	39	3	2.833333		3	0
57	61	9	2	4	51	5	87	39	3	2.833333		3	0
57	61	9	3	4	51	5	87	39	3	2.833333		3	0
57	61	9	4	4	51	5	87	39	3	2.833333		3	0
57	52	10	2	4	51	5	87	39	3	2.833333		3	1
57	52	10	3	4	51	5	87	39	3	2.833333		3	1
57	52	10	4	4	51	5	87	39	3	2.833333		3	0
57	62	11	2	4	51	5	87	39	3	2.833333		3	0
57	62	11	3	4	51	5	87	39	3	2.833333		3	0
57	62	11	4	4	51	5	87	39	3	2.833333		3	0
57	55	12	2	4	51	5	87	39	3	2.833333		3	0
57	55	12	3	4	51	5	87	39	3	2.833333		3	0
57	55	12	4	4	51	5	87	39	3	2.833333		3	0
57	52	13	2	4	51	5	87	39	3	2.833333		3	0
57	52	13	3	4	51	5	87	39	3	2.833333		3	0
57	52	13	4	4	51	5	87	39	3	2.833333		3	0
57	50	14	2	4	51	5	87	39	3	2.833333		3	0
57	50	14	3	4	51	5	87	39	3	2.833333		3	0
57	50	14	4	4	51	5	87	39	3	2.833333		3	0
57	63	15	2	4	51	5	87	39	3	2.833333		3	0
57	63	15	3	4	51	5	87	39	3	2.833333		3	0
57	63	15	4	4	51	5	87	39	3	2.833333		3	0
57	54	16	2	4	51	5	87	39	3	2.833333		3	0
57	54	16	3	4	51	5	87	39	3	2.833333		3	0
57	54	16	4	4	51	5	87	39	3	2.833333		3	0
57	59	17	2	4	51	5	87	39	3	2.833333		3	0
57	59	17	3	4	51	5	87	39	3	2.833333		3	0
57	59	17	4	4	51	5	87	39	3	2.833333		3	0
57	64	18	2	4	51	5	87	39	3	2.833333		3	0
57	64	18	3	4	51	5	87	39	3	2.833333		3	0
57	64	18	4	4	51	5	87	39	3	2.833333		3	0
57	56	19	2	4	51	5	87	39	3	2.833333		3	0
57	56	19	3	4	51	5	87	39	3	2.833333		3	0
57	56	19	4	4	51	5	87	39	3	2.833333		3	0
57	55	20	2	4	51	5	87	39	3	2.833333		3	0
57	55	20	3	4	51	5	87	39	3	2.833333		3	0
57	55	20	4	4	51	5	87	39	3	2.833333		3	0
58	61	1	2	4	51	5	87	39	3	2.833333		3	1
58	61	1	3	4	51	5	87	39	3	2.833333		3	1
58	61	1	4	4	51	5	87	39	3	2.833333		3	0
58	51	2	2	4	51	5	87	39	3	2.833333		3	1
58	51	2	3	4	51	5	87	39	3	2.833333		3	0
58	51	2	4	4	51	5	87	39	3	2.833333		3	0
58	60	3	2	4	51	5	87	39	3	2.833333		3	1
58	60	3	3	4	51	5	87	39	3	2.833333		3	0
58	60	3	4	4	51	5	87	39	3	2.833333		3	0
58	53	4	2	4	51	5	87	39	3	2.833333		3	0
58	53	4	3	4	51	5	87	39	3	2.833333		3	0
58	53	4	4	4	51	5	87	39	3	2.833333		3	0
58	64	5	2	4	51	5	87	39	3	2.833333		3	0
58	64	5	3	4	51	5	87	39	3	2.833333		3	0
58	64	5	4	4	51	5	87	39	3	2.833333		3	0
58	62	6	2	4	51	5	87	39	3	2.833333		3	1
58	62	6	3	4	51	5	87	39	3	2.833333		3	0
58	62	6	4	4	51	5	87	39	3	2.833333		3	0
58	53	7	2	4	51	5	87	39	3	2.833333		3	1
58	53	7	3	4	51	5	87	39	3	2.833333		3	1
58	53	7	4	4	51	5	87	39	3	2.833333		3	0
58	53	8	2	4	51	5	87	39	3	2.833333		3	1
58	53	8	3	4	51	5	87	39	3	2.833333		3	1
58	53	8	4	4	51	5	87	39	3	2.833333		3	0
58	62	9	2	4	51	5	87	39	3	2.833333		3	0
58	62	9	3	4	51	5	87	39	3	2.833333		3	0
58	62	9	4	4	51	5	87	39	3	2.833333		3	0
58	51	10	2	4	51	5	87	39	3	2.833333		3	0
58	51	10	3	4	51	5	87	39	3	2.833333		3	0
58	51	10	4	4	51	5	87	39	3	2.833333		3	0
58	60	11	2	4	51	5	87	39	3	2.833333		3	0
58	60	11	3	4	51	5	87	39	3	2.833333		3	0
58	60	11	4	4	51	5	87	39	3	2.833333		3	0
58	50	12	2	4	51	5	87	39	3	2.833333		3	1
58	50	12	3	4	51	5	87	39	3	2.833333		3	0
58	50	12	4	4	51	5	87	39	3	2.833333		3	0
