* Dictionary *
treatment:	treatment indicator: C0, U1, U2, R3, R4, R0
date:		session date (month/day/year/*, * is a decimal to seperate different sessions conducted on the same day)
period:		period #
id:			id #, constant through session
group:		identifies subjects that were grouped together for a period
robot:		= 0 if human subject, = 1 o/w
demand:		= amount demanded (in points, out of 30)
stage_2:	= 1 if there was a stage 2 (demands were incompatible), 0 o/w
accepted:	= 1 if subject conceded to the other player's demand in stage 2, = 0 o/w; set to missing if stage_2 == 0
delay:		= time (in seconds) to concession in stage 2; set to 0 if stage_2 == 0
points:		= points obtained in that period
wonlottery:	= 1 if subject won the lottery at the end of the experiment
**************

treatment	date	period	id	group	robot	demand	stage_2	accepted	delay	points	wonlottery
"C0"	102405	7	228	1831	0	27	1	1	10.8	0	0
"C0"	102405	7	233	1831	0	30	1	0	10.8	26.92	1
"C0"	102405	7	223	1847	0	30	1	1	.1	16.98	0
"C0"	102405	7	234	1847	0	13	1	0	.1	12.98	0
"C0"	102405	7	227	1863	0	15	0		0	20	1
"C0"	102405	7	232	1863	0	5	0		0	10	1
"C0"	102405	8	227	1784	0	16	1	0	32.8	11.52	1
"C0"	102405	8	233	1784	0	30	1	1	32.8	10.08	1
"C0"	102405	8	230	1800	0	15	0		0	17.5	0
"C0"	102405	8	232	1800	0	10	0		0	12.5	1
"C0"	102405	8	225	1816	0	18.5	0		0	20.25	0
"C0"	102405	8	226	1816	0	8	0		0	9.75	1
"C0"	102405	8	229	1832	0	17	1	1	.4	14.94	0
"C0"	102405	8	231	1832	0	15	1	0	.4	14.94	1
"C0"	102405	8	223	1848	0	30	1	1	.3	16.94	0
"C0"	102405	8	234	1848	0	13	1	0	.3	12.96	0
"C0"	102405	8	224	1864	0	18	1	0	5.4	17.05	1
"C0"	102405	8	228	1864	0	22	1	1	5.4	11.36	0
"C0"	102405	9	228	1785	0	27	1	1	3.7	2.89	0
"C0"	102405	9	233	1785	0	27	1	0	3.7	26.01	1
"C0"	102405	9	230	1801	0	15	0		0	16.5	0
"C0"	102405	9	231	1801	0	12	0		0	13.5	1
"C0"	102405	9	229	1817	0	13	0		0	14	0
"C0"	102405	9	232	1817	0	15	0		0	16	1
"C0"	102405	9	224	1833	0	18	0		0	20.5	1
"C0"	102405	9	226	1833	0	7	0		0	9.5	1
"C0"	102405	9	225	1849	0	20	1	1	.3	16.94	0
"C0"	102405	9	234	1849	0	13	1	0	.3	12.96	0
"C0"	102405	9	223	1865	0	30	1	1	.3	14.95	0
"C0"	102405	9	227	1865	0	15	1	0	.3	14.95	1
"C0"	102405	10	230	1786	0	15	0		0	15	0
"C0"	102405	10	232	1786	0	15	0		0	15	1
"C0"	102405	10	225	1802	0	18.5	1	1	54.1	0	0
"C0"	102405	10	227	1802	0	30	1	0	54.1	17.46	1
"C0"	102405	10	223	1818	0	30	1	1	.2	26.44	0
"C0"	102405	10	234	1818	0	3.5	1	0	.2	3.49	0
"C0"	102405	10	226	1834	0	16	1	1	5.7	11.33	1
"C0"	102405	10	233	1834	0	18	1	0	5.7	17	1
"C0"	102405	10	228	1850	0	22	1	1	13.2	11.39	0
"C0"	102405	10	231	1850	0	17	1	0	13.2	14.89	1
"C0"	102405	10	224	1866	0	19	1	1	.4	14.94	1
"C0"	102405	10	229	1866	0	15	1	0	.4	14.94	0
"C0"	102405	11	227	1787	0	19	1	1	1.6	14.76	1
"C0"	102405	11	232	1787	0	15	1	0	1.6	14.76	1
"C0"	102405	11	229	1803	0	17	1	1	14.4	6.92	0
"C0"	102405	11	231	1803	0	22	1	0	14.4	19.04	1
"C0"	102405	11	223	1819	0	30	1	1	.2	14.97	0
"C0"	102405	11	230	1819	0	15	1	0	.2	14.97	0
"C0"	102405	11	224	1835	0	19	1	1	6.1	15.99	1
"C0"	102405	11	234	1835	0	13	1	0	6.1	12.23	0
"C0"	102405	11	226	1851	0	13	1	1	7.4	4.64	1
"C0"	102405	11	233	1851	0	25	1	0	7.4	23.21	1
"C0"	102405	11	225	1867	0	20	1	0	7.3	18.59	0
"C0"	102405	11	228	1867	0	22	1	1	7.3	9.29	0
"C0"	102405	12	226	1788	0	20	0		0	22.5	1
"C0"	102405	12	231	1788	0	5	0		0	7.5	1
"C0"	102405	12	225	1804	0	25	1	0	.8	24.8	0
"C0"	102405	12	234	1804	0	13	1	1	.8	4.96	0
"C0"	102405	12	224	1820	0	18	1	0	40.4	12.01	1
"C0"	102405	12	227	1820	0	20	1	1	40.4	8.01	1
"C0"	102405	12	223	1836	0	30	1	1	8.7	7.33	0
"C0"	102405	12	228	1836	0	22	1	0	8.7	20.16	0
"C0"	102405	12	230	1852	0	15	0		0	15	0
"C0"	102405	12	232	1852	0	15	0		0	15	1
"C0"	102405	12	229	1868	0	16	1	1	.4	0	0
"C0"	102405	12	233	1868	0	30	1	0	.4	29.88	1
"C0"	102405	13	224	1789	0	18	1	0	5.9	16.96	1
"C0"	102405	13	228	1789	0	22	1	1	5.9	11.31	0
"C0"	102405	13	223	1805	0	3	0		0	8.5	0
"C0"	102405	13	227	1805	0	16	0		0	21.5	1
"C0"	102405	13	232	1821	0	15	0		0	16	1
"C0"	102405	13	234	1821	0	13	0		0	14	0
"C0"	102405	13	225	1837	0	18.5	1	1	2.5	14.62	0
"C0"	102405	13	230	1837	0	15	1	0	2.5	14.62	0
"C0"	102405	13	226	1853	0	16	1	0	10.9	14.34	1
"C0"	102405	13	233	1853	0	30	1	1	10.9	12.55	1
"C0"	102405	13	229	1869	0	15	1	1	.7	.99	0
"C0"	102405	13	231	1869	0	29	1	0	.7	28.79	1
"C0"	102405	14	229	1790	0	10	1	1	.4	.99	0
"C0"	102405	14	231	1790	0	29	1	0	.4	28.88	1
"C0"	102405	14	225	1806	0	20	1	1	41.6	9.89	0
"C0"	102405	14	230	1806	0	15	1	0	41.6	9.89	0
"C0"	102405	14	228	1822	0	22	1	1	.4	14.94	0
"C0"	102405	14	232	1822	0	15	1	0	.4	14.94	1
"C0"	102405	14	224	1838	0	18	1	1	26.7	10.71	1
"C0"	102405	14	227	1838	0	16	1	0	26.7	12.25	1
"C0"	102405	14	223	1854	0	15	0		0	20.75	0
"C0"	102405	14	234	1854	0	3.5	0		0	9.25	0
"C0"	102405	14	226	1870	0	18	1	0	.3	17.94	1
"C0"	102405	14	233	1870	0	30	1	1	.3	11.96	1
"C0"	102405	15	227	1791	0	17	1	1	.4	14.94	1
"C0"	102405	15	232	1791	0	15	1	0	.4	14.94	1
"C0"	102405	15	224	1807	0	17	1	0	.4	16.93	1
"C0"	102405	15	228	1807	0	22	1	1	.4	12.94	0
"C0"	102405	15	225	1823	0	25	0		0	25	0
"C0"	102405	15	229	1823	0	5	0		0	5	0
"C0"	102405	15	223	1839	0	19	1	1	.3	16.94	0
"C0"	102405	15	234	1839	0	13	1	0	.3	12.96	0
"C0"	102405	15	226	1855	0	21	1	1	5.4	4.73	1
"C0"	102405	15	233	1855	0	25	1	0	5.4	23.68	1
"C0"	102405	15	230	1871	0	15	1	0	11.9	13.31	0
"C0"	102405	15	231	1871	0	29	1	1	11.9	13.31	1
"C0"	102505	1	272	2129	0	15	1	0	2.4	14.64	1
"C0"	102505	1	276	2129	0	19	1	1	2.4	14.64	1
"C0"	102505	1	271	2145	0	15	0		0	16.5	1
"C0"	102505	1	274	2145	0	12	0		0	13.5	0
"C0"	102505	1	267	2161	0	15	1	0	86.8	6.29	1
"C0"	102505	1	270	2161	0	22	1	1	86.8	6.29	0
"C0"	102505	1	268	2177	0	15	0		0	17.5	1
"C0"	102505	1	275	2177	0	10	0		0	12.5	0
"C0"	102505	1	269	2193	0	15	0		0	15	0
"C0"	102505	1	273	2193	0	15	0		0	15	0
"C0"	102505	1	277	2209	0	5	0		0	11	0
"C0"	102505	1	278	2209	0	13	0		0	19	0
"C0"	102505	2	271	2130	0	15	0		0	15	1
"C0"	102505	2	272	2130	0	15	0		0	15	1
"C0"	102505	2	267	2146	0	15	0		0	15	1
"C0"	102505	2	273	2146	0	15	0		0	15	0
"C0"	102505	2	275	2162	0	20	1	1	1.2	15.8	0
"C0"	102505	2	277	2162	0	14	1	0	1.2	13.83	0
"C0"	102505	2	269	2178	0	15	0		0	15	0
"C0"	102505	2	276	2178	0	15	0		0	15	1
"C0"	102505	2	274	2194	0	4	0		0	10.5	0
"C0"	102505	2	278	2194	0	13	0		0	19.5	0
"C0"	102505	2	268	2210	0	15	1	0	.5	14.92	1
"C0"	102505	2	270	2210	0	29	1	1	.5	14.92	0
"C0"	102505	3	272	2131	0	15	1	0	5.9	14.14	1
"C0"	102505	3	276	2131	0	18	1	1	5.9	14.14	1
"C0"	102505	3	269	2147	0	15	1	0	.7	14.89	0
"C0"	102505	3	275	2147	0	30	1	1	.7	14.89	0
"C0"	102505	3	267	2163	0	15	0		0	18	1
"C0"	102505	3	274	2163	0	9	0		0	12	0
"C0"	102505	3	268	2179	0	16	1	1	.7	14.89	1
"C0"	102505	3	273	2179	0	15	1	0	.7	14.89	0
"C0"	102505	3	271	2195	0	15	0		0	16	1
"C0"	102505	3	278	2195	0	13	0		0	14	0
"C0"	102505	3	270	2211	0	15	1	0	.4	14.94	0
"C0"	102505	3	277	2211	0	25	1	1	.4	14.94	0
"C0"	102505	4	267	2132	0	15	0		0	15	1
"C0"	102505	4	276	2132	0	15	0		0	15	1
"C0"	102505	4	270	2148	0	20	1	0	.9	19.82	0
"C0"	102505	4	277	2148	0	29	1	1	.9	9.91	0
"C0"	102505	4	272	2164	0	15	1	0	.3	14.95	1
"C0"	102505	4	275	2164	0	16	1	1	.3	14.95	0
"C0"	102505	4	271	2180	0	15	1	0	220.9	1.64	1
"C0"	102505	4	278	2180	0	29	1	1	220.9	1.64	0
"C0"	102505	4	269	2196	0	15	0		0	15	0
"C0"	102505	4	273	2196	0	15	0		0	15	0
"C0"	102505	4	268	2212	0	15	0		0	15	1
"C0"	102505	4	274	2212	0	15	0		0	15	0
"C0"	102505	5	271	2133	0	1	0		0	8	1
"C0"	102505	5	272	2133	0	15	0		0	22	1
"C0"	102505	5	269	2149	0	15	0		0	15	0
"C0"	102505	5	273	2149	0	15	0		0	15	0
"C0"	102505	5	274	2165	0	15	1	1	.9	11.89	0
"C0"	102505	5	276	2165	0	18	1	0	.9	17.83	1
"C0"	102505	5	267	2181	0	15	1	0	5.5	14.19	1
"C0"	102505	5	275	2181	0	28	1	1	5.5	14.19	0
"C0"	102505	5	268	2197	0	15	0		0	17.5	1
"C0"	102505	5	277	2197	0	10	0		0	12.5	0
"C0"	102505	5	270	2213	0	24	1	1	3.9	16.34	0
"C0"	102505	5	278	2213	0	13	1	0	3.9	12.5	0
"C0"	102505	6	270	2134	0	29	1	1	1.2	16.79	0
"C0"	102505	6	278	2134	0	13	1	0	1.2	12.84	0
"C0"	102505	6	272	2150	0	15	0		0	15	1
"C0"	102505	6	273	2150	0	15	0		0	15	0
"C0"	102505	6	268	2166	0	15	0		0	15	1
"C0"	102505	6	271	2166	0	15	0		0	15	1
"C0"	102505	6	269	2182	0	15	0		0	15.5	0
"C0"	102505	6	274	2182	0	14	0		0	14.5	0
"C0"	102505	6	267	2198	0	15	1	0	7.4	13.93	1
"C0"	102505	6	275	2198	0	30	1	1	7.4	13.93	0
"C0"	102505	6	276	2214	0	25	1	1	29.1	7.47	1
"C0"	102505	6	277	2214	0	20	1	0	29.1	14.95	0
"C0"	102505	7	273	2135	0	15	0		0	15	0
"C0"	102505	7	277	2135	0	15	0		0	15	0
"C0"	102505	7	267	2151	0	15	0		0	15	1
"C0"	102505	7	271	2151	0	15	0		0	15	1
"C0"	102505	7	274	2167	0	19	1	1	.4	14.94	0
"C0"	102505	7	275	2167	0	15	1	0	.4	14.94	0
"C0"	102505	7	268	2183	0	15	0		0	15	1
"C0"	102505	7	270	2183	0	15	0		0	15	0
"C0"	102505	7	269	2199	0	15	0		0	16	0
"C0"	102505	7	278	2199	0	13	0		0	14	0
"C0"	102505	7	272	2215	0	15	1	1	20.7	11.38	1
"C0"	102505	7	276	2215	0	16	1	0	20.7	13	1
"C0"	102505	8	274	2136	0	20	1	1	.4	0	0
"C0"	102505	8	275	2136	0	30	1	0	.4	29.88	0
"C0"	102505	8	269	2152	0	15	0		0	15	0
"C0"	102505	8	273	2152	0	15	0		0	15	0
"C0"	102505	8	267	2168	0	15	0		0	15	1
"C0"	102505	8	268	2168	0	15	0		0	15	1
"C0"	102505	8	272	2184	0	15	0		0	15	1
"C0"	102505	8	276	2184	0	15	0		0	15	1
"C0"	102505	8	271	2200	0	15	1	0	31	11	1
"C0"	102505	8	277	2200	0	17	1	1	31	11	0
"C0"	102505	8	270	2216	0	24	1	1	.5	14.92	0
"C0"	102505	8	278	2216	0	15	1	0	.5	14.92	0
"C0"	102505	9	270	2137	0	15	0		0	15	0
"C0"	102505	9	271	2137	0	15	0		0	15	1
"C0"	102505	9	277	2153	0	13	0		0	19	0
"C0"	102505	9	278	2153	0	5	0		0	11	0
"C0"	102505	9	269	2169	0	15	0		0	16.5	0
"C0"	102505	9	274	2169	0	12	0		0	13.5	0
"C0"	102505	9	273	2185	0	15	0		0	15	0
"C0"	102505	9	276	2185	0	15	0		0	15	1
"C0"	102505	9	267	2201	0	15	1	0	21.1	12.14	1
"C0"	102505	9	275	2201	0	30	1	1	21.1	12.14	0
"C0"	102505	9	268	2217	0	15	0		0	15	1
"C0"	102505	9	272	2217	0	15	0		0	15	1
"C0"	102505	10	267	2138	0	15	0		0	15	1
"C0"	102505	10	273	2138	0	15	0		0	15	0
"C0"	102505	10	269	2154	0	15	1	0	.5	14.92	0
"C0"	102505	10	270	2154	0	27	1	1	.5	14.92	0
"C0"	102505	10	272	2170	0	15	1	0	6.2	14.09	1
"C0"	102505	10	275	2170	0	22	1	1	6.2	14.09	0
"C0"	102505	10	268	2186	0	15	0		0	15	1
"C0"	102505	10	271	2186	0	15	0		0	15	1
"C0"	102505	10	274	2202	0	10	0		0	11	0
"C0"	102505	10	276	2202	0	18	0		0	19	1
"C0"	102505	10	277	2218	0	14	0		0	14.5	0
"C0"	102505	10	278	2218	0	15	0		0	15.5	0
"C0"	102505	11	271	2139	0	15	0		0	18	1
"C0"	102505	11	277	2139	0	9	0		0	12	0
"C0"	102505	11	276	2155	0	18	1	0	7.3	16.73	1
"C0"	102505	11	278	2155	0	16	1	1	7.3	11.15	0
"C0"	102505	11	269	2171	0	15	0		0	15	0
"C0"	102505	11	274	2171	0	15	0		0	15	0
"C0"	102505	11	267	2187	0	15	0		0	15	1
"C0"	102505	11	272	2187	0	15	0		0	15	1
"C0"	102505	11	268	2203	0	15	0		0	15	1
"C0"	102505	11	273	2203	0	15	0		0	15	0
"C0"	102505	11	270	2219	0	16	1	0	10.3	14.43	0
"C0"	102505	11	275	2219	0	28	1	1	10.3	12.62	0
"C0"	102505	12	272	2140	0	15	1	0	1.6	14.76	1
"C0"	102505	12	278	2140	0	17	1	1	1.6	14.76	0
"C0"	102505	12	267	2156	0	15	1	0	5.9	14.14	1
"C0"	102505	12	277	2156	0	19	1	1	5.9	14.14	0
"C0"	102505	12	270	2172	0	20	1	0	10.8	17.95	0
"C0"	102505	12	275	2172	0	18	1	1	10.8	8.97	0
"C0"	102505	12	268	2188	0	15	1	0	.6	14.91	1
"C0"	102505	12	274	2188	0	16	1	1	.6	14.91	0
"C0"	102505	12	269	2204	0	15	0		0	15	0
"C0"	102505	12	273	2204	0	15	0		0	15	0
"C0"	102505	12	271	2220	0	15	1	0	40.1	10.04	1
"C0"	102505	12	276	2220	0	18	1	1	40.1	10.04	1
"C0"	102505	13	267	2141	0	15	0		0	15	1
"C0"	102505	13	272	2141	0	15	0		0	15	1
"C0"	102505	13	271	2157	0	15	0		0	15	1
"C0"	102505	13	276	2157	0	15	0		0	15	1
"C0"	102505	13	268	2173	0	15	1	0	84.5	6.44	1
"C0"	102505	13	277	2173	0	19	1	1	84.5	6.44	0
"C0"	102505	13	270	2189	0	23	1	1	4.6	15.28	0
"C0"	102505	13	278	2189	0	14	1	0	4.6	13.37	0
"C0"	102505	13	269	2205	0	15	0		0	15	0
"C0"	102505	13	273	2205	0	15	0		0	15	0
"C0"	102505	13	274	2221	0	16	0		0	18	0
"C0"	102505	13	275	2221	0	10	0		0	12	0
"C0"	102505	14	267	2142	0	15	0		0	15	1
"C0"	102505	14	268	2142	0	15	0		0	15	1
"C0"	102505	14	272	2158	0	15	0		0	15	1
"C0"	102505	14	273	2158	0	15	0		0	15	0
"C0"	102505	14	271	2174	0	15	0		0	16	1
"C0"	102505	14	274	2174	0	13	0		0	14	0
"C0"	102505	14	269	2190	0	15	1	0	.4	14.94	0
"C0"	102505	14	270	2190	0	19	1	1	.4	14.94	0
"C0"	102505	14	276	2206	0	16	0		0	16.5	1
"C0"	102505	14	278	2206	0	13	0		0	13.5	0
"C0"	102505	14	275	2222	0	16	1	1	5	11.41	0
"C0"	102505	14	277	2222	0	18	1	0	5	17.12	0
"C0"	102505	15	269	2143	0	15	1	0	4.8	14.29	0
"C0"	102505	15	275	2143	0	20	1	1	4.8	14.29	0
"C0"	102505	15	267	2159	0	15	1	0	.4	14.94	1
"C0"	102505	15	270	2159	0	18	1	1	.4	14.94	0
"C0"	102505	15	268	2175	0	15	1	0	.5	14.92	1
"C0"	102505	15	277	2175	0	17	1	1	.5	14.92	0
"C0"	102505	15	271	2191	0	15	0		0	15	1
"C0"	102505	15	273	2191	0	15	0		0	15	0
"C0"	102505	15	272	2207	0	15	0		0	15.5	1
"C0"	102505	15	278	2207	0	14	0		0	14.5	0
"C0"	102505	15	274	2223	0	17	1	1	.4	13.94	0
"C0"	102505	15	276	2223	0	16	1	0	.4	15.93	1
"C0"	110105	1	328	2609	0	14	1	0	.6	13.91	0
"C0"	110105	1	332	2609	0	28	1	1	.6	15.9	1
"C0"	110105	1	330	2625	0	15	1	0	1.6	14.76	1
"C0"	110105	1	335	2625	0	18	1	1	1.6	14.76	0
"C0"	110105	1	327	2641	0	15	1	0	.4	14.94	0
"C0"	110105	1	334	2641	0	25	1	1	.4	14.94	0
"C0"	110105	1	329	2657	0	25	1	1	1.4	14.79	1
"C0"	110105	1	331	2657	0	15	1	0	1.4	14.79	0
"C0"	110105	1	333	2673	0	26	1	0	2.5	25.35	1
"C0"	110105	1	336	2673	0	23	1	1	2.5	3.9	0
"C0"	110105	2	331	2610	0	25	1	1	.9	21.8	0
"C0"	110105	2	335	2610	0	8	1	0	.9	7.92	0
"C0"	110105	2	327	2626	0	15	1	0	.3	14.95	0
"C0"	110105	2	332	2626	0	22	1	1	.3	14.95	1
"C0"	110105	2	328	2642	0	8	0		0	9	0
"C0"	110105	2	329	2642	0	20	0		0	21	1
"C0"	110105	2	330	2658	0	15	1	0	.1	14.98	1
"C0"	110105	2	334	2658	0	25	1	1	.1	14.98	0
"C0"	110105	2	333	2674	0	25	1	1	29.1	11.96	1
"C0"	110105	2	336	2674	0	14	1	0	29.1	10.46	0
"C0"	110105	3	331	2611	0	30	1	1	15.9	5.97	0
"C0"	110105	3	336	2611	0	23	1	0	15.9	19.61	0
"C0"	110105	3	327	2627	0	20	1	0	.9	19.82	0
"C0"	110105	3	330	2627	0	15	1	1	.9	9.91	1
"C0"	110105	3	328	2643	0	10	0		0	10	0
"C0"	110105	3	329	2643	0	20	0		0	20	1
"C0"	110105	3	333	2659	0	28	1	0	3.2	27.11	1
"C0"	110105	3	335	2659	0	11	1	1	3.2	1.93	0
"C0"	110105	3	332	2675	0	19	1	0	.3	18.94	1
"C0"	110105	3	334	2675	0	23	1	1	.3	10.96	0
"C0"	110105	4	328	2612	0	15	1	1	5.4	9.47	0
"C0"	110105	4	332	2612	0	20	1	0	5.4	18.94	1
"C0"	110105	4	329	2628	0	25	0		0	25	1
"C0"	110105	4	336	2628	0	5	0		0	5	0
"C0"	110105	4	331	2644	0	22	1	0	.3	21.93	0
"C0"	110105	4	334	2644	0	20	1	1	.3	7.97	0
"C0"	110105	4	327	2660	0	15	0		0	21.5	0
"C0"	110105	4	335	2660	0	2	0		0	8.5	0
"C0"	110105	4	330	2676	0	15	1	1	5.2	.94	1
"C0"	110105	4	333	2676	0	29	1	0	5.2	27.53	1
"C0"	110105	5	327	2613	0	20	1	0	105.5	6.96	0
"C0"	110105	5	329	2613	0	27	1	1	105.5	3.48	1
"C0"	110105	5	330	2629	0	15	1	1	1.5	6.89	1
"C0"	110105	5	336	2629	0	23	1	0	1.5	22.65	0
"C0"	110105	5	328	2645	0	15	1	1	10.1	.9	0
"C0"	110105	5	333	2645	0	29	1	0	10.1	26.21	1
"C0"	110105	5	332	2661	0	22	1	0	.3	21.93	1
"C0"	110105	5	334	2661	0	15	1	1	.3	7.97	0
"C0"	110105	5	331	2677	0	25	1	1	.5	16.91	0
"C0"	110105	5	335	2677	0	13	1	0	.5	12.93	0
"C0"	110105	6	328	2614	0	30	1	0	11.4	26.76	0
"C0"	110105	6	336	2614	0	27	1	1	11.4	0	0
"C0"	110105	6	330	2630	0	20	0		0	20.5	1
"C0"	110105	6	335	2630	0	9	0		0	9.5	0
"C0"	110105	6	329	2646	0	20	1	0	.8	19.84	1
"C0"	110105	6	331	2646	0	25	1	1	.8	9.92	0
"C0"	110105	6	332	2662	0	23	0		0	23	1
"C0"	110105	6	334	2662	0	7	0		0	7	0
"C0"	110105	6	327	2678	0	20	1	0	53.3	11.73	0
"C0"	110105	6	333	2678	0	29.5	1	1	53.3	5.86	1
"C0"	110105	7	328	2615	0	1.5	0		0	5.75	0
"C0"	110105	7	330	2615	0	20	0		0	24.25	1
"C0"	110105	7	332	2631	0	28	1	0	.3	27.91	1
"C0"	110105	7	334	2631	0	29	1	1	.3	1.99	0
"C0"	110105	7	335	2647	0	15	0		0	15.5	0
"C0"	110105	7	336	2647	0	14	0		0	14.5	0
"C0"	110105	7	331	2663	0	14	1	0	6.4	13.13	0
"C0"	110105	7	333	2663	0	20	1	1	6.4	15	1
"C0"	110105	7	327	2679	0	30	1	1	239.2	.45	0
"C0"	110105	7	329	2679	0	25	1	0	239.2	2.28	1
"C0"	110105	8	329	2616	0	25	0		0	27.25	1
"C0"	110105	8	335	2616	0	.5	0		0	2.75	0
"C0"	110105	8	328	2632	0	25	1	0	1.1	24.72	0
"C0"	110105	8	334	2632	0	25	1	1	1.1	4.94	0
"C0"	110105	8	331	2648	0	9	0		0	12.5	0
"C0"	110105	8	336	2648	0	14	0		0	17.5	0
"C0"	110105	8	327	2664	0	15	1	0	3.5	14.48	0
"C0"	110105	8	333	2664	0	26	1	1	3.5	14.48	1
"C0"	110105	8	330	2680	0	20	1	1	2.3	1.95	1
"C0"	110105	8	332	2680	0	28	1	0	2.3	27.36	1
"C0"	110105	9	328	2617	0	16	1	0	.4	15.93	0
"C0"	110105	9	330	2617	0	20	1	1	.4	13.94	1
"C0"	110105	9	329	2633	0	25	1	0	45.3	15.89	1
"C0"	110105	9	332	2633	0	28	1	1	45.3	3.17	1
"C0"	110105	9	333	2649	0	28	1	1	279.7	.06	1
"C0"	110105	9	335	2649	0	29	1	0	279.7	1.76	0
"C0"	110105	9	327	2665	0	16	0		0	16	0
"C0"	110105	9	334	2665	0	14	0		0	14	0
"C0"	110105	9	331	2681	0	12	0		0	14	0
"C0"	110105	9	336	2681	0	14	0		0	16	0
"C0"	110105	10	334	2618	0	14	0		0	15	0
"C0"	110105	10	336	2618	0	14	0		0	15	0
"C0"	110105	10	327	2634	0	17	1	0	354.9	.48	0
"C0"	110105	10	328	2634	0	30	1	1	354.9	.37	0
"C0"	110105	10	331	2650	0	15	1	0	26	11.56	0
"C0"	110105	10	332	2650	0	27	1	1	26	11.56	1
"C0"	110105	10	329	2666	0	22	1	1	7.7	13.61	1
"C0"	110105	10	335	2666	0	15.3	1	0	7.7	14.16	0
"C0"	110105	10	330	2682	0	15	1	1	1.3	4.93	1
"C0"	110105	10	333	2682	0	25	1	0	1.3	24.67	1
"C0"	110105	11	332	2619	0	22	1	0	.4	21.91	1
"C0"	110105	11	334	2619	0	14	1	1	.4	7.96	0
"C0"	110105	11	327	2635	0	16	0		0	18	0
"C0"	110105	11	330	2635	0	10	0		0	12	1
"C0"	110105	11	333	2651	0	24	1	1	280	.48	1
"C0"	110105	11	335	2651	0	22	1	0	280	1.33	0
"C0"	110105	11	329	2667	0	20	1	1	170.6	1.45	1
"C0"	110105	11	331	2667	0	22	1	0	170.6	3.99	0
"C0"	110105	11	328	2683	0	14	0		0	16	0
"C0"	110105	11	336	2683	0	12	0		0	14	0
"C0"	110105	12	330	2620	0	15	0		0	15.5	1
"C0"	110105	12	334	2620	0	14	0		0	14.5	0
"C0"	110105	12	333	2636	0	20	1	1	.6	13.91	1
"C0"	110105	12	335	2636	0	16	1	0	.6	15.9	0
"C0"	110105	12	329	2652	0	15	1	0	.6	14.91	1
"C0"	110105	12	331	2652	0	17	1	1	.6	14.91	0
"C0"	110105	12	328	2668	0	17	1	1	.4	14.94	0
"C0"	110105	12	336	2668	0	15	1	0	.4	14.94	0
"C0"	110105	12	327	2684	0	16.5	1	0	8.1	15.21	0
"C0"	110105	12	332	2684	0	26	1	1	8.1	12.44	1
"C0"	110105	13	329	2621	0	17	1	1	.5	14.92	1
"C0"	110105	13	336	2621	0	15	1	0	.5	14.92	0
"C0"	110105	13	328	2637	0	20	1	0	.2	19.96	0
"C0"	110105	13	334	2637	0	14	1	1	.2	9.98	0
"C0"	110105	13	327	2653	0	16.5	1	0	4.1	15.83	0
"C0"	110105	13	330	2653	0	20	1	1	4.1	12.95	1
"C0"	110105	13	332	2669	0	24	1	1	1	16.53	1
"C0"	110105	13	335	2669	0	13.3	1	0	1	13.16	0
"C0"	110105	13	331	2685	0	17	1	0	3.4	16.43	0
"C0"	110105	13	333	2685	0	22	1	1	3.4	12.56	1
"C0"	110105	14	333	2622	0	23	1	1	45.3	9.15	1
"C0"	110105	14	335	2622	0	15.6	1	0	45.3	9.91	0
"C0"	110105	14	329	2638	0	20	1	1	1.7	14.74	1
"C0"	110105	14	330	2638	0	15	1	0	1.7	14.74	1
"C0"	110105	14	327	2654	0	16.5	1	1	.3	14.95	0
"C0"	110105	14	336	2654	0	15	1	0	.3	14.95	0
"C0"	110105	14	328	2670	0	20	1	1	323.7	.19	0
"C0"	110105	14	331	2670	0	25	1	0	323.7	.98	0
"C0"	110105	14	332	2686	0	22	1	0	.3	21.93	1
"C0"	110105	14	334	2686	0	14	1	1	.3	7.97	0
"C0"	110105	15	329	2623	0	20	1	1	.5	12.93	1
"C0"	110105	15	331	2623	0	17	1	0	.5	16.91	0
"C0"	110105	15	334	2639	0	14	0		0	17	0
"C0"	110105	15	335	2639	0	10	0		0	13	0
"C0"	110105	15	328	2655	0	16	1	0	3.5	15.44	0
"C0"	110105	15	332	2655	0	23	1	1	3.5	13.51	1
"C0"	110105	15	333	2671	0	30	1	1	2.2	14.67	1
"C0"	110105	15	336	2671	0	15	1	0	2.2	14.67	0
"C0"	110105	15	327	2687	0	16.5	1	1	.2	14.97	0
"C0"	110105	15	330	2687	0	15	1	0	.2	14.97	1
"U1"	93013	1	51	337	0	22	1	1	7.97	9.23	1
"U1"	93013	1	57	337	1	20	1	0	7.97	18.46	1
"U1"	93013	1	50	353	0	20	0		0	20	1
"U1"	93013	1	56	353	0	10	0		0	10	0
"U1"	93013	1	44	369	0	15	0		0	15	0
"U1"	93013	1	55	369	0	15	0		0	15	1
"U1"	93013	1	47	385	0	20	1	1	398.27	.18	0
"U1"	93013	1	58	385	1	20	1	0	398.27	.37	1
"U1"	93013	1	49	401	0	5	0		0	12.5	1
"U1"	93013	1	54	401	0	10	0		0	17.5	0
"U1"	93013	1	45	417	0	20	1	0	.6	19.88	0
"U1"	93013	1	53	417	0	20	1	1	.6	9.94	0
"U1"	93013	1	48	433	0	16	0		0	18	0
